species,model,dataset,threshold,scaling_factor,season_start,season_end,mean_in_season,mean_out_season,ratio_mean,kendall_corr
Taxus,2022-operational,Basel,"0,92","29,6308",03.02.2024,18.03.2024,"13,2396","1,9245","0,1454","0,5525"
Taxus,2022-operational,Basel,"0,93","31,6231",03.02.2024,18.03.2024,"12,409","1,7894","0,1442","0,5514"
Taxus,2022-operational,Basel,"0,94","34,1174",03.02.2024,18.03.2024,"11,5087","1,6344","0,142","0,5541"
Taxus,2022-operational,Basel,"0,95","37,6222",03.02.2024,18.03.2024,"10,4788","1,4823","0,1415","0,5509"
Taxus,2022-operational,Basel,"0,96","42,1665",03.02.2024,18.03.2024,"9,3672","1,3203","0,141","0,5591"
Taxus,2022-operational,Basel,"0,97","48,8904",03.02.2024,18.03.2024,"8,1025","1,1444","0,1412","0,5622"
Taxus,2022-operational,Basel,"0,98","60,027",03.02.2024,18.03.2024,"6,614","0,9117","0,1378","0,5674"
Taxus,2022-operational,Basel,"0,99","88,5374",03.02.2024,18.03.2024,"4,5017","0,6177","0,1372","0,5592"
Taxus,2022-operational,Basel,"0,999","369,9358",03.02.2024,18.03.2024,"1,0923","0,1503","0,1376","0,5112"
Taxus,2022-operational,Basel,"0,9999",1000,03.02.2024,18.03.2024,"0,2089","0,0281","0,1345","0,4008"
Taxus,2022-operational,Basel,1,1000,03.02.2024,18.03.2024,"0,0374","0,0045","0,1215","0,4853"
Taxus,2022-operational,Basel,1,1000,03.02.2024,18.03.2024,"0,0027","0,0003","0,097","0,2666"
Taxus,2022-operational,Basel,1,1000,03.02.2024,18.03.2024,"0,0004","0,0003","0,6787","0,0465"
Pinaceae,2022-operational,Payerne,0,"3,4757",04.05.2024,22.05.2024,"11,8458","1,486","0,1254","0,7229"
Pinaceae,2022-operational,Payerne,"0,2","3,4757",04.05.2024,22.05.2024,"11,8458","1,486","0,1254","0,7229"
Pinaceae,2022-operational,Payerne,"0,4","3,4769",04.05.2024,22.05.2024,"11,8403","1,4847","0,1254","0,7232"
Pinaceae,2022-operational,Payerne,"0,6","3,5043",04.05.2024,22.05.2024,"11,748","1,4642","0,1246","0,7258"
Pinaceae,2022-operational,Payerne,"0,75","3,5418",04.05.2024,22.05.2024,"11,6082","1,4331","0,1235","0,7255"
Pinaceae,2022-operational,Payerne,"0,8","3,5583",04.05.2024,22.05.2024,"11,5525","1,4195","0,1229","0,721"
Pinaceae,2022-operational,Payerne,"0,85","3,5777",04.05.2024,22.05.2024,"11,4766","1,4043","0,1224","0,7172"
Pinaceae,2022-operational,Payerne,"0,9","3,6058",04.05.2024,22.05.2024,"11,377","1,3867","0,1219","0,7184"
Pinaceae,2022-operational,Payerne,"0,91","3,6152",04.05.2024,22.05.2024,"11,3542","1,3801","0,1215","0,7187"
Pinaceae,2022-operational,Payerne,"0,92","3,6255",04.05.2024,22.05.2024,"11,3186","1,3747","0,1215","0,7193"
Pinaceae,2022-operational,Payerne,"0,93","3,634",04.05.2024,22.05.2024,"11,2875","1,3686","0,1213","0,7205"
Pinaceae,2022-operational,Payerne,"0,94","3,6482",04.05.2024,22.05.2024,"11,2473","1,3607","0,121","0,7215"
Pinaceae,2022-operational,Payerne,"0,95","3,6645",04.05.2024,22.05.2024,"11,208","1,353","0,1207","0,7241"
Pinaceae,2022-operational,Payerne,"0,96","3,6808",04.05.2024,22.05.2024,"11,155","1,3445","0,1205","0,724"
Pinaceae,2022-operational,Payerne,"0,97","3,7072",04.05.2024,22.05.2024,"11,0728","1,3302","0,1201","0,7249"
Pinaceae,2022-operational,Payerne,"0,98","3,7485",04.05.2024,22.05.2024,"10,964","1,3165","0,1201","0,7287"
Pinaceae,2022-operational,Payerne,"0,99","3,8129",04.05.2024,22.05.2024,"10,7803","1,2853","0,1192","0,7278"
Pinaceae,2022-operational,Payerne,"0,999","4,0632",04.05.2024,22.05.2024,"10,1298","1,1844","0,1169","0,7357"
Pinaceae,2022-operational,Payerne,"0,9999","4,3569",04.05.2024,22.05.2024,"9,4518","1,0837","0,1147","0,7375"
Pinaceae,2022-operational,Payerne,1,"4,7402",04.05.2024,22.05.2024,"8,6705","0,9689","0,1118","0,7455"
Pinaceae,2022-operational,Payerne,1,"5,2748",04.05.2024,22.05.2024,"7,8006","0,8476","0,1087","0,7409"
Pinaceae,2022-operational,Payerne,1,"5,7751",04.05.2024,22.05.2024,"7,1363","0,7637","0,107","0,7378"
Poaceae,2022-operational,Payerne,0,"5,7075",06.05.2024,04.08.2024,"14,8588","4,4248","0,2978","0,772"
Poaceae,2022-operational,Payerne,"0,2","5,7075",06.05.2024,04.08.2024,"14,8588","4,424","0,2977","0,772"
Poaceae,2022-operational,Payerne,"0,4","5,7364",06.05.2024,04.08.2024,"14,7806","4,3759","0,2961","0,7726"
Poaceae,2022-operational,Payerne,"0,6","6,0257",06.05.2024,04.08.2024,"14,0511","4,0468","0,288","0,7708"
Poaceae,2022-operational,Payerne,"0,75","6,4001",06.05.2024,04.08.2024,"13,2089","3,6821","0,2788","0,7709"
Poaceae,2022-operational,Payerne,"0,8","6,5562",06.05.2024,04.08.2024,"12,8828","3,5374","0,2746","0,7685"
Poaceae,2022-operational,Payerne,"0,85","6,7632",06.05.2024,04.08.2024,"12,4823","3,3842","0,2711","0,7715"
Poaceae,2022-operational,Payerne,"0,9","7,0607",06.05.2024,04.08.2024,"11,9442","3,1922","0,2673","0,7694"
Poaceae,2022-operational,Payerne,"0,91","7,1347",06.05.2024,04.08.2024,"11,8153","3,133","0,2652","0,7698"
Poaceae,2022-operational,Payerne,"0,92","7,2144",06.05.2024,04.08.2024,"11,6802","3,0865","0,2642","0,7714"
Poaceae,2022-operational,Payerne,"0,93","7,3109",06.05.2024,04.08.2024,"11,5238","3,0289","0,2628","0,7709"
Poaceae,2022-operational,Payerne,"0,94","7,4151",06.05.2024,04.08.2024,"11,3606","2,9768","0,262","0,7711"
Poaceae,2022-operational,Payerne,"0,95","7,5383",06.05.2024,04.08.2024,"11,1694","2,9002","0,2597","0,7684"
Poaceae,2022-operational,Payerne,"0,96","7,6983",06.05.2024,04.08.2024,"10,9322","2,7992","0,256","0,7722"
Poaceae,2022-operational,Payerne,"0,97","7,8982",06.05.2024,04.08.2024,"10,6426","2,7021","0,2539","0,7699"
Poaceae,2022-operational,Payerne,"0,98","8,2049",06.05.2024,04.08.2024,"10,2373","2,5632","0,2504","0,7684"
Poaceae,2022-operational,Payerne,"0,99","8,7551",06.05.2024,04.08.2024,"9,5963","2,3532","0,2452","0,7689"
Poaceae,2022-operational,Payerne,"0,999","10,9067",06.05.2024,04.08.2024,"7,6606","1,7249","0,2252","0,7654"
Poaceae,2022-operational,Payerne,"0,9999","13,6408",06.05.2024,04.08.2024,"6,0687","1,2472","0,2055","0,7578"
Poaceae,2022-operational,Payerne,1,"17,0768",06.05.2024,04.08.2024,"4,7828","0,8959","0,1873","0,7479"
Poaceae,2022-operational,Payerne,1,"21,4332",06.05.2024,04.08.2024,"3,7418","0,6505","0,1738","0,7338"
Poaceae,2022-operational,Payerne,1,"25,4049",06.05.2024,04.08.2024,"3,0923","0,495","0,1601","0,7262"
Quercus,2022-operational,Payerne,0,"3,2964",03.05.2024,18.06.2024,"3,2081","2,4301","0,7575","0,3286"
Quercus,2022-operational,Payerne,"0,2","3,2964",03.05.2024,18.06.2024,"3,2081","2,4298","0,7574","0,3286"
Quercus,2022-operational,Payerne,"0,4","3,3338",03.05.2024,18.06.2024,"3,1653","2,3756","0,7505","0,3252"
Quercus,2022-operational,Payerne,"0,6","3,6028",03.05.2024,18.06.2024,"2,8886","2,0856","0,722","0,3333"
Quercus,2022-operational,Payerne,"0,75","3,9",03.05.2024,18.06.2024,"2,6105","1,8335","0,7023","0,3368"
Quercus,2022-operational,Payerne,"0,8","4,019",03.05.2024,18.06.2024,"2,5022","1,734","0,693","0,3384"
Quercus,2022-operational,Payerne,"0,85","4,1706",03.05.2024,18.06.2024,"2,3818","1,6222","0,6811","0,3407"
Quercus,2022-operational,Payerne,"0,9","4,3698",03.05.2024,18.06.2024,"2,2318","1,4776","0,6621","0,3436"
Quercus,2022-operational,Payerne,"0,91","4,4174",03.05.2024,18.06.2024,"2,1993","1,4488","0,6587","0,3438"
Quercus,2022-operational,Payerne,"0,92","4,4837",03.05.2024,18.06.2024,"2,1591","1,4137","0,6548","0,3429"
Quercus,2022-operational,Payerne,"0,93","4,5629",03.05.2024,18.06.2024,"2,1096","1,3807","0,6545","0,3394"
Quercus,2022-operational,Payerne,"0,94","4,6356",03.05.2024,18.06.2024,"2,0641","1,3431","0,6507","0,3427"
Quercus,2022-operational,Payerne,"0,95","4,7305",03.05.2024,18.06.2024,"2,0024","1,292","0,6452","0,342"
Quercus,2022-operational,Payerne,"0,96","4,8613",03.05.2024,18.06.2024,"1,9378","1,2341","0,6368","0,3459"
Quercus,2022-operational,Payerne,"0,97","5,0145",03.05.2024,18.06.2024,"1,8543","1,1724","0,6322","0,3381"
Quercus,2022-operational,Payerne,"0,98","5,2416",03.05.2024,18.06.2024,"1,7483","1,0789","0,6171","0,3398"
Quercus,2022-operational,Payerne,"0,99","5,5939",03.05.2024,18.06.2024,"1,5832","0,9419","0,5949","0,3476"
Quercus,2022-operational,Payerne,"0,999","7,246",03.05.2024,18.06.2024,"1,1067","0,6127","0,5537","0,3302"
Quercus,2022-operational,Payerne,"0,9999","9,7807",03.05.2024,18.06.2024,"0,7487","0,3959","0,5288","0,2983"
Quercus,2022-operational,Payerne,1,"14,2729",03.05.2024,18.06.2024,"0,4976","0,2596","0,5218","0,296"
Quercus,2022-operational,Payerne,1,"22,2672",03.05.2024,18.06.2024,"0,3158","0,1629","0,5159","0,2937"
Quercus,2022-operational,Payerne,1,"31,3885",03.05.2024,18.06.2024,"0,2168","0,117","0,5395","0,286"
Alnus,2025-Omega-2,Basel,0,"4,0589",02.02.2024,08.03.2024,"36,2388","0,7886","0,0218","0,7366"
Alnus,2025-Omega-2,Basel,"0,2","4,0589",02.02.2024,08.03.2024,"36,2388","0,7886","0,0218","0,7366"
Alnus,2025-Omega-2,Basel,"0,4","4,0632",02.02.2024,08.03.2024,"36,1904","0,7735","0,0214","0,7371"
Alnus,2025-Omega-2,Basel,"0,6","4,1845",02.02.2024,08.03.2024,"35,15","0,6821","0,0194","0,7398"
Alnus,2025-Omega-2,Basel,"0,75","4,3756",02.02.2024,08.03.2024,"33,6362","0,5902","0,0175","0,7424"
Alnus,2025-Omega-2,Basel,"0,8","4,461",02.02.2024,08.03.2024,"32,9868","0,5533","0,0168","0,7447"
Alnus,2025-Omega-2,Basel,"0,85","4,5817",02.02.2024,08.03.2024,"32,1305","0,5173","0,0161","0,7509"
Alnus,2025-Omega-2,Basel,"0,9","4,7443",02.02.2024,08.03.2024,"31,0471","0,4655","0,015","0,7523"
Alnus,2025-Omega-2,Basel,"0,91","4,7878",02.02.2024,08.03.2024,"30,7508","0,4532","0,0147","0,7515"
Alnus,2025-Omega-2,Basel,"0,92","4,8376",02.02.2024,08.03.2024,"30,4494","0,4443","0,0146","0,7528"
Alnus,2025-Omega-2,Basel,"0,93","4,8928",02.02.2024,08.03.2024,"30,1123","0,434","0,0144","0,7538"
Alnus,2025-Omega-2,Basel,"0,94","4,9594",02.02.2024,08.03.2024,"29,6963","0,423","0,0142","0,7563"
Alnus,2025-Omega-2,Basel,"0,95","5,0464",02.02.2024,08.03.2024,"29,1908","0,4065","0,0139","0,7569"
Alnus,2025-Omega-2,Basel,"0,96","5,1521",02.02.2024,08.03.2024,"28,6103","0,3876","0,0135","0,7557"
Alnus,2025-Omega-2,Basel,"0,97","5,2949",02.02.2024,08.03.2024,"27,843","0,3596","0,0129","0,7619"
Alnus,2025-Omega-2,Basel,"0,98","5,5196",02.02.2024,08.03.2024,"26,7648","0,3346","0,0125","0,7514"
Alnus,2025-Omega-2,Basel,"0,99","5,9383",02.02.2024,08.03.2024,"24,9159","0,2907","0,0117","0,7546"
Alnus,2025-Omega-2,Basel,"0,999","8,0972",02.02.2024,08.03.2024,"18,391","0,1718","0,0093","0,7602"
Alnus,2025-Omega-2,Basel,"0,9999","12,7022",02.02.2024,08.03.2024,"11,805","0,1017","0,0086","0,7441"
Alnus,2025-Omega-2,Basel,1,"24,52",02.02.2024,08.03.2024,"6,1921","0,0539","0,0087","0,7388"
Alnus,2025-Omega-2,Basel,1,"61,9548",02.02.2024,08.03.2024,"2,4727","0,0238","0,0096","0,7849"
Alnus,2025-Omega-2,Basel,1,"152,403",02.02.2024,08.03.2024,"1,0086","0,0085","0,0084","0,8147"
Betula,2025-Omega-2,Basel,0,"3,8219",20.03.2024,18.04.2024,"21,0609","2,1538","0,1023","0,5226"
Betula,2025-Omega-2,Basel,"0,2","3,8219",20.03.2024,18.04.2024,"21,0609","2,1538","0,1023","0,5226"
Betula,2025-Omega-2,Basel,"0,4","3,8528",20.03.2024,18.04.2024,"20,8562","2,0615","0,0988","0,5255"
Betula,2025-Omega-2,Basel,"0,6","4,2754",20.03.2024,18.04.2024,"18,7265","1,522","0,0813","0,5456"
Betula,2025-Omega-2,Basel,"0,75","4,8737",20.03.2024,18.04.2024,"16,349","1,1132","0,0681","0,5555"
Betula,2025-Omega-2,Basel,"0,8","5,1528",20.03.2024,18.04.2024,"15,4237","0,985","0,0639","0,5576"
Betula,2025-Omega-2,Basel,"0,85","5,5113",20.03.2024,18.04.2024,"14,383","0,8388","0,0583","0,5614"
Betula,2025-Omega-2,Basel,"0,9","6,0468",20.03.2024,18.04.2024,"13,1087","0,6737","0,0514","0,5726"
Betula,2025-Omega-2,Basel,"0,91","6,1987",20.03.2024,18.04.2024,"12,8001","0,6389","0,0499","0,5717"
Betula,2025-Omega-2,Basel,"0,92","6,346",20.03.2024,18.04.2024,"12,4708","0,5988","0,048","0,5747"
Betula,2025-Omega-2,Basel,"0,93","6,5484",20.03.2024,18.04.2024,"12,0972","0,5603","0,0463","0,5765"
Betula,2025-Omega-2,Basel,"0,94","6,7801",20.03.2024,18.04.2024,"11,6732","0,5196","0,0445","0,5772"
Betula,2025-Omega-2,Basel,"0,95","7,0549",20.03.2024,18.04.2024,"11,2134","0,4779","0,0426","0,5798"
Betula,2025-Omega-2,Basel,"0,96","7,4508",20.03.2024,18.04.2024,"10,6333","0,4266","0,0401","0,5824"
Betula,2025-Omega-2,Basel,"0,97","8,0124",20.03.2024,18.04.2024,"9,9015","0,3725","0,0376","0,5833"
Betula,2025-Omega-2,Basel,"0,98","8,8365",20.03.2024,18.04.2024,"8,971","0,3058","0,0341","0,5924"
Betula,2025-Omega-2,Basel,"0,99","10,4965",20.03.2024,18.04.2024,"7,5985","0,22","0,029","0,5969"
Betula,2025-Omega-2,Basel,"0,999","19,537",20.03.2024,18.04.2024,"4,1455","0,0824","0,0199","0,5963"
Betula,2025-Omega-2,Basel,"0,9999","40,0137",20.03.2024,18.04.2024,"2,0375","0,0316","0,0155","0,6094"
Betula,2025-Omega-2,Basel,1,"89,1688",20.03.2024,18.04.2024,"0,9111","0,0113","0,0124","0,6732"
Betula,2025-Omega-2,Basel,1,"228,624",20.03.2024,18.04.2024,"0,3553","0,0039","0,0111","0,6968"
Betula,2025-Omega-2,Basel,1,"448,9257",20.03.2024,18.04.2024,"0,1719","0,0021","0,012","0,6624"
Corylus,2025-Omega-2,Basel,0,"7,9997",26.01.2024,19.02.2024,"5,8255","0,9869","0,1694","0,5513"
Corylus,2025-Omega-2,Basel,"0,2","7,9997",26.01.2024,19.02.2024,"5,8255","0,9867","0,1694","0,5516"
Corylus,2025-Omega-2,Basel,"0,4","8,0647",26.01.2024,19.02.2024,"5,7789","0,9589","0,1659","0,5543"
Corylus,2025-Omega-2,Basel,"0,6","8,938",26.01.2024,19.02.2024,"5,2072","0,799","0,1534","0,5634"
Corylus,2025-Omega-2,Basel,"0,75","10,3325",26.01.2024,19.02.2024,"4,5064","0,6331","0,1405","0,5807"
Corylus,2025-Omega-2,Basel,"0,8","10,9878",26.01.2024,19.02.2024,"4,2321","0,5774","0,1364","0,58"
Corylus,2025-Omega-2,Basel,"0,85","11,8117",26.01.2024,19.02.2024,"3,9187","0,5111","0,1304","0,5796"
Corylus,2025-Omega-2,Basel,"0,9","13,1749",26.01.2024,19.02.2024,"3,5123","0,4439","0,1264","0,587"
Corylus,2025-Omega-2,Basel,"0,91","13,5399",26.01.2024,19.02.2024,"3,4137","0,4276","0,1253","0,5857"
Corylus,2025-Omega-2,Basel,"0,92","13,9527",26.01.2024,19.02.2024,"3,3151","0,413","0,1246","0,587"
Corylus,2025-Omega-2,Basel,"0,93","14,4185",26.01.2024,19.02.2024,"3,2033","0,3926","0,1226","0,5909"
Corylus,2025-Omega-2,Basel,"0,94","15,0105",26.01.2024,19.02.2024,"3,0734","0,3711","0,1207","0,5911"
Corylus,2025-Omega-2,Basel,"0,95","15,6148",26.01.2024,19.02.2024,"2,9496","0,3477","0,1179","0,5944"
Corylus,2025-Omega-2,Basel,"0,96","16,452",26.01.2024,19.02.2024,"2,7857","0,3178","0,1141","0,6057"
Corylus,2025-Omega-2,Basel,"0,97","17,7292",26.01.2024,19.02.2024,"2,5716","0,2872","0,1117","0,6181"
Corylus,2025-Omega-2,Basel,"0,98","19,6932",26.01.2024,19.02.2024,"2,3029","0,2478","0,1076","0,6215"
Corylus,2025-Omega-2,Basel,"0,99","23,6974",26.01.2024,19.02.2024,"1,9188","0,1934","0,1008","0,6162"
Corylus,2025-Omega-2,Basel,"0,999","47,1637",26.01.2024,19.02.2024,"0,9383","0,0831","0,0886","0,6257"
Corylus,2025-Omega-2,Basel,"0,9999","102,7512",26.01.2024,19.02.2024,"0,4021","0,035","0,0871","0,6467"
Corylus,2025-Omega-2,Basel,1,"258,5136",26.01.2024,19.02.2024,"0,1438","0,0135","0,0937","0,6148"
Corylus,2025-Omega-2,Basel,1,"713,8623",26.01.2024,19.02.2024,"0,0444","0,0055","0,1229","0,4972"
Corylus,2025-Omega-2,Basel,1,1000,26.01.2024,19.02.2024,"0,0146","0,0021","0,1471","0,3764"
Cupressaceae,2025-Omega-2,Basel,0,"21,2089",11.02.2024,01.03.2024,"1,7413","1,8854","1,0828","0,327"
Cupressaceae,2025-Omega-2,Basel,"0,2","21,2089",11.02.2024,01.03.2024,"1,7413","1,8854","1,0828","0,327"
Cupressaceae,2025-Omega-2,Basel,"0,4","22,1563",11.02.2024,01.03.2024,"1,6805","1,8365","1,0928","0,325"
Cupressaceae,2025-Omega-2,Basel,"0,6","26,3681",11.02.2024,01.03.2024,"1,42","1,5826","1,1145","0,316"
Cupressaceae,2025-Omega-2,Basel,"0,75","32,1778",11.02.2024,01.03.2024,"1,1782","1,3536","1,1489","0,3061"
Cupressaceae,2025-Omega-2,Basel,"0,8","34,3661",11.02.2024,01.03.2024,"1,1027","1,2681","1,15","0,3035"
Cupressaceae,2025-Omega-2,Basel,"0,85","36,3497",11.02.2024,01.03.2024,"1,0237","1,1671","1,1401","0,3013"
Cupressaceae,2025-Omega-2,Basel,"0,9","41,1428",11.02.2024,01.03.2024,"0,9133","1,0467","1,146","0,2992"
Cupressaceae,2025-Omega-2,Basel,"0,91","42,4684",11.02.2024,01.03.2024,"0,8864","1,0205","1,1513","0,2992"
Cupressaceae,2025-Omega-2,Basel,"0,92","43,2517",11.02.2024,01.03.2024,"0,8673","0,9896","1,141","0,2986"
Cupressaceae,2025-Omega-2,Basel,"0,93","44,9252",11.02.2024,01.03.2024,"0,8395","0,9521","1,134","0,2989"
Cupressaceae,2025-Omega-2,Basel,"0,94","46,6481",11.02.2024,01.03.2024,"0,8116","0,9133","1,1254","0,2982"
Cupressaceae,2025-Omega-2,Basel,"0,95","48,7413",11.02.2024,01.03.2024,"0,7821","0,8736","1,117","0,2901"
Cupressaceae,2025-Omega-2,Basel,"0,96","52,226",11.02.2024,01.03.2024,"0,7404","0,8227","1,1111","0,2931"
Cupressaceae,2025-Omega-2,Basel,"0,97","56,4393",11.02.2024,01.03.2024,"0,6825","0,7623","1,1169","0,2844"
Cupressaceae,2025-Omega-2,Basel,"0,98","64,1838",11.02.2024,01.03.2024,"0,6133","0,6779","1,1054","0,2845"
Cupressaceae,2025-Omega-2,Basel,"0,99","75,8481",11.02.2024,01.03.2024,"0,5169","0,5581","1,0798","0,2666"
Cupressaceae,2025-Omega-2,Basel,"0,999","145,1403",11.02.2024,01.03.2024,"0,27","0,2833","1,0489","0,2479"
Cupressaceae,2025-Omega-2,Basel,"0,9999","353,931",11.02.2024,01.03.2024,"0,1225","0,1224","0,9996","0,2062"
Cupressaceae,2025-Omega-2,Basel,1,"712,1664",11.02.2024,01.03.2024,"0,0451","0,0433","0,959","0,1673"
Cupressaceae,2025-Omega-2,Basel,1,1000,11.02.2024,01.03.2024,"0,0191","0,0136","0,7104","0,065"
Cupressaceae,2025-Omega-2,Basel,1,1000,11.02.2024,01.03.2024,"0,0078","0,0044","0,5683","0,1464"
Fagus,2025-Omega-2,Basel,0,"5,8632",06.04.2024,05.05.2024,"1,0784","0,0429","0,0398","0,6006"
Fagus,2025-Omega-2,Basel,"0,2","5,8632",06.04.2024,05.05.2024,"1,0784","0,0429","0,0398","0,6006"
Fagus,2025-Omega-2,Basel,"0,4","5,8833",06.04.2024,05.05.2024,"1,0741","0,0418","0,039","0,6035"
Fagus,2025-Omega-2,Basel,"0,6","6,1663",06.04.2024,05.05.2024,"1,0215","0,0351","0,0344","0,6187"
Fagus,2025-Omega-2,Basel,"0,75","6,4984",06.04.2024,05.05.2024,"0,9657","0,0296","0,0306","0,6249"
Fagus,2025-Omega-2,Basel,"0,8","6,656",06.04.2024,05.05.2024,"0,9428","0,0272","0,0288","0,6334"
Fagus,2025-Omega-2,Basel,"0,85","6,7935",06.04.2024,05.05.2024,"0,9241","0,0249","0,027","0,6318"
Fagus,2025-Omega-2,Basel,"0,9","7,0086",06.04.2024,05.05.2024,"0,8888","0,0219","0,0246","0,643"
Fagus,2025-Omega-2,Basel,"0,91","7,0854",06.04.2024,05.05.2024,"0,8801","0,0217","0,0246","0,6436"
Fagus,2025-Omega-2,Basel,"0,92","7,1465",06.04.2024,05.05.2024,"0,8723","0,021","0,0241","0,6264"
Fagus,2025-Omega-2,Basel,"0,93","7,2284",06.04.2024,05.05.2024,"0,8589","0,0204","0,0238","0,6286"
Fagus,2025-Omega-2,Basel,"0,94","7,3259",06.04.2024,05.05.2024,"0,8467","0,0194","0,0229","0,635"
Fagus,2025-Omega-2,Basel,"0,95","7,4877",06.04.2024,05.05.2024,"0,8284","0,0188","0,0227","0,6384"
Fagus,2025-Omega-2,Basel,"0,96","7,6462",06.04.2024,05.05.2024,"0,8094","0,0176","0,0217","0,6456"
Fagus,2025-Omega-2,Basel,"0,97","7,7987",06.04.2024,05.05.2024,"0,79","0,0168","0,0212","0,6423"
Fagus,2025-Omega-2,Basel,"0,98","8,1056",06.04.2024,05.05.2024,"0,7604","0,0147","0,0193","0,6524"
Fagus,2025-Omega-2,Basel,"0,99","8,4683",06.04.2024,05.05.2024,"0,7204","0,0129","0,0179","0,6688"
Fagus,2025-Omega-2,Basel,"0,999","9,9826",06.04.2024,05.05.2024,"0,5948","0,0076","0,0127","0,6737"
Fagus,2025-Omega-2,Basel,"0,9999","11,9561",06.04.2024,05.05.2024,"0,4825","0,0035","0,0072","0,7613"
Fagus,2025-Omega-2,Basel,1,"14,5167",06.04.2024,05.05.2024,"0,3898","0,0018","0,0047","0,7926"
Fagus,2025-Omega-2,Basel,1,"18,0036",06.04.2024,05.05.2024,"0,2978","0,001","0,0034","0,8227"
Fagus,2025-Omega-2,Basel,1,"22,9732",06.04.2024,05.05.2024,"0,2276","0,0006","0,0027","0,8338"
Fraxinus,2025-Omega-2,Basel,0,"0,8548",15.03.2024,11.04.2024,"57,8325","10,1783","0,176","0,5945"
Fraxinus,2025-Omega-2,Basel,"0,2","0,8548",15.03.2024,11.04.2024,"57,8325","10,1781","0,176","0,5945"
Fraxinus,2025-Omega-2,Basel,"0,4","0,8644",15.03.2024,11.04.2024,"57,2418","9,9259","0,1734","0,5966"
Fraxinus,2025-Omega-2,Basel,"0,6","0,9429",15.03.2024,11.04.2024,"53,1036","8,2718","0,1558","0,6096"
Fraxinus,2025-Omega-2,Basel,"0,75","1,034",15.03.2024,11.04.2024,"48,9753","6,8059","0,139","0,6245"
Fraxinus,2025-Omega-2,Basel,"0,8","1,0712",15.03.2024,11.04.2024,"47,4665","6,2968","0,1327","0,6324"
Fraxinus,2025-Omega-2,Basel,"0,85","1,1159",15.03.2024,11.04.2024,"45,777","5,7401","0,1254","0,6434"
Fraxinus,2025-Omega-2,Basel,"0,9","1,1777",15.03.2024,11.04.2024,"43,6514","5,0982","0,1168","0,6529"
Fraxinus,2025-Omega-2,Basel,"0,91","1,1927",15.03.2024,11.04.2024,"43,1608","4,9548","0,1148","0,6548"
Fraxinus,2025-Omega-2,Basel,"0,92","1,2088",15.03.2024,11.04.2024,"42,6121","4,8065","0,1128","0,6606"
Fraxinus,2025-Omega-2,Basel,"0,93","1,2267",15.03.2024,11.04.2024,"42,0484","4,6417","0,1104","0,6632"
Fraxinus,2025-Omega-2,Basel,"0,94","1,2479",15.03.2024,11.04.2024,"41,4031","4,4656","0,1079","0,6685"
Fraxinus,2025-Omega-2,Basel,"0,95","1,2723",15.03.2024,11.04.2024,"40,6787","4,2661","0,1049","0,6726"
Fraxinus,2025-Omega-2,Basel,"0,96","1,3036",15.03.2024,11.04.2024,"39,793","4,0496","0,1018","0,677"
Fraxinus,2025-Omega-2,Basel,"0,97","1,3415",15.03.2024,11.04.2024,"38,7561","3,779","0,0975","0,682"
Fraxinus,2025-Omega-2,Basel,"0,98","1,3942",15.03.2024,11.04.2024,"37,3773","3,4412","0,0921","0,6904"
Fraxinus,2025-Omega-2,Basel,"0,99","1,4881",15.03.2024,11.04.2024,"35,1425","2,9666","0,0844","0,6911"
Fraxinus,2025-Omega-2,Basel,"0,999","1,7961",15.03.2024,11.04.2024,"29,2097","1,8554","0,0635","0,7159"
Fraxinus,2025-Omega-2,Basel,"0,9999","2,1518",15.03.2024,11.04.2024,"24,2997","1,2444","0,0512","0,7345"
Fraxinus,2025-Omega-2,Basel,1,"2,6354",15.03.2024,11.04.2024,"19,7486","0,8651","0,0438","0,7416"
Fraxinus,2025-Omega-2,Basel,1,"3,4502",15.03.2024,11.04.2024,"15,0526","0,6044","0,0402","0,7461"
Fraxinus,2025-Omega-2,Basel,1,"4,4744",15.03.2024,11.04.2024,"11,616","0,4537","0,0391","0,748"
Pinaceae,2025-Omega-2,Basel,0,"3,0921",09.04.2024,18.04.2024,"7,2887","3,183","0,4367","0,5909"
Pinaceae,2025-Omega-2,Basel,"0,2","3,0921",09.04.2024,18.04.2024,"7,2887","3,183","0,4367","0,5909"
Pinaceae,2025-Omega-2,Basel,"0,4","3,1194",09.04.2024,18.04.2024,"7,2016","3,117","0,4328","0,5968"
Pinaceae,2025-Omega-2,Basel,"0,6","3,2271",09.04.2024,18.04.2024,"6,8328","2,8655","0,4194","0,612"
Pinaceae,2025-Omega-2,Basel,"0,75","3,3017",09.04.2024,18.04.2024,"6,5963","2,6396","0,4002","0,6248"
Pinaceae,2025-Omega-2,Basel,"0,8","3,3368",09.04.2024,18.04.2024,"6,4869","2,5675","0,3958","0,6291"
Pinaceae,2025-Omega-2,Basel,"0,85","3,3795",09.04.2024,18.04.2024,"6,3617","2,485","0,3906","0,6315"
Pinaceae,2025-Omega-2,Basel,"0,9","3,4304",09.04.2024,18.04.2024,"6,2453","2,3907","0,3828","0,6361"
Pinaceae,2025-Omega-2,Basel,"0,91","3,4406",09.04.2024,18.04.2024,"6,221","2,3685","0,3807","0,638"
