species,model,dataset,threshold,scaling_factor,season_start,season_end,mean_in_season,mean_out_season,ratio_mean,kendall_corr
Alnus,2025-Omega-1,Basel,"0,9","5,6266",02.02.2024,08.03.2024,"26,2437","1,4611","0,0557","0,6474"
Alnus,2025-Omega-1,Basel,"0,91","5,6774",02.02.2024,08.03.2024,"26,0042","1,4266","0,0549","0,6497"
Alnus,2025-Omega-1,Basel,"0,92","5,7395",02.02.2024,08.03.2024,"25,7299","1,3815","0,0537","0,6512"
Alnus,2025-Omega-1,Basel,"0,93","5,8089",02.02.2024,08.03.2024,"25,4283","1,3345","0,0525","0,6548"
Alnus,2025-Omega-1,Basel,"0,94","5,892",02.02.2024,08.03.2024,"25,0795","1,2814","0,0511","0,6587"
Alnus,2025-Omega-1,Basel,"0,95","5,985",02.02.2024,08.03.2024,"24,6847","1,2224","0,0495","0,6589"
Alnus,2025-Omega-1,Basel,"0,96","6,1049",02.02.2024,08.03.2024,"24,1945","1,1518","0,0476","0,6599"
Alnus,2025-Omega-1,Basel,"0,97","6,2628",02.02.2024,08.03.2024,"23,5904","1,0668","0,0452","0,6655"
Alnus,2025-Omega-1,Basel,"0,98","6,505",02.02.2024,08.03.2024,"22,7041","0,9673","0,0426","0,6688"
Alnus,2025-Omega-1,Basel,"0,99","6,936",02.02.2024,08.03.2024,"21,2849","0,8163","0,0384","0,6823"
Alnus,2025-Omega-1,Basel,"0,999","8,9014",02.02.2024,08.03.2024,"16,608","0,4382","0,0264","0,7078"
Alnus,2025-Omega-1,Basel,"0,9999","12,1333",02.02.2024,08.03.2024,"12,1835","0,2307","0,0189","0,7379"
Alnus,2025-Omega-1,Basel,1,"18,0964",02.02.2024,08.03.2024,"8,1422","0,1152","0,0142","0,7589"
Alnus,2025-Omega-1,Basel,1,"31,1685",02.02.2024,08.03.2024,"4,7665","0,0536","0,0112","0,764"
Alnus,2025-Omega-1,Basel,1,"53,1947",02.02.2024,08.03.2024,"2,7794","0,0243","0,0088","0,7558"
Betula,2025-Omega-1,Basel,0,"5,9488",20.03.2024,18.04.2024,"12,7779","0,8809","0,0689","0,553"
Betula,2025-Omega-1,Basel,"0,2","5,9488",20.03.2024,18.04.2024,"12,7779","0,8809","0,0689","0,553"
Betula,2025-Omega-1,Basel,"0,4","5,988",20.03.2024,18.04.2024,"12,7033","0,8628","0,0679","0,5539"
Betula,2025-Omega-1,Basel,"0,6","6,5233",20.03.2024,18.04.2024,"11,6096","0,7271","0,0626","0,5566"
Betula,2025-Omega-1,Basel,"0,75","7,3608",20.03.2024,18.04.2024,"10,2939","0,5971","0,058","0,5648"
Betula,2025-Omega-1,Basel,"0,8","7,7949",20.03.2024,18.04.2024,"9,7561","0,5532","0,0567","0,5684"
Betula,2025-Omega-1,Basel,"0,85","8,3284",20.03.2024,18.04.2024,"9,1341","0,4977","0,0545","0,5667"
Betula,2025-Omega-1,Basel,"0,9","9,0714",20.03.2024,18.04.2024,"8,3468","0,4304","0,0516","0,571"
Betula,2025-Omega-1,Basel,"0,91","9,2732",20.03.2024,18.04.2024,"8,1668","0,4179","0,0512","0,5683"
Betula,2025-Omega-1,Basel,"0,92","9,5211",20.03.2024,18.04.2024,"7,9722","0,3986","0,05","0,5647"
Betula,2025-Omega-1,Basel,"0,93","9,7653",20.03.2024,18.04.2024,"7,7724","0,3819","0,0491","0,5675"
Betula,2025-Omega-1,Basel,"0,94","10,0629",20.03.2024,18.04.2024,"7,5304","0,3619","0,0481","0,5708"
Betula,2025-Omega-1,Basel,"0,95","10,4614",20.03.2024,18.04.2024,"7,2439","0,3383","0,0467","0,5749"
Betula,2025-Omega-1,Basel,"0,96","10,9692",20.03.2024,18.04.2024,"6,9086","0,3125","0,0452","0,5795"
Betula,2025-Omega-1,Basel,"0,97","11,6552",20.03.2024,18.04.2024,"6,5168","0,285","0,0437","0,5785"
Betula,2025-Omega-1,Basel,"0,98","12,7403",20.03.2024,18.04.2024,"5,9814","0,2497","0,0418","0,5812"
Betula,2025-Omega-1,Basel,"0,99","14,7299",20.03.2024,18.04.2024,"5,1746","0,2005","0,0388","0,5841"
Betula,2025-Omega-1,Basel,"0,999","25,096",20.03.2024,18.04.2024,"3,0631","0,0955","0,0312","0,5714"
Betula,2025-Omega-1,Basel,"0,9999","47,6654",20.03.2024,18.04.2024,"1,661","0,041","0,0247","0,577"
Betula,2025-Omega-1,Basel,1,"94,3846",20.03.2024,18.04.2024,"0,849","0,0168","0,0197","0,6516"
Betula,2025-Omega-1,Basel,1,"210,1143",20.03.2024,18.04.2024,"0,3854","0,0064","0,0166","0,6602"
Betula,2025-Omega-1,Basel,1,"422,4483",20.03.2024,18.04.2024,"0,1956","0,0027","0,0136","0,7051"
Corylus,2025-Omega-1,Basel,0,"7,7741",26.01.2024,19.02.2024,"6,0134","1,1297","0,1879","0,5362"
Corylus,2025-Omega-1,Basel,"0,2","7,7741",26.01.2024,19.02.2024,"6,0134","1,1297","0,1879","0,5362"
Corylus,2025-Omega-1,Basel,"0,4","7,8151",26.01.2024,19.02.2024,"5,9877","1,1098","0,1854","0,5394"
Corylus,2025-Omega-1,Basel,"0,6","8,4916",26.01.2024,19.02.2024,"5,5317","0,9342","0,1689","0,5529"
Corylus,2025-Omega-1,Basel,"0,75","9,5326",26.01.2024,19.02.2024,"4,9323","0,7675","0,1556","0,5662"
Corylus,2025-Omega-1,Basel,"0,8","10,0242",26.01.2024,19.02.2024,"4,7017","0,7115","0,1513","0,5699"
Corylus,2025-Omega-1,Basel,"0,85","10,601",26.01.2024,19.02.2024,"4,4426","0,6397","0,144","0,5804"
Corylus,2025-Omega-1,Basel,"0,9","11,4545",26.01.2024,19.02.2024,"4,1114","0,5654","0,1375","0,5868"
Corylus,2025-Omega-1,Basel,"0,91","11,6808",26.01.2024,19.02.2024,"4,0315","0,5451","0,1352","0,5878"
Corylus,2025-Omega-1,Basel,"0,92","11,9349",26.01.2024,19.02.2024,"3,9445","0,5254","0,1332","0,5918"
Corylus,2025-Omega-1,Basel,"0,93","12,2566",26.01.2024,19.02.2024,"3,848","0,503","0,1307","0,595"
Corylus,2025-Omega-1,Basel,"0,94","12,6377",26.01.2024,19.02.2024,"3,7311","0,4768","0,1278","0,6005"
Corylus,2025-Omega-1,Basel,"0,95","13,0207",26.01.2024,19.02.2024,"3,6144","0,4525","0,1252","0,6045"
Corylus,2025-Omega-1,Basel,"0,96","13,5404",26.01.2024,19.02.2024,"3,4651","0,4254","0,1228","0,6029"
Corylus,2025-Omega-1,Basel,"0,97","14,323",26.01.2024,19.02.2024,"3,2643","0,3916","0,12","0,6132"
Corylus,2025-Omega-1,Basel,"0,98","15,5047",26.01.2024,19.02.2024,"3,0025","0,3413","0,1137","0,6145"
Corylus,2025-Omega-1,Basel,"0,99","17,8465",26.01.2024,19.02.2024,"2,5975","0,2715","0,1045","0,6215"
Corylus,2025-Omega-1,Basel,"0,999","28,8937",26.01.2024,19.02.2024,"1,5552","0,1272","0,0818","0,658"
Corylus,2025-Omega-1,Basel,"0,9999","51,2521",26.01.2024,19.02.2024,"0,8472","0,0553","0,0653","0,7042"
Corylus,2025-Omega-1,Basel,1,"100,2686",26.01.2024,19.02.2024,"0,4056","0,0237","0,0584","0,6628"
Corylus,2025-Omega-1,Basel,1,"238,7072",26.01.2024,19.02.2024,"0,1493","0,0077","0,0514","0,6946"
Corylus,2025-Omega-1,Basel,1,"602,7671",26.01.2024,19.02.2024,"0,0583","0,0031","0,0535","0,6389"
Cupressaceae,2025-Omega-1,Basel,0,"12,5593",11.02.2024,01.03.2024,"3,5821","3,5816","0,9999","0,3954"
Cupressaceae,2025-Omega-1,Basel,"0,2","12,5593",11.02.2024,01.03.2024,"3,5821","3,5816","0,9999","0,3954"
Cupressaceae,2025-Omega-1,Basel,"0,4","12,7926",11.02.2024,01.03.2024,"3,5255","3,5207","0,9986","0,3944"
Cupressaceae,2025-Omega-1,Basel,"0,6","14,5247",11.02.2024,01.03.2024,"3,1151","3,0907","0,9922","0,3841"
Cupressaceae,2025-Omega-1,Basel,"0,75","17,0476",11.02.2024,01.03.2024,"2,6626","2,65","0,9952","0,378"
Cupressaceae,2025-Omega-1,Basel,"0,8","18,1503",11.02.2024,01.03.2024,"2,4971","2,4757","0,9914","0,3723"
Cupressaceae,2025-Omega-1,Basel,"0,85","19,6717",11.02.2024,01.03.2024,"2,2931","2,2962","1,0013","0,3615"
Cupressaceae,2025-Omega-1,Basel,"0,9","21,9853",11.02.2024,01.03.2024,"2,0604","2,0658","1,0026","0,3551"
Cupressaceae,2025-Omega-1,Basel,"0,91","22,6057",11.02.2024,01.03.2024,"1,9935","2,0071","1,0068","0,3518"
Cupressaceae,2025-Omega-1,Basel,"0,92","23,4025",11.02.2024,01.03.2024,"1,937","1,9442","1,0037","0,3475"
Cupressaceae,2025-Omega-1,Basel,"0,93","24,1087",11.02.2024,01.03.2024,"1,878","1,8847","1,0036","0,3461"
Cupressaceae,2025-Omega-1,Basel,"0,94","25,3296",11.02.2024,01.03.2024,"1,7972","1,8184","1,0118","0,3473"
Cupressaceae,2025-Omega-1,Basel,"0,95","26,7265",11.02.2024,01.03.2024,"1,7156","1,7336","1,0105","0,3461"
Cupressaceae,2025-Omega-1,Basel,"0,96","28,9571",11.02.2024,01.03.2024,"1,5957","1,6396","1,0275","0,3423"
Cupressaceae,2025-Omega-1,Basel,"0,97","30,9056",11.02.2024,01.03.2024,"1,4868","1,5217","1,0234","0,3328"
Cupressaceae,2025-Omega-1,Basel,"0,98","33,8066",11.02.2024,01.03.2024,"1,3659","1,3733","1,0055","0,331"
Cupressaceae,2025-Omega-1,Basel,"0,99","41,0712",11.02.2024,01.03.2024,"1,1172","1,1412","1,0215","0,3289"
Cupressaceae,2025-Omega-1,Basel,"0,999","84,2274",11.02.2024,01.03.2024,"0,5708","0,585","1,0249","0,2907"
Cupressaceae,2025-Omega-1,Basel,"0,9999","182,6217",11.02.2024,01.03.2024,"0,2659","0,2678","1,0074","0,2705"
Cupressaceae,2025-Omega-1,Basel,1,"434,2915",11.02.2024,01.03.2024,"0,107","0,1064","0,9948","0,2502"
Cupressaceae,2025-Omega-1,Basel,1,1000,11.02.2024,01.03.2024,"0,0373","0,0348","0,9307","0,1463"
Cupressaceae,2025-Omega-1,Basel,1,1000,11.02.2024,01.03.2024,"0,0182","0,0134","0,7324","0,0004"
Fagus,2025-Omega-1,Basel,0,"9,8595",06.04.2024,05.05.2024,"0,5932","0,0203","0,0341","0,6026"
Fagus,2025-Omega-1,Basel,"0,2","9,8595",06.04.2024,05.05.2024,"0,5932","0,0203","0,0341","0,6026"
Fagus,2025-Omega-1,Basel,"0,4","9,9587",06.04.2024,05.05.2024,"0,589","0,019","0,0323","0,6086"
Fagus,2025-Omega-1,Basel,"0,6","10,3537",06.04.2024,05.05.2024,"0,5614","0,016","0,0284","0,6272"
Fagus,2025-Omega-1,Basel,"0,75","10,906",06.04.2024,05.05.2024,"0,5353","0,0117","0,0218","0,6601"
Fagus,2025-Omega-1,Basel,"0,8","11,0658",06.04.2024,05.05.2024,"0,5261","0,0109","0,0206","0,669"
Fagus,2025-Omega-1,Basel,"0,85","11,3052",06.04.2024,05.05.2024,"0,5135","0,0096","0,0188","0,6859"
Fagus,2025-Omega-1,Basel,"0,9","11,9175",06.04.2024,05.05.2024,"0,493","0,0084","0,017","0,6987"
Fagus,2025-Omega-1,Basel,"0,91","12,072",06.04.2024,05.05.2024,"0,4888","0,0084","0,0171","0,6981"
Fagus,2025-Omega-1,Basel,"0,92","12,1552",06.04.2024,05.05.2024,"0,4851","0,0084","0,0173","0,6977"
Fagus,2025-Omega-1,Basel,"0,93","12,2567",06.04.2024,05.05.2024,"0,4801","0,0078","0,0162","0,7079"
Fagus,2025-Omega-1,Basel,"0,94","12,3757",06.04.2024,05.05.2024,"0,4756","0,0074","0,0155","0,7142"
Fagus,2025-Omega-1,Basel,"0,95","12,5352",06.04.2024,05.05.2024,"0,4689","0,0067","0,0144","0,734"
Fagus,2025-Omega-1,Basel,"0,96","12,6051",06.04.2024,05.05.2024,"0,4623","0,0067","0,0146","0,7323"
Fagus,2025-Omega-1,Basel,"0,97","12,8088",06.04.2024,05.05.2024,"0,4519","0,0067","0,0149","0,7316"
Fagus,2025-Omega-1,Basel,"0,98","13,2521",06.04.2024,05.05.2024,"0,4357","0,0065","0,015","0,7326"
Fagus,2025-Omega-1,Basel,"0,99","13,9054",06.04.2024,05.05.2024,"0,4104","0,0061","0,0149","0,7332"
Fagus,2025-Omega-1,Basel,"0,999","16,9721",06.04.2024,05.05.2024,"0,3277","0,0035","0,0106","0,7353"
Fagus,2025-Omega-1,Basel,"0,9999","21,6556",06.04.2024,05.05.2024,"0,2402","0,002","0,0085","0,7667"
Fagus,2025-Omega-1,Basel,1,"30,5896",06.04.2024,05.05.2024,"0,1644","0,001","0,0062","0,7981"
Fagus,2025-Omega-1,Basel,1,"53,5125",06.04.2024,05.05.2024,"0,0971","0,0002","0,0021","0,8543"
Fagus,2025-Omega-1,Basel,1,"100,8842",06.04.2024,05.05.2024,"0,052",0,0,"0,7741"
Fraxinus,2025-Omega-1,Basel,0,"1,365",15.03.2024,11.04.2024,"37,7147","9,0696","0,2405","0,5671"
Fraxinus,2025-Omega-1,Basel,"0,2","1,365",15.03.2024,11.04.2024,"37,7141","9,0696","0,2405","0,5671"
Fraxinus,2025-Omega-1,Basel,"0,4","1,3774",15.03.2024,11.04.2024,"37,4304","8,9786","0,2399","0,569"
Fraxinus,2025-Omega-1,Basel,"0,6","1,5102",15.03.2024,11.04.2024,"34,5483","7,7984","0,2257","0,5795"
Fraxinus,2025-Omega-1,Basel,"0,75","1,6778",15.03.2024,11.04.2024,"31,4034","6,5291","0,2079","0,5961"
Fraxinus,2025-Omega-1,Basel,"0,8","1,7455",15.03.2024,11.04.2024,"30,2535","6,0294","0,1993","0,6032"
Fraxinus,2025-Omega-1,Basel,"0,85","1,8371",15.03.2024,11.04.2024,"28,8295","5,5116","0,1912","0,609"
Fraxinus,2025-Omega-1,Basel,"0,9","1,9571",15.03.2024,11.04.2024,"27,1233","4,8684","0,1795","0,6161"
Fraxinus,2025-Omega-1,Basel,"0,91","1,9899",15.03.2024,11.04.2024,"26,6933","4,7136","0,1766","0,6214"
Fraxinus,2025-Omega-1,Basel,"0,92","2,0247",15.03.2024,11.04.2024,"26,236","4,5487","0,1734","0,6268"
Fraxinus,2025-Omega-1,Basel,"0,93","2,067",15.03.2024,11.04.2024,"25,7199","4,3689","0,1699","0,6287"
Fraxinus,2025-Omega-1,Basel,"0,94","2,111",15.03.2024,11.04.2024,"25,1877","4,1793","0,1659","0,6322"
Fraxinus,2025-Omega-1,Basel,"0,95","2,1666",15.03.2024,11.04.2024,"24,5605","3,9613","0,1613","0,6356"
Fraxinus,2025-Omega-1,Basel,"0,96","2,2354",15.03.2024,11.04.2024,"23,8182","3,7146","0,156","0,6409"
Fraxinus,2025-Omega-1,Basel,"0,97","2,3246",15.03.2024,11.04.2024,"22,9175","3,4142","0,149","0,6476"
Fraxinus,2025-Omega-1,Basel,"0,98","2,4552",15.03.2024,11.04.2024,"21,7077","3,033","0,1397","0,6564"
Fraxinus,2025-Omega-1,Basel,"0,99","2,6825",15.03.2024,11.04.2024,"19,8363","2,4933","0,1257","0,6664"
Fraxinus,2025-Omega-1,Basel,"0,999","3,5522",15.03.2024,11.04.2024,"14,8648","1,3286","0,0894","0,6951"
Fraxinus,2025-Omega-1,Basel,"0,9999","4,7013",15.03.2024,11.04.2024,"11,0897","0,7602","0,0685","0,7045"
Fraxinus,2025-Omega-1,Basel,1,"6,4768",15.03.2024,11.04.2024,"7,9294","0,4494","0,0567","0,7079"
Fraxinus,2025-Omega-1,Basel,1,"9,5618",15.03.2024,11.04.2024,"5,3184","0,2759","0,0519","0,7135"
Fraxinus,2025-Omega-1,Basel,1,"13,5002",15.03.2024,11.04.2024,"3,7049","0,1906","0,0515","0,7224"
Pinaceae,2025-Omega-1,Basel,0,"3,7469",09.04.2024,18.04.2024,"5,8623","2,6179","0,4466","0,6167"
Pinaceae,2025-Omega-1,Basel,"0,2","3,7469",09.04.2024,18.04.2024,"5,8623","2,6179","0,4466","0,6167"
Pinaceae,2025-Omega-1,Basel,"0,4","3,7589",09.04.2024,18.04.2024,"5,8258","2,5923","0,445","0,6169"
Pinaceae,2025-Omega-1,Basel,"0,6","3,8408",09.04.2024,18.04.2024,"5,6329","2,4168","0,429","0,6245"
Pinaceae,2025-Omega-1,Basel,"0,75","3,9315",09.04.2024,18.04.2024,"5,4714","2,2662","0,4142","0,6337"
Pinaceae,2025-Omega-1,Basel,"0,8","3,9622",09.04.2024,18.04.2024,"5,4245","2,2022","0,406","0,641"
Pinaceae,2025-Omega-1,Basel,"0,85","4,0008",09.04.2024,18.04.2024,"5,3568","2,1327","0,3981","0,6403"
Pinaceae,2025-Omega-1,Basel,"0,9","4,0593",09.04.2024,18.04.2024,"5,2734","2,048","0,3884","0,6442"
Pinaceae,2025-Omega-1,Basel,"0,91","4,062",09.04.2024,18.04.2024,"5,2613","2,0263","0,3851","0,6373"
Pinaceae,2025-Omega-1,Basel,"0,92","4,0802",09.04.2024,18.04.2024,"5,237","2,007","0,3832","0,6378"
Pinaceae,2025-Omega-1,Basel,"0,93","4,0884",09.04.2024,18.04.2024,"5,2142","1,9818","0,3801","0,6388"
Pinaceae,2025-Omega-1,Basel,"0,94","4,1201",09.04.2024,18.04.2024,"5,1759","1,9561","0,3779","0,6399"
Pinaceae,2025-Omega-1,Basel,"0,95","4,1381",09.04.2024,18.04.2024,"5,1447","1,9245","0,3741","0,6397"
Pinaceae,2025-Omega-1,Basel,"0,96","4,1673",09.04.2024,18.04.2024,"5,1097","1,8883","0,3695","0,6353"
Pinaceae,2025-Omega-1,Basel,"0,97","4,2012",09.04.2024,18.04.2024,"5,0628","1,8421","0,3639","0,6353"
Pinaceae,2025-Omega-1,Basel,"0,98","4,2406",09.04.2024,18.04.2024,"5,0136","1,7813","0,3553","0,6334"
Pinaceae,2025-Omega-1,Basel,"0,99","4,3364",09.04.2024,18.04.2024,"4,9025","1,6895","0,3446","0,6356"
Pinaceae,2025-Omega-1,Basel,"0,999","4,603",09.04.2024,18.04.2024,"4,6105","1,3982","0,3033","0,6495"
Pinaceae,2025-Omega-1,Basel,"0,9999","4,9778",09.04.2024,18.04.2024,"4,265","1,1563","0,2711","0,6577"
Pinaceae,2025-Omega-1,Basel,1,"5,3234",09.04.2024,18.04.2024,"3,9854","0,9526","0,239","0,6746"
Pinaceae,2025-Omega-1,Basel,1,"5,6865",09.04.2024,18.04.2024,"3,7108","0,8128","0,219","0,6962"
Pinaceae,2025-Omega-1,Basel,1,"5,9578",09.04.2024,18.04.2024,"3,5232","0,7404","0,2101","0,7033"
Platanus,2025-Omega-1,Basel,0,"105,4173",24.03.2024,18.04.2024,"1,4145","0,0058","0,0041","0,746"
Platanus,2025-Omega-1,Basel,"0,2","105,4173",24.03.2024,18.04.2024,"1,4145","0,0058","0,0041","0,746"
Platanus,2025-Omega-1,Basel,"0,4","108,396",24.03.2024,18.04.2024,"1,3738","0,0058","0,0042","0,7452"
Platanus,2025-Omega-1,Basel,"0,6","124,5375",24.03.2024,18.04.2024,"1,1847","0,0046","0,0039","0,7235"
Platanus,2025-Omega-1,Basel,"0,75","149,1672",24.03.2024,18.04.2024,"0,9924","0,0042","0,0042","0,7146"
Platanus,2025-Omega-1,Basel,"0,8","158,5625",24.03.2024,18.04.2024,"0,9282","0,0036","0,0039","0,7321"
Platanus,2025-Omega-1,Basel,"0,85","171,5889",24.03.2024,18.04.2024,"0,8584","0,0034","0,004","0,7439"
Platanus,2025-Omega-1,Basel,"0,9","194,3885",24.03.2024,18.04.2024,"0,7655","0,003","0,0039","0,7652"
Platanus,2025-Omega-1,Basel,"0,91","199,6876",24.03.2024,18.04.2024,"0,7435","0,003","0,004","0,7652"
Platanus,2025-Omega-1,Basel,"0,92","207,0793",24.03.2024,18.04.2024,"0,7154","0,003","0,0042","0,7652"
Platanus,2025-Omega-1,Basel,"0,93","216,2146",24.03.2024,18.04.2024,"0,6827","0,003","0,0044","0,765"
Platanus,2025-Omega-1,Basel,"0,94","223,64",24.03.2024,18.04.2024,"0,6554","0,0026","0,004","0,7619"
Platanus,2025-Omega-1,Basel,"0,95","231,792",24.03.2024,18.04.2024,"0,6286","0,0024","0,0038","0,7628"
Platanus,2025-Omega-1,Basel,"0,96","245,3785",24.03.2024,18.04.2024,"0,5958","0,0024","0,0041","0,7613"
Platanus,2025-Omega-1,Basel,"0,97","265,4146",24.03.2024,18.04.2024,"0,5478","0,0024","0,0044","0,7595"
Platanus,2025-Omega-1,Basel,"0,98","293,5756",24.03.2024,18.04.2024,"0,4936","0,002","0,0041","0,7695"
Platanus,2025-Omega-1,Basel,"0,99","363,7657",24.03.2024,18.04.2024,"0,3941","0,0016","0,0041","0,7735"
Platanus,2025-Omega-1,Basel,"0,999","730,4596",24.03.2024,18.04.2024,"0,1863","0,0008","0,0045","0,7463"
Platanus,2025-Omega-1,Basel,"0,9999",1000,24.03.2024,18.04.2024,"0,0828",0,0,"0,6982"
Platanus,2025-Omega-1,Basel,1,1000,24.03.2024,18.04.2024,"0,0301",0,0,"0,6561"
Platanus,2025-Omega-1,Basel,1,1000,24.03.2024,18.04.2024,"0,0087",0,0,"0,4509"
Platanus,2025-Omega-1,Basel,1,1000,24.03.2024,18.04.2024,"0,002",0,0,"0,1696"
Populus,2025-Omega-1,Basel,0,"2,6274",15.02.2024,24.02.2024,"3,2565","0,7979","0,245","0,4621"
Populus,2025-Omega-1,Basel,"0,2","2,6274",15.02.2024,24.02.2024,"3,2565","0,7977","0,245","0,4621"
Populus,2025-Omega-1,Basel,"0,4","2,7015",15.02.2024,24.02.2024,"3,1743","0,7663","0,2414","0,4632"
Populus,2025-Omega-1,Basel,"0,6","3,7682",15.02.2024,24.02.2024,"2,3527","0,6116","0,26","0,4651"
Populus,2025-Omega-1,Basel,"0,75","5,6107",15.02.2024,24.02.2024,"1,6321","0,4842","0,2966","0,4653"
Populus,2025-Omega-1,Basel,"0,8","6,3859",15.02.2024,24.02.2024,"1,4641","0,4388","0,2997","0,4648"
Populus,2025-Omega-1,Basel,"0,85","7,8998",15.02.2024,24.02.2024,"1,2269","0,3937","0,3209","0,4602"
Populus,2025-Omega-1,Basel,"0,9","9,3562",15.02.2024,24.02.2024,"1,023","0,3323","0,3248","0,4649"
Populus,2025-Omega-1,Basel,"0,91","9,9946",15.02.2024,24.02.2024,"0,9714","0,3177","0,3271","0,4642"
Populus,2025-Omega-1,Basel,"0,92","10,4991",15.02.2024,24.02.2024,"0,9262","0,3042","0,3284","0,4606"
Populus,2025-Omega-1,Basel,"0,93","10,9738",15.02.2024,24.02.2024,"0,8815","0,2869","0,3254","0,4631"
Populus,2025-Omega-1,Basel,"0,94","11,944",15.02.2024,24.02.2024,"0,8169","0,2686","0,3288","0,4601"
Populus,2025-Omega-1,Basel,"0,95","12,8022",15.02.2024,24.02.2024,"0,7433","0,2512","0,3379","0,4591"
Populus,2025-Omega-1,Basel,"0,96","13,8516",15.02.2024,24.02.2024,"0,6617","0,229","0,3461","0,458"
Populus,2025-Omega-1,Basel,"0,97","16,1902",15.02.2024,24.02.2024,"0,5939","0,2081","0,3504","0,4509"
Populus,2025-Omega-1,Basel,"0,98","19,0272",15.02.2024,24.02.2024,"0,5201","0,1774","0,341","0,4548"
Populus,2025-Omega-1,Basel,"0,99","25,0815",15.02.2024,24.02.2024,"0,3919","0,1343","0,3427","0,4437"
Populus,2025-Omega-1,Basel,"0,999","51,5003",15.02.2024,24.02.2024,"0,1897","0,0553","0,2915","0,4202"
Populus,2025-Omega-1,Basel,"0,9999","98,6917",15.02.2024,24.02.2024,"0,0887","0,0206","0,2324","0,4123"
Populus,2025-Omega-1,Basel,1,"182,9536",15.02.2024,24.02.2024,"0,04","0,0091","0,2273","0,3519"
Populus,2025-Omega-1,Basel,1,"439,2",15.02.2024,24.02.2024,"0,0174","0,0042","0,2445","0,2689"
Populus,2025-Omega-1,Basel,1,"357,12",15.02.2024,24.02.2024,"0,0104","0,0022","0,2152","0,1618"
Quercus,2025-Omega-1,Basel,0,"0,8267",03.04.2024,05.05.2024,"95,0545","20,8449","0,2193","0,3523"
Quercus,2025-Omega-1,Basel,"0,2","0,8267",03.04.2024,05.05.2024,"95,0545","20,8449","0,2193","0,3523"
Quercus,2025-Omega-1,Basel,"0,4","0,8296",03.04.2024,05.05.2024,"94,8366","20,7641","0,2189","0,3523"
Quercus,2025-Omega-1,Basel,"0,6","0,8682",03.04.2024,05.05.2024,"91,7596","19,4485","0,212","0,3575"
Quercus,2025-Omega-1,Basel,"0,75","0,9246",03.04.2024,05.05.2024,"87,7084","17,8127","0,2031","0,3649"
Quercus,2025-Omega-1,Basel,"0,8","0,9496",03.04.2024,05.05.2024,"86,0874","17,1505","0,1992","0,368"
Quercus,2025-Omega-1,Basel,"0,85","0,9801",03.04.2024,05.05.2024,"84,1317","16,3751","0,1946","0,3714"
Quercus,2025-Omega-1,Basel,"0,9","1,0273",03.04.2024,05.05.2024,"81,4286","15,3857","0,1889","0,3782"
Quercus,2025-Omega-1,Basel,"0,91","1,0403",03.04.2024,05.05.2024,"80,7392","15,1328","0,1874","0,38"
Quercus,2025-Omega-1,Basel,"0,92","1,0533",03.04.2024,05.05.2024,"79,9995","14,8661","0,1858","0,3814"
Quercus,2025-Omega-1,Basel,"0,93","1,0684",03.04.2024,05.05.2024,"79,1558","14,5518","0,1838","0,3831"
Quercus,2025-Omega-1,Basel,"0,94","1,0865",03.04.2024,05.05.2024,"78,2043","14,2213","0,1818","0,3845"
Quercus,2025-Omega-1,Basel,"0,95","1,1095",03.04.2024,05.05.2024,"77,0488","13,8165","0,1793","0,3868"
Quercus,2025-Omega-1,Basel,"0,96","1,1405",03.04.2024,05.05.2024,"75,6624","13,3402","0,1763","0,3903"
Quercus,2025-Omega-1,Basel,"0,97","1,1776",03.04.2024,05.05.2024,"73,9607","12,7568","0,1725","0,3936"
Quercus,2025-Omega-1,Basel,"0,98","1,2325",03.04.2024,05.05.2024,"71,5901","11,9748","0,1673","0,4004"
Quercus,2025-Omega-1,Basel,"0,99","1,3378",03.04.2024,05.05.2024,"67,5422","10,7143","0,1586","0,4112"
Quercus,2025-Omega-1,Basel,"0,999","1,7862",03.04.2024,05.05.2024,"54,8443","7,161","0,1306","0,4406"
Quercus,2025-Omega-1,Basel,"0,9999","2,4487",03.04.2024,05.05.2024,"43,2212","4,5081","0,1043","0,4711"
Quercus,2025-Omega-1,Basel,1,"3,4047",03.04.2024,05.05.2024,"33,0564","2,5946","0,0785","0,5041"
Quercus,2025-Omega-1,Basel,1,"4,8242",03.04.2024,05.05.2024,"24,0755","1,3224","0,0549","0,5435"
Quercus,2025-Omega-1,Basel,1,"6,3274",03.04.2024,05.05.2024,"18,4271","0,7225","0,0392","0,5714"
Taxus,2025-Omega-1,Basel,0,"3,0239",03.02.2024,18.03.2024,"121,0917","6,338","0,0523","0,6766"
Taxus,2025-Omega-1,Basel,"0,2","3,0239",03.02.2024,18.03.2024,"121,0913","6,338","0,0523","0,6766"
Taxus,2025-Omega-1,Basel,"0,4","3,0263",03.02.2024,18.03.2024,"120,9572","6,2519","0,0517","0,6782"
Taxus,2025-Omega-1,Basel,"0,6","3,0855",03.02.2024,18.03.2024,"118,1818","5,5226","0,0467","0,6844"
Taxus,2025-Omega-1,Basel,"0,75","3,1806",03.02.2024,18.03.2024,"114,1556","4,8079","0,0421","0,6911"
Taxus,2025-Omega-1,Basel,"0,8","3,2216",03.02.2024,18.03.2024,"112,454","4,5266","0,0403","0,6939"
