name,brandName,comparisonPriceUnit,urlSlugText,productConcreteSku,usaSnapEligible,formattedPrice,preFormattedUnitContent,categoryName,categoryKey,mainCategoryName,mainCategoryKey,text,cluster
"Butternut Squash, per lb",,lb,butternut-squash,5735,True,$2.70,,Fresh Produce,13,Fresh Produce,13,"Butternut Squash, per lb  lb butternut-squash $2.70 Fresh Produce Fresh Produce",1
Broccoli Crowns,,,broccoli-crowns,5741,True,$1.85,,Fresh Produce,13,Fresh Produce,13,Broccoli Crowns   broccoli-crowns $1.85 Fresh Produce Fresh Produce,1
"Cabbage, per lb",,lb,cabbage,5747,True,$2.04,,Fresh Produce,13,Fresh Produce,13,"Cabbage, per lb  lb cabbage $2.04 Fresh Produce Fresh Produce",1
Asparagus,,lb,asparagus,5778,True,$1.88,,Fresh Produce,13,Fresh Produce,13,Asparagus  lb asparagus $1.88 Fresh Produce Fresh Produce,1
"Cantaloupe, each",,each,cantaloupe-each,5783,True,$2.65,,Fresh Produce,13,Fresh Produce,13,"Cantaloupe, each  each cantaloupe-each $2.65 Fresh Produce Fresh Produce",1
"Green Grapes, per lb",,lb,green-grapes,5786,True,$5.31,,Fresh Produce,13,Fresh Produce,13,"Green Grapes, per lb  lb green-grapes $5.31 Fresh Produce Fresh Produce",1
Yellow Squash,,,yellow-squash,5795,True,$1.84,,Fresh Produce,13,Fresh Produce,13,Yellow Squash   yellow-squash $1.84 Fresh Produce Fresh Produce,1
"Avocados, each",,each,large-avocado-each,5805,True,$0.99,,Fresh Produce,13,Fresh Produce,13,"Avocados, each  each large-avocado-each $0.99 Fresh Produce Fresh Produce",1
"Gala Apples, per lb",,lb,gala-apples,5814,True,$1.02,,Fresh Produce,13,Fresh Produce,13,"Gala Apples, per lb  lb gala-apples $1.02 Fresh Produce Fresh Produce",1
"Parsley, each",,each,parsley-package,11805,True,$1.09,,Fresh Produce,13,Fresh Produce,13,"Parsley, each  each parsley-package $1.09 Fresh Produce Fresh Produce",1
"Organic Avocados, 4 pack",Organic,ct,organic-organic-avocados-4-pack,12183,True,$3.95,,Fresh Produce,13,Fresh Produce,13,"Organic Avocados, 4 pack Organic ct organic-organic-avocados-4-pack $3.95 Fresh Produce Fresh Produce",1
"Chayote Squash, each",,each,chayote-squash,14826,True,$0.75,,Fresh Produce,13,Fresh Produce,13,"Chayote Squash, each  each chayote-squash $0.75 Fresh Produce Fresh Produce",1
"Organic Cherub Grape Tomatoes, 10 oz",,oz,organic-cherub-grape-tomatoes-package,15156,True,$4.19,,Fresh Produce,13,Fresh Produce,13,"Organic Cherub Grape Tomatoes, 10 oz  oz organic-cherub-grape-tomatoes-package $4.19 Fresh Produce Fresh Produce",1
"Thai N Cashew Salad Kit, 11.7 oz",,oz,thai-n-cashew-salad-kit,15865,True,$4.39,,Fresh Produce,13,Fresh Produce,13,"Thai N Cashew Salad Kit, 11.7 oz  oz thai-n-cashew-salad-kit $4.39 Fresh Produce Fresh Produce",1
Organic Zucchini,,lb,organic-zucchini,15876,True,$3.69,,Fresh Produce,13,Fresh Produce,13,Organic Zucchini  lb organic-zucchini $3.69 Fresh Produce Fresh Produce,1
Cantaloupe Chunks,,oz,cantaloupe-chunks,15881,True,$3.85,,Fresh Produce,13,Fresh Produce,13,Cantaloupe Chunks  oz cantaloupe-chunks $3.85 Fresh Produce Fresh Produce,1
Zucchini Squash,,,zucchini-squash,15895,True,$2.09,,Fresh Produce,13,Fresh Produce,13,Zucchini Squash   zucchini-squash $2.09 Fresh Produce Fresh Produce,1
"Chef Salad Bowl, 7.75 oz",Little Salad Bar,oz,little-salad-bar-chef-salad-bowl,15903,True,$3.29,,Fresh Produce,13,Fresh Produce,13,"Chef Salad Bowl, 7.75 oz Little Salad Bar oz little-salad-bar-chef-salad-bowl $3.29 Fresh Produce Fresh Produce",1
"White Onion, per lb",,lb,white-onion,16085,True,$0.62,,Fresh Produce,13,Fresh Produce,13,"White Onion, per lb  lb white-onion $0.62 Fresh Produce Fresh Produce",1
"Calabaza Squash, per lb",,lb,calabaza-squash,21811,True,$0.60,,Fresh Produce,13,Fresh Produce,13,"Calabaza Squash, per lb  lb calabaza-squash $0.60 Fresh Produce Fresh Produce",1
"Pesto Ceasar Chopped Salad Kit, 9.5 oz",,oz,pesto-ceasar-sld,31388,True,$3.97,,Fresh Produce,13,Fresh Produce,13,"Pesto Ceasar Chopped Salad Kit, 9.5 oz  oz pesto-ceasar-sld $3.97 Fresh Produce Fresh Produce",1
"Large Russet Potato, per lb",,lb,large-russet-potato-loose,31586,True,$0.84,,Fresh Produce,13,Fresh Produce,13,"Large Russet Potato, per lb  lb large-russet-potato-loose $0.84 Fresh Produce Fresh Produce",1
"Herbs Thyme, each",,each,fresh-herbs-thyme-package,32494,True,$1.55,,Fresh Produce,13,Fresh Produce,13,"Herbs Thyme, each  each fresh-herbs-thyme-package $1.55 Fresh Produce Fresh Produce",1
"Seedless Lemons, 1 lb",,lb,seedless-lemons,32502,True,$3.29,,Fresh Produce,13,Fresh Produce,13,"Seedless Lemons, 1 lb  lb seedless-lemons $3.29 Fresh Produce Fresh Produce",1
"Pomegranate Arils, 4 oz",,oz,pomegranate-arils-each,32516,True,$4.59,,Fresh Produce,13,Fresh Produce,13,"Pomegranate Arils, 4 oz  oz pomegranate-arils-each $4.59 Fresh Produce Fresh Produce",1
"3"" Orchid Ceramic Pot, each",,ea,3inch-orchid-in-ceramic-pot,36348,False,$10.99,,Fresh Produce,13,Fresh Produce,13,"3"" Orchid Ceramic Pot, each  ea 3inch-orchid-in-ceramic-pot $10.99 Fresh Produce Fresh Produce",1
"Chopped Caesar Salad Kit, 10.8 oz",Little Salad Bar,oz,little-salad-bar-caesar-chopped-salad-kit,38208,True,$4.39,,Fresh Produce,13,Fresh Produce,13,"Chopped Caesar Salad Kit, 10.8 oz Little Salad Bar oz little-salad-bar-caesar-chopped-salad-kit $4.39 Fresh Produce Fresh Produce",1
"Envy  Apples, Tote",,lb,envy-apples-tote,45067,True,$2.45,,Fresh Produce,13,Fresh Produce,13,"Envy  Apples, Tote  lb envy-apples-tote $2.45 Fresh Produce Fresh Produce",1
Shredded Carrots,,oz,shredded-carrots,46566,True,$1.39,,Fresh Produce,13,Fresh Produce,13,Shredded Carrots  oz shredded-carrots $1.39 Fresh Produce Fresh Produce,1
"Pineapple Spears, 16 oz",Little Salad Bar,oz,little-salad-bar-pineapple-spears-16-oz,796,True,$4.65,,Fresh Fruit,89,Fresh Produce,13,"Pineapple Spears, 16 oz Little Salad Bar oz little-salad-bar-pineapple-spears-16-oz $4.65 Fresh Fruit Fresh Produce",1
"Mango Slices, 16 oz",Little Salad Bar,oz,little-salad-bar-mango-slices,2250,True,$5.85,,Fresh Fruit,89,Fresh Produce,13,"Mango Slices, 16 oz Little Salad Bar oz little-salad-bar-mango-slices $5.85 Fresh Fruit Fresh Produce",1
"Watermelon Spears, 16 oz",Little Salad Bar,oz,little-salad-bar-watermelon-spears,2251,True,$4.65,,Fresh Fruit,89,Fresh Produce,13,"Watermelon Spears, 16 oz Little Salad Bar oz little-salad-bar-watermelon-spears $4.65 Fresh Fruit Fresh Produce",1
"Papaya, per lb",,lb,papayas,3585,True,$3.29,,Fresh Fruit,89,Fresh Produce,13,"Papaya, per lb  lb papayas $3.29 Fresh Fruit Fresh Produce",1
"Envy Apples, 2 lb",,lb,envy-apples-2-lb,3587,True,$4.65,,Fresh Fruit,89,Fresh Produce,13,"Envy Apples, 2 lb  lb envy-apples-2-lb $4.65 Fresh Fruit Fresh Produce",1
"Granny Smith Apples, 3 lb",,lb,granny-smith-apples-3-lb,3644,True,$3.95,,Fresh Fruit,89,Fresh Produce,13,"Granny Smith Apples, 3 lb  lb granny-smith-apples-3-lb $3.95 Fresh Fruit Fresh Produce",1
"Rainbow Pack Berries, 7 oz",,oz,rainbow-pack-berries-7-oz,3661,True,$5.49,,Fresh Fruit,89,Fresh Produce,13,"Rainbow Pack Berries, 7 oz  oz rainbow-pack-berries-7-oz $5.49 Fresh Fruit Fresh Produce",1
"Lime, each",,each,limes-each,3662,True,$0.25,,Fresh Fruit,89,Fresh Produce,13,"Lime, each  each limes-each $0.25 Fresh Fruit Fresh Produce",1
"Red Delicious Apples, 3 lb",,lb,red-delicious-apples-3-lb,3742,True,$3.65,,Fresh Fruit,89,Fresh Produce,13,"Red Delicious Apples, 3 lb  lb red-delicious-apples-3-lb $3.65 Fresh Fruit Fresh Produce",1
"Strawberries, 1 lb",,,strawberries-package,3798,True,$2.25,,Fresh Fruit,89,Fresh Produce,13,"Strawberries, 1 lb   strawberries-package $2.25 Fresh Fruit Fresh Produce",1
"Pink Lady Apples, 3 lb",,lb,pink-lady-apples-bag,3801,True,$4.39,,Fresh Fruit,89,Fresh Produce,13,"Pink Lady Apples, 3 lb  lb pink-lady-apples-bag $4.39 Fresh Fruit Fresh Produce",1
"Organic Blackberries, 6 oz",,oz,organic-blackberries-package,3802,True,$4.35,,Fresh Fruit,89,Fresh Produce,13,"Organic Blackberries, 6 oz  oz organic-blackberries-package $4.35 Fresh Fruit Fresh Produce",1
"Blueberries, 1 pint",,pt,blueberries-1-pint,3806,True,$4.15,,Fresh Fruit,89,Fresh Produce,13,"Blueberries, 1 pint  pt blueberries-1-pint $4.15 Fresh Fruit Fresh Produce",1
"Mandarin Oranges, 3 lb",,lb,mandarins-bag,3826,True,$3.85,,Fresh Fruit,89,Fresh Produce,13,"Mandarin Oranges, 3 lb  lb mandarins-bag $3.85 Fresh Fruit Fresh Produce",1
"Pineapple, each",,,pineapple,3827,True,$2.49,,Fresh Fruit,89,Fresh Produce,13,"Pineapple, each   pineapple $2.49 Fresh Fruit Fresh Produce",1
"Blackberries, 6 oz",,oz,blackberries-package,3830,True,$2.29,,Fresh Fruit,89,Fresh Produce,13,"Blackberries, 6 oz  oz blackberries-package $2.29 Fresh Fruit Fresh Produce",1
"Grapefruit, 5 lb",,lb,grapefruit-bag,3837,True,$6.59,,Fresh Fruit,89,Fresh Produce,13,"Grapefruit, 5 lb  lb grapefruit-bag $6.59 Fresh Fruit Fresh Produce",1
"Fresh Organic Strawberries, 1 lb",,lb,organic-strawberries-package,3838,True,$5.39,,Fresh Fruit,89,Fresh Produce,13,"Fresh Organic Strawberries, 1 lb  lb organic-strawberries-package $5.39 Fresh Fruit Fresh Produce",1
"Mini Avocados, 6 count",,ct,fresh-mini-avocados-6ct,3843,True,$3.25,,Fresh Fruit,89,Fresh Produce,13,"Mini Avocados, 6 count  ct fresh-mini-avocados-6ct $3.25 Fresh Fruit Fresh Produce",1
"Anjou Pears, 3 lb",,lb,anjou-pears-bag,3850,True,$5.35,,Fresh Fruit,89,Fresh Produce,13,"Anjou Pears, 3 lb  lb anjou-pears-bag $5.35 Fresh Fruit Fresh Produce",1
"Lemons, 2 lb",,lb,lemons-bag,3925,True,$3.65,,Fresh Fruit,89,Fresh Produce,13,"Lemons, 2 lb  lb lemons-bag $3.65 Fresh Fruit Fresh Produce",1
"Organic Grape Tomatoes, 10 oz",,oz,organic-grape-tomatoes-package,3967,True,$3.09,,Fresh Fruit,89,Fresh Produce,13,"Organic Grape Tomatoes, 10 oz  oz organic-grape-tomatoes-package $3.09 Fresh Fruit Fresh Produce",1
"Kiwi, 2 lb",,,green-kiwi-package,3973,True,$3.29,,Fresh Fruit,89,Fresh Produce,13,"Kiwi, 2 lb   green-kiwi-package $3.29 Fresh Fruit Fresh Produce",1
"Organic Pink Lady Apples, 3 lb",,lb,organic-pink-lady-apples-bag,3981,True,$5.95,,Fresh Fruit,89,Fresh Produce,13,"Organic Pink Lady Apples, 3 lb  lb organic-pink-lady-apples-bag $5.95 Fresh Fruit Fresh Produce",1
"Organic Blueberries, 6 oz",,oz,organic-blueberries-package,4007,True,$3.39,,Fresh Fruit,89,Fresh Produce,13,"Organic Blueberries, 6 oz  oz organic-blueberries-package $3.39 Fresh Fruit Fresh Produce",1
"Organic Grape Tomatoes, 10 oz",,oz,organic-grape-tomatoes-10-oz,4014,True,$3.09,,Fresh Fruit,89,Fresh Produce,13,"Organic Grape Tomatoes, 10 oz  oz organic-grape-tomatoes-10-oz $3.09 Fresh Fruit Fresh Produce",1
"Fresh Navel Oranges, 4 lb",,lb,navel-oranges-bag,4015,True,$5.19,,Fresh Fruit,89,Fresh Produce,13,"Fresh Navel Oranges, 4 lb  lb navel-oranges-bag $5.19 Fresh Fruit Fresh Produce",1
"Raspberries, 6 oz",,oz,raspberries-package,4025,True,$3.09,,Fresh Fruit,89,Fresh Produce,13,"Raspberries, 6 oz  oz raspberries-package $3.09 Fresh Fruit Fresh Produce",1
"Cara Cara Oranges, 3 lb",Specially Selected,lb,specially-selected-cara-cara-oranges-3-lb,4026,True,$4.39,,Fresh Fruit,89,Fresh Produce,13,"Cara Cara Oranges, 3 lb Specially Selected lb specially-selected-cara-cara-oranges-3-lb $4.39 Fresh Fruit Fresh Produce",1
"Organic Raspberries, 6 oz",,oz,organic-raspberries-package,4033,True,$4.79,,Fresh Fruit,89,Fresh Produce,13,"Organic Raspberries, 6 oz  oz organic-raspberries-package $4.79 Fresh Fruit Fresh Produce",1
"Fancy Medjool Dates, 1 lb",,lb,fancy-medjool-dates-package,4042,True,$5.85,,Fresh Fruit,89,Fresh Produce,13,"Fancy Medjool Dates, 1 lb  lb fancy-medjool-dates-package $5.85 Fresh Fruit Fresh Produce",1
"Organic Gala Apples, 3 lb",,lb,organic-gala-apples,5581,True,$5.05,,Fresh Fruit,89,Fresh Produce,13,"Organic Gala Apples, 3 lb  lb organic-gala-apples $5.05 Fresh Fruit Fresh Produce",1
"Fuji Apples, 3 lb",,lb,fuji-apples-3-lb,5583,True,$3.95,,Fresh Fruit,89,Fresh Produce,13,"Fuji Apples, 3 lb  lb fuji-apples-3-lb $3.95 Fresh Fruit Fresh Produce",1
"Gala Apples, 3 lb",,lb,gala-apples-3-lb,5585,True,$4.05,,Fresh Fruit,89,Fresh Produce,13,"Gala Apples, 3 lb  lb gala-apples-3-lb $4.05 Fresh Fruit Fresh Produce",1
"Honeycrisp Apples, 2 lb",,lb,honeycrisp-apples,5587,True,$3.65,,Fresh Fruit,89,Fresh Produce,13,"Honeycrisp Apples, 2 lb  lb honeycrisp-apples $3.65 Fresh Fruit Fresh Produce",1
"Cosmic Crisp Apples, 2 lb",,lb,cosmic-crisp-apples,5588,True,$3.65,,Fresh Fruit,89,Fresh Produce,13,"Cosmic Crisp Apples, 2 lb  lb cosmic-crisp-apples $3.65 Fresh Fruit Fresh Produce",1
"Organic Bananas, per lb",,lb,organic-bananas,5623,True,$0.69,,Fresh Fruit,89,Fresh Produce,13,"Organic Bananas, per lb  lb organic-bananas $0.69 Fresh Fruit Fresh Produce",1
"Red Grapes, per lb",,lb,red-grapes,5624,True,$5.31,,Fresh Fruit,89,Fresh Produce,13,"Red Grapes, per lb  lb red-grapes $5.31 Fresh Fruit Fresh Produce",1
"Mango, each",,each,mango-each,5695,True,$1.55,,Fresh Fruit,89,Fresh Produce,13,"Mango, each  each mango-each $1.55 Fresh Fruit Fresh Produce",1
Honey Mango,,each,honey-mango,5713,True,$0.55,,Fresh Fruit,89,Fresh Produce,13,Honey Mango  each honey-mango $0.55 Fresh Fruit Fresh Produce,1
"Bananas, per lb",,lb,bananas,5731,True,$0.18,,Fresh Fruit,89,Fresh Produce,13,"Bananas, per lb  lb bananas $0.18 Fresh Fruit Fresh Produce",1
"Cantaloupe, each",,each,cantaloupe-each,5783,True,$2.65,,Fresh Fruit,89,Fresh Produce,13,"Cantaloupe, each  each cantaloupe-each $2.65 Fresh Fruit Fresh Produce",1
"Green Grapes, per lb",,lb,green-grapes,5786,True,$5.31,,Fresh Fruit,89,Fresh Produce,13,"Green Grapes, per lb  lb green-grapes $5.31 Fresh Fruit Fresh Produce",1
"Avocados, each",,each,large-avocado-each,5805,True,$0.99,,Fresh Fruit,89,Fresh Produce,13,"Avocados, each  each large-avocado-each $0.99 Fresh Fruit Fresh Produce",1
"Gala Apples, per lb",,lb,gala-apples,5814,True,$1.02,,Fresh Fruit,89,Fresh Produce,13,"Gala Apples, per lb  lb gala-apples $1.02 Fresh Fruit Fresh Produce",1
"Organic Avocados, 4 pack",Organic,ct,organic-organic-avocados-4-pack,12183,True,$3.95,,Fresh Fruit,89,Fresh Produce,13,"Organic Avocados, 4 pack Organic ct organic-organic-avocados-4-pack $3.95 Fresh Fruit Fresh Produce",1
Cantaloupe Chunks,,oz,cantaloupe-chunks,15881,True,$3.85,,Fresh Fruit,89,Fresh Produce,13,Cantaloupe Chunks  oz cantaloupe-chunks $3.85 Fresh Fruit Fresh Produce,1
"Seedless Lemons, 1 lb",,lb,seedless-lemons,32502,True,$3.29,,Fresh Fruit,89,Fresh Produce,13,"Seedless Lemons, 1 lb  lb seedless-lemons $3.29 Fresh Fruit Fresh Produce",1
"Pomegranate Arils, 4 oz",,oz,pomegranate-arils-each,32516,True,$4.59,,Fresh Fruit,89,Fresh Produce,13,"Pomegranate Arils, 4 oz  oz pomegranate-arils-each $4.59 Fresh Fruit Fresh Produce",1
"Envy  Apples, Tote",,lb,envy-apples-tote,45067,True,$2.45,,Fresh Fruit,89,Fresh Produce,13,"Envy  Apples, Tote  lb envy-apples-tote $2.45 Fresh Fruit Fresh Produce",1
"Spinach & Artichoke Stuffed Mushrooms, 8.5 oz",,oz,spinach-artichoke-stuffed-mushrooms-8-5-oz,575,True,$5.05,,Fresh Vegetables ,90,Fresh Produce,13,"Spinach & Artichoke Stuffed Mushrooms, 8.5 oz  oz spinach-artichoke-stuffed-mushrooms-8-5-oz $5.05 Fresh Vegetables  Fresh Produce",1
"Sweet Onions, 2 lb",,lb,vidalia-onions-bag,2659,True,$1.55,,Fresh Vegetables ,90,Fresh Produce,13,"Sweet Onions, 2 lb  lb vidalia-onions-bag $1.55 Fresh Vegetables  Fresh Produce",1
"Carrots, 2 lb",,lb,carrots-package,3552,True,$1.55,,Fresh Vegetables ,90,Fresh Produce,13,"Carrots, 2 lb  lb carrots-package $1.55 Fresh Vegetables  Fresh Produce",1
"Serrano Peppers, 8 oz",,oz,serrano-peppers-package,3569,True,$0.99,,Fresh Vegetables ,90,Fresh Produce,13,"Serrano Peppers, 8 oz  oz serrano-peppers-package $0.99 Fresh Vegetables  Fresh Produce",1
"Cucumber, each",,each,fresh-cucumber-ea,3596,True,$0.75,,Fresh Vegetables ,90,Fresh Produce,13,"Cucumber, each  each fresh-cucumber-ea $0.75 Fresh Vegetables  Fresh Produce",1
"Baby Peeled Carrots, 16 oz",,oz,baby-peeled-carrots-16-oz,3633,True,$0.55,,Fresh Vegetables ,90,Fresh Produce,13,"Baby Peeled Carrots, 16 oz  oz baby-peeled-carrots-16-oz $0.55 Fresh Vegetables  Fresh Produce",1
"Broccoli Florets, 12 oz",,oz,broccoli-florets-12-oz,3638,True,$2.49,,Fresh Vegetables ,90,Fresh Produce,13,"Broccoli Florets, 12 oz  oz broccoli-florets-12-oz $2.49 Fresh Vegetables  Fresh Produce",1
"Green Peppers, 3 pack",,ct,green-peppers,3800,True,$2.19,,Fresh Vegetables ,90,Fresh Produce,13,"Green Peppers, 3 pack  ct green-peppers $2.19 Fresh Vegetables  Fresh Produce",1
"Russet  Potatoes, 10 lb",,lb,russet-potatoes-10-lb,3803,True,$3.85,,Fresh Vegetables ,90,Fresh Produce,13,"Russet  Potatoes, 10 lb  lb russet-potatoes-10-lb $3.85 Fresh Vegetables  Fresh Produce",1
"Grape Tomatoes, 10 oz",,oz,grape-tomatoes,3829,True,$2.75,,Fresh Vegetables ,90,Fresh Produce,13,"Grape Tomatoes, 10 oz  oz grape-tomatoes $2.75 Fresh Vegetables  Fresh Produce",1
"Jalapeno Peppers, 8 oz",,oz,jalapeno-peppers-package,3836,True,$0.65,,Fresh Vegetables ,90,Fresh Produce,13,"Jalapeno Peppers, 8 oz  oz jalapeno-peppers-package $0.65 Fresh Vegetables  Fresh Produce",1
"Cauliflower Crowns, each",,each,cauliflower-crowns-each,3839,True,$1.29,,Fresh Vegetables ,90,Fresh Produce,13,"Cauliflower Crowns, each  each cauliflower-crowns-each $1.29 Fresh Vegetables  Fresh Produce",1
"Beefsteak Tomatoes, 1 lb",,lb,beefsteak-tomatoes-package,3852,True,$3.29,,Fresh Vegetables ,90,Fresh Produce,13,"Beefsteak Tomatoes, 1 lb  lb beefsteak-tomatoes-package $3.29 Fresh Vegetables  Fresh Produce",1
"Tomatoes On the Vine, 24 oz",,oz,tomatoes-on-the-vine-package,3855,True,$2.95,,Fresh Vegetables ,90,Fresh Produce,13,"Tomatoes On the Vine, 24 oz  oz tomatoes-on-the-vine-package $2.95 Fresh Vegetables  Fresh Produce",1
"Mini Sweet Peppers, 1 lb",,lb,mini-sweet-peppers-package,3921,True,$3.29,,Fresh Vegetables ,90,Fresh Produce,13,"Mini Sweet Peppers, 1 lb  lb mini-sweet-peppers-package $3.29 Fresh Vegetables  Fresh Produce",1
Organic Celery Hearts,,each,organic-celery-hearts,3928,True,$2.55,,Fresh Vegetables ,90,Fresh Produce,13,Organic Celery Hearts  each organic-celery-hearts $2.55 Fresh Vegetables  Fresh Produce,1
"Red  Potatoes, 5 lb",,lb,red-potatoes-bag,3932,True,$4.39,,Fresh Vegetables ,90,Fresh Produce,13,"Red  Potatoes, 5 lb  lb red-potatoes-bag $4.39 Fresh Vegetables  Fresh Produce",1
"Gourmet Medley Tomatoes, 12 oz",,oz,gourmet-medley-tomatoes-package,3939,True,$3.55,,Fresh Vegetables ,90,Fresh Produce,13,"Gourmet Medley Tomatoes, 12 oz  oz gourmet-medley-tomatoes-package $3.55 Fresh Vegetables  Fresh Produce",1
"Radishes, 16 oz",,oz,radishes-package,3942,True,$1.45,,Fresh Vegetables ,90,Fresh Produce,13,"Radishes, 16 oz  oz radishes-package $1.45 Fresh Vegetables  Fresh Produce",1
"Green Beans, 1 lb",,,green-beans-1-lb,3948,True,$1.95,,Fresh Vegetables ,90,Fresh Produce,13,"Green Beans, 1 lb   green-beans-1-lb $1.95 Fresh Vegetables  Fresh Produce",1
"Tomatillos, 16 oz",,oz,tomatillos-package,3952,True,$2.19,,Fresh Vegetables ,90,Fresh Produce,13,"Tomatillos, 16 oz  oz tomatillos-package $2.19 Fresh Vegetables  Fresh Produce",1
"Green Onions, 5.5 oz",,oz,green-onions,3953,True,$0.95,,Fresh Vegetables ,90,Fresh Produce,13,"Green Onions, 5.5 oz  oz green-onions $0.95 Fresh Vegetables  Fresh Produce",1
"Sliced White Mushrooms, 8 oz",,oz,sliced-white-mushrooms-8-oz,3961,True,$1.05,,Fresh Vegetables ,90,Fresh Produce,13,"Sliced White Mushrooms, 8 oz  oz sliced-white-mushrooms-8-oz $1.05 Fresh Vegetables  Fresh Produce",1
"Organic Broccoli, each",,each,organic-broccoli,3980,True,$2.75,,Fresh Vegetables ,90,Fresh Produce,13,"Organic Broccoli, each  each organic-broccoli $2.75 Fresh Vegetables  Fresh Produce",1
"Sweet Corn, 4 count",,,sweet-corn-package,3986,True,$3.65,,Fresh Vegetables ,90,Fresh Produce,13,"Sweet Corn, 4 count   sweet-corn-package $3.65 Fresh Vegetables  Fresh Produce",1
"Baking Potatoes, 5 lb",,lb,baking-potatoes-5-lb,3988,True,$4.85,,Fresh Vegetables ,90,Fresh Produce,13,"Baking Potatoes, 5 lb  lb baking-potatoes-5-lb $4.85 Fresh Vegetables  Fresh Produce",1
"Snacking Tomatoes on the Vine, 9 oz",,oz,snacking-tomatoes-on-the-vine-package,3991,True,$1.85,,Fresh Vegetables ,90,Fresh Produce,13,"Snacking Tomatoes on the Vine, 9 oz  oz snacking-tomatoes-on-the-vine-package $1.85 Fresh Vegetables  Fresh Produce",1
"Celery, each",,each,celery-package,3993,True,$1.65,,Fresh Vegetables ,90,Fresh Produce,13,"Celery, each  each celery-package $1.65 Fresh Vegetables  Fresh Produce",1
"Cherub Grape Tomatoes, 10 oz",,oz,cherub-grape-tomatoes,3995,True,$3.29,,Fresh Vegetables ,90,Fresh Produce,13,"Cherub Grape Tomatoes, 10 oz  oz cherub-grape-tomatoes $3.29 Fresh Vegetables  Fresh Produce",1
"Mini Cucumbers, 1 lb",,lb,mini-cucumbers-package,3998,True,$2.19,,Fresh Vegetables ,90,Fresh Produce,13,"Mini Cucumbers, 1 lb  lb mini-cucumbers-package $2.19 Fresh Vegetables  Fresh Produce",1
"Yellow Onions, 3 lb",,lb,yellow-onions-bag,4002,True,$2.99,,Fresh Vegetables ,90,Fresh Produce,13,"Yellow Onions, 3 lb  lb yellow-onions-bag $2.99 Fresh Vegetables  Fresh Produce",1
"Sweet Potatoes, 3 lb",,lb,sweet-potatoes-bag,4004,True,$3.95,,Fresh Vegetables ,90,Fresh Produce,13,"Sweet Potatoes, 3 lb  lb sweet-potatoes-bag $3.95 Fresh Vegetables  Fresh Produce",1
"Multi-Colored  Peppers, 3 count",,ct,multi-colored-peppers-package,4006,True,$3.09,,Fresh Vegetables ,90,Fresh Produce,13,"Multi-Colored  Peppers, 3 count  ct multi-colored-peppers-package $3.09 Fresh Vegetables  Fresh Produce",1
Cilantro Bunch,,each,cilantro-bunch,4008,True,$0.55,,Fresh Vegetables ,90,Fresh Produce,13,Cilantro Bunch  each cilantro-bunch $0.55 Fresh Vegetables  Fresh Produce,1
"Organic Grape Tomatoes, 10 oz",,oz,organic-grape-tomatoes-10-oz,4014,True,$3.09,,Fresh Vegetables ,90,Fresh Produce,13,"Organic Grape Tomatoes, 10 oz  oz organic-grape-tomatoes-10-oz $3.09 Fresh Vegetables  Fresh Produce",1
"Ginger Root, 8 oz",,oz,ginger-root-package,4017,True,$1.65,,Fresh Vegetables ,90,Fresh Produce,13,"Ginger Root, 8 oz  oz ginger-root-package $1.65 Fresh Vegetables  Fresh Produce",1
"Seedless Cucumber, ea",,each,seedless-cucumber-ea,4018,True,$1.09,,Fresh Vegetables ,90,Fresh Produce,13,"Seedless Cucumber, ea  each seedless-cucumber-ea $1.09 Fresh Vegetables  Fresh Produce",1
"Bite Size Yellow Potatoes, 24 oz",,oz,bitesize-yellow-potatoes,4019,True,$3.29,,Fresh Vegetables ,90,Fresh Produce,13,"Bite Size Yellow Potatoes, 24 oz  oz bitesize-yellow-potatoes $3.29 Fresh Vegetables  Fresh Produce",1
"Yellow  Potatoes, 5 lb",,lb,yellow-potatoes-bag,4023,True,$4.05,,Fresh Vegetables ,90,Fresh Produce,13,"Yellow  Potatoes, 5 lb  lb yellow-potatoes-bag $4.05 Fresh Vegetables  Fresh Produce",1
"Organic  Baby Peeled Carrots, 16 oz",,oz,organic-baby-peeled-carrots-bag,4027,True,$1.85,,Fresh Vegetables ,90,Fresh Produce,13,"Organic  Baby Peeled Carrots, 16 oz  oz organic-baby-peeled-carrots-bag $1.85 Fresh Vegetables  Fresh Produce",1
"Bite Size Medley Potatoes, 24 oz",,oz,bite-size-medley-potatoes-bag,4030,True,$3.29,,Fresh Vegetables ,90,Fresh Produce,13,"Bite Size Medley Potatoes, 24 oz  oz bite-size-medley-potatoes-bag $3.29 Fresh Vegetables  Fresh Produce",1
"Baby Bella Mushrooms, 8 oz",,oz,baby-bella-mushrooms-8-oz,4034,True,$2.55,,Fresh Vegetables ,90,Fresh Produce,13,"Baby Bella Mushrooms, 8 oz  oz baby-bella-mushrooms-8-oz $2.55 Fresh Vegetables  Fresh Produce",1
"Poblano Peppers, Package, 8 oz",,oz,poblano-peppers-package,4035,True,$1.39,,Fresh Vegetables ,90,Fresh Produce,13,"Poblano Peppers, Package, 8 oz  oz poblano-peppers-package $1.39 Fresh Vegetables  Fresh Produce",1
