name,brandName,comparisonPriceUnit,urlSlugText,productConcreteSku,usaSnapEligible,formattedPrice,preFormattedUnitContent,categoryName,categoryKey,mainCategoryName,mainCategoryKey,text,cluster
"Organic  Blue Corn Tortilla Chips, 8.25 oz",Simply Nature,oz,simply-nature-organic-blue-corn-tortilla-chips-8-25-oz,136,True,$2.75,,Featured,228,Featured,228,"Organic  Blue Corn Tortilla Chips, 8.25 oz Simply Nature oz simply-nature-organic-blue-corn-tortilla-chips-8-25-oz $2.75 Featured Featured",0
"Organic  Multigrain Tortilla Chips, 8.25 oz",Simply Nature,oz,simply-nature-organic-multigrain-tortilla-chips,182,True,$2.75,,Featured,228,Featured,228,"Organic  Multigrain Tortilla Chips, 8.25 oz Simply Nature oz simply-nature-organic-multigrain-tortilla-chips $2.75 Featured Featured",0
"Instant  Brown Rice, 28oz",Earthly Grains,oz,earthly-grains-instant-brown-rice-28oz,1208,True,$3.45,,Featured,228,Featured,228,"Instant  Brown Rice, 28oz Earthly Grains oz earthly-grains-instant-brown-rice-28oz $3.45 Featured Featured",3
"Organic  White Rice, 2 lb",Simply Nature,oz,simply-nature-organic-white-rice,1230,True,$3.85,,Featured,228,Featured,228,"Organic  White Rice, 2 lb Simply Nature oz simply-nature-organic-white-rice $3.85 Featured Featured",0
"Organic  Salsa Medium, 16 oz",Simply Nature,oz,simply-nature-organic-salsa-medium,1302,True,$2.95,,Featured,228,Featured,228,"Organic  Salsa Medium, 16 oz Simply Nature oz simply-nature-organic-salsa-medium $2.95 Featured Featured",0
"Organic  Salsa Hot, 16 oz",Simply Nature,oz,simply-nature-organic-salsa-hot-16-oz,1303,True,$2.95,,Featured,228,Featured,228,"Organic  Salsa Hot, 16 oz Simply Nature oz simply-nature-organic-salsa-hot-16-oz $2.95 Featured Featured",0
"Organic  Salsa Mild, 16 oz",Simply Nature,oz,simply-nature-organic-salsa-mild-16-oz,1309,True,$2.95,,Featured,228,Featured,228,"Organic  Salsa Mild, 16 oz Simply Nature oz simply-nature-organic-salsa-mild-16-oz $2.95 Featured Featured",0
"Chopped  Green Chiles, 4 oz Can",Pueblo Lindo,oz,pueblo-lindo-chopped-green-chiles-4-oz-can,1375,True,$0.75,,Featured,228,Featured,228,"Chopped  Green Chiles, 4 oz Can Pueblo Lindo oz pueblo-lindo-chopped-green-chiles-4-oz-can $0.75 Featured Featured",3
"Black  Beans, 15 oz Can",Dakota's Pride,oz,dakota-s-pride-black-beans-15-oz-can,1392,True,$0.95,,Featured,228,Featured,228,"Black  Beans, 15 oz Can Dakota's Pride oz dakota-s-pride-black-beans-15-oz-can $0.95 Featured Featured",3
"Big Dipper Tortilla Chips, 10 oz",Clancy's,oz,clancy-s-big-dipper-tortilla-chips-10-oz,1409,True,$2.15,,Featured,228,Featured,228,"Big Dipper Tortilla Chips, 10 oz Clancy's oz clancy-s-big-dipper-tortilla-chips-10-oz $2.15 Featured Featured",3
"Shredded  Taco Style Cheese, 12 oz",Happy Farms,oz,happy-farms-shredded-taco-style-cheese-12-oz,1624,True,$3.25,,Featured,228,Featured,228,"Shredded  Taco Style Cheese, 12 oz Happy Farms oz happy-farms-shredded-taco-style-cheese-12-oz $3.25 Featured Featured",3
"Chunky  Medium Salsa, 24 oz",Casa Mamita,oz,casa-mamita-medium-salsa,1849,True,$2.55,,Featured,228,Featured,228,"Chunky  Medium Salsa, 24 oz Casa Mamita oz casa-mamita-medium-salsa $2.55 Featured Featured",3
"Salsa  Con Queso, 15 oz",Casa Mamita,oz,casa-mamita-salsa-con-queso-15-oz,2286,True,$2.19,,Featured,228,Featured,228,"Salsa  Con Queso, 15 oz Casa Mamita oz casa-mamita-salsa-con-queso-15-oz $2.19 Featured Featured",3
"Instant  Corn Masa Mix, 4.4 lb",Pueblo Lindo,lb,pueblo-lindo-instant-corn-masa-mix-4-4-lb,2311,True,$3.19,,Featured,228,Featured,228,"Instant  Corn Masa Mix, 4.4 lb Pueblo Lindo lb pueblo-lindo-instant-corn-masa-mix-4-4-lb $3.19 Featured Featured",3
"Shredded  Italian Blend Cheese, 12 oz",Happy Farms,oz,happy-farms-shredded-italian-blend-cheese-12-oz,2438,True,$3.25,,Featured,228,Featured,228,"Shredded  Italian Blend Cheese, 12 oz Happy Farms oz happy-farms-shredded-italian-blend-cheese-12-oz $3.25 Featured Featured",3
"Soft  Taco Dinner Kit, 14 oz",Casa Mamita,oz,casa-mamita-soft-taco-dinner-kit-14-oz,22337,True,$3.45,,Featured,228,Featured,228,"Soft  Taco Dinner Kit, 14 oz Casa Mamita oz casa-mamita-soft-taco-dinner-kit-14-oz $3.45 Featured Featured",3
"Crunchy  Taco Dinner Kit, 8.6 oz",Casa Mamita,oz,casa-mamita-crunchy-taco-dinner-kit-8-6-oz,22338,True,$3.45,,Featured,228,Featured,228,"Crunchy  Taco Dinner Kit, 8.6 oz Casa Mamita oz casa-mamita-crunchy-taco-dinner-kit-8-6-oz $3.45 Featured Featured",3
"Organic  Blue Corn Tortilla Chips, 8.25 oz",Simply Nature,oz,simply-nature-organic-blue-corn-tortilla-chips-8-25-oz,136,True,$2.75,,Cinco de Mayo,229,Featured,228,"Organic  Blue Corn Tortilla Chips, 8.25 oz Simply Nature oz simply-nature-organic-blue-corn-tortilla-chips-8-25-oz $2.75 Cinco de Mayo Featured",0
"Organic  Multigrain Tortilla Chips, 8.25 oz",Simply Nature,oz,simply-nature-organic-multigrain-tortilla-chips,182,True,$2.75,,Cinco de Mayo,229,Featured,228,"Organic  Multigrain Tortilla Chips, 8.25 oz Simply Nature oz simply-nature-organic-multigrain-tortilla-chips $2.75 Cinco de Mayo Featured",0
"Instant  Brown Rice, 28oz",Earthly Grains,oz,earthly-grains-instant-brown-rice-28oz,1208,True,$3.45,,Cinco de Mayo,229,Featured,228,"Instant  Brown Rice, 28oz Earthly Grains oz earthly-grains-instant-brown-rice-28oz $3.45 Cinco de Mayo Featured",3
"Organic  White Rice, 2 lb",Simply Nature,oz,simply-nature-organic-white-rice,1230,True,$3.85,,Cinco de Mayo,229,Featured,228,"Organic  White Rice, 2 lb Simply Nature oz simply-nature-organic-white-rice $3.85 Cinco de Mayo Featured",0
"Organic  Salsa Medium, 16 oz",Simply Nature,oz,simply-nature-organic-salsa-medium,1302,True,$2.95,,Cinco de Mayo,229,Featured,228,"Organic  Salsa Medium, 16 oz Simply Nature oz simply-nature-organic-salsa-medium $2.95 Cinco de Mayo Featured",0
"Organic  Salsa Hot, 16 oz",Simply Nature,oz,simply-nature-organic-salsa-hot-16-oz,1303,True,$2.95,,Cinco de Mayo,229,Featured,228,"Organic  Salsa Hot, 16 oz Simply Nature oz simply-nature-organic-salsa-hot-16-oz $2.95 Cinco de Mayo Featured",0
"Organic  Salsa Mild, 16 oz",Simply Nature,oz,simply-nature-organic-salsa-mild-16-oz,1309,True,$2.95,,Cinco de Mayo,229,Featured,228,"Organic  Salsa Mild, 16 oz Simply Nature oz simply-nature-organic-salsa-mild-16-oz $2.95 Cinco de Mayo Featured",0
"Chopped  Green Chiles, 4 oz Can",Pueblo Lindo,oz,pueblo-lindo-chopped-green-chiles-4-oz-can,1375,True,$0.75,,Cinco de Mayo,229,Featured,228,"Chopped  Green Chiles, 4 oz Can Pueblo Lindo oz pueblo-lindo-chopped-green-chiles-4-oz-can $0.75 Cinco de Mayo Featured",3
"Black  Beans, 15 oz Can",Dakota's Pride,oz,dakota-s-pride-black-beans-15-oz-can,1392,True,$0.95,,Cinco de Mayo,229,Featured,228,"Black  Beans, 15 oz Can Dakota's Pride oz dakota-s-pride-black-beans-15-oz-can $0.95 Cinco de Mayo Featured",3
"Big Dipper Tortilla Chips, 10 oz",Clancy's,oz,clancy-s-big-dipper-tortilla-chips-10-oz,1409,True,$2.15,,Cinco de Mayo,229,Featured,228,"Big Dipper Tortilla Chips, 10 oz Clancy's oz clancy-s-big-dipper-tortilla-chips-10-oz $2.15 Cinco de Mayo Featured",3
"Shredded  Taco Style Cheese, 12 oz",Happy Farms,oz,happy-farms-shredded-taco-style-cheese-12-oz,1624,True,$3.25,,Cinco de Mayo,229,Featured,228,"Shredded  Taco Style Cheese, 12 oz Happy Farms oz happy-farms-shredded-taco-style-cheese-12-oz $3.25 Cinco de Mayo Featured",3
"Chunky  Medium Salsa, 24 oz",Casa Mamita,oz,casa-mamita-medium-salsa,1849,True,$2.55,,Cinco de Mayo,229,Featured,228,"Chunky  Medium Salsa, 24 oz Casa Mamita oz casa-mamita-medium-salsa $2.55 Cinco de Mayo Featured",3
"Salsa  Con Queso, 15 oz",Casa Mamita,oz,casa-mamita-salsa-con-queso-15-oz,2286,True,$2.19,,Cinco de Mayo,229,Featured,228,"Salsa  Con Queso, 15 oz Casa Mamita oz casa-mamita-salsa-con-queso-15-oz $2.19 Cinco de Mayo Featured",3
"Instant  Corn Masa Mix, 4.4 lb",Pueblo Lindo,lb,pueblo-lindo-instant-corn-masa-mix-4-4-lb,2311,True,$3.19,,Cinco de Mayo,229,Featured,228,"Instant  Corn Masa Mix, 4.4 lb Pueblo Lindo lb pueblo-lindo-instant-corn-masa-mix-4-4-lb $3.19 Cinco de Mayo Featured",3
"Shredded  Italian Blend Cheese, 12 oz",Happy Farms,oz,happy-farms-shredded-italian-blend-cheese-12-oz,2438,True,$3.25,,Cinco de Mayo,229,Featured,228,"Shredded  Italian Blend Cheese, 12 oz Happy Farms oz happy-farms-shredded-italian-blend-cheese-12-oz $3.25 Cinco de Mayo Featured",3
"Soft  Taco Dinner Kit, 14 oz",Casa Mamita,oz,casa-mamita-soft-taco-dinner-kit-14-oz,22337,True,$3.45,,Cinco de Mayo,229,Featured,228,"Soft  Taco Dinner Kit, 14 oz Casa Mamita oz casa-mamita-soft-taco-dinner-kit-14-oz $3.45 Cinco de Mayo Featured",3
"Crunchy  Taco Dinner Kit, 8.6 oz",Casa Mamita,oz,casa-mamita-crunchy-taco-dinner-kit-8-6-oz,22338,True,$3.45,,Cinco de Mayo,229,Featured,228,"Crunchy  Taco Dinner Kit, 8.6 oz Casa Mamita oz casa-mamita-crunchy-taco-dinner-kit-8-6-oz $3.45 Cinco de Mayo Featured",3
"Pre Sliced Hot Dog Buns, 8 count",L'oven Fresh,oz,l-oven-fresh-hot-dog-buns,71,True,$1.49,,BBQ & Picnic,234,BBQ & Picnic,234,"Pre Sliced Hot Dog Buns, 8 count L'oven Fresh oz l-oven-fresh-hot-dog-buns $1.49 BBQ & Picnic BBQ & Picnic",1
"Uncured  Beef Franks, 15 oz",Parkview,oz,parkview-uncured-beef-franks-15-oz,81,True,$4.05,,BBQ & Picnic,234,BBQ & Picnic,234,"Uncured  Beef Franks, 15 oz Parkview oz parkview-uncured-beef-franks-15-oz $4.05 BBQ & Picnic BBQ & Picnic",3
"Pretzel Mini Twists, 1 lb",Clancy's,oz,clancy-s-pretzel-mini-twists-1-lb,208,True,$2.35,,BBQ & Picnic,234,BBQ & Picnic,234,"Pretzel Mini Twists, 1 lb Clancy's oz clancy-s-pretzel-mini-twists-1-lb $2.35 BBQ & Picnic BBQ & Picnic",3
"Mesquite Barbecue Kettle Chips, 8 oz",Clancy's,oz,clancy-s-mesquite-barbecue-kettle-chips-8-oz,210,True,$2.15,,BBQ & Picnic,234,BBQ & Picnic,234,"Mesquite Barbecue Kettle Chips, 8 oz Clancy's oz clancy-s-mesquite-barbecue-kettle-chips-8-oz $2.15 BBQ & Picnic BBQ & Picnic",3
"Sea Salt and Vinegar Kettle Chips, 8 oz",Clancy's,oz,clancy-s-sea-salt-and-vinegar-kettle-chips-8-oz,220,True,$2.15,,BBQ & Picnic,234,BBQ & Picnic,234,"Sea Salt and Vinegar Kettle Chips, 8 oz Clancy's oz clancy-s-sea-salt-and-vinegar-kettle-chips-8-oz $2.15 BBQ & Picnic BBQ & Picnic",3
"Marshmallows, 10 oz",Baker's Corner,oz,baker-s-corner-marshmallows-10-oz,234,True,$1.29,,BBQ & Picnic,234,BBQ & Picnic,234,"Marshmallows, 10 oz Baker's Corner oz baker-s-corner-marshmallows-10-oz $1.29 BBQ & Picnic BBQ & Picnic",3
"Hummus Quartet, 20 oz",Park Street Deli,oz,park-street-deli-hummus-quartet,274,True,$4.95,,BBQ & Picnic,234,BBQ & Picnic,234,"Hummus Quartet, 20 oz Park Street Deli oz park-street-deli-hummus-quartet $4.95 BBQ & Picnic BBQ & Picnic",3
"Wavy Potato Chips, 10 oz",Clancy's,oz,clancy-s-wavy-potato-chips-10-oz,286,True,$2.49,,BBQ & Picnic,234,BBQ & Picnic,234,"Wavy Potato Chips, 10 oz Clancy's oz clancy-s-wavy-potato-chips-10-oz $2.49 BBQ & Picnic BBQ & Picnic",3
"Tomato Ketchup, 38 oz",Burman's,oz,burman-s-tomato-ketchup-38-oz,303,True,$2.19,,BBQ & Picnic,234,BBQ & Picnic,234,"Tomato Ketchup, 38 oz Burman's oz burman-s-tomato-ketchup-38-oz $2.19 BBQ & Picnic BBQ & Picnic",3
"Jalapeño  & Artichoke Dip, 12 oz",Park Street Deli,oz,park-street-deli-jalape-o-and-artichoke-dip-12-oz,793,True,$3.75,,BBQ & Picnic,234,BBQ & Picnic,234,"Jalapeño  & Artichoke Dip, 12 oz Park Street Deli oz park-street-deli-jalape-o-and-artichoke-dip-12-oz $3.75 BBQ & Picnic BBQ & Picnic",3
"Classic Hot Dogs, 12 oz",Parkview,oz,parkview-classic-hot-dogs-12-oz,803,True,$1.09,,BBQ & Picnic,234,BBQ & Picnic,234,"Classic Hot Dogs, 12 oz Parkview oz parkview-classic-hot-dogs-12-oz $1.09 BBQ & Picnic BBQ & Picnic",3
"Medium EZ Peel Raw Shrimp, 12 oz",Fremont Fish Market,oz,fremont-fish-market-medium-ez-peel-raw-shrimp,1106,True,$7.15,,BBQ & Picnic,234,BBQ & Picnic,234,"Medium EZ Peel Raw Shrimp, 12 oz Fremont Fish Market oz fremont-fish-market-medium-ez-peel-raw-shrimp $7.15 BBQ & Picnic BBQ & Picnic",3
"Homestyle Lemonade, 52 fl oz",Nature's Nectar,fl oz,nature-s-nectar-homestyle-lemonade-52-fl-oz,1178,True,$2.49,,BBQ & Picnic,234,BBQ & Picnic,234,"Homestyle Lemonade, 52 fl oz Nature's Nectar fl oz nature-s-nectar-homestyle-lemonade-52-fl-oz $2.49 BBQ & Picnic BBQ & Picnic",4
"Spinach Artichoke Dip, 12 oz",Park Street Deli,oz,park-street-deli-spinach-artichoke-dip-12-oz,1242,True,$3.75,,BBQ & Picnic,234,BBQ & Picnic,234,"Spinach Artichoke Dip, 12 oz Park Street Deli oz park-street-deli-spinach-artichoke-dip-12-oz $3.75 BBQ & Picnic BBQ & Picnic",3
"Pretzel Sticks, 1 lb",Clancy's,oz,clancy-s-pretzel-sticks-1-lb,1262,True,$2.35,,BBQ & Picnic,234,BBQ & Picnic,234,"Pretzel Sticks, 1 lb Clancy's oz clancy-s-pretzel-sticks-1-lb $2.35 BBQ & Picnic BBQ & Picnic",3
"Shells and Cheese, 12 oz",Cheese Club,oz,cheese-club-shells-and-cheese-12-oz,1283,True,$1.55,,BBQ & Picnic,234,BBQ & Picnic,234,"Shells and Cheese, 12 oz Cheese Club oz cheese-club-shells-and-cheese-12-oz $1.55 BBQ & Picnic BBQ & Picnic",3
"Seasoned French Fries, 32 oz",Season's Choice,oz,season-s-choice-seasoned-french-fries-32-oz,1340,True,$3.09,,BBQ & Picnic,234,BBQ & Picnic,234,"Seasoned French Fries, 32 oz Season's Choice oz season-s-choice-seasoned-french-fries-32-oz $3.09 BBQ & Picnic BBQ & Picnic",3
"Pre Sliced Hamburger Buns, 8 count",L'oven Fresh,oz,l-oven-fresh-hamburger-buns,1400,True,$1.49,,BBQ & Picnic,234,BBQ & Picnic,234,"Pre Sliced Hamburger Buns, 8 count L'oven Fresh oz l-oven-fresh-hamburger-buns $1.49 BBQ & Picnic BBQ & Picnic",1
"Big Dipper Tortilla Chips, 10 oz",Clancy's,oz,clancy-s-big-dipper-tortilla-chips-10-oz,1409,True,$2.15,,BBQ & Picnic,234,BBQ & Picnic,234,"Big Dipper Tortilla Chips, 10 oz Clancy's oz clancy-s-big-dipper-tortilla-chips-10-oz $2.15 BBQ & Picnic BBQ & Picnic",3
"Hamburger Dill Pickle Chips, 32 fl oz",Great Gherkins,fl oz,great-gherkins-hamburger-dill-pickle-chips-32-fl-oz,1438,True,$2.75,,BBQ & Picnic,234,BBQ & Picnic,234,"Hamburger Dill Pickle Chips, 32 fl oz Great Gherkins fl oz great-gherkins-hamburger-dill-pickle-chips-32-fl-oz $2.75 BBQ & Picnic BBQ & Picnic",3
"85/15 Ground Beef Patties, 3 lb",,lb,85-15-ground-beef-patties,1514,True,$13.19,,BBQ & Picnic,234,BBQ & Picnic,234,"85/15 Ground Beef Patties, 3 lb  lb 85-15-ground-beef-patties $13.19 BBQ & Picnic BBQ & Picnic",3
"Six Cracker Assortment, 13.1 oz",Savoritz,oz,savoritz-six-cracker-assortment,1612,True,$4.69,,BBQ & Picnic,234,BBQ & Picnic,234,"Six Cracker Assortment, 13.1 oz Savoritz oz savoritz-six-cracker-assortment $4.69 BBQ & Picnic BBQ & Picnic",3
"Deli Sliced Sharp Cheddar Cheese, 8 oz",Happy Farms,oz,happy-farms-deli-sliced-sharp-cheddar-cheese-8-oz,1650,True,$2.19,,BBQ & Picnic,234,BBQ & Picnic,234,"Deli Sliced Sharp Cheddar Cheese, 8 oz Happy Farms oz happy-farms-deli-sliced-sharp-cheddar-cheese-8-oz $2.19 BBQ & Picnic BBQ & Picnic",3
"Graham Crackers, 14.4 oz",Benton's,oz,benton-s-graham-crackers-14-4-oz,1711,True,$2.65,,BBQ & Picnic,234,BBQ & Picnic,234,"Graham Crackers, 14.4 oz Benton's oz benton-s-graham-crackers-14-4-oz $2.65 BBQ & Picnic BBQ & Picnic",3
"Deli Sliced Colby Jack Cheese, 7.5 oz",Happy Farms,oz,happy-farms-deli-sliced-colby-jack-cheese-7-5-oz,1801,True,$1.99,,BBQ & Picnic,234,BBQ & Picnic,234,"Deli Sliced Colby Jack Cheese, 7.5 oz Happy Farms oz happy-farms-deli-sliced-colby-jack-cheese-7-5-oz $1.99 BBQ & Picnic BBQ & Picnic",3
"Yellow Mustard, 20 oz",Burman's,oz,burman-s-yellow-mustard-20-oz,1850,True,$1.09,,BBQ & Picnic,234,BBQ & Picnic,234,"Yellow Mustard, 20 oz Burman's oz burman-s-yellow-mustard-20-oz $1.09 BBQ & Picnic BBQ & Picnic",3
"Homestyle Baked Beans, 28 oz",Dakota's Pride,oz,dakota-s-pride-homestyle-baked-beans-28-oz,1872,True,$2.39,,BBQ & Picnic,234,BBQ & Picnic,234,"Homestyle Baked Beans, 28 oz Dakota's Pride oz dakota-s-pride-homestyle-baked-beans-28-oz $2.39 BBQ & Picnic BBQ & Picnic",3
"Ground Mild Italian Sausage, 16 oz",,oz,ground-mild-italian-sausage-16-oz,1996,True,$3.49,,BBQ & Picnic,234,BBQ & Picnic,234,"Ground Mild Italian Sausage, 16 oz  oz ground-mild-italian-sausage-16-oz $3.49 BBQ & Picnic BBQ & Picnic",3
"Frozen Chicken Breasts, 48 oz",Kirkwood,oz,kirkwood-frozen-chicken-breasts-48-oz,2036,True,$9.35,,BBQ & Picnic,234,BBQ & Picnic,234,"Frozen Chicken Breasts, 48 oz Kirkwood oz kirkwood-frozen-chicken-breasts-48-oz $9.35 BBQ & Picnic BBQ & Picnic",3
"Original Baked Beans, 28 oz",Dakota's Pride,oz,dakota-s-pride-original-baked-beans-28-oz,2285,True,$2.39,,BBQ & Picnic,234,BBQ & Picnic,234,"Original Baked Beans, 28 oz Dakota's Pride oz dakota-s-pride-original-baked-beans-28-oz $2.39 BBQ & Picnic BBQ & Picnic",3
"Sweet Relish, 16 fl oz",Great Gherkins,fl oz,great-gherkins-sweet-relish-16-fl-oz,2391,True,$1.85,,BBQ & Picnic,234,BBQ & Picnic,234,"Sweet Relish, 16 fl oz Great Gherkins fl oz great-gherkins-sweet-relish-16-fl-oz $1.85 BBQ & Picnic BBQ & Picnic",3
"Angus Beef Franks,  14 oz",Parkview,oz,parkview--angus-beef-franks-14-oz,2487,True,$4.39,,BBQ & Picnic,234,BBQ & Picnic,234,"Angus Beef Franks,  14 oz Parkview oz parkview--angus-beef-franks-14-oz $4.39 BBQ & Picnic BBQ & Picnic",3
Caprese Pasta Salad,ALDI,oz,little-salad-bar-summer-caprese-pasta-salad-20-oz,2666,True,$5.49,,BBQ & Picnic,234,BBQ & Picnic,234,Caprese Pasta Salad ALDI oz little-salad-bar-summer-caprese-pasta-salad-20-oz $5.49 BBQ & Picnic BBQ & Picnic,3
Rotini Pasta Salad,ALDI,oz,little-salad-bar-fresh-and-zesty-rotini-salad,2956,True,$5.49,,BBQ & Picnic,234,BBQ & Picnic,234,Rotini Pasta Salad ALDI oz little-salad-bar-fresh-and-zesty-rotini-salad $5.49 BBQ & Picnic BBQ & Picnic,1
"Milk Chocolate Candy Bar, 6 count",Hershey's,oz,hershey-s-milk-chocolate-candy-bar-6-count,3230,True,$5.95,,BBQ & Picnic,234,BBQ & Picnic,234,"Milk Chocolate Candy Bar, 6 count Hershey's oz hershey-s-milk-chocolate-candy-bar-6-count $5.95 BBQ & Picnic BBQ & Picnic",3
"Mexican-Style Street Corn Flavored Corn Chips, 9 oz",Casa Mamita,oz,casa-mamita-mexican-style-street-corn-flavored-corn-chips-9-oz,6301,True,$2.55,,BBQ & Picnic,234,BBQ & Picnic,234,"Mexican-Style Street Corn Flavored Corn Chips, 9 oz Casa Mamita oz casa-mamita-mexican-style-street-corn-flavored-corn-chips-9-oz $2.55 BBQ & Picnic BBQ & Picnic",3
"Classic Pasta Salad Kit, 7.7 oz",Reggano,oz,reggano-classic-pasta-salad-kit,7155,True,$1.99,,BBQ & Picnic,234,BBQ & Picnic,234,"Classic Pasta Salad Kit, 7.7 oz Reggano oz reggano-classic-pasta-salad-kit $1.99 BBQ & Picnic BBQ & Picnic",3
"Pulled Beef Brisket, 14 oz",Park Street Deli,oz,park-street-deli-pulled-beef-brisket-with-barbeque-sauce-14-oz,7276,True,$8.79,,BBQ & Picnic,234,BBQ & Picnic,234,"Pulled Beef Brisket, 14 oz Park Street Deli oz park-street-deli-pulled-beef-brisket-with-barbeque-sauce-14-oz $8.79 BBQ & Picnic BBQ & Picnic",3
"Fresh 80% Lean 20% Fat Ground Beef Patties, 4 count",,lb,80-ground-beef-patties,7524,True,$7.91,,BBQ & Picnic,234,BBQ & Picnic,234,"Fresh 80% Lean 20% Fat Ground Beef Patties, 4 count  lb 80-ground-beef-patties $7.91 BBQ & Picnic BBQ & Picnic",1
Premium Boneless Center Cut Pork Chops,,lb,boneless-center-cut-pork-chops,8890,True,$6.06,,BBQ & Picnic,234,BBQ & Picnic,234,Premium Boneless Center Cut Pork Chops  lb boneless-center-cut-pork-chops $6.06 BBQ & Picnic BBQ & Picnic,3
Boneless Skinless Chicken Breast Fillets Family Pack,Kirkwood,lb,kirkwood-family-pack-chicken-breasts,9035,True,$11.45,,BBQ & Picnic,234,BBQ & Picnic,234,Boneless Skinless Chicken Breast Fillets Family Pack Kirkwood lb kirkwood-family-pack-chicken-breasts $11.45 BBQ & Picnic BBQ & Picnic,3
"Cilantro Lime Salsa, 16 oz",Specially Selected,oz,specially-selected-cilantro-lime-salsa-16-oz,9369,True,$3.45,,BBQ & Picnic,234,BBQ & Picnic,234,"Cilantro Lime Salsa, 16 oz Specially Selected oz specially-selected-cilantro-lime-salsa-16-oz $3.45 BBQ & Picnic BBQ & Picnic",3
"Sliced Beef Brisket, 14 oz",Park Street Deli,oz,park-street-deli-sliced-beef-brisket-14-oz,9400,True,$8.79,,BBQ & Picnic,234,BBQ & Picnic,234,"Sliced Beef Brisket, 14 oz Park Street Deli oz park-street-deli-sliced-beef-brisket-14-oz $8.79 BBQ & Picnic BBQ & Picnic",3
"Chunky Guacamole, 15 oz",ALDI,oz,aldi-chunky-guacamole-15-oz,12922,True,$4.95,,BBQ & Picnic,234,BBQ & Picnic,234,"Chunky Guacamole, 15 oz ALDI oz aldi-chunky-guacamole-15-oz $4.95 BBQ & Picnic BBQ & Picnic",3
"Classic Guacamole, 15 oz",ALDI,oz,aldi-classic-guacamole-15-oz,12923,True,$4.95,,BBQ & Picnic,234,BBQ & Picnic,234,"Classic Guacamole, 15 oz ALDI oz aldi-classic-guacamole-15-oz $4.95 BBQ & Picnic BBQ & Picnic",3
"Spicy Guacamole, 15 oz",ALDI,oz,aldi-spicy-guacamole-15-oz,12925,True,$4.95,,BBQ & Picnic,234,BBQ & Picnic,234,"Spicy Guacamole, 15 oz ALDI oz aldi-spicy-guacamole-15-oz $4.95 BBQ & Picnic BBQ & Picnic",3
"Hint  of Lime Tortilla Chips, 13 oz",Clancy's,oz,clancy-s-hint-of-lime-tortilla-chips,20567,True,$2.15,,BBQ & Picnic,234,BBQ & Picnic,234,"Hint  of Lime Tortilla Chips, 13 oz Clancy's oz clancy-s-hint-of-lime-tortilla-chips $2.15 BBQ & Picnic BBQ & Picnic",3
"Chimichurri Salsa, 16 oz",Specially Selected,oz,specially-selected-chimichurri-salsa,23937,True,$3.45,,BBQ & Picnic,234,BBQ & Picnic,234,"Chimichurri Salsa, 16 oz Specially Selected oz specially-selected-chimichurri-salsa $3.45 BBQ & Picnic BBQ & Picnic",3
"Southwest Salsa, 16 oz",Specially Selected,oz,specially-selected-southwest-salsa,23940,True,$3.45,,BBQ & Picnic,234,BBQ & Picnic,234,"Southwest Salsa, 16 oz Specially Selected oz specially-selected-southwest-salsa $3.45 BBQ & Picnic BBQ & Picnic",3
Gray Cushion Grill Mat,Range Master,ea,range-master-30-x-48-cushioned-grill-mat-grey,23978,False,$9.99,,BBQ & Picnic,234,BBQ & Picnic,234,Gray Cushion Grill Mat Range Master ea range-master-30-x-48-cushioned-grill-mat-grey $9.99 BBQ & Picnic BBQ & Picnic,4
"Black  Cushioned Grill Mat, 30"" x 48""",Range Master,ea,range-master-30-x-48-cushioned-grill-mat-black,24089,False,$9.99,,BBQ & Picnic,234,BBQ & Picnic,234,"Black  Cushioned Grill Mat, 30"" x 48"" Range Master ea range-master-30-x-48-cushioned-grill-mat-black $9.99 BBQ & Picnic BBQ & Picnic",4
"BBQ  Roasting Pan, 15.3"" x 11.3""",Range Master,ea,range-master-carbon-steel-bbq-roasting-pan,24944,False,$9.99,,BBQ & Picnic,234,BBQ & Picnic,234,"BBQ  Roasting Pan, 15.3"" x 11.3"" Range Master ea range-master-carbon-steel-bbq-roasting-pan $9.99 BBQ & Picnic BBQ & Picnic",3
"BBQ  Frying Pan, 11.8""",Range Master,ea,range-master-carbon-steel-bbq-frying-pan,24970,False,$9.99,,BBQ & Picnic,234,BBQ & Picnic,234,"BBQ  Frying Pan, 11.8"" Range Master ea range-master-carbon-steel-bbq-frying-pan $9.99 BBQ & Picnic BBQ & Picnic",3
"Potato Puffs/Crispy Tots, 32 oz",Season's Choice,oz,season-s-choice-potato-puffs-crispy-tots-32-oz,25261,True,$3.85,,BBQ & Picnic,234,BBQ & Picnic,234,"Potato Puffs/Crispy Tots, 32 oz Season's Choice oz season-s-choice-potato-puffs-crispy-tots-32-oz $3.85 BBQ & Picnic BBQ & Picnic",3
"Black  Grill & Bake Mat, 13"" x 16""",Range Master,ea,range-master-13-x-16-reusable-grill-and-bake-mats-black-2-pack,26337,False,$4.49,,BBQ & Picnic,234,BBQ & Picnic,234,"Black  Grill & Bake Mat, 13"" x 16"" Range Master ea range-master-13-x-16-reusable-grill-and-bake-mats-black-2-pack $4.49 BBQ & Picnic BBQ & Picnic",4
