date,country_code,country,price,combined_text,clean_text,cluster,SVD_1,SVD_2
1987-06-30,GB,United Kingdom,22.4068,1987-06-30 GB United Kingdom,united kingdom,8,0.0006518665833068108,0.7995079367977093
1987-06-30,HK,Hong Kong SAR,17.3615,1987-06-30 HK Hong Kong SAR,hong kong sar,0,-0.0031446718968098954,-0.019056842925597634
1987-06-30,IE,Ireland,20.7923,1987-06-30 IE Ireland,ireland,0,-0.011080237157060354,-0.01095207734047215
1987-06-30,IS,Iceland,15.6834,1987-06-30 IS Iceland,iceland,0,-0.0010810294685686301,-0.009197389830191768
1987-06-30,IT,Italy,25.0901,1987-06-30 IT Italy,italy,9,0.9996861019842163,-0.0007957102390870798
1987-06-30,JP,Japan,133.3915,1987-06-30 JP Japan,japan,6,-0.002474834500312175,-0.20943926807581723
1987-06-30,KR,Korea,41.0899,1987-06-30 KR Korea,korea,0,0.006671942935856476,-0.04802345805095159
1987-06-30,NL,Netherlands,24.6981,1987-06-30 NL Netherlands,netherlands,0,0.0015071090796750478,-0.01534317347895102
1987-06-30,NO,Norway,33.2185,1987-06-30 NO Norway,norway,4,-0.005357532069439116,-0.04240964679316451
1987-06-30,NZ,New Zealand,24.5209,1987-06-30 NZ New Zealand,new zealand,0,-0.0007025996005492353,-0.0010044623280934905
1987-06-30,SE,Sweden,23.3155,1987-06-30 SE Sweden,sweden,5,-0.002182128771161084,-0.016261386511654197
1987-06-30,US,United States,44.6028,1987-06-30 US United States,united state,8,0.0005102639912033831,0.744442567499451
1987-06-30,XM,Euro area,34.1163,1987-06-30 XM Euro area,euro area,0,-0.012122716657618965,0.027299576190704767
1987-06-30,ZA,South Africa,8.4551,1987-06-30 ZA South Africa,south africa,1,0.0005723466667372308,0.012452403183372034
1987-09-30,AT,Austria,34.0994,1987-09-30 AT Austria,austria,0,-0.002835542565425707,0.007236650965030082
1987-09-30,AU,Australia,18.2527,1987-09-30 AU Australia,australia,0,0.0001215585433678345,0.0007440630107741573
1987-09-30,BE,Belgium,24.893,1987-09-30 BE Belgium,belgium,0,0.011778282626417474,-0.02431099742024711
1987-09-30,CA,Canada,32.5568,1987-09-30 CA Canada,canada,7,0.005525614747324788,0.02174130298451281
1987-09-30,CH,Switzerland,61.38,1987-09-30 CH Switzerland,switzerland,0,0.0029803049316493744,0.03175227999321281
1987-09-30,DE,Germany,76.7908,1987-09-30 DE Germany,germany,0,-0.006250918109540019,-0.013782658101393347
1987-09-30,DK,Denmark,35.8091,1987-09-30 DK Denmark,denmark,0,-0.002446493092462114,0.05305454488789677
1987-09-30,ES,Spain,17.252,1987-09-30 ES Spain,spain,0,0.0024601918564601585,-0.031475729755953884
1987-09-30,FI,Finland,38.4636,1987-09-30 FI Finland,finland,3,-0.0009810243781387608,-0.020574588711198886
1987-09-30,FR,France,31.5829,1987-09-30 FR France,france,2,0.0009767638286374875,0.000991338155062644
1987-09-30,GB,United Kingdom,23.4939,1987-09-30 GB United Kingdom,united kingdom,8,0.0006518665833068108,0.7995079367977093
1987-09-30,HK,Hong Kong SAR,17.9579,1987-09-30 HK Hong Kong SAR,hong kong sar,0,-0.0031446718968098954,-0.019056842925597634
1987-09-30,IE,Ireland,22.1833,1987-09-30 IE Ireland,ireland,0,-0.011080237157060354,-0.01095207734047215
1987-09-30,IS,Iceland,16.9983,1987-09-30 IS Iceland,iceland,0,-0.0010810294685686301,-0.009197389830191768
1987-09-30,IT,Italy,25.6453,1987-09-30 IT Italy,italy,9,0.9996861019842163,-0.0007957102390870798
1987-09-30,JP,Japan,137.4039,1987-09-30 JP Japan,japan,6,-0.002474834500312175,-0.20943926807581723
1987-09-30,KR,Korea,41.8086,1987-09-30 KR Korea,korea,0,0.006671942935856476,-0.04802345805095159
1987-09-30,NL,Netherlands,24.5969,1987-09-30 NL Netherlands,netherlands,0,0.0015071090796750478,-0.01534317347895102
1987-09-30,NO,Norway,33.4595,1987-09-30 NO Norway,norway,4,-0.005357532069439116,-0.04240964679316451
1987-09-30,NZ,New Zealand,25.713,1987-09-30 NZ New Zealand,new zealand,0,-0.0007025996005492353,-0.0010044623280934905
1987-09-30,SE,Sweden,24.0498,1987-09-30 SE Sweden,sweden,5,-0.002182128771161084,-0.016261386511654197
1987-09-30,US,United States,45.5817,1987-09-30 US United States,united state,8,0.0005102639912033831,0.744442567499451
1987-09-30,XM,Euro area,34.6018,1987-09-30 XM Euro area,euro area,0,-0.012122716657618965,0.027299576190704767
1987-09-30,ZA,South Africa,8.76,1987-09-30 ZA South Africa,south africa,1,0.0005723466667372308,0.012452403183372034
1987-12-31,AT,Austria,37.1636,1987-12-31 AT Austria,austria,0,-0.002835542565425707,0.007236650965030082
1987-12-31,AU,Australia,19.1299,1987-12-31 AU Australia,australia,0,0.0001215585433678345,0.0007440630107741573
1987-12-31,BE,Belgium,24.8454,1987-12-31 BE Belgium,belgium,0,0.011778282626417474,-0.02431099742024711
1987-12-31,CA,Canada,34.3397,1987-12-31 CA Canada,canada,7,0.005525614747324788,0.02174130298451281
1987-12-31,CH,Switzerland,61.0588,1987-12-31 CH Switzerland,switzerland,0,0.0029803049316493744,0.03175227999321281
1987-12-31,DE,Germany,77.0483,1987-12-31 DE Germany,germany,0,-0.006250918109540019,-0.013782658101393347
1987-12-31,DK,Denmark,35.4597,1987-12-31 DK Denmark,denmark,0,-0.002446493092462114,0.05305454488789677
1987-12-31,ES,Spain,18.3445,1987-12-31 ES Spain,spain,0,0.0024601918564601585,-0.031475729755953884
1987-12-31,FI,Finland,40.9824,1987-12-31 FI Finland,finland,3,-0.0009810243781387608,-0.020574588711198886
1987-12-31,FR,France,31.904,1987-12-31 FR France,france,2,0.0009767638286374875,0.000991338155062644
1987-12-31,GB,United Kingdom,24.9434,1987-12-31 GB United Kingdom,united kingdom,8,0.0006518665833068108,0.7995079367977093
1987-12-31,HK,Hong Kong SAR,18.0905,1987-12-31 HK Hong Kong SAR,hong kong sar,0,-0.0031446718968098954,-0.019056842925597634
1987-12-31,IE,Ireland,23.3507,1987-12-31 IE Ireland,ireland,0,-0.011080237157060354,-0.01095207734047215
1987-12-31,IS,Iceland,18.675,1987-12-31 IS Iceland,iceland,0,-0.0010810294685686301,-0.009197389830191768
1987-12-31,IT,Italy,26.1731,1987-12-31 IT Italy,italy,9,0.9996861019842163,-0.0007957102390870798
1987-12-31,JP,Japan,138.7981,1987-12-31 JP Japan,japan,6,-0.002474834500312175,-0.20943926807581723
1987-12-31,KR,Korea,43.9223,1987-12-31 KR Korea,korea,0,0.006671942935856476,-0.04802345805095159
1987-12-31,NL,Netherlands,24.632,1987-12-31 NL Netherlands,netherlands,0,0.0015071090796750478,-0.01534317347895102
1987-12-31,NO,Norway,33.7546,1987-12-31 NO Norway,norway,4,-0.005357532069439116,-0.04240964679316451
1987-12-31,NZ,New Zealand,26.8912,1987-12-31 NZ New Zealand,new zealand,0,-0.0007025996005492353,-0.0010044623280934905
1987-12-31,SE,Sweden,24.9678,1987-12-31 SE Sweden,sweden,5,-0.002182128771161084,-0.016261386511654197
1987-12-31,US,United States,46.5018,1987-12-31 US United States,united state,8,0.0005102639912033831,0.744442567499451
1987-12-31,XM,Euro area,35.5104,1987-12-31 XM Euro area,euro area,0,-0.012122716657618965,0.027299576190704767
1987-12-31,ZA,South Africa,9.1665,1987-12-31 ZA South Africa,south africa,1,0.0005723466667372308,0.012452403183372034
1988-03-31,AT,Austria,35.4351,1988-03-31 AT Austria,austria,0,-0.002835542565425707,0.007236650965030082
1988-03-31,AU,Australia,19.9753,1988-03-31 AU Australia,australia,0,0.0001215585433678345,0.0007440630107741573
1988-03-31,BE,Belgium,25.2657,1988-03-31 BE Belgium,belgium,0,0.011778282626417474,-0.02431099742024711
1988-03-31,CA,Canada,37.519,1988-03-31 CA Canada,canada,7,0.005525614747324788,0.02174130298451281
1988-03-31,CH,Switzerland,62.3667,1988-03-31 CH Switzerland,switzerland,0,0.0029803049316493744,0.03175227999321281
1988-03-31,CO,Colombia,5.5547,1988-03-31 CO Colombia,colombia,0,-0.003914254310072885,0.008951453488808962
1988-03-31,DE,Germany,77.1786,1988-03-31 DE Germany,germany,0,-0.006250918109540019,-0.013782658101393347
1988-03-31,DK,Denmark,35.952,1988-03-31 DK Denmark,denmark,0,-0.002446493092462114,0.05305454488789677
1988-03-31,ES,Spain,19.5951,1988-03-31 ES Spain,spain,0,0.0024601918564601585,-0.031475729755953884
1988-03-31,FI,Finland,46.0557,1988-03-31 FI Finland,finland,3,-0.0009810243781387608,-0.020574588711198886
1988-03-31,FR,France,32.2417,1988-03-31 FR France,france,2,0.0009767638286374875,0.000991338155062644
1988-03-31,GB,United Kingdom,25.9702,1988-03-31 GB United Kingdom,united kingdom,8,0.0006518665833068108,0.7995079367977093
1988-03-31,HK,Hong Kong SAR,18.7531,1988-03-31 HK Hong Kong SAR,hong kong sar,0,-0.0031446718968098954,-0.019056842925597634
1988-03-31,IE,Ireland,22.8684,1988-03-31 IE Ireland,ireland,0,-0.011080237157060354,-0.01095207734047215
1988-03-31,IS,Iceland,20.6845,1988-03-31 IS Iceland,iceland,0,-0.0010810294685686301,-0.009197389830191768
1988-03-31,IT,Italy,26.9207,1988-03-31 IT Italy,italy,9,0.9996861019842163,-0.0007957102390870798
1988-03-31,JP,Japan,140.1924,1988-03-31 JP Japan,japan,6,-0.002474834500312175,-0.20943926807581723
1988-03-31,KR,Korea,45.8035,1988-03-31 KR Korea,korea,0,0.006671942935856476,-0.04802345805095159
1988-03-31,MY,Malaysia,31.4536,1988-03-31 MY Malaysia,malaysia,0,-0.0008086910688469025,0.005627988581539701
1988-03-31,NL,Netherlands,24.8032,1988-03-31 NL Netherlands,netherlands,0,0.0015071090796750478,-0.01534317347895102
1988-03-31,NO,Norway,34.2003,1988-03-31 NO Norway,norway,4,-0.005357532069439116,-0.04240964679316451
1988-03-31,NZ,New Zealand,27.6675,1988-03-31 NZ New Zealand,new zealand,0,-0.0007025996005492353,-0.0010044623280934905
1988-03-31,PT,Portugal,35.7311,1988-03-31 PT Portugal,portugal,0,0.00038215224917164043,-0.005695325298418643
1988-03-31,SE,Sweden,26.2529,1988-03-31 SE Sweden,sweden,5,-0.002182128771161084,-0.016261386511654197
1988-03-31,US,United States,47.2277,1988-03-31 US United States,united state,8,0.0005102639912033831,0.744442567499451
1988-03-31,XM,Euro area,36.0538,1988-03-31 XM Euro area,euro area,0,-0.012122716657618965,0.027299576190704767
1988-03-31,ZA,South Africa,9.5019,1988-03-31 ZA South Africa,south africa,1,0.0005723466667372308,0.012452403183372034
1988-06-30,AT,Austria,38.0279,1988-06-30 AT Austria,austria,0,-0.002835542565425707,0.007236650965030082
1988-06-30,AU,Australia,21.0464,1988-06-30 AU Australia,australia,0,0.0001215585433678345,0.0007440630107741573
1988-06-30,BE,Belgium,26.0673,1988-06-30 BE Belgium,belgium,0,0.011778282626417474,-0.02431099742024711
1988-06-30,CA,Canada,38.3195,1988-06-30 CA Canada,canada,7,0.005525614747324788,0.02174130298451281
1988-06-30,CH,Switzerland,62.8728,1988-06-30 CH Switzerland,switzerland,0,0.0029803049316493744,0.03175227999321281
1988-06-30,CO,Colombia,5.4217,1988-06-30 CO Colombia,colombia,0,-0.003914254310072885,0.008951453488808962
1988-06-30,DE,Germany,78.0673,1988-06-30 DE Germany,germany,0,-0.006250918109540019,-0.013782658101393347
1988-06-30,DK,Denmark,35.8448,1988-06-30 DK Denmark,denmark,0,-0.002446493092462114,0.05305454488789677
1988-06-30,ES,Spain,20.6946,1988-06-30 ES Spain,spain,0,0.0024601918564601585,-0.031475729755953884
1988-06-30,FI,Finland,48.6577,1988-06-30 FI Finland,finland,3,-0.0009810243781387608,-0.020574588711198886
1988-06-30,FR,France,33.4675,1988-06-30 FR France,france,2,0.0009767638286374875,0.000991338155062644
1988-06-30,GB,United Kingdom,27.5404,1988-06-30 GB United Kingdom,united kingdom,8,0.0006518665833068108,0.7995079367977093
1988-06-30,HK,Hong Kong SAR,20.4097,1988-06-30 HK Hong Kong SAR,hong kong sar,0,-0.0031446718968098954,-0.019056842925597634
1988-06-30,IE,Ireland,22.3441,1988-06-30 IE Ireland,ireland,0,-0.011080237157060354,-0.01095207734047215
1988-06-30,IS,Iceland,21.6024,1988-06-30 IS Iceland,iceland,0,-0.0010810294685686301,-0.009197389830191768
1988-06-30,IT,Italy,28.0916,1988-06-30 IT Italy,italy,9,0.9996861019842163,-0.0007957102390870798
1988-06-30,JP,Japan,141.6347,1988-06-30 JP Japan,japan,6,-0.002474834500312175,-0.20943926807581723
1988-06-30,KR,Korea,48.2977,1988-06-30 KR Korea,korea,0,0.006671942935856476,-0.04802345805095159
1988-06-30,MY,Malaysia,31.6868,1988-06-30 MY Malaysia,malaysia,0,-0.0008086910688469025,0.005627988581539701
1988-06-30,NL,Netherlands,25.7645,1988-06-30 NL Netherlands,netherlands,0,0.0015071090796750478,-0.01534317347895102
1988-06-30,NO,Norway,33.9022,1988-06-30 NO Norway,norway,4,-0.005357532069439116,-0.04240964679316451
1988-06-30,NZ,New Zealand,28.4645,1988-06-30 NZ New Zealand,new zealand,0,-0.0007025996005492353,-0.0010044623280934905
1988-06-30,PT,Portugal,37.1018,1988-06-30 PT Portugal,portugal,0,0.00038215224917164043,-0.005695325298418643
1988-06-30,SE,Sweden,27.3544,1988-06-30 SE Sweden,sweden,5,-0.002182128771161084,-0.016261386511654197
1988-06-30,US,United States,48.4104,1988-06-30 US United States,united state,8,0.0005102639912033831,0.744442567499451
1988-06-30,XM,Euro area,37.0474,1988-06-30 XM Euro area,euro area,0,-0.012122716657618965,0.027299576190704767
1988-06-30,ZA,South Africa,9.7051,1988-06-30 ZA South Africa,south africa,1,0.0005723466667372308,0.012452403183372034
1988-09-30,AT,Austria,45.492,1988-09-30 AT Austria,austria,0,-0.002835542565425707,0.007236650965030082
1988-09-30,AU,Australia,23.1059,1988-09-30 AU Australia,australia,0,0.0001215585433678345,0.0007440630107741573
1988-09-30,BE,Belgium,27.0249,1988-09-30 BE Belgium,belgium,0,0.011778282626417474,-0.02431099742024711
1988-09-30,CA,Canada,38.7015,1988-09-30 CA Canada,canada,7,0.005525614747324788,0.02174130298451281
1988-09-30,CH,Switzerland,64.8804,1988-09-30 CH Switzerland,switzerland,0,0.0029803049316493744,0.03175227999321281
1988-09-30,CO,Colombia,6.4157,1988-09-30 CO Colombia,colombia,0,-0.003914254310072885,0.008951453488808962
1988-09-30,DE,Germany,78.6528,1988-09-30 DE Germany,germany,0,-0.006250918109540019,-0.013782658101393347
1988-09-30,DK,Denmark,36.5118,1988-09-30 DK Denmark,denmark,0,-0.002446493092462114,0.05305454488789677
1988-09-30,ES,Spain,21.4675,1988-09-30 ES Spain,spain,0,0.0024601918564601585,-0.031475729755953884
1988-09-30,FI,Finland,52.8597,1988-09-30 FI Finland,finland,3,-0.0009810243781387608,-0.020574588711198886
1988-09-30,FR,France,35.1686,1988-09-30 FR France,france,2,0.0009767638286374875,0.000991338155062644
1988-09-30,GB,United Kingdom,31.1642,1988-09-30 GB United Kingdom,united kingdom,8,0.0006518665833068108,0.7995079367977093
1988-09-30,HK,Hong Kong SAR,21.8676,1988-09-30 HK Hong Kong SAR,hong kong sar,0,-0.0031446718968098954,-0.019056842925597634
1988-09-30,IE,Ireland,23.868,1988-09-30 IE Ireland,ireland,0,-0.011080237157060354,-0.01095207734047215
1988-09-30,IS,Iceland,21.7286,1988-09-30 IS Iceland,iceland,0,-0.0010810294685686301,-0.009197389830191768
1988-09-30,IT,Italy,29.2461,1988-09-30 IT Italy,italy,9,0.9996861019842163,-0.0007957102390870798
1988-09-30,JP,Japan,143.077,1988-09-30 JP Japan,japan,6,-0.002474834500312175,-0.20943926807581723
1988-09-30,KR,Korea,49.9674,1988-09-30 KR Korea,korea,0,0.006671942935856476,-0.04802345805095159
1988-09-30,MY,Malaysia,32.7809,1988-09-30 MY Malaysia,malaysia,0,-0.0008086910688469025,0.005627988581539701
1988-09-30,NL,Netherlands,26.0097,1988-09-30 NL Netherlands,netherlands,0,0.0015071090796750478,-0.01534317347895102
1988-09-30,NO,Norway,32.8421,1988-09-30 NO Norway,norway,4,-0.005357532069439116,-0.04240964679316451
1988-09-30,NZ,New Zealand,28.6516,1988-09-30 NZ New Zealand,new zealand,0,-0.0007025996005492353,-0.0010044623280934905
1988-09-30,PT,Portugal,38.8463,1988-09-30 PT Portugal,portugal,0,0.00038215224917164043,-0.005695325298418643
1988-09-30,SE,Sweden,29.0067,1988-09-30 SE Sweden,sweden,5,-0.002182128771161084,-0.016261386511654197
1988-09-30,US,United States,49.7562,1988-09-30 US United States,united state,8,0.0005102639912033831,0.744442567499451
1988-09-30,XM,Euro area,38.2792,1988-09-30 XM Euro area,euro area,0,-0.012122716657618965,0.027299576190704767
1988-09-30,ZA,South Africa,10.0709,1988-09-30 ZA South Africa,south africa,1,0.0005723466667372308,0.012452403183372034
1988-12-31,AT,Austria,42.3492,1988-12-31 AT Austria,austria,0,-0.002835542565425707,0.007236650965030082
1988-12-31,AU,Australia,25.4197,1988-12-31 AU Australia,australia,0,0.0001215585433678345,0.0007440630107741573
1988-12-31,BE,Belgium,27.2978,1988-12-31 BE Belgium,belgium,0,0.011778282626417474,-0.02431099742024711
1988-12-31,CA,Canada,41.849,1988-12-31 CA Canada,canada,7,0.005525614747324788,0.02174130298451281
1988-12-31,CH,Switzerland,67.7748,1988-12-31 CH Switzerland,switzerland,0,0.0029803049316493744,0.03175227999321281
1988-12-31,CO,Colombia,6.37,1988-12-31 CO Colombia,colombia,0,-0.003914254310072885,0.008951453488808962
1988-12-31,DE,Germany,78.8063,1988-12-31 DE Germany,germany,0,-0.006250918109540019,-0.013782658101393347
1988-12-31,DK,Denmark,36.7897,1988-12-31 DK Denmark,denmark,0,-0.002446493092462114,0.05305454488789677
1988-12-31,ES,Spain,22.4616,1988-12-31 ES Spain,spain,0,0.0024601918564601585,-0.031475729755953884
1988-12-31,FI,Finland,58.0994,1988-12-31 FI Finland,finland,3,-0.0009810243781387608,-0.020574588711198886
1988-12-31,FR,France,35.7648,1988-12-31 FR France,france,2,0.0009767638286374875,0.000991338155062644
1988-12-31,GB,United Kingdom,33.0968,1988-12-31 GB United Kingdom,united kingdom,8,0.0006518665833068108,0.7995079367977093
1988-12-31,HK,Hong Kong SAR,23.3917,1988-12-31 HK Hong Kong SAR,hong kong sar,0,-0.0031446718968098954,-0.019056842925597634
1988-12-31,IE,Ireland,24.6718,1988-12-31 IE Ireland,ireland,0,-0.011080237157060354,-0.01095207734047215
1988-12-31,IS,Iceland,24.0654,1988-12-31 IS Iceland,iceland,0,-0.0010810294685686301,-0.009197389830191768
1988-12-31,IT,Italy,30.3016,1988-12-31 IT Italy,italy,9,0.9996861019842163,-0.0007957102390870798
1988-12-31,JP,Japan,145.4328,1988-12-31 JP Japan,japan,6,-0.002474834500312175,-0.20943926807581723
1988-12-31,KR,Korea,50.0097,1988-12-31 KR Korea,korea,0,0.006671942935856476,-0.04802345805095159
1988-12-31,MY,Malaysia,33.0605,1988-12-31 MY Malaysia,malaysia,0,-0.0008086910688469025,0.005627988581539701
1988-12-31,NL,Netherlands,26.0097,1988-12-31 NL Netherlands,netherlands,0,0.0015071090796750478,-0.01534317347895102
1988-12-31,NO,Norway,31.5471,1988-12-31 NO Norway,norway,4,-0.005357532069439116,-0.04240964679316451
1988-12-31,NZ,New Zealand,28.8249,1988-12-31 NZ New Zealand,new zealand,0,-0.0007025996005492353,-0.0010044623280934905
1988-12-31,PT,Portugal,40.84,1988-12-31 PT Portugal,portugal,0,0.00038215224917164043,-0.005695325298418643
1988-12-31,SE,Sweden,29.741,1988-12-31 SE Sweden,sweden,5,-0.002182128771161084,-0.016261386511654197
1988-12-31,US,United States,51.0222,1988-12-31 US United States,united state,8,0.0005102639912033831,0.744442567499451
1988-12-31,XM,Euro area,39.023,1988-12-31 XM Euro area,euro area,0,-0.012122716657618965,0.027299576190704767
1988-12-31,ZA,South Africa,10.4165,1988-12-31 ZA South Africa,south africa,1,0.0005723466667372308,0.012452403183372034
1989-03-31,AT,Austria,43.5278,1989-03-31 AT Austria,austria,0,-0.002835542565425707,0.007236650965030082
1989-03-31,AU,Australia,27.4792,1989-03-31 AU Australia,australia,0,0.0001215585433678345,0.0007440630107741573
1989-03-31,BE,Belgium,28.6541,1989-03-31 BE Belgium,belgium,0,0.011778282626417474,-0.02431099742024711
1989-03-31,CA,Canada,46.0516,1989-03-31 CA Canada,canada,7,0.005525614747324788,0.02174130298451281
1989-03-31,CH,Switzerland,68.9424,1989-03-31 CH Switzerland,switzerland,0,0.0029803049316493744,0.03175227999321281
1989-03-31,CO,Colombia,7.2778,1989-03-31 CO Colombia,colombia,0,-0.003914254310072885,0.008951453488808962
1989-03-31,DE,Germany,79.339,1989-03-31 DE Germany,germany,0,-0.006250918109540019,-0.013782658101393347
1989-03-31,DK,Denmark,36.4403,1989-03-31 DK Denmark,denmark,0,-0.002446493092462114,0.05305454488789677
1989-03-31,ES,Spain,24.2392,1989-03-31 ES Spain,spain,0,0.0024601918564601585,-0.031475729755953884
1989-03-31,FI,Finland,62.6935,1989-03-31 FI Finland,finland,3,-0.0009810243781387608,-0.020574588711198886
1989-03-31,FR,France,36.3319,1989-03-31 FR France,france,2,0.0009767638286374875,0.000991338155062644
1989-03-31,GB,United Kingdom,33.8216,1989-03-31 GB United Kingdom,united kingdom,8,0.0006518665833068108,0.7995079367977093
1989-03-31,HK,Hong Kong SAR,26.1086,1989-03-31 HK Hong Kong SAR,hong kong sar,0,-0.0031446718968098954,-0.019056842925597634
1989-03-31,IE,Ireland,25.4792,1989-03-31 IE Ireland,ireland,0,-0.011080237157060354,-0.01095207734047215
1989-03-31,IS,Iceland,24.2458,1989-03-31 IS Iceland,iceland,0,-0.0010810294685686301,-0.009197389830191768
1989-03-31,IT,Italy,31.456,1989-03-31 IT Italy,italy,9,0.9996861019842163,-0.0007957102390870798
1989-03-31,JP,Japan,147.7885,1989-03-31 JP Japan,japan,6,-0.002474834500312175,-0.20943926807581723
1989-03-31,KR,Korea,52.0811,1989-03-31 KR Korea,korea,0,0.006671942935856476,-0.04802345805095159
1989-03-31,MY,Malaysia,33.4582,1989-03-31 MY Malaysia,malaysia,0,-0.0008086910688469025,0.005627988581539701
1989-03-31,NL,Netherlands,26.4651,1989-03-31 NL Netherlands,netherlands,0,0.0015071090796750478,-0.01534317347895102
1989-03-31,NO,Norway,29.7883,1989-03-31 NO Norway,norway,4,-0.005357532069439116,-0.04240964679316451
1989-03-31,NZ,New Zealand,29.5596,1989-03-31 NZ New Zealand,new zealand,0,-0.0007025996005492353,-0.0010044623280934905
1989-03-31,PT,Portugal,42.3353,1989-03-31 PT Portugal,portugal,0,0.00038215224917164043,-0.005695325298418643
1989-03-31,SE,Sweden,31.5769,1989-03-31 SE Sweden,sweden,5,-0.002182128771161084,-0.016261386511654197
1989-03-31,US,United States,52.1063,1989-03-31 US United States,united state,8,0.0005102639912033831,0.744442567499451
1989-03-31,XM,Euro area,40.3122,1989-03-31 XM Euro area,euro area,0,-0.012122716657618965,0.027299576190704767
1989-03-31,ZA,South Africa,10.7417,1989-03-31 ZA South Africa,south africa,1,0.0005723466667372308,0.012452403183372034
1989-06-30,AT,Austria,45.492,1989-06-30 AT Austria,austria,0,-0.002835542565425707,0.007236650965030082
1989-06-30,AU,Australia,28.0163,1989-06-30 AU Australia,australia,0,0.0001215585433678345,0.0007440630107741573
1989-06-30,BE,Belgium,29.408,1989-06-30 BE Belgium,belgium,0,0.011778282626417474,-0.02431099742024711
1989-06-30,CA,Canada,42.0809,1989-06-30 CA Canada,canada,7,0.005525614747324788,0.02174130298451281
1989-06-30,CH,Switzerland,68.1665,1989-06-30 CH Switzerland,switzerland,0,0.0029803049316493744,0.03175227999321281
1989-06-30,CO,Colombia,7.8172,1989-06-30 CO Colombia,colombia,0,-0.003914254310072885,0.008951453488808962
1989-06-30,DE,Germany,80.1246,1989-06-30 DE Germany,germany,0,-0.006250918109540019,-0.013782658101393347
1989-06-30,DK,Denmark,36.5118,1989-06-30 DK Denmark,denmark,0,-0.002446493092462114,0.05305454488789677
1989-06-30,ES,Spain,25.4898,1989-06-30 ES Spain,spain,0,0.0024601918564601585,-0.031475729755953884
1989-06-30,FI,Finland,63.9252,1989-06-30 FI Finland,finland,3,-0.0009810243781387608,-0.020574588711198886
1989-06-30,FR,France,37.6661,1989-06-30 FR France,france,2,0.0009767638286374875,0.000991338155062644
1989-06-30,GB,United Kingdom,35.0295,1989-06-30 GB United Kingdom,united kingdom,8,0.0006518665833068108,0.7995079367977093
1989-06-30,HK,Hong Kong SAR,27.0363,1989-06-30 HK Hong Kong SAR,hong kong sar,0,-0.0031446718968098954,-0.019056842925597634
1989-06-30,IE,Ireland,24.5006,1989-06-30 IE Ireland,ireland,0,-0.011080237157060354,-0.01095207734047215
1989-06-30,IS,Iceland,25.7636,1989-06-30 IS Iceland,iceland,0,-0.0010810294685686301,-0.009197389830191768
1989-06-30,IT,Italy,33.0228,1989-06-30 IT Italy,italy,9,0.9996861019842163,-0.0007957102390870798
1989-06-30,JP,Japan,151.2787,1989-06-30 JP Japan,japan,6,-0.002474834500312175,-0.20943926807581723
1989-06-30,KR,Korea,56.1394,1989-06-30 KR Korea,korea,0,0.006671942935856476,-0.04802345805095159
1989-06-30,MY,Malaysia,33.6262,1989-06-30 MY Malaysia,malaysia,0,-0.0008086910688469025,0.005627988581539701
1989-06-30,NL,Netherlands,27.3952,1989-06-30 NL Netherlands,netherlands,0,0.0015071090796750478,-0.01534317347895102
1989-06-30,NO,Norway,29.1769,1989-06-30 NO Norway,norway,4,-0.005357532069439116,-0.04240964679316451
1989-06-30,NZ,New Zealand,29.8299,1989-06-30 NZ New Zealand,new zealand,0,-0.0007025996005492353,-0.0010044623280934905
1989-06-30,PT,Portugal,43.4879,1989-06-30 PT Portugal,portugal,0,0.00038215224917164043,-0.005695325298418643
1989-06-30,SE,Sweden,33.0456,1989-06-30 SE Sweden,sweden,5,-0.002182128771161084,-0.016261386511654197
1989-06-30,US,United States,52.8909,1989-06-30 US United States,united state,8,0.0005102639912033831,0.744442567499451
1989-06-30,XM,Euro area,41.381,1989-06-30 XM Euro area,euro area,0,-0.012122716657618965,0.027299576190704767
1989-06-30,ZA,South Africa,11.2396,1989-06-30 ZA South Africa,south africa,1,0.0005723466667372308,0.012452403183372034
1989-09-30,AT,Austria,50.442,1989-09-30 AT Austria,austria,0,-0.002835542565425707,0.007236650965030082
1989-09-30,AU,Australia,28.0163,1989-09-30 AU Australia,australia,0,0.0001215585433678345,0.0007440630107741573
1989-09-30,BE,Belgium,30.5519,1989-09-30 BE Belgium,belgium,0,0.011778282626417474,-0.02431099742024711
1989-09-30,CA,Canada,43.0724,1989-09-30 CA Canada,canada,7,0.005525614747324788,0.02174130298451281
1989-09-30,CH,Switzerland,69.2153,1989-09-30 CH Switzerland,switzerland,0,0.0029803049316493744,0.03175227999321281
1989-09-30,CO,Colombia,8.0379,1989-09-30 CO Colombia,colombia,0,-0.003914254310072885,0.008951453488808962
1989-09-30,DE,Germany,81.1867,1989-09-30 DE Germany,germany,0,-0.006250918109540019,-0.013782658101393347
1989-09-30,DK,Denmark,35.8091,1989-09-30 DK Denmark,denmark,0,-0.002446493092462114,0.05305454488789677
1989-09-30,ES,Spain,26.6877,1989-09-30 ES Spain,spain,0,0.0024601918564601585,-0.031475729755953884
1989-09-30,FI,Finland,63.3667,1989-09-30 FI Finland,finland,3,-0.0009810243781387608,-0.020574588711198886
1989-09-30,FR,France,39.3296,1989-09-30 FR France,france,2,0.0009767638286374875,0.000991338155062644
1989-09-30,GB,United Kingdom,36.2374,1989-09-30 GB United Kingdom,united kingdom,8,0.0006518665833068108,0.7995079367977093
