word,level,pos,definition_url,voice_url,clean_text,cluster
first of all,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/first_2#first_sng_13,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fir/first/first_of_all_1_us_1.ogg,first,1
focus on sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/focus_1#focus_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/foc/focus/focus_on_sb_1_us_1.ogg,focus sbsth,4
follow sth up,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/follow-up_1#follow_sng_37,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fol/follo/follow_sth_up_1_us_1.ogg,follow sth,3
followed by sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/follow#follow_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fol/follo/followed_by_sb_1_us_1.ogg,followed sbsth,4
for a long time,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/long_1#long_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_a/for_a_long_time_1_us_1.ogg,long time,1
for a moment,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/moment#moment_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_a/for_a_moment_1_us_1.ogg,moment,1
for a while,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/while_2#while_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_a/for_a_while_1_us_1.ogg,,1
for example,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/example#example_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_e/for_example_1_us_1.ogg,example,1
for free,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/free_1#free_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_f/for_free_1_us_1.ogg,free,1
for instance,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/instance_1#instance_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_i/for_instance_1_us_1.ogg,instance,1
for life,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/life_1#life_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_l/for_life_1_us_1.ogg,life,1
for long,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/long_2#long_sng_35,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_l/for_long_1_us_1.ogg,long,1
for lunch,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/lunch_1#lunch_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_l/for_lunch_1_us_1.ogg,lunch,1
for many years,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/year#year_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_m/for_many_years_1_us_1.ogg,many year,1
for some time,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/time_1#time_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_s/for_some_time_1_us_1.ogg,time,1
for that matter,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/matter_1#matter_sng_23,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_t/for_that_matter_1_us_1.ogg,matter,1
for the benefit of sb,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/benefit_1#benefit_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_t/for_the_benefit_of_sb_1_us_1.ogg,benefit sb,1
for the first time,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/first_1#first_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_t/for_the_first_time_1_us_1.ogg,first time,1
for the rest of sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/rest_1#rest_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_t/for_the_rest_of_sth_1_us_1.ogg,rest sth,3
for the sake of sb/sth,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/sake1#sake1_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_t/for_the_sake_of_sb_1_us_1.ogg,sake sbsth,4
for this reason,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/reason_1#reason_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_t/for_this_reason_1_us_1.ogg,reason,1
get away with sth,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/get-away-with#getawaywith2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_a/get_away_with_sth_1_us_1.ogg,get away sth,3
get back,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/get-back#getback2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_b/get_back_1_us_1.ogg,get back,1
get better,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/better_1#better_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_b/get_better_1_us_1.ogg,get better,1
get home,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/home_2#home_sng_24,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_h/get_home_1_us_1.ogg,get home,1
get in,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/get-in#getin2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_i/get_in_1_us_1.ogg,get,1
get lost,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/lost_1#lost_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_l/get_lost_1_us_1.ogg,get lost,1
get married,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/married#married_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_m/get_married_1_us_1.ogg,get married,1
get off,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/get#get_sng_18,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_o/get_off_1_us_3.ogg,get,1
get on,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/get#get_sng_18,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_o/get_on_1_us_2.ogg,get,1
get on with sb,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/get-on-with#get_sng_225,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_o/get_on_with_sb_1_us_1.ogg,get sb,1
get out,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/get-out_1#get_sng_230,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_o/get_out_1_us_5.ogg,get,1
get over sb/sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/get-over#get_sng_236,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_o/get_over_sb_1_us_1.ogg,get sbsth,4
get ready,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/ready_1#ready_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_r/get_ready_1_us_1.ogg,get ready,1
get rid of sb/sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/rid#rid_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_r/get_rid_of_sb_1_us_1.ogg,get rid sbsth,4
get there,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/get#get_sng_17,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_t/get_there_1_us_1.ogg,get,1
get to know sb,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/know_1#know_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_t/get_to_know_sb_1_us_1.ogg,get know sb,1
get to…,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/get#get_sng_17,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_t/get_to_1_us_1.ogg,get,1
get up,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/get-up_1#getup3_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_u/get_up_1_us_3.ogg,get,1
get used to sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/used1#used_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get_u/get_used_to_sth_1_us_1.ogg,get used sth,3
give sth up,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/give-up#give_sng_88,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/giv/give_/give_sth_up_1_us_1.ogg,give sth,3
give up,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/give-up#giveup2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/giv/give_/give_up_1_us_1.ogg,give,1
given that…,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/given-that#giventhat_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/giv/given/given_that_1_us_1.ogg,given,1
global warming,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/global-warming#globalwarming_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/glo/globa/global_warming_1_us_1.ogg,global warming,1
go ahead,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/go-ahead_2#goahead5_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_ah/go_ahead_1_us_3.ogg,go ahead,1
go and…,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/go_1#go_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_an/go_and_1_us_1.ogg,go,1
go away,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/go-away#goaway2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_aw/go_away_1_us_2.ogg,go away,1
go back,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/go-back#go_sng_241,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_ba/go_back_1_us_2.ogg,go back,1
go down,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/go-down#godown3_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_do/go_down_1_us_1.ogg,go,1
go down sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/down_2#down_sng_22,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_do/go_down_sth_1_us_1.ogg,go sth,3
go for sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/go_1#go_sng_9,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_fo/go_for_sth_1_us_1.ogg,go sth,3
go home,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/home_2#home_sng_24,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_ho/go_home_1_us_1.ogg,go home,1
go into sth,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/go_1#go_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_in/go_into_sth_1_us_1.ogg,go sth,3
go off,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/go-off#gooff2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_of/go_off_1_us_1.ogg,go,1
go on to do sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/go-on-to-do#goontodo2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_on/go_on_to_do_sth_1_us_1.ogg,go sth,3
go out,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/go-out#goout2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_ou/go_out_1_us_1.ogg,go,1
go through sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/go-through#gothrough2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_th/go_through_sth_1_us_1.ogg,go sth,3
go to bed,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/bed_1#bed2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_to/go_to_bed_1_us_1.ogg,go bed,1
go to school,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/school_1#school_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_to/go_to_school_1_us_1.ogg,go school,1
go to work,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/work_2#work_sng_43,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_to/go_to_work_1_us_1.ogg,go work,1
go up,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/go-up#goup2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_up/go_up_1_us_1.ogg,go,1
go wrong,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/wrong_2#wrong_sng_15,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/go_/go_wr/go_wrong_1_us_1.ogg,go wrong,1
good at sth,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/good_1#good_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/goo/good_/good_at_sth_1_us_1.ogg,good sth,3
good for sb/sth,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/good_1#good_sng_12,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/goo/good_/good_for_sb_1_us_1.ogg,good sbsth,4
good luck,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/luck_1#luck_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/goo/good_/good_luck_1_us_1.ogg,good luck,1
good morning,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/good-morning#goodmorning_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/goo/good_/good_morning_1_us_1.ogg,good morning,1
good news,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/news#news_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/goo/good_/good_news_1_us_1.ogg,good news,1
good thing,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/thing#thing_sng_45,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/goo/good_/good_thing_1_us_1.ogg,good thing,1
grow up,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/grow-up#growup2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gro/grow_/grow_up_1_us_1.ogg,grow,1
growth in sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/growth#growth_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gro/growt/growth_in_sth_1_us_1.ogg,growth sth,3
guess what…,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/guess_1#guess_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gue/guess/guess_what_1_us_2.ogg,guess,1
had better,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/better_2#better_sng_15,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/had/had_b/had_better_1_us_1.ogg,better,1
half an hour,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/hour#hour_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hal/half_/half_an_hour_1_us_1.ogg,half hour,1
hang on,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/hang-on#hangon2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/han/hang_/hang_on_1_us_1.ogg,hang,1
happen to sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/happen-to#happen_sng_15,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hap/happe/happen_to_sb_1_us_1.ogg,happen sbsth,4
happy with sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/happy#happy_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hap/happy/happy_with_sb_1_us_1.ogg,happy sbsth,4
hard work,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/work_2#work_sng_44,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/har/hard_/hard_work_1_us_1.ogg,hard work,1
have a look,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/look_2#look_sng_55,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hav/have_/have_a_look_1_us_1.ogg,look,1
have fun,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/fun_1#fun_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hav/have_/have_fun_1_us_1.ogg,fun,1
have got,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/have_1#have_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hav/have_/have_got_1_us_2.ogg,got,1
have got to,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/have-to#haveto_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hav/have_/have_got_to_1_us_1.ogg,got,1
have no idea,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/idea#idea_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hav/have_/have_no_idea_1_us_1.ogg,idea,1
have nothing to do with sb/sth,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/nothing#nothing_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hav/have_/have_nothing_to_do_with_sb_1_us_1.ogg,nothing sbsth,4
have sb/sth in mind,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/mind_1#mind_sng_18,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hav/have_/have_sb_in_mind_1_us_1.ogg,sbsth mind,4
have sth in common,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/common_2#common_sng_10,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hav/have_/have_sth_in_common_1_us_1.ogg,sth common,3
have time,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/time_1#time_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hav/have_/have_time_1_us_1.ogg,time,1
have you ever…?,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/ever#ever_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hav/have_/have_you_ever_1_us_1.ogg,ever,1
he or she,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/she_1#she_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/he_/he_or/he_or_she_1_us_1.ogg,,1
health problems,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/problem_1#problem_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hea/healt/health_problems_1_us_1.ogg,health problem,1
hear about sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/hear#hear_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hea/hear_/hear_about_sb_1_us_1.ogg,hear sbsth,4
hear of sb/sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/hear-of#hear_sng_21,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hea/hear_/hear_of_sb_1_us_1.ogg,hear sbsth,4
heart disease,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/heart_1#heart_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hea/heart/heart_disease_1_us_1.ogg,heart disease,1
high school,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/high-school#highschool_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hig/high_/high_school_1_us_1.ogg,high school,1
high street,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/high-street#highstreet_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hig/high_/high_street_1_us_1.ogg,high street,1
higher education,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/higher-education#highereducation_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hig/highe/higher_education_1_us_1.ogg,higher education,1
his or her,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/his_1#his_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/his/his_o/his_or_her_1_us_1.ogg,,1
how about…?,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/how#how_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/how/how_a/how_about_1_us_1.ogg,,1
how are you?,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/how#how_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/how/how_a/how_are_you_1_us_1.ogg,,1
how long…?,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/long_1#long_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/how/how_l/how_long_1_us_1.ogg,long,1
how many…?,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/how#how_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/how/how_m/how_many_1_us_1.ogg,many,1
how much…?,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/much_1#much_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/how/how_m/how_much_1_us_1.ogg,much,1
how often…?,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/often#often_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/how/how_o/how_often_1_us_1.ogg,often,1
human being,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/human_2#human_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hum/human/human_being_1_us_1.ogg,human,1
human rights,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/human-right#humanright_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hum/human/human_rights_1_us_1.ogg,human right,1
i don't care,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/care_2#care_sng_12,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/i_d/i_don/i_don_t_care_1_us_1.ogg,dont care,1
i guess,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/guess_1#guess_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/i_g/i_gue/i_guess_1_us_1.ogg,guess,1
i have to say…,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/say_1#say_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/i_h/i_hav/i_have_to_say_1_us_1.ogg,say,1
i mean,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/mean_1#mean_sng_8,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/i_m/i_mea/i_mean_1_us_1.ogg,mean,1
i think so,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/think_1#think_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/i_t/i_thi/i_think_so_1_us_1.ogg,think,1
i wonder if…,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/wonder_1#wonder_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/i_w/i_won/i_wonder_if_1_us_1.ogg,wonder,1
i would say…,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/would#would_sng_10,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/i_w/i_wou/i_would_say_1_us_1.ogg,would say,1
i'm afraid…,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/afraid#afraid_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/i_m/i_m_a/i_m_afraid_1_us_1.ogg,im afraid,1
i'm sorry,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/sorry_1#sorry_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/i_m/i_m_s/i_m_sorry_1_us_1.ogg,im sorry,1
if i were you,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/if_1#if_sng_12,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/if_/if_i_/if_i_were_you_1_us_1.ogg,,1
if necessary,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/necessary#necessary_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/if_/if_ne/if_necessary_1_us_1.ogg,necessary,1
if only…,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/if_1#if_sng_16,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/if_/if_on/if_only_1_us_1.ogg,,1
if you want to,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/want_1#want_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/if_/if_yo/if_you_want_to_1_us_1.ogg,want,1
important for sb/sth,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/important#important_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/imp/impor/important_for_sb_1_us_1.ogg,important sbsth,4
in a position to do sth,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/position_1#position_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/in_/in_a_/in_a_position_to_do_sth_1_us_1.ogg,position sth,3
in a way that…,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/way_1#way_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/in_/in_a_/in_a_way_that_1_us_1.ogg,way,1
in accordance with sth,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/accordance#accordance_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/in_/in_ac/in_accordance_with_sth_1_us_1.ogg,accordance sth,3
in action,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/action_1#action_sng_11,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/in_/in_ac/in_action_1_us_1.ogg,action,1
in addition,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/addition#addition_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/in_/in_ad/in_addition_1_us_1.ogg,addition,1
in advance,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/advance_1#advance_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/in_/in_ad/in_advance_1_us_1.ogg,advance,1
in an attempt to do sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/attempt_1#attempt_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/in_/in_an/in_an_attempt_to_do_sth_1_us_1.ogg,attempt sth,3
in any case,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/case_1#case_sng_17,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/in_/in_an/in_any_case_1_us_1.ogg,case,1
in april,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/april#april_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/in_/in_ap/in_april_1_us_1.ogg,april,1
in bed,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/bed_1#bed_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/in_/in_be/in_bed_1_us_1.ogg,bed,1
