id,dataElements,description,name,dataElementsCount
94d95a9a-1a98-470f-91b6-f43df0e1dced,"ec8dfe14-cbae-4c2d-84f9-dee524254118, 96050587-9d54-400c-a911-6197b3663a40, e1bcb767-2180-43ad-a9c5-d73b60895b1a, a68c6253-519d-40f7-9fb5-7f59e6dece0a, 0d4e8cab-b6fd-431a-aff7-87d26020dac3, 1aed0dd8-3898-445c-9efb-6e980dfa75d7, c19f3bb1-162b-4990-aa0f-8fcf47a8c735, b2cf4d10-f212-45cb-b42f-cff0cbca0cfd",Ward Move detail for each spell,BadgernetWardMove,8
f1977d79-ded4-4966-aa3e-783af040ba9c,"12d5a443-2d77-4016-aaec-612b859bbe95, 04825d87-8b7c-49b5-af32-744d6333711d, 4272a032-0fd7-404d-85fd-d819ef6c0042, a2e34b52-f8d2-43cd-92bd-47c56ddda966, 2741346c-78b9-4885-bc76-fc4658522636",Attending Practitioner Change Details,BadgernetAttendingPractitionerChange,5
cac18873-a169-44dd-bb0d-27976cbc7a24,"f48ffb0d-760f-4053-b7f8-a80bedc1b56e, 8706b455-18c7-4054-b5fe-0da4bdf6c014, 31483c47-4443-4fce-aa31-494c3a2baebf, 635edb68-6b63-450c-bf18-14d7c94b88e6, 9514d724-85a9-4b1d-89be-79ba90e0b6f7, e1c65ac1-ad89-426a-8c90-722991ade5c9",Referral details for each spell,BadgernetReferral,6
821fde71-be25-402a-b431-58da76c2cbea,"bb0e1e3f-78af-4fbd-82b1-895fb0cb868b, 20074af6-3e43-4e2c-a02a-4c43940104f4, 2f21b7ae-05a6-4e63-a39c-3ccdfafafa07, fec0ad02-4390-4f53-aab6-da50678bbc7c, 4b931f19-391e-4e6d-a5e3-500fd31d0164, c034f9c1-b861-44c7-923f-3667d08b3803, 0532bd38-627e-419d-a493-b19897a8a943, d5230960-5ade-4f2e-9856-a6bed5a819a4, 2f2982bb-5cc9-4acb-9c30-4a2c9df7d830, 17e9a61e-107c-486b-b432-2ce5e95289b3, 155fc348-c76d-4c74-a4be-e97ab62e6d2f, b09ef543-9f11-49cb-8073-861ad655c385, d0c5bc49-d402-41fe-a5e3-b0f0558f9ceb, 3a3d1fd0-2dcc-4b46-8a35-aef636c1dfed, a43edc54-66dc-4487-a90c-f472bad3ec92, 0ef0c541-33e4-44f0-a035-7ccba3a4c8a3, 0903d477-0b2b-4453-81c3-2e184d051e2a, 21d62e1f-ba35-4afa-9ac2-a10a5673e48a, 5f646f35-0bb6-40ef-be67-ee80f7de3388, da3a0fd7-33c4-4eef-8433-2269eea17045, 2cfe399d-29ed-494f-9b77-774f24af0357, 82ab9dca-fa29-47a0-801d-eea37c306eaa, 62e8cb04-b392-4f31-9d4b-94dd8fae69ed, 4e7baaea-6bf3-4bde-b9e2-823221f9663a, d8b8b304-0120-4293-80a9-e2e0c5cc6b55, f70a76ea-1cd1-4160-b0ae-c09f5c1d0e9b, 47108619-5ce3-4993-aa41-3894ab12916b, 89f4745f-3945-48bc-94de-94d033ac1ea7, eeaed275-5b20-4f86-a8c9-eb94a36267b9, 2f8e04e2-60cb-4bde-8898-b746efc127f4, 717b7009-c739-48cb-a2bc-abfae48c37ae, 3d915440-5233-4422-a1ec-ccd49798cead, aa802bb5-88e6-4d26-bd79-3e2a66100276, eabd3415-4536-40fd-b87a-89afb65e6db1, 2f6699a2-7704-4366-ae37-bb97ea8cf048, ce137f8f-e99c-4b94-b108-08d588e8cc82, 8e49537f-baee-4ad0-8319-729a1fff4c37, fcb59c37-c863-456e-853a-a52ada4735ac, 1cf89c04-5214-452c-8056-483be7850eac, c8a83f8f-b4c6-4bff-b4da-02ad91220f9c, 55275fc0-6705-4848-a027-61a89b2ae511, 129f533e-cba0-4b97-bdd0-d4acc89685fa, f0bb3fb4-b888-4dee-9004-29e68dd4102b, 5c2f4c49-c5af-4632-965d-39dcf3602766, 0e3af8b3-df73-4ec3-9a48-92926841142b, a614c2f2-1b27-4778-9e00-24fa65f16b38, 30aa9aff-157f-416b-bc30-abd351b59441, 844fd8a8-796b-4924-91a8-d4a00cf063cb, 506b1b90-2254-4886-bb04-4e24bf77efc7, f4d88c03-d638-4d07-938e-4dea909f3680, a46aecb6-3e69-4ddc-8426-57723c97baa0, bee33117-3375-4eba-8f60-ac54cf87fd59, e0b4c6a1-13c0-4d1a-bbea-1d7c3feb7a54, e8193d9a-440f-4709-b065-9b2912ac00a5, 9ac674f7-cdf1-4ebc-b45d-1ca28e54c5f9, 20e7f956-1055-4fa8-b340-049db8aaea12, 82979353-d51d-40fe-8989-c21e0689273c, ce55122a-a0f0-4e7a-9851-dafe6806bd55, 3ff522d3-c62c-4521-872b-04442f0fb7e9, ce604f83-be20-47c3-9a37-713bab759641, f3ffe2f3-4953-48cf-aec2-8f6cca240db4, 199b88dc-ab91-41ae-89ed-33bd92df1422, a30c40fa-e4c2-4355-be49-cd777c4278c2, b481d129-109f-48e3-8c80-c2d0cb319b65, e749a831-b7e6-40aa-9b81-3ccd5c711d98, 6402bd81-cd8c-40ae-9880-6d77ec49defb, 50830d18-94b0-47c4-87a3-e9a1b65eeb34, 7af9237c-5bb5-499c-b301-c415df06bc9a, a2baabd8-0718-4554-ac2a-3d127c5909f7, 1551d639-0c92-44bb-ab54-dd015fdde588, 766a25de-ad9f-4cda-838a-56ed12b24b6a, 7f80d349-1c8d-4741-9dac-73c9ea98ba62, 8b1cda91-5ece-4934-b26b-39ff059180cd, fdcc3374-a08e-4e1a-8223-cf5e2a126ac4, 2560ef42-5677-49e5-aa83-0698d6cd8bc1, d5dfc723-fdc4-476c-a22f-7be275ac1133, ac26c6df-17ad-44a2-b126-acf4d8e1faa3, 4b3b8e8d-37da-400d-96ee-57234065279f, ca1704ff-6033-444d-b7a0-174a6fcacb09, 6f80190d-8698-433a-aebd-ab8b5a9d4e14, 3ea90ed6-0be0-4542-8c57-067cda0871e6",Data fields for NJR revision hip replacement dataset,National Joint Registry Revision Hip Replacement Dataset,81
a68973b2-a896-4196-8af7-9ee4c0f284de,"2fff855f-366b-482f-8ab2-15f0fdbb1112, 93545209-28d4-4c21-a93a-bbd1d1e13f3b, eadd0261-4edf-43e2-8b56-2ac8ab535f6b, 03f1b058-8a69-4981-a7e2-d0f73d08e998, 4fd37f13-e0d2-4152-882a-dd520719855c, 39e54cce-edc0-4eae-bcc0-c41d8cb916b8, 065b03f7-f615-41be-a313-0c622f7c56d5, 01b8cb82-ce65-4ef6-9984-19984462297b, 2af6c849-9b85-4fd7-9f2a-7442865bfb50, 22ef0902-f8ef-4d3e-95a2-a747ea9de046, 96e83049-3604-4d7f-b37a-18cca02ed516, 014dc557-2c56-4f56-a1f7-176bfda1b5f5, 1b075128-e471-4513-9c09-719cac0d8042, ab296976-894a-4260-94b6-1ecca9cfc208, a39a3db4-7b25-46ff-abaa-8c083dcf7322, 33f5240d-c81e-4aa7-b247-6db047b7fcb7, e07d0f64-8458-4e4c-91b7-ca7a3c70fe75, e4a8cc47-7c51-4715-a3d5-23767261b626, dab9d8cb-3c2e-440f-9fb5-9903ea8a6e6c, 7d9ee8dd-229b-43a3-a772-a094835a51c6, c50ca99e-b6e5-4eec-b52f-4e50c4033c06, 806782aa-6f72-49ff-99b0-13fee2f61bbc, 649ca3da-3c0c-48ee-a485-9d6a4b1a2095, f9383cb8-22bd-4b1f-9612-6ffff172dc70, 6390df42-3dcc-4d21-b3bb-87c2cf65eba4, 3814d550-2490-44df-9b85-ed033af4c692, 9e9ffc38-2ec6-4e63-8438-3bfbe5772a0a, cd90cb04-ef6a-4b8a-bc91-c27e4d7d232a, 9ef73582-fc21-499b-af1c-48cf64e24b8a",The WRRS (Welsh Results Reports Service) contains   pathology results. Radiology and diagnostic tests can also be  contained in this dataset.,WRRS_PATH,29
50607aba-fcd0-4ea8-a183-f8c515078a92,"b3da3f30-9461-45eb-bcc0-8d1a99fb2b58, c8308440-d652-4c15-affa-45babad1522a, 8717386d-ac35-45c0-aea4-9ca9f4f14ad5, 2230c0d4-d060-4c55-8a29-24b8f671f19c, a56cebc6-bdec-49c5-91ea-6c05548d2cfb, 8a26fb27-0e57-4af7-94c7-717bf66979c2, 30bf98e8-f186-4574-a023-a9f7650748d5, e149435f-2fce-49f7-b276-0573b758fd24, 0a0b7b60-ec3c-48bc-a8cb-1c2d3413b442, 55a45acf-a898-40f3-a8f8-f0d83e2969aa, 45262579-7685-407e-a13f-d1bc42e4db34, 577d00d8-cc6e-4d80-96dc-4faf9f3965e6, b792cc2b-d36c-4800-b2c0-52e5b3fcbf9a, ef4833c8-e5bf-4fdf-bf1a-75abd24fe0e3, 0725f42e-4b60-4635-b023-47ceb1fe4da1, 793dd0aa-6aa2-48c1-9454-307749342aa9, 5064999a-a97a-46f8-b39f-b3a2800cf301, b42c91f9-a8b7-47fc-8c7f-d8921eff9b6c, e5d4486a-a419-4ec0-8c4b-62f46d82bc80, 43bf112c-82be-4cb2-8712-dd6ad68142cc, a2679deb-f1c9-49b3-ade5-8e5ae938c8a6, 0895a950-576d-48a3-8d5a-0d6169a0c6ad, 6dd3bf8e-e516-46b0-a46f-80e63340b842, 04330b9e-3250-49a0-9901-844e3ff43c2d, 84c9aa0b-f3eb-4f74-87ad-d77bd74d6228, 94a7a073-4206-49d8-9cd3-beee4b68c2a7, 777702d5-3599-4781-817e-b271e741d40d, 78531646-8793-43a4-9f2f-f64a6bff9b63, dddfcd02-f17f-4546-837f-3fe6685abd3a",The WRRS (Welsh Results Reports Service) contains pathology results. Radiology and diagnostic tests can also be contained in this dataset.,WRRS_PATH,29
694c136a-0a87-4c00-95ad-ea58e0b33872,"00169f2a-f1d5-49d2-9452-bb0067a00038, 866ecffc-b5af-4f80-bc6f-d3bda91ed2ec, edfc2f25-5864-4f2a-800b-766e77624846, 3aaf4d0c-10db-4878-a757-b8c75b3f0cbf, 2d40e651-51f1-45bd-b9c5-036d24ec67d0, a6556e40-8d99-457e-b0b6-8ddb813b0805, 7961214d-c878-4238-9e5c-d52f2c438ef8, 354f2301-4c5e-4161-b756-09d557a6b40d, aebbc4bd-f864-4594-a9bf-f8036c3c0aae, ea03242a-f41f-42af-9166-a679fa3c68e4, 9374e82b-a9d0-4dba-9c59-ea85ed9d0b12, 939dad3c-7b9a-4cfd-8a83-ce017b861419, 0c34bab2-2428-4777-aead-774e7eda2881, 6a4ee6a0-fe20-49df-aaff-f7f2adf08ef3, afcd57e8-179e-46f2-beba-460c19ef7cc2, 11732d19-84f4-46a4-872a-137bee221286, 97e7bdb1-cd79-4e7e-a7d0-6ba3659bef31, c55ae7f7-0829-4199-b9c0-3c1385aa45d7, b44266d2-7039-4f98-a7c1-6d2b525714f0",The counts of the number of households (in England and Wales) within each LSOA with each specific combination of ages within it.,Census 2011 E&W - Household structure for COVID-19 models,19
50e004ba-7043-439e-9fea-1508045ff4c4,"62a847e3-2e6c-4a06-ae53-b0cd7dcd89f4, 4d17f536-be84-40ad-a523-42343e2b2531, 28fb6ec9-5e93-4761-8407-f88fc76d13e0, f38987e7-51db-48ca-869e-9b35bfd2c7b3, ac1d8c28-4305-4040-843e-4830f4665276, e4ea7f92-e5e3-45a9-9d07-e71ec9ac672b, 78ab1e44-ba90-46be-8f92-fc6d95f3dbf4, 8b972823-8d8f-4a46-87b6-cc496a7da902, 56623802-783a-45d2-9f0d-c41a0a20452b, 77a67b40-a096-452a-9c26-72c6d74bace2, c322f75c-53b5-406c-9cfc-cb21c27d7929, 56f2c00e-772e-4d4e-a173-4c78820de09e, 014b21f5-72f6-4bda-9c45-4cc6d75f96ee, a08bcb78-f6df-4138-a22d-d867f2b38810, a2dc564c-d381-4ac5-aa87-905667a3efa1, 8385184b-8057-49c9-9b67-96183c847716, 5bfb6338-4c2b-4342-a4d7-f188a908189e, 71a03b6e-1da8-41c8-81a0-8efa96f67f0e, b6de603e-566a-41c8-869c-628fdaad894d, b136cc5b-b235-4cf7-8ad8-7ebde45ccf61, 95245227-237f-48cb-9f13-07ee0f33e347, 377a3942-5511-4f53-9818-0b0e8115ff1e, 831ef7cc-2855-4886-8b00-14f61dedb8c6, 0d70224d-e1ce-4757-a331-2015cb69f7ec, b79ec4a2-b60e-48ec-b77d-d51c20652039, c6d01f80-5e40-4537-9677-e9f2fd8c8876, c2000afd-526a-4df8-860a-4d933e698005, 8d127df5-e658-46a1-b738-6e5b9873de9e, b0637ad5-ee2a-4973-9ece-720c6b9eee7d, 15ec1f17-51aa-417d-b578-9251796ebbb8",A16,Period,30
8f8987cd-9e15-4cac-babf-fe6fcf727fb6,"a7dd6cce-002f-4ba8-8182-4094e24f0721, 5b35f3a6-6dcd-4764-b87a-86ec7c0a4ad8, db3d0593-b0ab-4abf-9164-2d6b88cff670, 7c3744cc-c073-4f2b-b632-caabf8ac7719, a36d25b9-fb7b-48de-9cce-42f9de21616b, d653f407-620c-4074-bc00-b9fc0c86d039, 7de16461-0b52-4727-aab8-eddaac2b4505, fefe3ebf-bea1-468a-a39b-ec81eead4e37, 1dce9136-2e62-4584-a945-4c25ac43cd5e",A85,Episode,9
a8308557-e7cc-43c6-b41a-9644dc62ccfb,"102621d1-9e63-47ba-a6f5-966c443afb26, 3528bd18-5b92-416d-bc98-2208734c97b2, d3ec119a-81c9-4c92-bfd0-d7e8707c65f6, db4335ca-ac37-4b5b-af7d-4f40a38576e9, 5405e10d-6f15-413d-b801-d7876c469b3b, 93b91985-6550-4c67-860e-9ae5eb488724, afb84a3d-f9fe-4ed0-bef1-ae81c4330bee, 0157a2d0-1989-4100-9495-4577da31654e, d644bb1f-b95f-4141-8092-e4921700b086",A46,Spell,9
58d72456-638a-42bc-8537-198997cc04e0,"436bb3d2-ce6a-4231-8952-9ce16905fcc5, bc87507d-7e5b-441d-bd13-2ad57b7371cf, 6d5ffd35-4a1d-4786-aeff-febe890fa3af, bde5adb5-0684-435d-bfa4-963551321123, 01818037-67b0-4a32-a2df-ba34a431780c, e9fc7d7c-9023-4802-81a3-1bf9101e9f0e, 9a3a7fcc-3967-4476-a206-7235c88be64f, 166152ae-17e7-4e4e-b673-c74dfe5a58b6, 6d2c233a-cc49-4818-9840-84b9edf3ebe9, 0dca3e0a-dc4a-44ca-b963-dc25c24ad981, 362b9956-1d65-4cfc-b6c3-d7556f3d347f, e77e09e9-fafd-432e-b30d-b6c10c61ed4d, f6db7759-dd53-4d40-9238-c71ba536f25c, d0cf0e0a-1716-4fed-ab9a-c2ddfb436193, 01802ec1-bc0d-45a7-9241-acc72c120ae9, 6f4f871a-baba-4d63-8d8c-02c11983e1f7, c42b03e0-3e45-4793-94a1-8ba3c498d453, aaf755a3-20a0-49e2-b68a-41684d7d8f2f, 961516a4-2c04-4747-843b-775f0f2edb77, 93c59ede-01fd-4d6b-ad48-93eca989cdb6, adfc9cb8-9b06-459b-ab5a-0266a36c483b, 7f6b887b-262c-4ddd-9fc5-90805b8c571c, 4803d841-19f7-4f4a-a468-a312994db109, a3af2df8-ed10-43d8-bb29-29205d29b1d6, 5c3fdaa3-6615-4f1a-87b0-5e2a3c52851b, 54997848-ba92-4dff-98ec-926866287dff",A59,Record,26
79a7f47f-d0b3-4c81-b0d5-65dee2bc936f,"99fa0ab1-7267-4e26-ab67-03e4dd03b2ee, 148a1319-c06e-4b7f-bc59-f6cc557c5bb8, 3cedc00d-8477-4576-a886-f777fed4ab3d, 547e0195-81db-406b-bce5-0154fa327861",A55,HoNOS,4
14c68700-a2c4-47e1-8964-03588df3a041,"0be443e5-5698-4781-a170-1e8922332a18, 350926ed-61c1-46d7-a49b-9280c5fc3186, 29ef4f2d-4249-4f8a-a659-24c1d5b907cd, 4a5cff10-607c-4c2d-b781-b9d1da41b4d5, 02c31aa2-8f71-4bcd-8e82-9ec1562b5215, 749e85d4-b465-4436-b64e-153be98d249e, ae983704-519a-4b2e-b96b-39ec7e11abbf, edbf5eb3-98bb-43f1-af89-47658268a6c8, c0417c2b-ce39-4c07-8ad3-419f4a77a427, 3b7333fa-e364-4815-a71d-82b3b883f28e, 5a6d1cb1-85ba-4b5d-aed7-43123047866e, 69929e6c-bb9e-4ccc-a348-3070a8e10632, fe92161a-b43d-459e-9989-d5eddac14c08, af2bcc71-c9a4-467e-b0b1-089ac1e494ca, fff61b62-80b3-42e3-97d3-05d8d95ff98c, 0d039fdd-285e-4c33-bff2-c961479fa075, 4d41f35f-b51b-47c9-b125-5ae208e93a41, a5f89e74-2ef3-4347-b44c-bc9b22c05291, 32606b74-a125-4e40-b0fe-5a3c07f4dc16, 41261d6d-b71e-4c8e-bf59-37bc9475e9ca, 73107b26-1a36-43fd-ba04-721d7f28ec7e, 9108fe57-3e0f-49a2-8f0c-6e5b59d18f63, b687c4ef-fb45-46ac-98c4-3b2a342b3bbe, e1a5ad15-64fa-4885-ad75-493e4a305647, ceedb246-536f-4d36-b774-6024c46268b4, 86f988fc-4638-4c51-86ef-be4bb0ed0e16, 99078f1d-49ff-4ecc-9bb8-31c0d11d5b03",A94,Event,27
74f8ba7e-3443-4dcf-b5fe-da6a50bdd53f,"065ab509-390d-4765-b5f8-eb785db1f0ba, 3bfe1d97-fe70-4343-85d7-bd050d16f773, 7777cb2b-a272-4b89-8502-4d144cacd775, d5d4ce2c-e7d2-4668-91ff-a30c8fa0efdc, 8edd5757-485c-4248-b8f1-5cd5896c16f4, 3c83c982-fd60-47c8-951a-b00b4c5dfe54, 1a023865-0362-4244-a7b5-ef8524ca08b6, 9d8e2390-6f45-4412-ac26-4dd23b6dc966, 069cd8c2-107b-4b94-beab-c64d55c587de, 069be38b-dde1-4ec8-99e7-973efcd6d607, 30cf8761-947c-4ebc-be5e-fb2e73ad26d2, 138e0341-8219-4dbf-b3c3-2ab215d2d290, c428c7e9-d1b8-4876-94e0-e32040992987, 3a654f6f-b8d7-4eca-89f7-fb3b8ef8087c",A2,Patient,14
3fee138b-3d7a-4b29-86e7-fa894c354fda,"bd148c3d-7c1c-48cd-813a-e0a4298befdc, e8e883b0-577f-4a7e-93c9-b4da27f4c1bd, f4b057ba-53da-4c45-ba2f-dd94d8222dad, c74ab2dd-553e-4caa-a61d-ac6cfdf37854, 644c07aa-362d-4eef-b149-85aeb5227d2b, 9e827a94-bfa4-4f1e-ad91-0978647b1e7c, 8e0b438d-6375-46f2-b25b-0289876a2164, 4f9e9bf6-64be-4498-b131-1311707ed520, 2bc385be-f27f-45d2-b2d6-630c888e2c42, d0a627d7-4c19-45d8-9780-b8bffdc01f91","Complete address history for those in AR_PERS, including at LSOA geography-level. Known issues include full-time students, people failing to notify GPs of change in address, and/or people registering with multiple GPs [de-registration of patients]. Continuous periods of residency may not exist; gaps of more than 30 days are flagged.",AR_PERS_ADD,10
63896c74-9f13-48ff-af5e-162ea2c8a40d,"223e7d2a-5bc1-4b85-8c57-e3023579cee7, 112b11ae-cfdd-4dd8-9b35-8376a48d054c, b9f41671-6eca-40cb-a307-3d1da124154a, f39529d2-cb7b-4d24-b27c-8a80e10b478d, 41ad51b6-7c0c-4e27-873d-a0a6686dcdc1, 08db1a0a-e6da-417e-986a-805a1b2351e3",GP registration history for people registered with GP practices in Wales; primary care-level data related to the Welsh Demographic Service. Information is excluded for those Welsh residents that are registered with a GP practice in England. Each row is a separate GP registration period. Covers all Practices (not just SAIL) and this is flagged.,AR_PERS_GP,6
555fba11-762a-4302-89c0-6dcc2ebfa7e2,"a876b7b2-479f-4b39-a6cb-3d63601583ac, 15fd0fdc-8715-44de-bd0b-d60195b77c78, dcb8e55d-2f66-4391-84ff-90e96046331d, 3aa89b24-7c6c-4439-a316-a3f4e5bbfa04, 97e0774c-05c8-4bc2-a8b9-d9a85ad62519, 09bd202d-bcf7-448a-9ded-03e2092243a3","Records of people [living or deceased] who have both lived in Wales, and have ever registered with a GP practice in Wales. Provides demographic details e.g. date of birth/death, gender, etc.",AR_PERS,6
94d0c74b-3735-4b84-b6b4-b2ff32486a82,"2dadaebd-954f-4b88-b411-efe6efc53dd0, 171d1707-0f0f-40c8-91ec-06f1fdb9354f, f66516d2-9780-4bf7-90bc-8e5620798284, 75541c38-8abc-4e93-9518-1242eff818bf, 686968e4-8924-46ae-b269-00d8430c2076, e1695422-a581-480f-a0a9-4ce8af84fb7d, 7057c66f-0ea1-4870-80af-2d52a6133aee, ae9e6258-96b6-4407-bb04-0a9e6eee75b2, 8530ccd6-cb14-4ad6-b605-581d3c37fbf4, e613b24f-01da-4bf1-8506-107510d5040d, 318cd81e-6573-4299-856c-039407157273, adc222c8-cf55-4b34-9079-148a11d071f8, 9cd38f1e-8c20-446f-8ca2-d280d6298447, 8229d6d5-270c-4db1-b3d2-20d3bb74aeb7, 0448c6ed-69c3-4ff0-9e04-69ae390d6679, d6be6391-1e97-487e-a5ef-67e5db426f3f, 6eebbecd-650c-4632-b035-71a595c3e78a","One row per person spell where the person spell is linked its admission and discharge columns, as well as first and last episodes.  One row per diagnosis where the diagnosis is linked to its alf and episode, spell and person spell identifiers.

The PEDW_ADMISSION_TABLE and the PEDW_SINGLE_OPER_TABLE are generated by the cleaning routine. The reason for generating these cleaned views is that, in some common cases, they will be easier to work with and will perform better on the database than the other PEDW views, due to having to perform less joins.  One row per operation where the operations is linked to its alf and episode, spell and person spell identifiers.

The PEDW_ADMISSION_TABLE and the PEDW_SINGLE_OPER_TABLE are generated by the cleaning routine. The reason for generating these cleaned views is that, in some common cases, they will be easier to work with and will perform better on the database than the other PEDW views, due to having to perform less joins.",PEDW_ADMISSION_TABLE,17
e2a32ec5-1b2c-4569-990b-bbb098e69db3,"80c7205f-64a6-43c3-aaf7-b47c1ec0c156, 6e7acdfd-223f-42fe-a61c-8d4df958b804, 4b0343b6-713a-4cf9-8301-5275961ce881, ae83b93c-00fb-4bc1-af3f-76997601165e, 1d267a1a-3384-4477-8dc8-7bf10be3cf42, eb29f9ea-895a-48ef-9dc4-7a29daa2a9e9, c11a3f7c-5621-4bb4-8f90-e1e5c963fd57, d7d1ca81-b8ce-4798-a529-6a8f65635eda, 3b8c3a1e-14b0-4fef-a4a7-a4ed954416c3, 4c78d3a0-092d-4e07-80ba-441e8cfaefa5","One row per diagnosis where the diagnosis is linked to its alf and episode, spell and person spell identifiers.

The PEDW_SINGLE_DIAG_TABLE and the PEDW_SINGLE_OPER_TABLE are generated by the cleaning routine. The reason for generating these cleaned views is that, in some common cases, they will be easier to work with and will perform better on the database than the other PEDW views, due to having to perform less joins.",PEDW_SINGLE_DIAG_TABLE,10
a258ff4e-339a-436c-9c54-bf4c2f76cfc1,"5d1c346c-f601-4002-a1eb-0847ca199596, e150f66e-2044-4958-92f4-a06b10fa72a2, 44683d03-c507-4335-8784-f45842cdea02, d70ab93b-c701-4a31-a995-5e3357aa902c, 204398c7-04c6-42ba-b78e-68dad50092b4, 7e987d3f-b6a9-4bae-907c-08d267d46373, 810acb25-e989-45d6-a61e-ad4893d06dab, 93f1a7d8-707a-4bd4-b5b7-318130c739d7, bda8efeb-39cc-476a-827b-8b4692a06f38, 4cfc6f05-560b-4bee-99eb-4d69c8ab8bb2, d5e84d63-e22b-48bd-b246-46343700a602","One row per operation where the operations is linked to its alf and episode, spell and person spell identifiers.

The PEDW_SINGLE_DIAG_TABLE and the PEDW_SINGLE_OPER_TABLE are generated by the cleaning routine. The reason for generating these cleaned views is that, in some common cases, they will be easier to work with and will perform better on the database than the other PEDW views, due to having to perform less joins.",PEDW_SINGLE_OPER_TABLE,11
af33c172-b1f6-47d0-b780-fe124d9f78f6,"eda0f537-ef5f-493d-aa6e-2aa63f910369, 190e618d-e045-4da7-8607-a8e3009e7005, 6a06010d-a417-4746-aaee-598e7242f24a, 30d68b7e-6e8c-4eaa-a1fd-cb88806dde35, aabe85f0-23b5-4bb4-87a0-e832dfcd2fff, f86b0257-f9c6-45d5-832f-ca955bdafb47, d84e7abb-d494-412b-8889-980184da9ad5, 2380fabf-3c93-4452-b9b3-cc765086e74f, 79bda6e5-a12f-4962-aafa-2c7a75796b49, 9161dde3-e628-432b-86df-c1c17e29d383","Diagnosis information (1 row = 1 diagnosis) Note, PEDW tables are unique at combination of prov_unit_cd, spell_num_e, epi_num, and diag_num where available.",diag,10
71b738f6-8444-4186-ab44-c1c8955d3d2d,"6523c3dc-bcb5-4f16-a781-f24c48f52505, 95f87e7c-48ed-4b62-8531-6c15e07805f7, 46236df6-8bac-49dd-8933-a1b18623314e, 5ed9df00-ca25-4a89-be58-59864b10b7fd, e05aefb9-6557-45df-88fd-0a761211a47f, 32087dfb-ee3b-4dd4-93f1-0b6769bb3d44, feeeb707-8440-49e4-8349-f9cc9b735720, 94d7a458-2333-4286-a2dc-68367d637175, 4ceb5dfc-7139-4f05-bb53-94c473906e61, a4615fe6-e61d-49a2-a0f5-7f81347a0a82, f1fd129c-2408-45b8-9133-c2ef6a9d49e5, 8b16f666-2b6e-4db3-8fc9-c00496b4cef9, a7c53d0f-3162-4420-afa8-67dae95edd13, 70a0c0b5-ded6-452a-b636-dcb95831b4d2, c9cc7d40-7325-4912-8fbe-219667037709, eb718092-b550-4a6a-8489-dd72f9ca353d, 6bd818b7-a554-4b5f-aa83-46ad43972a4d, e90374cd-f44e-41f9-9c39-d5379ce0144a, ad314fb2-2620-4677-83f2-bb9e49214060, c56a3cd4-d43d-4c66-a5a8-833b6fb081ea, 536fc8c3-b17d-4b1b-88fd-38c4ede64a34, b934a1e7-7efc-4909-89d0-9d150095ef39, 0d5585bf-59c4-44f7-ad0c-84ba2c6d2b05, 582e58f2-bd88-434b-89bd-0cc4d99fd9ec, f4ee2115-1031-4fac-92e6-b7d54d93db7f, e364655d-3659-4c97-811e-09f0ebc4995f, 6694cfdb-7c95-42b4-9d16-8ca0c9c1fbd9, a9a6dd7a-39ca-4a84-94b7-c618ddda9541, 4c6b4938-1c32-4c56-a493-f28825960e2b, 649b8356-1167-420e-99e1-85aaf9514980, 87b00bc0-4895-4c61-8850-2521fe93d756, 3c70da51-c37c-4594-add8-ee1772e4475e, be8fb338-d80e-4bd6-ba37-d5aaf67141d4, be93dded-638f-43da-a489-8a52a3535255, dfd8b0fc-1c80-4478-86e3-630fbe661372","Attendance information at episode level (1 row = 1 episode) Note, PEDW tables are unique at combination of prov_unit_cd, spell_num_e, epi_num, and diag_num where available.",episode,35
