id,dataElements,description,name,dataElementsCount
d96dbc82-ddad-446f-a268-7e76e95dab6a,"2c5d7c72-ab7e-47fe-9734-88f36ed7792c, 4ec0e0b6-e96b-494c-b0eb-8181de44ec41, 04f42875-f868-4318-b0cd-54a154ac8144, 34e5173a-07f1-466e-a612-7d3ef197b90c, 42cb2c6d-f6a4-404f-b36b-8ba3fd53c6a5, 732ae4ae-1ce7-486f-96ac-a1c2a5f4c2c5, 9a5ece2f-914e-456b-927d-f722e2f5ac93, 87dafee8-4b91-4c17-a691-da1dd0c101e9, 6bb54f42-4d25-407d-a078-4a5020efeeb8, 52979a03-d09c-49e4-9bc0-bcabc68bae35, 55af43eb-c35a-4550-8d94-ed0b4f4d7bfe, 03b6b7d5-a3b0-47e5-a02f-d0f92e836c1e, 99c586e2-b993-4331-8c9f-e3ea3d783b14, 591032d0-3e86-41be-bdf8-5a5b431745f9, 05a7ca11-8672-4a0e-b8b4-24365a8ce961, 603f7c80-869d-4d86-b10f-15ee5515ee5d, dd86186b-a365-4dfb-9fe9-0e9875c8e8e6, 4d3d799e-86e8-4ab3-896b-5f0e8cf866dd, c409f0ab-0958-483b-9d91-6bd20480e58b, fc716e21-d0b8-4369-9520-de30cbeadf81, 8afcb531-296e-4c49-9929-7f2803dd9f75, 8d99dc22-a800-47a0-a732-e5d90e0aaa4d, c603a462-0cb6-4d9a-9c11-22394984f603, 5d6f6a24-4ab9-4bc1-8216-66da57309249, 0dd377b8-be72-4a2f-abab-51fc440b9d77, 9f5c40e2-c193-4677-9b42-1a1a19eaff8d, ba23d1c7-1085-410b-8b36-cc56e73b99e1, 00d6c5b5-799c-4062-bd6e-d1a3363c2e3b, d6002eee-0a30-4e02-8f1e-1fc06a4ac5ad, 2929f794-37ee-4252-9548-b9f642f6e225, 86374c49-c13b-4ef2-8be2-d92e9d6dea00, 98063f58-326d-4147-b58c-81d9e941782a, a3ba23bc-ce73-436b-b213-8e3bbc4e9a76, e7b7e4f4-7913-40c7-b3ac-c4a956c2e00c, c4ea7b15-04ab-46ae-a021-0af9d2531005, 2e029bce-24b9-4da9-a5df-0b539ed1c326, 0709d4f2-5cb4-4308-8739-f6f5b9e7e936, c9370c37-c254-4b8c-9cde-3f0e56a021db, 4b205b36-a12c-4582-ba0d-6678ee18de89, a9a1b356-c083-410e-93de-42147a495d92, 390a5ad3-095b-4b3b-8638-70d6691cbda0, 9cdc8ee9-4e80-4eac-a071-1ef4345a4250, 4bac9285-2fa3-46e4-bdb8-ebef50be7702, 5e048d7e-59ad-4d08-973b-a3cd0b44f54b, 920edb98-5a57-4a91-ac99-32cb7f6a09e9, aae91062-7350-4a10-b8b6-760c1ab895ad, 1716efd4-bf0f-4a85-b9ef-b2b2b7d02ff6, 55f40b73-4793-489f-9bf1-50571f59fcf7, 40193a57-8305-401e-a377-81af87e2c6cd, 3bc7154e-651a-4661-9388-c4790ee8a604, 061fa4f3-ec83-43b2-b715-ef105804652f, b10b836c-d1d8-432b-9cca-3aad0d4e5c7f, f87aa053-caac-4a58-b9f9-41390dad8f98, b0bd3a74-e2ab-482f-b14d-c5236e2f6b96, fbfc0afe-d29b-4d4e-a771-4e2b22bad8a3, 20c508cd-9158-409e-b922-0f416d35ce14, a474a05e-32fe-4726-a088-cf2c735b4346, bc099f6a-e268-4711-8fdf-e5f576e97ca3, 9d43c65f-c05d-4dec-99d1-d02ec7c346d5, e747c331-e9c0-4f4e-b31d-43ee6ed6e97c, abcce2a9-85bc-4e5b-8adf-bd5f6c1c1af8, d5ea2935-a9f6-4934-81be-0bdbe6294f83, 0584ac49-35d7-42ce-8253-24e3d09673ec, 05112a22-16c2-45b5-a8e3-e17515b81a2d, 0b71b668-54ff-493d-a208-59fdcec8a3b8, 1c849268-f76e-4fd9-8d7d-3b3fc3d6f94e, 74842077-cc10-4f5a-b671-4338851295f1, 45585628-aeb3-4068-9187-cecaf12d876a, 4d8e5b86-ab61-4b0f-ba81-db7a8a0eeef2, e5f6d61e-5f35-495a-84d9-55b98235d67a","Test results from Laboratory Information Management System for Pillar 1 and 2 COVID19 tests (coronavirus SARS CoV2 PCR and coronavirus PCR tests).

Pillar 1 Test: Swab testing in Public Health England (PHE) labs and NHS hospitals for those with a clinical need, and health and care workers
Pillar 2 Test: Swab testing for the wider population, as set out in government guidance",COVID_LIMSTESTRESULTS2,70
242d8d66-7c81-46d1-9d1f-f64c4f793f0e,"fa9dcadd-60a1-4aff-843a-f3dd874cc440, 9eea1ba0-6921-499f-a5f4-4833ff33863e, d341b345-8688-49ad-8253-d8ca4c732767, 363db047-3f72-4af5-9b0d-dab022697686, e6d45f44-698e-46c5-ac7e-badf8b7456b4, 205831bd-681e-47cb-8a28-82116a921f39, 6b37597b-6f2e-4204-b08c-c40be7465743, f244ff99-451f-4c56-b0c6-0d8ec8566d24, b984c81a-b6fd-4fb4-8292-618aefedcb92, a9be5ec8-d2ec-4028-a4b9-17daac830f8a, 7b3142e1-9fff-4610-8cdc-98602373db10, 47bc9b26-7a1b-4e24-83a4-69a55289d22f, e798f1af-4078-48c0-a526-83a9d415bfd8, 50d7d57a-df15-4ee1-ad64-47ea416a5619, 0446ed9f-e787-4ca9-b18f-f92ff66816cd, aea90125-fd35-4df6-bcda-ff4c341153d9, cbdb09ca-1087-4370-a2ad-433303a0c522, 9de35ba9-6d87-4436-9119-6f25a3f1542a, 8cbd1b27-eade-4017-be60-baf8c9c55f1a, d5be5d1f-47e5-4d56-ad1f-1fa794a1dc8b, e5278493-0ee0-46b6-bdba-b0f8e75884f0, 966529c7-775c-4984-bb26-b412eeb30a3a, 6e769c67-3bc6-436a-a3a7-dc72483c8e86, e333b093-07ab-4176-b3ed-d019f97d134f, 403beb03-bdde-40a1-bf7f-e9b36a2d34dd, 494af28e-88ee-45bf-a441-16c1d58ecdb7, 5a432d70-f0c8-4bf3-ab8e-87d5d2bd758b, 1b6b15fb-9974-487f-a76e-9426bf7aa290, 7a0dd801-bb2d-4998-8d5d-a6c76630abd7, 56ae0e10-e683-457f-a2f5-f104dee12a99, 3ba45f68-0a3c-4550-bed2-20c5ced53ea0, 7708a4ed-e160-4b25-b75c-5c749082fab7, 2ff9c76a-1368-4eb5-8499-7688ce4e83c8, 77408d02-01a9-4820-b20b-91eb3d9979c1, 0733a7cc-690e-4720-aa04-3a9b27080d47, 7e1490d3-9658-4ed4-8aa6-54b5659391cf, 31e1b86c-4bde-47a6-8035-9775ec52362b, 974346c0-7d70-466e-923a-17f4f43ed996, 1a535fb2-1f70-493d-8447-4f2b74849f9c, 4ee850f0-621f-4d31-aad8-2d8fa3b3d7e9, f7e303c4-abbc-4686-bcf0-fc975cb1a20e, d7575d74-f16b-4deb-9f59-085cf0986465, f70b9679-c001-4c02-be4e-987079f3baf1, c6f3c622-cff2-42ef-afc8-5c5a84cd9fa2, 9e163759-d0ee-4447-92da-3b17bea0c692, d30d50b5-f00c-48f5-b579-9225e35d50bf, 5647b598-8a12-47dd-8fe7-ec5a4fa27141, e968ef9d-3515-469d-9bbc-9a7299a8c277, 4b4ec5ab-ce53-40de-b407-4ef11cf104e8, fc79e8aa-4f1d-4baa-bb3d-d74c8657b8ec, df2004c7-de29-45c5-bbcf-0962f767c1a4, c3ed2783-48b0-40a5-969f-728ba5a19d34, 1dbbe82d-7c78-4924-bd41-de6a6ef1f594, 7238b4be-2c20-4722-9172-3fc73ae8bec4, 212cf77e-67fa-40f8-a9e3-54b636400575, c8fafdd0-5211-4478-ada5-a6e13539eec3, eebb0eec-2f15-48c9-b0d1-566c1f633012, fdd4a68f-3081-4441-96f1-893c0527c479, 987370de-00bb-4381-af5d-ad1cbaee600c, 16bdfc24-c4df-4786-8d87-d90306a7f92e, c5b2027c-b811-41ce-8f2f-0c6efe929dc2, 70376d96-277a-4f6f-8474-c6a38d18b5e0, f28187b3-ca22-4eb2-952a-59b483afef9b, 41ac81f0-97f4-4fa7-8f10-6da32c8260ff, 5397273d-bf8d-4256-9ae4-e9395242e7ec, a14f2acc-cc41-45c6-a05c-84012a9096b4, 33676f1c-b4ee-4a29-a455-9382c40c21b6, b267ae00-43b5-4cf4-b412-306a20f8d0d1, be8c6f16-438d-4fd7-927a-e184bb64058c, c7ec2add-8347-4732-8e92-3190ded1651f, 92c3a067-a549-4ccf-9dc0-06c6d38dfb03","Test results from Laboratory Information Management System for Pillar 3 COVID19 tests (coronavirus SARS CoV2 PCR and coronavirus PCR tests).

Pillar 3 Test: Serology testing to show if people have antibodies from having had COVID-19",COVID_LIMS_ANTIBODY1,71
a0f0e839-b6ba-4143-932d-7b3c7c5b289d,"b4833c9c-3939-4e1e-9023-4e71d23e97b3, f821c22f-58a1-4061-b04f-ec8981401358, dd97a198-e301-429d-aad9-53102f21982c, 3c9ee0e1-5b59-4a43-9a1b-708a13f58c02, 222ba5c6-df15-4fb7-807e-d6adfb216a8e, 343d1847-692c-4678-8d95-ecc53524c6ba, 8d523506-190c-4e3a-bc94-5551b50cb0ed, f2a5e89c-1431-40c8-96e0-d4b98047883d, 5b6ffdfb-e0e8-4b99-8090-e94bd4533ad9, 14a8c556-30cf-4079-88f7-c76249e9bab0, 22ea7072-d289-49bf-9800-1c5225cef177, 83e47b5a-cbf7-42f5-9f85-ca73e1eba3eb, 8d6e4cf6-890d-4e35-a435-3deef49f877b, 48d70c49-329e-43ca-8b82-6b5a1b95327a, 63fa5928-e893-4b63-bd23-13cc9df2d374, e29bd53b-017f-4c1a-b0de-5ab13786288d, 6157e9c6-02d4-47d9-802e-f7ddda9f9e05, b73fd685-0575-433e-a771-1e628a670181, 493f067f-d632-4e30-9a90-e65d16e3c2b0, 9a4ca24f-704e-4359-990d-757ba25f2277, 923d6985-2b52-4fac-9eee-224ae39a5934, 6fc5295a-8452-4bd1-8469-80062b71dfd2, 44f5c60a-19db-4842-96ac-2cb643f417bd, 45cc37dd-9cc4-4dd0-9a80-01ac22d30ad4, be6f13e7-f361-48ea-822b-a123a248ca72, cea8f33a-4b5f-4329-be3a-29475b115ce8, 84ac2eb4-d9ba-4da2-a445-d6e24fe87eec, 39e0f315-56b3-4b6b-8078-4639fd191970, 3fdf360e-563f-4860-be4c-2445b283631a, 0a4ee63f-21c1-43e7-afcf-88a30e423edb, 79d06bfa-f8f4-4382-9809-9cea3cec7d24, 353dba7f-bb2b-4204-b4ae-99f5b44a5b40, 5e874771-937b-40d4-bc8c-f24fe5f7a67a, 36591fe3-cc8a-4e8b-a5ad-899e41ab7d21, ee8c0f82-c7f9-4767-b22f-ecc3c87e97db, 40853e24-a666-4429-a4ff-c13a91123c48, 83122a5f-802f-4747-a81e-c47a146a2e7f, 200cafd3-7f36-4046-add1-92812897eb7f, 233c542d-ef5b-4c55-8974-67c633bec4e3, a8643989-4cf0-4783-accb-197dae049506, 02c58497-7cfa-4f0f-8943-cc83a6928303, 3eba6086-3193-485a-b777-bfc82a3667dc, 17c208e7-aaf3-4d2d-ba27-5a30710d23af, 67f11355-0f01-4203-9f12-87e54741928c, f2090914-bd46-45ec-8bb2-ea916de33679, 706e0343-e78a-45b6-8836-6ecbbff9a8c6, de435322-9eb9-400b-baf5-2876241ecb32, e403a897-ad9e-4c1d-9709-cede54b74fa0, e4b3ba4f-8f04-4752-b6d8-692dfa759a07, 2d4da2c6-eefb-486d-8ee9-efd3f8c1c7fe, e0cc0eac-74c9-41cf-82bc-1f447a273fb9, 94abdc60-844f-432a-8c80-63a77d00b18b, ef822907-a28e-4a62-896a-8e24d1b53882, ca85a329-556e-46d8-bd6d-9351289416c5, 7226d559-8ff6-488e-977e-f8b2044e9704, ec8eba98-2c36-49e0-a1ab-a8dd45239738, 2af6d228-9d31-4d3f-bfd2-192632d6b328, 359f43b0-c4ad-4b42-96a8-58342e7d43e6, b8066831-b956-4744-8b51-5865c2c88db2, 401c13d5-820b-4e9a-bed4-a0f33a25d201, 1d597bae-816d-4de2-af33-e4bfec411019, cb220779-968c-4b53-aa7a-a51266abd36d, c7a49044-4d68-4c89-96f8-b50b2a894978, 36cb95cd-039f-49cb-ad59-1af7332d332b, a87a0236-88bd-4f2e-a8af-70163fecfa5e, 1f2e6b45-6617-4993-aea5-038b2cdcd2d2, 72a43667-c90a-4163-9729-f7fc9918c3b8, fe4908ad-062a-4b65-8496-bd6c48475849, 66125dc4-3350-45a6-a989-3254c2412877, 7a5cb26a-f8b7-41b0-a4c4-d31562b8eb31, 2246e4d5-e8e4-4d17-a695-6f108d40c398, c9b9116d-19b9-451b-a267-815306c9f35e, 92f7c545-fbb5-4b2a-867f-0fc4bf1ffdcb, 57356479-caf1-48a1-999f-901268555106, 6db0d7b5-a4ad-4deb-afc1-4507b05fbdab, 0e89c1f7-9b37-40b6-9fd3-52a157f83a8f",ICNARC: Data dictionary,ICNARC: Data dictionary,76
13453c67-e88b-4a8b-9f3d-fd669a7391d4,"d430efb6-458d-4c52-9d4c-30304143dddf, 3873456b-8a2f-421c-a860-92cfd9f427a6, 4e902f3b-bee0-441f-9cc5-ab95689d352c, 37275a7f-1aad-4e61-ba17-6ec15655f62b, 174787b9-be8b-4f27-9f7d-7ea785785423, c5b89d40-8f36-4d63-b998-8e3930ccbdc0, 042f641e-6375-490d-8a81-724629bb87b7, 52092e1d-f819-4777-9215-a7d739a4628b",Exposure,Exposure,8
522f36e0-dfa6-4fef-b36c-8b77d4f6a659,"b8ee2d34-ef4e-4e90-ac01-ad14c144367c, 392a3b34-9e8d-4f9d-8952-ff36693c280c, bf15abc5-6dcc-4c6e-82f3-758fa9d75b72, c8da06a7-e3c2-4fca-aaf7-9a5180f04963, f1c843a4-357b-400b-b3c2-9212942a957f, 7baafda2-f5bd-4fc8-a83a-db7cdfbcefd3, c7f00fc4-0503-41d3-aaf4-313e4455103f, 5f186bb8-9018-485a-9d79-e540c7a76add, 1ed69062-b850-4e79-815d-50bdb0497be8, a3340316-fb63-4f6b-bd34-2b238edca914, 238741b9-682e-4259-96f6-97780ca0b15a",Episode,Episode,11
ec220fca-82f4-481c-bdb0-1587fc1a82b3,"f2999eea-7b0e-410f-af6c-3faa95753072, f0a0df43-dd0b-46c8-bc9a-b8ce892e191a, 9d8456e0-9a81-4535-863b-29673a7347b7, 93c9ebe5-b392-488f-b839-ac28116cc9a2, 75a33c05-85de-4910-952d-15f2dbfd08bc, 8af06bb7-44b3-4f3a-8fa3-2e1d3fb6261f, f7091a95-bb15-4abf-9092-93cadeaa8656, 8d207217-1521-4d8c-8e87-8538775afd8d, 9c6e3f50-71e0-4779-892a-8e1fbb78f31f, a39bd754-86de-442d-9d75-86683ee52c7b, 263f9c2a-69c1-4590-9475-a7024c6225e5",Prescription,Prescription,11
3ed9949e-5ef7-4411-bdcb-b6737237468d,"28eefe86-98cc-4158-9d38-b09e0c909d5e, 27076d23-681f-4eb7-9a98-bf3ed2cbb4f3, 347b0781-29ba-4a95-8808-52ff4e0c3932, 304c08af-4eeb-4201-a6e6-eb475d4a653d, 306c8f40-4749-43d5-8511-aedc422087c9, 5b70f43b-6bd8-49aa-9ab7-02b6ed024a98, 58648c98-2eb0-4fb7-818a-98822201db5a, f923a187-26b0-4ed8-bb70-4ccabeb9c682, 2cb05015-8eb7-4c19-83a6-c63498345691, 6b35ff02-607d-44f7-a540-17c026d7afea, 241a9c52-913a-4aac-9668-176f70ca8594, 335b01ce-5b7c-47eb-88d9-b042d1d109d3, fc92dcdd-b1a6-4020-a76c-c4671f9c5159, e4ce2716-aed5-4ea4-a4f4-259c667e3058, f9d4e24c-c153-4503-9ef6-bbb00616c90a, 73e22cad-2337-4f5f-a3e3-556d93891b2e, bf1d084d-37b8-42c3-8b13-66f002d0ebe4, 40effff0-256e-4c44-b6e7-7cc7291f0a68, e1bfe439-0cea-47a4-8f50-27463b880c3d",Covid-19 Capacity and Occupancy data,COVID19SITREP_RAW_CAPACITYANDOCCUPANCY,19
e05a2437-f9ac-4169-9ced-ee29c495e147,"52962709-fb06-47b4-95aa-3b8fcd5d7fa0, 96395053-1e8b-449d-b053-18c2742885a3, b8fe55ed-ea8c-459c-abd6-f0dcbd8837b3, 402e4df6-e9ae-4265-b172-c50a6a9efc59, 6e0ffd16-f57e-420f-9712-8a775b9152ac, c22d148c-382b-406c-8532-77b1e13ff1bb, 1590b326-8f2f-47d9-917b-7043ca13a9cd, 74ed23f2-ce38-4007-837b-d18baf6eca5e, 9a4452af-1bc6-4e86-a8f9-a15db03c738f, 66bd3030-96f5-4da5-b99b-4bcd240a79c4, 6293f202-70e9-4db8-8626-17a150ff3ef1, 4aa38bbf-0d70-4bb4-be94-32ca292e10a3, 4e9c525d-172a-45ce-a969-f364f8311668, 853755cd-4289-4b7d-83a6-27be363b2a4b, f276521c-4434-4cb6-b078-c16ba3a08326, 0f99b9b8-3a44-4c19-8cdc-6a674a764925",Covid-19 Equipment Capacity and Usage data,COVID19SITREP_RAW_EQUIPMENTCAPACITYANDUSAGE,16
164b1fa7-abcc-485e-a81f-0eb033b9b6a2,"6ebf786f-0042-44dc-ae7e-4132b4d2c9b4, 7e0f1f61-3873-444b-a6cd-fe627faad7b5, 1a03834e-3dd6-47cc-9879-86551b5cfc53, bf081fdf-0ece-4a76-91b9-b94e5625ec26, 2e1b9ddb-34e8-47b8-8872-26354cb33e67, 04227eb0-436a-4f79-880c-d3196cd79efa, 7e0e2c46-fc69-4c17-9288-ad1e003cb467, a5be64d4-5919-4c52-a9e2-ae3609240d02",Covid-19 Workforce data,COVID19SITREP_RAW_WORKFORCE,8
022f40e7-0bcc-4c52-ab73-579cc42f6019,"ff0c4b04-8404-47af-9306-84d86a12f0b9, f259f1b1-546e-45fa-8864-f7c03a652f44, 85c32a00-f782-4052-a9c6-25cb72043c81, 5391062e-d45b-4511-a1f5-e6a74594ce67, 43a493a9-863a-46f1-bb9c-bdb12b206679, 819181d4-a853-4be3-870c-24a3c2987a98, 4fd998a2-6c6a-4c98-8223-3ccaf0daafb6, 280955e9-c37c-4c47-b640-1aca03aa9d82, 03261b9c-d883-49d6-9323-d5d42160149e, b52a4953-88f9-4c37-b057-49eb54f538eb, cfffe4d8-7492-422f-97d1-d306509aa3fc, 7413fe12-abf6-4f21-b8c2-bbbeea081f4f",Covid-19 Activity data,COVID19SITREP_RAW_ACTIVITY,12
24f12a92-0c23-467a-a10f-92b9b97a9d62,"1a3ddda3-23cd-4a41-b430-d1b68e0e8ba8, 176d58f7-1ad9-4767-aa4c-3d485a3ce1fd, ba114eaa-3429-42fe-b95f-25427d360e67, d8639bb5-be76-4e31-a2c9-19d5bb4f5a77, 8e38abf2-4432-440f-8d9b-48ad14e7c235, e57c6707-d64a-4065-900c-c6a0952013ff, 373a6a37-7a35-4144-841a-92d36fcd3f16",Covid-19 Oxygen Capacity and Usage data,COVID19SITREP_RAW_OXYGENCAPACITYANDUSAGE,7
19b8e048-9a8a-4d5e-a2ae-eedb6d2d1fc0,"35a3494f-fa67-4da6-a7c4-2879c0e8ab77, 74a7e220-6c0e-4c1a-b634-9a1a99ea2b03, 41237b7d-43a9-4100-b5ec-aceae51856c1, 57128776-960c-4a0c-957c-12f7714ae4be, bf8f63b2-2215-4497-a456-1f78e238ca22, b607b0eb-531b-42b2-b875-ee34e6838a40, 2b3dd48e-3d48-403a-a198-154352c27d11, 05117ce5-8ef7-43d6-8c11-b07e95cb5334, 195b1440-9746-4483-9d64-a5867d3e1b26, 88546e1e-c5e7-4644-8f75-b54d9a6a5162, a0b4462a-b6a0-4f1e-acee-69a06232bab4, 6f292ebf-052a-4019-8b43-542465478181, 0ce26e82-d824-47f0-b502-a26c61b98033, 824b0a15-972a-4c20-b73a-f58e7611e05f, 7a98f3d0-cac6-4645-9333-91a7a2edc1ca, 97fb6405-87b5-4db7-a4e5-d9fe13ca7012, fd123435-fd06-4c32-bffc-0f06139cfa7d, e1eeee34-f146-467b-8de5-7e23a75c3486, 56967800-8c5f-4190-abbe-8be0764aa349",Covid -19 Capacity & Occupancy,DF_COVID19SITREP_RAW_CAPACITYANDOCCUPANCY,19
3518d254-21cf-4d30-8d20-c1140a255e34,"873b4e88-7a46-4454-8739-0160c5992d96, 025cdfb8-6e30-4efb-b523-ba493f681c24, 6c25c837-8506-4d55-8a36-7d8ff19adf1d, 9b9c1123-e4f9-4f32-a056-19c8e239184d, 79a01989-b7e8-486e-89fb-2d8687df4a1f, 3dc6267e-6a1e-48b3-b947-aaa78aaa7802, 650158fa-ec02-4d99-87d4-eb20199d39fc, e12e097a-25e5-4ace-854f-a8aa6bff3217, 3789e3fa-c5fd-4c5f-87bf-5e856c3b69ff, b5c8a8fb-6347-4fdc-9b47-b93cf33b3f06, cef89680-0d01-44b8-9d10-1a8203febffa, 73e90d0e-6eb6-43aa-acac-f37176cd38f1",Covid -19 Site Reporting Raw Activity,DF_COVID19SITREP_RAW_ACTIVITY,12
34d28b26-c520-474c-8006-e1b6611db768,"fa125ecc-5d3d-48cd-ba9f-d36463a5db76, e13bd083-246a-41e6-b805-ad52dc79c83e, 62caf481-ddc7-49b3-a0be-1b1eca9b2562, aa6d632e-1760-4dda-899d-a6ae60d21610, 9a334673-9c43-4751-964d-d128d56019c1, b4754acc-9139-49d4-a0a3-e8b53336cc35, 9322c209-35d2-4225-9524-8b1190d6a467, abe2347e-af41-49b3-b55e-7a89aadf4329, 211279b7-9cce-4cb6-a43d-ac416616fd3e, 8d075850-9340-450a-96e9-d6d5a3105d56, a6ee9660-1939-42fb-b28c-17fd94da32a2, 6d303599-8ec9-4605-8c74-3f0a0b8c0633, 4ab99408-6ecf-4d38-b6bc-69f4e8744549, 0eac09dd-1bf6-440e-affb-48879ec2d4b9, 688cabe2-3028-49c7-af3d-f0eac52c1b67, 164c942e-2d08-4107-a977-c623a72319a7",Covid 19 Equiptment Capacity & Usage,DF_COVID19SITREP_RAW_EQUIPMENTCAPACITYANDUSAGE,16
7a28c2a7-8d6a-4b03-99a1-15832f6b8556,"e966d8f2-be5c-4715-b34b-635f15cdb891, 804ad4a9-62e5-44e7-a5e8-e108cb16208d, b8fc28a0-ed36-4ca7-9a42-e07abec2e8ca, 8abc1415-70c4-4771-a02e-1929ee64e73d, 6d202942-a83c-482c-916f-dd1e54173c34, 156f2cd3-edf1-4342-8fa6-7404ca3a540b, 4113a63b-1ccb-4dd0-b053-721a2d27f722, 4b41e8b5-227c-44af-b194-f8e7a0728221",Covid -19 Workforce,DF_COVID19SITREP_RAW_WORKFORCE,8
5397f326-183c-48c8-86ef-07b098b959e0,"00feb920-1c43-4b98-87cb-b1f51a70e5b5, 3dac3dd1-b980-4faa-a4e7-4b2544ad9c0f, dd71b29d-41ab-461d-90d6-d15a9636ba06, f816a1f7-acd5-4d14-aa63-e21a67cb697c, 345ea7b4-e7aa-415c-8d3d-2a2cf356f8e1, edc1ceff-0903-4864-951f-98aae2d13ded, eb8a7466-28c7-4f32-8b47-694ca239d573",Covid -19 Oxygen Capacity & Usage,DF_COVID19SITREP_RAW_OXYGENCAPACITYANDUSAGE,7
6ba7ebcc-f830-48c7-b407-d8005408e99e,"4fdeeefe-e8a2-4bfc-9d2b-200bcccf864f, 07f3ae06-3506-45f3-bc5d-fa61d56bf9fa, cad328c4-59d6-49e9-9561-d6609b3e2d0d, 5c6125f2-d835-4ae5-881e-c21778df3037, dab0a45b-b9a9-4b52-a87f-c089bb441336, ff7e6828-0171-42d5-b452-669628b585a4, 449773f7-c822-41fc-a527-4774740ad3bf, c9b86797-75bb-47ec-924f-35796d4ad1cd, 040cad56-b140-4ccf-b914-39ba53dc99e2, bd239b60-be24-46f2-8f9d-ab2c8fff6fc8, 9fbccb8e-6472-4d65-94be-c01548fa3a36, d22c76ff-c17a-4195-8cf1-4d621793085a, 7728e2c5-5fe0-4385-b5dc-0420626e1f7b, 5b3fc479-e62c-44f6-8d27-642153dd44d5, af6a3f2a-0bd7-4698-be33-8966605147e9, 0ba463ee-0a22-4740-9d69-e0d050f2d7b5, 58e424d6-9d86-4f91-a610-0321948129ce, 3baf896e-50a2-458f-a49a-fe4529f1ebf3, a9d83122-e723-42a0-a0a5-24cb1804d8db, 45050bae-f560-421a-a6e6-35cd775b5d50, 34aee48f-260e-4256-a0c4-59d536277ad0, 4c0ec1c3-7bdc-42dd-a384-2bdfdf5b774a, c1537ebb-aef6-4d18-982b-33e4a6463733, 024553bf-45a7-438f-b1fb-9100d681d61d, 7c1e3fb2-43b1-44d1-bf7e-1e364ae5ebd4",A74,EQ5D,25
5c874dc8-ccf2-4efa-8038-72671d7a1905,"e5f24894-c24b-4ed3-918e-02a8c34a2295, 439f8808-424c-469a-8603-5eca51297541, 02a994c4-bc0b-4d46-b02d-edd37e3b20b4, e254529b-a218-4225-be6d-ab4fc3506d7a, bb36f3fa-f32b-44f2-b6f0-2d36cab162ad, 5bf3b689-fd23-40cb-b965-5d98d1633edf, 59bbee6a-28df-4d50-ba3e-24f09c504d8c, 8774cf9c-cc0a-40ed-a42e-7f87dcee0636, 068fc151-ee36-4729-8290-b84fd4ab2d10, a747dbd9-9b07-4842-b1df-5167af3656ae, 961d02f4-d5df-4aa9-a974-0cda660afbcd, d73d5d93-6744-4686-a795-309a7f51bbae, caddb25d-cf0f-440a-8539-bad45ce10ac6, 79f3375b-e1a6-4c90-9720-808619d8d3bf, b8ca0045-e631-4f7b-a7ad-0539ee9d4481, ae6415c0-545c-462f-8f0c-504a95e9b732, 24b34c99-6b57-4279-af7f-c399bfa85ab5, d93aebb4-1187-49b3-8d08-58b70b3b5bc6, f504f216-14fe-428f-8ed7-6e0bd7e33b29, e292172d-bcc3-4bde-8293-2f83361b8eb6, e8fc2a41-5185-4f3b-8776-2f3e77cd4771, 9300e412-2fa3-4f59-898d-2bf78ba06b5c, 32fc0e84-2a94-4263-af0f-75735cea0f86, 5b67b7f9-85af-4d2b-bc23-cb5324bf261f, c07f1257-ddda-4c81-865d-799d1fee2384, 95d573e8-a0e4-4213-a8dd-a670834a73c9, 891a2207-87c4-4a96-bb13-d1bd2858b94f, d1aaac4a-bbc8-4dca-ae41-09b6d87c52d4, 7527c566-f76a-4249-9b2e-fdfc59480f08, 2e591760-7c69-4489-a1c2-a6215f4e055c, 5e182939-c478-4cc8-bea6-97f084bc9792, f500ca37-aa3f-4b00-bfe5-b7edfa4877dc",A131,Procedures: Knee replacement,32
00da1354-e43e-4a02-aa6b-49d6763ac471,"8332b82f-b443-45c0-9f81-d7304b92a7c5, 0cd0baa6-92f4-42f2-a6bd-7fb5b761e0d0, d35c95e6-c47e-483c-99c0-c75ee4cf7d53, 014a9789-a482-4585-93d8-a7d16b10f747, 88228688-b698-4e57-a542-2e8bd3d49a98, 6ef15512-82c0-42d4-ad5c-cc221e247a8b, 6da8169b-fad4-4a6f-8188-cd1d6cecbac6, 3e92d21f-5d53-49ed-8dde-657e71a7e49a, bc0a673c-921d-436e-ab59-64d41009ea27",A2,Patient,9
