player,tournament id,Player_initial_last,player id,DK_Hole_FP,DK_Streak_Bonus_FP,FD_Hole_FP,FD_Streak_Bonus_FP,tournament name,season,final position,DK_Finish_FP,FD_Finish_FP,DK_Total_FP,FD_Total_FP,major,made_cut,course,date,Finish,Score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,place,Cluster
Patrick Reed,2728,P. Reed,5579,65.0,3,58.6,9.8,CIMB Classic,2017,51.0,0,0,68.0,68.4,0,1,"Kuala Lumpur - Kuala Lumpur, Malaysia",2016-10-23,,,,,,,,,51,0
Patrick Reed,3066,P. Reed,5579,68.0,3,63.2,26.0,U.S. Open,2017,13.0,6,5,77.0,94.2,1,1,"Erin Hills - Erin, WI",2017-06-18,,,,,,,,,13,0
Patrick Reed,3067,P. Reed,5579,62.0,0,58.9,5.8,Wells Fargo Championship,2017,12.0,6,5,68.0,69.7,0,1,"Eagle Point - Wilmington, NC",2017-05-07,T12,-5,1.08,0.69,0.94,-0.77,0.86,1.95,12,0
Patrick Reed,3068,P. Reed,5579,126.0,0,95.9,60.4,Quicken Loans National,2017,17.0,5,4,131.0,160.3,0,1,"TPC Potomac - Potomac, MD",2017-07-02,T17,-2,0.78,0.75,-0.04,0.38,1.09,1.87,17,0
Patrick Reed,3069,P. Reed,5579,76.0,3,69.2,15.7,Hero World Challenge,2017,10.0,7,6,86.0,90.9,0,1,"Albany - New Providence, Bahamas",2016-12-04,,,,,,,,,10,0
Patrick Reed,3735,P. Reed,5579,55.5,0,43.1,25.2,World Golf Championships-Mexico Championship,2017,61.0,0,0,55.5,68.3,0,1,"Chapultepec - Mexico City, Mexico",2017-03-05,T61,6,-0.36,-0.51,-1.34,0.76,-1.09,-1.45,61,0
Patrick Reed,3743,P. Reed,5579,34.0,3,31.5,10.2,CareerBuilder Challenge,2018,,0,0,37.0,41.7,0,0,"PGA West - La Quinta, CA",2018-01-21,,,,,,,,,-,0
Patrick Reed,3744,P. Reed,5579,75.5,0,73.4,23.8,Waste Management Phoenix Open,2018,17.0,5,4,80.5,101.2,0,1,"TPC Scottsdale - Scottsdale, AZ",2018-02-04,T17,-11,1.41,0.35,0.5,-0.25,0.61,2.01,17,0
Patrick Reed,3745,P. Reed,5579,49.5,3,43.3,15.2,AT&T Pebble Beach Pro-Am,2018,,0,0,52.5,58.5,0,0,"Pebble Beach - Pebble Beach, CA",2018-02-11,CUT,-2,-1.28,-1.31,-1.83,0.73,-2.41,-3.69,-,0
Patrick Reed,3746,P. Reed,5579,62.0,0,56.5,13.6,Farmers Insurance Open,2018,23.0,4,3,66.0,73.1,0,1,"Torrey Pines - La Jolla, CA",2018-01-30,T23,-3,0.2,1.03,0.95,-0.32,1.67,1.87,23,0
Patrick Reed,3749,P. Reed,5579,23.0,0,16.1,5.0,The Honda Classic,2018,,0,0,23.0,21.1,0,0,"PGA National - Palm Beach Gardens, FL",2018-02-25,CUT,6,1.07,0.74,-1.84,-0.07,-1.18,-0.11,-,0
Patrick Reed,3750,P. Reed,5579,84.0,0,74.2,41.2,Arnold Palmer Invitational Pres. by Mastercard,2018,7.0,10,10,94.0,125.4,0,1,"Bay Hill - Orlando, FL",2018-03-18,T7,-8,1.01,0.91,-0.14,0.22,0.98,1.99,7,0
Patrick Reed,3771,P. Reed,5579,78.0,3,72.3,31.0,Valspar Championship,2018,2.0,20,20,101.0,123.3,0,1,"Innisbrook - Palm Harbor, FL",2018-03-11,T2,-9,-0.26,0.57,2.11,0.54,3.22,2.96,2,0
Patrick Reed,3774,P. Reed,5579,56.5,6,44.4,15.5,World Golf Championships-HSBC Champions,2018,50.0,1,0,63.5,59.9,0,1,"Sheshan International - Shanghai, China",2017-10-29,,,,,,,,,50,0
Patrick Reed,3776,P. Reed,5579,28.5,3,25.7,15.2,OHL Classic at Mayakoba,2018,,0,0,31.5,40.9,0,0,"El Camaleon - Playa del Carmen, Mexico",2017-11-12,,,,,,,,,-,0
Patrick Reed,3789,P. Reed,5579,61.5,3,54.5,5.8,World Golf Championships-Mexico Championship,2018,37.0,2,1,66.5,61.3,0,1,"Chapultepec - Mexico City, Mexico",2018-03-04,T37,-1,-1.29,0.7,0.07,0.11,0.88,-0.4,37,0
Patrick Reed,3791,P. Reed,5579,80.5,0,74.8,16.0,Hero World Challenge,2018,5.0,14,14,94.5,104.8,0,1,"Albany - New Providence, Bahamas",2017-12-03,,,,,,,,,5,0
Patrick Reed,3802,P. Reed,5579,62.5,6,58.5,11.0,The CJ Cup @ Nine Bridges,2018,11.0,6,5,74.5,74.5,0,1,"Nine Bridges - Seoul, South Korea",2017-10-22,,,,,,,,,11,0
Patrick Reed,401025221,P. Reed,5579,95.0,9,89.7,33.0,Masters Tournament,2018,1.0,30,30,134.0,152.7,1,1,"Augusta National - Augusta, GA",2018-04-08,,,,,,,,,1,0
Patrick Reed,401025249,P. Reed,5579,67.5,0,62.3,11.4,Wells Fargo Championship,2018,8.0,9,8,76.5,81.7,0,1,"Quail Hollow - Charlotte, NC",2018-05-06,8,-6,1.14,0.56,1.04,-0.32,1.28,2.42,8,0
Patrick Reed,401025250,P. Reed,5579,70.0,3,63.6,10.9,The Players Championship,2018,41.0,1,0,74.0,74.5,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",2018-05-13,T41,-6,-0.13,0.07,0.68,0.16,0.9,0.78,41,0
Patrick Reed,401025253,P. Reed,5579,74.0,0,68.6,19.8,The Memorial Tournament pres. by Nationwide,2018,29.0,3,2,77.0,90.4,0,1,"Muirfield Village - Dublin, OH",2018-06-03,T29,-8,0.02,0.99,0.31,0.04,1.34,1.37,29,0
Patrick Reed,401025255,P. Reed,5579,56.0,6,47.6,31.0,U.S. Open,2018,4.0,16,16,78.0,94.6,1,1,"Shinnecock - Southampton, NY",2018-06-17,,,,,,,,,4,0
Patrick Reed,401025256,P. Reed,5579,34.5,0,29.8,0.6,Travelers Championship,2018,,0,0,34.5,30.4,0,0,"TPC River Highlands - Cromwell, CT",2018-06-24,CUT,-1,-0.48,0.2,0.62,0.05,0.86,0.39,-,0
Patrick Reed,401025259,P. Reed,5579,66.5,3,59.7,21.0,The Open,2018,28.0,3,2,72.5,82.7,1,1,"Carnoustie Golf Club, Carnoustie, Scotland",2018-07-22,,,,,,,,,28,0
Patrick Reed,401025261,P. Reed,5579,59.0,3,54.4,6.5,WGC-Bridgestone Invitational,2018,28.0,3,2,65.0,62.9,0,1,"Firestone - Akron, OH",2018-08-05,T28,-2,0.84,-0.38,-0.1,0.04,-0.44,0.4,28,0
Patrick Reed,401025263,P. Reed,5579,19.5,0,16.8,0.0,PGA Championship,2018,,0,0,19.5,16.8,1,0,"Bellrive - St. Louis, MO",2018-08-12,CUT,3,-1.76,0.09,-0.18,0.84,0.75,-1.01,-,0
Patrick Reed,401025265,P. Reed,5579,70.0,3,66.3,20.4,The Northern Trust,2018,25.0,4,3,77.0,89.7,0,1,"Ridgewood - Paramus, NJ",2018-08-26,T25,-7,-0.51,1.1,-0.24,0.79,1.66,1.14,25,0
Patrick Reed,401025266,P. Reed,5579,62.0,3,58.9,19.9,Dell Technologies Championship,2018,35.0,2,1,67.0,79.8,0,1,"TPC Boston - Norton, MA",2018-09-03,T35,-5,0.74,0.92,-0.81,-0.5,-0.39,0.35,35,0
Patrick Reed,401025268,P. Reed,5579,43.5,0,32.0,5.0,Tour Championship,2018,28.0,3,2,46.5,39.0,0,1,"East Lake - Atlanta, GA",2018-09-23,28,9,-0.07,0.78,-2.05,-1.29,-2.56,-2.63,28,0
Patrick Reed,401056502,P. Reed,5579,68.5,6,62.8,31.9,WGC-HSBC Champions,2019,7.0,10,10,84.5,104.7,0,1,"Sheshan International - Shanghai, China",2018-10-28,,,,,,,,,7,0
Patrick Reed,401056507,P. Reed,5579,66.5,0,58.5,34.2,Sentry Tournament of Champions,2019,25.0,4,3,70.5,95.7,0,1,"Plantation - Lahaina, HI",2019-01-06,T25,-2,-1.14,0.08,-1.06,0.54,-0.44,-1.58,25,0
Patrick Reed,401056512,P. Reed,5579,77.0,0,74.5,29.4,Farmers Insurance Open,2019,13.0,6,5,83.0,108.9,0,1,"Torrey Pines - La Jolla, CA",2019-02-27,T13,-11,2.49,0.83,-0.29,-0.59,-0.06,2.43,13,0
Patrick Reed,401056514,P. Reed,5579,70.0,3,66.3,16.6,AT&T Pebble Beach Pro-Am,2019,22.0,4,3,77.0,85.9,0,1,"Spyglass Hill - Pebble Beach, CA",2019-02-11,T22,-7,1.71,0.12,-0.05,-0.62,-0.54,1.16,22,0
Patrick Reed,401056516,P. Reed,5579,78.5,3,70.6,14.8,WGC-Mexico Championship,2019,14.0,6,5,87.5,90.4,0,1,"Chapultepec - Mexico City, Mexico",2019-02-24,T14,-7,1.11,0.53,-0.05,0.02,0.5,1.61,14,0
Patrick Reed,401056521,P. Reed,5579,58.5,0,50.0,23.6,Arnold Palmer Invitational Pres. by Mastercard,2019,50.0,1,0,59.5,73.6,0,1,"Bay Hill - Orlando, FL",2019-03-10,T50,1,-0.05,0.34,0.37,-0.59,0.13,0.07,50,0
Patrick Reed,401056522,P. Reed,5579,63.0,6,56.7,11.4,The Players Championship,2019,47.0,1,0,70.0,68.1,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",2019-03-17,T47,-3,-0.86,1.0,-0.26,0.35,1.09,0.23,47,0
Patrick Reed,401056523,P. Reed,5579,19.5,0,7.1,5.0,Valspar Championship,2019,,0,0,19.5,12.1,0,0,"Innisbrook - Palm Harbor, FL",2019-03-24,CUT,10,-0.22,-2.16,-0.82,-0.68,-3.66,-3.88,-,0
Patrick Reed,401056527,P. Reed,5579,64.5,3,57.9,10.8,Masters Tournament,2019,36.0,2,1,69.5,69.7,1,1,"Augusta National - Augusta, GA",2019-04-14,,,,,,,,,36,0
Patrick Reed,401056542,P. Reed,5579,53.5,0,47.2,10.6,Tour Championship,2019,9.0,8,7,61.5,64.8,0,1,"East Lake - Atlanta, GA",2019-08-25,T9,1,0.21,0.39,-0.69,-0.13,-0.43,-0.22,9,0
Patrick Reed,401056543,P. Reed,5579,78.5,0,74.2,38.8,BMW Championship,2019,19.0,5,4,83.5,117.0,0,1,"Medinah - Medinah, IL",2019-08-18,T19,-11,0.82,-0.32,0.4,-0.21,-0.14,0.68,19,0
Patrick Reed,401056544,P. Reed,5579,82.0,11,82.0,17.2,The Northern Trust,2019,1.0,30,30,123.0,129.2,0,1,"Liberty National - Jersey City, NJ",2019-08-11,1,-16,0.79,0.54,0.66,1.36,2.55,3.34,1,0
Patrick Reed,401056545,P. Reed,5579,77.5,3,76.4,21.6,Wyndham Championship,2019,22.0,4,3,84.5,101.0,0,1,"Sedgefield - Greensboro, NC",2019-08-04,T22,-13,1.54,-0.08,-0.59,0.52,-0.15,1.4,22,0
Patrick Reed,401056547,P. Reed,5579,59.5,0,56.3,15.2,The Open,2019,10.0,7,6,66.5,77.5,1,1,"Royal Portrush - Portrush, Northern Ireland",2019-07-21,,,,,,,,,10,0
Patrick Reed,401056549,P. Reed,5579,64.0,3,59.5,2.1,Travelers Championship,2019,30.0,3,2,70.0,63.6,0,1,"TPC River Highlands - Cromwell, CT",2019-06-23,T30,-5,0.58,0.64,0.22,-0.35,0.51,1.1,30,0
Patrick Reed,401056550,P. Reed,5579,61.5,3,57.0,8.3,Wells Fargo Championship,2019,28.0,3,2,67.5,67.3,0,1,"Quail Hollow - Charlotte, NC",2019-05-05,T28,-3,-0.24,0.54,0.98,0.05,1.58,1.34,28,0
Patrick Reed,401056551,P. Reed,5579,67.0,0,62.8,14.6,AT&T Byron Nelson,2019,63.0,0,0,67.0,77.4,0,1,"Trinity Forest - Dallas, TX",2019-05-12,T63,-6,-0.85,0.66,0.09,-0.09,0.66,-0.19,63,0
Patrick Reed,401056552,P. Reed,5579,17.0,0,11.8,0.0,PGA Championship,2019,,0,0,17.0,11.8,1,0,"Bethpage - Farmingdale, NY",2019-05-19,CUT,6,0.09,1.04,-2.2,0.43,-0.74,-0.65,-,0
Patrick Reed,401056556,P. Reed,5579,67.0,0,60.4,25.8,U.S. Open,2019,32.0,2,1,69.0,87.2,1,1,"Pebble Beach - Pebble Beach, CA",2019-06-16,T32,E,-0.69,1.05,0.32,0.54,1.91,1.22,32,0
Patrick Reed,401056557,P. Reed,5579,93.0,3,90.3,40.9,Rocket Mortgage Classic,2019,5.0,14,14,110.0,145.2,0,1,"Detroit Golf Club - Detroit, MI",2019-06-30,T5,-17,0.44,0.27,1.57,0.06,1.89,2.34,5,0
Patrick Reed,401056558,P. Reed,5579,83.5,8,80.8,39.6,3M Open,2019,23.0,4,3,95.5,123.4,0,1,"TPC Twin Cities - Blaine, MN",2019-07-07,T23,-13,-0.44,0.16,1.53,0.25,1.93,1.5,23,0
Patrick Reed,401056559,P. Reed,5579,63.5,0,59.9,8.6,WGC-FedEx St. Jude Classic,2019,12.0,6,5,69.5,73.5,0,1,"TPC Southwind, Memphis, TN",2019-07-28,T12,-6,-0.54,0.2,0.54,0.8,1.54,1.0,12,0
Patrick Reed,401077167,P. Reed,5579,77.0,0,72.0,15.4,Hero World Challenge,2019,11.0,6,5,83.0,92.4,0,1,"Albany - New Providence, Bahamas",2018-12-02,,,,,,,,,11,0
Patrick Reed,401148239,P. Reed,5579,71.0,0,66.5,4.6,The ZOZO Championship,2020,17.0,5,4,76.0,75.1,0,1,"Accordia Golf Narashino CC - Chiba, Japan",2019-10-27,,,,,,,,,17,0
Patrick Reed,401148241,P. Reed,5579,77.5,3,75.1,5.5,WGC-HSBC Champions,2020,8.0,9,8,89.5,88.6,0,1,"Sheshan International - Shanghai, China",2019-11-03,,,,,,,,,8,0
Patrick Reed,401148244,P. Reed,5579,89.5,9,87.4,23.0,Hero World Challenge,2020,3.0,18,18,116.5,128.4,0,1,"Albany - New Providence, Bahamas",2019-12-07,,,,,,,,,3,0
Patrick Reed,401155413,P. Reed,5579,86.0,12,83.3,23.3,Sentry Tournament of Champions,2020,2.0,20,20,118.0,126.6,0,1,"Plantation - Lahaina, HI",2020-01-05,T2,-14,2.33,0.7,-0.36,0.07,0.4,2.73,2,0
Patrick Reed,401155420,P. Reed,5579,80.5,3,74.9,40.0,Farmers Insurance Open,2020,6.0,12,12,95.5,126.9,0,1,"Torrey Pines - La Jolla, CA",2020-01-25,T6,-10,0.6,0.18,1.65,0.06,1.89,2.49,6,0
Patrick Reed,401155423,P. Reed,5579,63.0,3,53.4,35.0,The Genesis Invitational,2020,51.0,0,0,66.0,88.4,0,1,"Riviera - Pacific Palisades, CA",2020-02-15,T51,2,-0.1,-0.33,0.51,-0.34,-0.15,-0.26,51,0
Patrick Reed,401155424,P. Reed,5579,91.5,11,90.5,22.0,WGC-Mexico Championship,2020,1.0,30,30,132.5,142.5,0,1,"Chapultepec - Mexico City, Mexico",2020-02-22,1,-18,2.96,0.8,0.5,-0.25,1.05,4.0,1,0
Patrick Reed,401155427,P. Reed,5579,54.5,0,46.3,14.6,Arnold Palmer Invitational Pres. by Mastercard,2020,15.0,6,5,60.5,65.9,0,1,"Bay Hill - Orlando, FL",2020-03-07,T15,3,0.63,0.24,0.31,0.47,1.02,1.65,15,0
Patrick Reed,401155459,P. Reed,5579,86.0,20,82.0,23.0,Charles Schwab Challenge,2020,7.0,10,10,116.0,115.0,0,1,"Colonial - Ft. Worth, TX",2020-06-14,T7,-13,1.76,0.78,0.16,-0.02,0.92,2.69,7,0
Patrick Reed,401155460,P. Reed,5579,33.5,0,30.9,15.2,Rocket Mortgage Classic,2020,,0,0,33.5,46.1,0,0,"Detroit Golf Club - Detroit, MI",2020-07-05,CUT,-2,-0.69,0.01,-0.58,0.35,-0.22,-0.91,-,0
Patrick Reed,401155461,P. Reed,5579,63.5,3,52.7,21.0,The Memorial Tournament pres. by Nationwide,2020,10.0,7,6,73.5,79.7,0,1,"Muirfield Village - Dublin, OH",2020-07-19,T10,E,1.29,0.14,-0.18,0.94,0.9,2.18,10,0
Patrick Reed,401155466,P. Reed,5579,78.5,3,74.2,18.8,Travelers Championship,2020,24.0,4,3,85.5,96.0,0,1,"TPC River Highlands - Cromwell, CT",2020-06-28,T24,-11,0.18,-0.24,0.77,0.62,1.15,1.32,24,0
Patrick Reed,401219498,P. Reed,5579,30.5,0,26.3,16.2,RBC Heritage,2020,,0,0,30.5,42.5,0,0,"Harbour Town - Hilton Head, SC",2020-06-21,CUT,E,-0.47,0.88,-1.94,0.05,-1.02,-1.48,-,0
Patrick Reed,401223849,P. Reed,5579,68.0,0,60.8,33.6,Workday Charity Open,2020,39.0,2,1,70.0,95.4,0,1,"Muirfield Village - Dublin, OH",2020-07-12,T39,-4,-0.42,1.1,0.02,-0.08,1.05,0.63,39,0
Patrick Rodgers,2231,P. Rodgers,6825,88.5,3,76.8,15.1,Humana Chalenge,2015,56.0,0,0,91.5,91.9,0,1,"La Quinta CC - La Quinta, CA",2015-01-25,,,,,,,,,56,0
Patrick Rodgers,2237,P. Rodgers,6825,51.5,0,41.7,9.0,The Honda Classic,2015,44.0,1,0,52.5,50.7,0,1,"PGA National - Palm Beach Gardens, FL",2015-03-02,T44,5,0.37,0.16,0.49,-0.69,-0.04,0.33,44,0
Patrick Rodgers,2243,P. Rodgers,6825,73.0,3,68.4,33.8,Wyndham Championship,2015,38.0,2,1,78.0,103.2,0,1,"Sedgefield - Greensboro, NC",2015-08-23,T38,-8,-0.24,-0.08,0.02,1.1,1.04,0.8,38,0
Patrick Rodgers,2245,P. Rodgers,6825,50.0,3,41.3,20.8,AT&T Byron Nelson,2015,,0,0,53.0,62.1,0,0,"TPC Four Seasons Resort Las Colinas, Irving, TX",2015-05-31,CUT,1,-1.36,0.85,-3.02,2.06,-0.12,-1.48,-,0
Patrick Rodgers,2246,P. Rodgers,6825,26.5,0,22.6,5.6,Crowne Plaza Invitation,2015,74.0,0,0,26.5,28.2,0,0,"Colonial Country Club, Ft. Worth, TX",2015-05-24,,,,,,,,,74,0
Patrick Rodgers,2247,P. Rodgers,6825,71.5,6,62.6,31.2,The Memorial Tournament pres. by Nationwide,2015,40.0,2,1,79.5,94.8,0,1,"Muirfield Village - Dublin, OH",2015-06-07,T40,-2,0.64,-0.74,-0.19,0.69,-0.24,0.39,40,0
Patrick Rodgers,2250,P. Rodgers,6825,66.0,0,60.2,25.4,FedEx St. Jude Classic,2015,29.0,3,2,69.0,87.6,0,1,"TPC Southwind, Memphis, TN",2015-06-14,T29,-3,0.93,0.41,-0.49,0.71,0.63,1.56,29,0
Patrick Rodgers,2257,P. Rodgers,6825,28.0,0,21.3,5.6,RBC Canadian Open,2015,,0,0,28.0,26.9,0,0,"Glen Abbey - Oakville, Ontario, Canada",2015-07-26,CUT,4,-1.21,-0.52,-1.93,0.85,-1.61,-2.82,-,0
Patrick Rodgers,2258,P. Rodgers,6825,38.5,0,34.8,15.2,John Deere Classic,2015,,0,0,38.5,50.0,0,0,"TPC Deere Run - Silvis, IL",2015-07-12,CUT,-3,-0.23,0.9,-1.88,1.4,0.42,0.19,-,0
Patrick Rodgers,2260,P. Rodgers,6825,33.0,0,28.9,15.2,Shriners Hospital for Children Open,2015,,0,0,33.0,44.1,0,0,"TPC Summerlin - Las Vegas, NV",2014-10-19,CUT,-1,0.29,-1.63,0.21,0.69,-0.74,-0.45,-,0
Patrick Rodgers,2268,P. Rodgers,6825,84.0,3,76.6,20.6,Wells Fargo Championship,2015,2.0,20,20,107.0,117.2,0,1,"Quail Hollow - Charlotte, NC",2015-05-17,T2,-14,0.72,0.56,0.89,1.09,2.55,3.27,2,0
Patrick Rodgers,2270,P. Rodgers,6825,67.5,0,63.6,14.6,OHL Classic at Mayakoba,2015,37.0,2,1,69.5,79.2,0,1,"El Camaleon - Playa del Carmen, Mexico",2014-11-16,,,,,,,,,37,0
Patrick Rodgers,2271,P. Rodgers,6825,16.0,0,10.3,0.0,Frys.com Open,2015,,0,0,16.0,10.3,0,0,"Silverado - Napa, CA",2014-10-12,,,,,,,,,-,0
Patrick Rodgers,2272,P. Rodgers,6825,59.0,6,49.6,22.6,Quicken Loans National,2015,67.0,0,0,65.0,72.2,0,1,"Robert Trent Jones - Auburn, AL",2015-08-02,T67,2,-0.18,-0.39,-1.41,0.77,-1.03,-1.21,67,0
Patrick Rodgers,2274,P. Rodgers,6825,55.0,3,53.0,4.9,The Greenbrier Classic,2015,60.0,0,0,58.0,57.9,0,1,"Old White Course - White Sulphur Springs, WV",2015-07-05,,,,,,,,,60,0
Patrick Rodgers,2484,P. Rodgers,6825,68.0,0,63.2,10.8,Waste Management Phoenix Open,2016,17.0,5,4,73.0,78.0,0,1,"TPC Scottsdale - Scottsdale, AZ",2016-02-07,T17,-6,-0.32,0.08,0.52,1.2,1.8,1.48,17,0
Patrick Rodgers,2486,P. Rodgers,6825,31.0,0,22.1,5.6,Farmers Insurance Open,2016,,0,0,31.0,27.7,0,0,"Torrey Pines - La Jolla, CA",2016-02-01,CUT,3,1.34,1.07,-2.07,0.34,-0.66,0.68,-,0
Patrick Rodgers,2488,P. Rodgers,6825,26.0,3,20.8,15.2,Northern Trust Open,2016,,0,0,29.0,36.0,0,0,"Riviera - Pacific Palisades, CA",2016-02-21,CUT,5,0.05,-0.44,-0.69,-0.57,-1.7,-1.66,-,0
Patrick Rodgers,2489,P. Rodgers,6825,15.5,0,1.0,5.0,The Honda Classic,2016,,0,0,15.5,6.0,0,0,"PGA National - Palm Beach Gardens, FL",2016-02-28,CUT,17,0.44,0.56,-6.75,-0.76,-6.95,-6.51,-,0
Patrick Rodgers,2492,P. Rodgers,6825,21.5,0,17.4,10.0,The Players Championship,2016,,0,0,21.5,27.4,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",2016-05-15,CUT,3,-0.85,-0.24,-0.08,-1.26,-1.58,-2.44,-,0
Patrick Rodgers,2496,P. Rodgers,6825,27.5,0,24.1,4.6,Shell Houston Open,2016,,0,0,27.5,28.7,0,0,"Redstone Golf Club, Houston, TX",2016-04-03,CUT,E,-0.21,0.36,-0.94,0.57,0.0,-0.22,-,0
Patrick Rodgers,2497,P. Rodgers,6825,70.0,0,65.0,20.8,AT&T Byron Nelson,2016,46.0,1,0,71.0,85.8,0,1,"TPC Four Seasons Resort Las Colinas, Irving, TX",2016-05-22,T46,-6,-0.84,0.03,0.24,1.19,1.47,0.63,46,0
Patrick Rodgers,2499,P. Rodgers,6825,33.0,0,28.9,19.6,The Memorial Tournament pres. by Nationwide,2016,,0,0,33.0,48.5,0,0,"Muirfield Village - Dublin, OH",2016-06-05,CUT,-1,-0.18,0.56,-1.79,0.71,-0.53,-0.7,-,0
Patrick Rodgers,2500,P. Rodgers,6825,18.0,0,10.9,10.6,The Barclays,2016,,0,0,18.0,21.5,0,0,"Bethpage - Farmingdale, NY",2016-08-28,,,,,,,,,-,0
Patrick Rodgers,2501,P. Rodgers,6825,45.5,3,35.2,15.8,U.S. Open,2016,46.0,1,0,49.5,51.0,1,1,"Oakmont - Oakmont, PA",2016-06-19,,,,,,,,,46,0
Patrick Rodgers,2503,P. Rodgers,6825,76.5,8,74.9,34.4,Travelers Championship,2016,3.0,18,18,102.5,127.3,0,1,"TPC River Highlands - Cromwell, CT",2016-08-07,T3,-12,1.24,0.58,0.01,0.56,1.16,2.4,3,0
Patrick Rodgers,2509,P. Rodgers,6825,68.0,0,62.0,19.2,RBC Canadian Open,2016,32.0,2,1,70.0,82.2,0,1,"Glen Abbey - Oakville, Ontario, Canada",2016-07-24,T32,-4,-0.49,0.4,1.07,0.2,1.66,1.17,32,0
Patrick Rodgers,2510,P. Rodgers,6825,76.5,3,72.5,9.8,John Deere Classic,2016,27.0,3,2,82.5,84.3,0,1,"TPC Deere Run - Silvis, IL",2016-08-14,T27,-10,1.31,-0.08,-0.52,0.52,-0.07,1.24,27,0
Patrick Rodgers,2511,P. Rodgers,6825,85.0,3,79.3,17.2,Shriners Hospital for Children Open,2016,13.0,6,5,94.0,101.5,0,1,"TPC Summerlin - Las Vegas, NV",2015-10-25,T13,-11,0.48,0.54,0.48,0.32,1.35,1.83,13,0
Patrick Rodgers,2512,P. Rodgers,6825,17.5,0,11.3,5.0,Valero Texas Open,2016,,0,0,17.5,16.3,0,0,"TPC San Antonio - San Antonio, TX",2016-04-24,CUT,6,-1.06,0.35,-1.04,-0.79,-1.48,-2.55,-,0
Patrick Rodgers,2514,P. Rodgers,6825,17.5,0,11.3,5.0,Valspar Championship,2016,,0,0,17.5,16.3,0,0,"Innisbrook - Palm Harbor, FL",2016-03-13,CUT,6,-1.3,-0.19,0.07,0.35,0.23,-1.06,-,0
Patrick Rodgers,2520,P. Rodgers,6825,28.5,3,19.6,6.2,Wells Fargo Championship,2016,,0,0,31.5,25.8,0,0,"Quail Hollow - Charlotte, NC",2016-05-08,CUT,3,0.53,-1.79,0.0,0.67,-1.13,-0.6,-,0
Patrick Rodgers,2521,P. Rodgers,6825,64.5,0,57.8,10.2,Deutsche Bank Championship,2016,46.0,1,0,65.5,68.0,0,1,"TPC Boston - Norton, MA",2016-09-05,,,,,,,,,46,0
Patrick Rodgers,2522,P. Rodgers,6825,80.0,0,75.3,14.8,OHL Classic at Mayakoba,2016,10.0,7,6,87.0,96.1,0,1,"El Camaleon - Playa del Carmen, Mexico",2015-11-16,,,,,,,,,10,0
Patrick Rodgers,2524,P. Rodgers,6825,59.5,0,53.9,25.8,Quicken Loans National,2016,44.0,1,0,60.5,79.7,0,1,"Congressional - Bethesda, MD",2016-06-26,T44,-1,0.59,0.07,0.21,-0.68,-0.4,0.18,44,0
Patrick Rodgers,2525,P. Rodgers,6825,73.0,0,65.8,24.6,Puerto Rico Open,2016,21.0,4,3,77.0,93.4,0,1,"Coco Beach - Rio Grande, Puero Rico",2016-03-27,,,,,,,,,21,0
Patrick Rodgers,2528,P. Rodgers,6825,60.0,0,58.2,6.8,The RSM Classic,2016,44.0,1,0,61.0,65.0,0,1,"Sea Island - Sea Island, GA",2015-11-22,T44,-6,0.33,0.55,0.11,0.25,0.91,1.23,44,0
Patrick Rodgers,2529,P. Rodgers,6825,27.5,0,20.4,0.0,Barbasol Championship,2016,,0,0,27.5,20.4,0,0,"Robert Trent Jones - Auburn, AL",2016-07-17,CUT,3,-2.44,-0.51,0.18,0.14,-0.18,-2.63,-,0
Patrick Rodgers,2691,P. Rodgers,6825,17.5,0,13.8,0.0,Waste Management Phoenix Open,2017,,0,0,17.5,13.8,0,0,"TPC Scottsdale - Scottsdale, AZ",2017-02-05,CUT,5,-0.92,0.58,-2.72,0.09,-2.05,-2.97,-,0
Patrick Rodgers,2693,P. Rodgers,6825,75.0,3,71.5,30.1,Farmers Insurance Open,2017,4.0,16,16,94.0,117.6,0,1,"Torrey Pines - La Jolla, CA",2017-01-29,T4,-9,0.15,0.84,0.36,0.78,1.98,2.13,4,0
Patrick Rodgers,2695,P. Rodgers,6825,66.0,0,62.6,14.2,Genesis Open,2017,22.0,4,3,70.0,79.8,0,1,"Riviera - Pacific Palisades, CA",2017-02-19,T22,-6,0.53,-0.29,0.45,0.69,0.85,1.37,22,0
Patrick Rodgers,2696,P. Rodgers,6825,17.5,0,11.4,0.6,The Honda Classic,2017,,0,0,17.5,12.0,0,0,"PGA National - Palm Beach Gardens, FL",2017-02-26,CUT,8,-1.82,-1.04,-0.05,-0.61,-1.7,-3.53,-,0
Patrick Rodgers,2697,P. Rodgers,6825,11.5,0,2.3,15.0,Arnold Palmer Invitational Pres. by Mastercard,2017,,0,0,11.5,17.3,0,0,"Bay Hill - Orlando, FL",2017-03-19,CUT,13,-1.37,-1.31,-2.21,-0.46,-3.99,-5.36,-,0
