player,tournament id,Player_initial_last,player id,DK_Hole_FP,DK_Streak_Bonus_FP,FD_Hole_FP,FD_Streak_Bonus_FP,tournament name,season,final position,DK_Finish_FP,FD_Finish_FP,DK_Total_FP,FD_Total_FP,major,made_cut,course,date,Finish,Score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,place,Cluster
Andres Gonzales,2231,A. Gonzales,1748,64.0,0,47.9,15.2,Humana Chalenge,2015,,0,0,64.0,63.1,0,0,"La Quinta CC - La Quinta, CA",2015-01-25,,,,,,,,,-,0
Andres Gonzales,2233,A. Gonzales,1748,78.0,12,78.3,11.6,AT&T Pebble Beach Pro-Am,2015,10.0,7,6,97.0,95.9,0,1,"Pebble Beach - Pebble Beach, CA",2015-02-15,T10,-15,-0.58,-0.45,1.89,-0.37,1.07,0.49,10,0
Andres Gonzales,2234,A. Gonzales,1748,69.0,0,55.9,19.8,Farmers Insurance Open,2015,27.0,3,2,72.0,77.7,0,1,"Torrey Pines - La Jolla, CA",2015-02-08,T27,-2,0.43,0.45,0.39,-0.08,0.75,1.18,27,0
Andres Gonzales,2236,A. Gonzales,1748,22.5,0,16.6,5.6,Northern Trust Open,2015,,0,0,22.5,22.2,0,0,"Riviera - Pacific Palisades, CA",2015-02-22,CUT,9,-1.4,0.35,-1.97,-0.52,-2.14,-3.54,-,0
Andres Gonzales,2237,A. Gonzales,1748,52.0,0,37.6,11.2,The Honda Classic,2015,63.0,0,0,52.0,48.8,0,1,"PGA National - Palm Beach Gardens, FL",2015-03-02,T63,9,-1.19,-0.11,1.05,-0.4,0.53,-0.67,63,0
Andres Gonzales,2238,A. Gonzales,1748,31.0,0,28.3,6.2,Arnold Palmer Invitational Pres. by Mastercard,2015,,0,0,31.0,34.5,0,0,"Bay Hill - Orlando, FL",2015-03-22,CUT,-1,0.29,-0.35,-0.95,0.72,-0.59,-0.3,-,0
Andres Gonzales,2242,A. Gonzales,1748,62.0,0,54.1,14.2,RBC Heritage,2015,60.0,0,0,62.0,68.3,0,1,"Harbour Town - Hilton Head, SC",2015-04-19,T60,-1,0.62,0.69,-1.79,0.09,-1.01,-0.39,60,0
Andres Gonzales,2243,A. Gonzales,1748,32.0,0,27.3,9.6,Wyndham Championship,2015,,0,0,32.0,36.9,0,0,"Sedgefield - Greensboro, NC",2015-08-23,CUT,E,1.53,-0.42,-0.07,-2.08,-2.57,-1.04,-,0
Andres Gonzales,2245,A. Gonzales,1748,37.0,0,29.0,35.4,AT&T Byron Nelson,2015,,0,0,37.0,64.4,0,0,"TPC Four Seasons Resort Las Colinas, Irving, TX",2015-05-31,CUT,5,4.36,0.21,-1.48,-2.58,-3.84,0.52,-,0
Andres Gonzales,2246,A. Gonzales,1748,57.5,0,45.9,11.8,Crowne Plaza Invitation,2015,71.0,0,0,57.5,57.7,0,1,"Colonial Country Club, Ft. Worth, TX",2015-05-24,,,,,,,,,71,0
Andres Gonzales,2247,A. Gonzales,1748,35.0,0,28.3,24.0,The Memorial Tournament pres. by Nationwide,2015,,0,0,35.0,52.3,0,0,"Muirfield Village - Dublin, OH",2015-06-07,CUT,1,2.01,0.28,-3.84,0.33,-3.23,-1.22,-,0
Andres Gonzales,2248,A. Gonzales,1748,16.0,0,7.8,5.0,The Barclays,2015,,0,0,16.0,12.8,0,0,"Plainfield CC - Edison, NJ",2015-08-30,,,,,,,,,-,0
Andres Gonzales,2254,A. Gonzales,1748,63.5,3,57.7,32.0,Sanderson Farms Championship,2015,51.0,0,0,66.5,89.7,0,1,"Country Club of Jackson - Jackson, MS",2014-11-09,T51,-2,-0.16,0.13,0.18,-0.19,0.12,-0.04,51,0
Andres Gonzales,2257,A. Gonzales,1748,79.5,3,73.4,25.0,RBC Canadian Open,2015,22.0,4,3,86.5,101.4,0,1,"Glen Abbey - Oakville, Ontario, Canada",2015-07-26,T22,-9,-0.27,-0.03,1.04,0.73,1.75,1.47,22,0
Andres Gonzales,2258,A. Gonzales,1748,25.5,0,23.5,0.6,John Deere Classic,2015,,0,0,25.5,24.1,0,0,"TPC Deere Run - Silvis, IL",2015-07-12,CUT,E,0.92,0.25,-2.09,-0.39,-2.23,-1.31,-,0
Andres Gonzales,2260,A. Gonzales,1748,74.0,3,68.6,17.0,Shriners Hospital for Children Open,2015,49.0,1,0,78.0,85.6,0,1,"TPC Summerlin - Las Vegas, NV",2014-10-19,T49,-7,1.23,-0.19,-0.32,-0.47,-0.98,0.25,49,0
Andres Gonzales,2261,A. Gonzales,1748,16.0,0,7.9,10.0,Valero Texas Open,2015,,0,0,16.0,17.9,0,0,"TPC San Antonio - San Antonio, TX",2015-03-29,CUT,9,0.56,-0.29,-0.68,-1.06,-2.03,-1.47,-,0
Andres Gonzales,2263,A. Gonzales,1748,40.0,0,30.3,6.2,Valspar Championship,2015,69.0,0,0,40.0,36.5,0,1,"Innisbrook - Palm Harbor, FL",2015-03-15,T69,9,-0.99,0.21,-0.11,-0.61,-0.52,-1.51,69,0
Andres Gonzales,2268,A. Gonzales,1748,64.5,3,51.9,45.4,Wells Fargo Championship,2015,58.0,0,0,67.5,97.3,0,1,"Quail Hollow - Charlotte, NC",2015-05-17,T58,-1,0.71,1.17,-0.79,-1.06,-0.69,0.02,58,0
Andres Gonzales,2270,A. Gonzales,1748,79.5,14,79.4,17.5,OHL Classic at Mayakoba,2015,3.0,18,18,111.5,114.9,0,1,"El Camaleon - Playa del Carmen, Mexico",2014-11-16,,,,,,,,,3,0
Andres Gonzales,2271,A. Gonzales,1748,77.0,0,68.3,25.0,Frys.com Open,2015,26.0,3,2,80.0,95.3,0,1,"Silverado - Napa, CA",2014-10-12,,,,,,,,,26,0
Andres Gonzales,2272,A. Gonzales,1748,21.0,0,17.9,10.0,Quicken Loans National,2015,,0,0,21.0,27.9,0,0,"Robert Trent Jones - Auburn, AL",2015-08-02,CUT,3,-0.13,-0.18,-1.94,-0.43,-2.55,-2.69,-,0
Andres Gonzales,2274,A. Gonzales,1748,60.5,3,57.7,1.5,The Greenbrier Classic,2015,37.0,2,1,65.5,60.2,0,1,"Old White Course - White Sulphur Springs, WV",2015-07-05,,,,,,,,,37,0
Andres Gonzales,2276,A. Gonzales,1748,29.0,0,25.2,14.0,The McGladrey Classic,2015,73.0,0,0,29.0,39.2,0,0,"Sea Island - Sea Island, GA",2014-10-26,,,,,,,,,73,0
Andres Gonzales,2277,A. Gonzales,1748,73.5,0,65.3,20.2,Barbasol Championship,2015,48.0,1,0,74.5,85.5,0,1,"RTJ Trail - Auburn, AL",2015-07-19,T48,-5,0.35,0.37,-0.11,-0.31,-0.05,0.3,48,0
Andres Gonzales,2483,A. Gonzales,1748,43.0,3,39.2,14.8,CareerBuilder Challenge,2016,,0,0,46.0,54.0,0,0,"PGA West - La Quinta, CA",2016-01-24,,,,,,,,,-,0
Andres Gonzales,2484,A. Gonzales,1748,14.5,0,6.9,10.6,Waste Management Phoenix Open,2016,,0,0,14.5,17.5,0,0,"TPC Scottsdale - Scottsdale, AZ",2016-02-07,CUT,10,-1.63,-1.64,-0.78,-0.79,-3.21,-4.84,-,0
Andres Gonzales,2485,A. Gonzales,1748,33.5,3,26.1,10.3,AT&T Pebble Beach Pro-Am,2016,,0,0,36.5,36.4,0,0,"Pebble Beach - Pebble Beach, CA",2016-02-14,CUT,4,4.27,-0.63,-5.34,-1.4,-7.37,-3.1,-,0
Andres Gonzales,2486,A. Gonzales,1748,31.0,0,24.6,15.6,Farmers Insurance Open,2016,,0,0,31.0,40.2,0,0,"Torrey Pines - La Jolla, CA",2016-02-01,CUT,3,-1.53,-0.33,-0.08,-0.69,-1.11,-2.64,-,0
Andres Gonzales,2488,A. Gonzales,1748,26.0,0,20.6,5.0,Northern Trust Open,2016,,0,0,26.0,25.6,0,0,"Riviera - Pacific Palisades, CA",2016-02-21,,,,,,,,,-,0
Andres Gonzales,2492,A. Gonzales,1748,32.5,0,26.9,9.6,The Players Championship,2016,,0,0,32.5,36.5,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",2016-05-15,CUT,1,0.45,-1.11,0.16,-0.94,-1.89,-1.44,-,0
Andres Gonzales,2494,A. Gonzales,1748,26.5,0,22.6,10.0,RBC Heritage,2016,76.0,0,0,26.5,32.6,0,0,"Harbour Town - Hilton Head, SC",2016-04-17,T76,8,-0.58,0.98,-0.44,-1.17,-0.64,-1.22,76,0
Andres Gonzales,2495,A. Gonzales,1748,72.0,3,66.9,31.6,Wyndham Championship,2016,46.0,1,0,76.0,98.5,0,1,"Sedgefield - Greensboro, NC",2016-08-21,T46,-7,0.52,-0.06,-0.03,0.08,0.0,0.52,46,0
Andres Gonzales,2496,A. Gonzales,1748,54.5,0,46.2,15.2,Shell Houston Open,2016,64.0,0,0,54.5,61.4,0,1,"Redstone Golf Club, Houston, TX",2016-04-03,T64,1,0.53,0.37,-0.25,-0.96,-0.84,-0.31,64,0
Andres Gonzales,2497,A. Gonzales,1748,70.0,3,66.2,14.9,AT&T Byron Nelson,2016,34.0,2,1,75.0,82.1,0,1,"TPC Four Seasons Resort Las Colinas, Irving, TX",2016-05-22,T34,-8,0.34,0.34,0.47,-0.02,0.79,1.13,34,0
Andres Gonzales,2501,A. Gonzales,1748,16.0,0,5.4,0.0,U.S. Open,2016,,0,0,16.0,5.4,1,0,"Oakmont - Oakmont, PA",2016-06-19,,,,,,,,,-,0
Andres Gonzales,2502,A. Gonzales,1748,21.0,0,10.6,10.6,FedEx St. Jude Classic,2016,,0,0,21.0,21.2,0,0,"TPC Southwind, Memphis, TN",2016-06-12,CUT,8,-1.15,-2.06,-0.56,0.87,-1.75,-2.9,-,0
Andres Gonzales,2503,A. Gonzales,1748,73.5,3,69.1,15.4,Travelers Championship,2016,17.0,5,4,81.5,88.5,0,1,"TPC River Highlands - Cromwell, CT",2016-08-07,T17,-8,0.59,0.21,-0.14,0.73,0.8,1.4,17,0
Andres Gonzales,2509,A. Gonzales,1748,20.5,0,16.0,5.0,RBC Canadian Open,2016,,0,0,20.5,21.0,0,0,"Glen Abbey - Oakville, Ontario, Canada",2016-07-24,CUT,5,-0.29,-0.08,-0.02,-0.77,-0.88,-1.17,-,0
Andres Gonzales,2510,A. Gonzales,1748,64.0,3,57.1,11.4,John Deere Classic,2016,64.0,0,0,67.0,68.5,0,1,"TPC Deere Run - Silvis, IL",2016-08-14,T64,-3,1.12,-0.46,-0.95,-0.21,-1.63,-0.51,64,0
Andres Gonzales,2511,A. Gonzales,1748,26.0,0,21.8,0.6,Shriners Hospital for Children Open,2016,,0,0,26.0,22.4,0,0,"TPC Summerlin - Las Vegas, NV",2015-10-25,CUT,2,-1.47,0.86,-0.32,-1.05,-0.5,-1.97,-,0
Andres Gonzales,2512,A. Gonzales,1748,26.5,0,22.6,10.0,Valero Texas Open,2016,,0,0,26.5,32.6,0,0,"TPC San Antonio - San Antonio, TX",2016-04-24,CUT,1,0.0,-0.23,0.41,-0.23,-0.04,-0.05,-,0
Andres Gonzales,2514,A. Gonzales,1748,8.0,0,-6.7,5.0,Valspar Championship,2016,,0,0,8.0,-1.7,0,0,"Innisbrook - Palm Harbor, FL",2016-03-13,CUT,17,-2.27,-0.73,-2.22,-1.35,-4.29,-6.56,-,0
Andres Gonzales,2520,A. Gonzales,1748,16.5,0,12.3,0.0,Wells Fargo Championship,2016,,0,0,16.5,12.3,0,0,"Quail Hollow - Charlotte, NC",2016-05-08,CUT,4,0.65,0.14,-1.1,-0.78,-1.74,-1.1,-,0
Andres Gonzales,2522,A. Gonzales,1748,66.0,3,57.9,40.4,OHL Classic at Mayakoba,2016,72.0,0,0,69.0,98.3,0,1,"El Camaleon - Playa del Carmen, Mexico",2015-11-16,,,,,,,,,72,0
Andres Gonzales,2524,A. Gonzales,1748,66.5,3,62.1,12.0,Quicken Loans National,2016,12.0,6,5,75.5,79.1,0,1,"Congressional - Bethesda, MD",2016-06-26,T12,-6,-1.18,0.2,2.09,0.32,2.62,1.43,12,0
Andres Gonzales,2525,A. Gonzales,1748,24.5,0,17.2,5.6,Puerto Rico Open,2016,,0,0,24.5,22.8,0,0,"Coco Beach - Rio Grande, Puero Rico",2016-03-27,,,,,,,,,-,0
Andres Gonzales,2528,A. Gonzales,1748,66.0,0,60.2,26.0,The RSM Classic,2016,68.0,0,0,66.0,86.2,0,1,"Sea Island - Sea Island, GA",2015-11-22,T68,-2,1.1,-1.05,-0.62,-0.22,-1.89,-0.78,68,0
Andres Gonzales,2529,A. Gonzales,1748,87.5,14,84.2,20.4,Barbasol Championship,2016,4.0,16,16,117.5,120.6,0,1,"Robert Trent Jones - Auburn, AL",2016-07-17,T4,-15,-0.76,0.39,1.95,0.52,2.86,2.1,4,0
Andres Gonzales,2690,A. Gonzales,1748,47.5,3,47.3,20.7,CareerBuilder Challenge,2017,41.0,1,0,51.5,68.0,0,0,"PGA West - La Quinta, CA",2017-01-22,,,,,,,,,41,0
Andres Gonzales,2692,A. Gonzales,1748,62.0,3,58.9,11.5,AT&T Pebble Beach Pro-Am,2017,33.0,2,1,67.0,71.4,0,1,"Pebble Beach - Pebble Beach, CA",2017-02-12,T33,-5,0.96,0.46,-0.37,-0.31,-0.22,0.74,33,0
Andres Gonzales,2693,A. Gonzales,1748,18.0,0,8.5,10.6,Farmers Insurance Open,2017,,0,0,18.0,19.1,0,0,"Torrey Pines - La Jolla, CA",2017-01-29,CUT,9,-1.88,-0.63,-0.54,-1.33,-2.5,-4.38,-,0
Andres Gonzales,2696,A. Gonzales,1748,22.5,0,16.6,5.0,The Honda Classic,2017,,0,0,22.5,21.6,0,0,"PGA National - Palm Beach Gardens, FL",2017-02-26,CUT,5,-0.55,-1.32,-0.47,0.31,-1.48,-2.03,-,0
Andres Gonzales,2702,A. Gonzales,1748,66.0,0,62.5,14.2,Wyndham Championship,2017,42.0,1,0,67.0,76.7,0,1,"Sedgefield - Greensboro, NC",2017-08-20,T42,-7,0.5,0.0,-0.74,0.83,0.09,0.59,42,0
Andres Gonzales,2703,A. Gonzales,1748,68.5,6,62.8,18.4,Shell Houston Open,2017,23.0,4,3,78.5,84.2,0,1,"Redstone Golf Club, Houston, TX",2017-04-02,T23,-5,1.72,-0.17,-0.02,-0.36,-0.55,1.17,23,0
Andres Gonzales,2704,A. Gonzales,1748,19.5,0,14.4,5.0,AT&T Byron Nelson,2017,,0,0,19.5,19.4,0,0,"TPC Four Seasons Resort Las Colinas, Irving, TX",2017-05-21,CUT,7,-1.78,-1.71,-0.33,1.5,-0.54,-2.32,-,0
Andres Gonzales,2707,A. Gonzales,1748,57.5,0,50.8,15.2,FedEx St. Jude Classic,2017,37.0,2,1,59.5,67.0,0,1,"TPC Southwind, Memphis, TN",2017-06-11,T37,-1,0.61,0.57,-0.42,0.14,0.28,0.89,37,0
Andres Gonzales,2708,A. Gonzales,1748,26.0,0,23.1,5.0,Travelers Championship,2017,,0,0,26.0,28.1,0,0,"TPC River Highlands - Cromwell, CT",2017-06-25,CUT,1,-1.79,0.64,0.66,0.42,1.72,-0.06,-,0
Andres Gonzales,2711,A. Gonzales,1748,64.0,6,59.5,11.1,Sanderson Farms Championship,2017,42.0,1,0,71.0,70.6,0,1,"Country Club of Jackson - Jackson, MS",2016-10-30,T42,-5,-0.72,-0.22,0.86,0.43,1.06,0.34,42,0
Andres Gonzales,2714,A. Gonzales,1748,101.0,3,92.6,29.4,RBC Canadian Open,2017,10.0,7,6,111.0,128.0,0,1,"Glen Abbey - Oakville, Ontario, Canada",2017-07-30,T10,-16,0.41,0.38,1.92,-0.4,1.9,2.31,10,0
Andres Gonzales,2715,A. Gonzales,1748,25.0,0,21.6,0.6,John Deere Classic,2017,,0,0,25.0,22.2,0,0,"TPC Deere Run - Silvis, IL",2017-07-16,CUT,2,-2.27,0.27,-0.25,0.49,0.51,-1.76,-,0
Andres Gonzales,2716,A. Gonzales,1748,33.0,3,28.9,5.8,Shriners Hospital for Children Open,2017,,0,0,36.0,34.7,0,0,"TPC Summerlin - Las Vegas, NV",2016-11-06,CUT,E,1.58,0.18,-0.1,-2.94,-2.86,-1.28,-,0
Andres Gonzales,2717,A. Gonzales,1748,53.5,0,45.9,9.0,Valero Texas Open,2017,40.0,2,1,55.5,55.9,0,1,"TPC San Antonio - San Antonio, TX",2017-04-23,T40,2,-0.43,0.61,-0.36,0.76,1.01,0.58,40,0
Andres Gonzales,2724,A. Gonzales,1748,30.0,6,26.7,10.5,OHL Classic at Mayakoba,2017,,0,0,36.0,37.2,0,0,"El Camaleon - Playa del Carmen, Mexico",2016-11-13,,,,,,,,,-,0
Andres Gonzales,2725,A. Gonzales,1748,69.5,3,66.7,6.4,Safeway Open,2017,35.0,2,1,74.5,74.1,0,1,"Silverado - Napa, CA",2016-10-13,T35,-8,0.46,-0.22,0.94,-0.5,0.23,0.69,35,0
Andres Gonzales,2726,A. Gonzales,1748,76.5,6,73.6,11.3,Puerto Rico Open,2017,32.0,2,1,84.5,85.9,0,1,"Coco Beach - Rio Grande, Puero Rico",2016-03-16,,,,,,,,,32,0
Andres Gonzales,2729,A. Gonzales,1748,68.0,3,61.9,25.1,The RSM Classic,2017,57.0,0,0,71.0,87.0,0,1,"Sea Island - Sea Island, GA",2016-11-20,T57,-5,0.54,0.62,-0.49,0.17,0.31,0.85,57,0
Andres Gonzales,2730,A. Gonzales,1748,38.5,0,32.3,15.2,Barbasol Championship,2017,73.0,0,0,38.5,47.5,0,0,"Robert Trent Jones - Auburn, AL",2017-07-23,T73,-2,-0.6,1.09,-1.28,-0.11,-0.3,-0.9,73,0
Andres Gonzales,3067,A. Gonzales,1748,23.5,0,18.1,14.0,Wells Fargo Championship,2017,,0,0,23.5,32.1,0,0,"Eagle Point - Wilmington, NC",2017-05-07,CUT,5,0.42,0.78,-1.04,-1.57,-1.83,-1.41,-,0
Andres Gonzales,3768,A. Gonzales,1748,23.0,0,18.6,10.0,Shriners Hospital for Children Open,2018,,0,0,23.0,28.6,0,0,"TPC Summerlin - Las Vegas, NV",2017-11-05,CUT,4,-2.05,0.97,0.11,-0.3,0.78,-1.27,-,0
Andres Gonzales,401056252,A. Gonzales,1748,27.5,3,26.5,5.3,Safeway Open,2019,,0,0,30.5,31.8,0,0,"Silverado - Napa, CA",2018-10-07,CUT,-2,-0.04,0.33,-1.41,0.64,-0.45,-0.48,-,0
Andres Gonzales,401148235,A. Gonzales,1748,27.0,3,22.1,10.3,Safeway Open,2020,,0,0,30.0,32.4,0,0,"Silverado - Napa, CA",2019-09-29,CUT,1,-0.86,-0.89,1.08,-0.39,-0.21,-1.07,-,0
Andres Romero,2232,A. Romero,1712,22.0,0,19.4,0.6,Waste Management Phoenix Open,2015,,0,0,22.0,20.0,0,0,"TPC Scottsdale - Scottsdale, AZ",2015-02-01,CUT,2,0.53,-0.83,-0.15,-0.19,-1.17,-0.64,-,0
Andres Romero,2234,A. Romero,1712,56.0,0,38.5,16.2,Farmers Insurance Open,2015,67.0,0,0,56.0,54.7,0,1,"Torrey Pines - La Jolla, CA",2015-02-08,T67,6,-0.5,0.31,-0.68,-0.67,-1.03,-1.53,67,0
Andres Romero,2236,A. Romero,1712,20.0,0,11.6,10.6,Northern Trust Open,2015,,0,0,20.0,22.2,0,0,"Riviera - Pacific Palisades, CA",2015-02-22,,,,,,,,,-,0
Andres Romero,2237,A. Romero,1712,18.5,0,10.5,0.6,The Honda Classic,2015,,0,0,18.5,11.1,0,0,"PGA National - Palm Beach Gardens, FL",2015-03-02,CUT,9,-0.32,-1.56,-1.18,0.9,-1.84,-2.16,-,0
Andres Romero,2240,A. Romero,1712,26.5,0,20.2,20.0,The Players Championship,2015,,0,0,26.5,40.2,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",2015-05-10,CUT,4,0.13,-0.87,-1.07,0.08,-1.85,-1.73,-,0
Andres Romero,2242,A. Romero,1712,29.5,0,24.8,10.2,RBC Heritage,2015,,0,0,29.5,35.0,0,0,"Harbour Town - Hilton Head, SC",2015-04-19,CUT,1,-0.91,-0.29,0.19,0.36,0.26,-0.65,-,0
Andres Romero,2244,A. Romero,1712,14.0,0,4.8,5.0,Shell Houston Open,2015,,0,0,14.0,9.8,0,0,"Golf Club of Houston - Houston, TX",2015-04-05,CUT,10,-1.59,0.01,-2.62,-2.27,-4.88,-6.47,-,0
Andres Romero,2245,A. Romero,1712,44.5,3,36.7,30.4,AT&T Byron Nelson,2015,,0,0,47.5,67.1,0,0,"TPC Four Seasons Resort Las Colinas, Irving, TX",2015-05-31,CUT,1,1.59,0.37,-0.96,0.52,-0.07,1.52,-,0
Andres Romero,2249,A. Romero,1712,57.0,0,49.0,29.8,U.S. Open,2015,14.0,6,5,63.0,83.8,1,1,"Chambers Bay - University Place, WA",2015-06-21,,,,,,,,,14,0
Andres Romero,2250,A. Romero,1712,22.5,0,18.9,5.0,FedEx St. Jude Classic,2015,,0,0,22.5,23.9,0,0,"TPC Southwind, Memphis, TN",2015-06-14,CUT,2,-0.91,0.05,0.39,0.63,1.07,0.17,-,0
Andres Romero,2257,A. Romero,1712,76.5,0,69.9,13.6,RBC Canadian Open,2015,34.0,2,1,78.5,84.5,0,1,"Glen Abbey - Oakville, Ontario, Canada",2015-07-26,T34,-8,0.58,-0.35,1.1,-0.11,0.64,1.22,34,0
Andres Romero,2260,A. Romero,1712,36.0,5,29.7,14.6,Shriners Hospital for Children Open,2015,,0,0,41.0,44.3,0,0,"TPC Summerlin - Las Vegas, NV",2014-10-19,CUT,-1,0.03,1.26,-1.61,-0.14,-0.48,-0.45,-,0
Andres Romero,2261,A. Romero,1712,37.0,0,25.8,15.6,Valero Texas Open,2015,66.0,0,0,37.0,41.4,0,1,"TPC San Antonio - San Antonio, TX",2015-03-29,T66,12,-0.41,0.29,0.17,-0.77,-0.31,-0.72,66,0
Andres Romero,2263,A. Romero,1712,60.5,0,55.5,9.6,Valspar Championship,2015,24.0,4,3,64.5,68.1,0,1,"Innisbrook - Palm Harbor, FL",2015-03-15,T24,-2,1.21,-0.71,0.51,0.23,0.03,1.24,24,0
Andres Romero,2268,A. Romero,1712,55.0,0,39.7,20.2,Wells Fargo Championship,2015,71.0,0,0,55.0,59.9,0,1,"Quail Hollow - Charlotte, NC",2015-05-17,71,3,-0.26,0.79,-1.46,-0.05,-0.72,-0.98,71,0
Andres Romero,2270,A. Romero,1712,24.0,0,22.4,0.0,OHL Classic at Mayakoba,2015,,0,0,24.0,22.4,0,0,"El Camaleon - Playa del Carmen, Mexico",2014-11-16,,,,,,,,,-,0
Andres Romero,2271,A. Romero,1712,27.5,0,16.8,10.0,Frys.com Open,2015,,0,0,27.5,26.8,0,0,"Silverado - Napa, CA",2014-10-12,,,,,,,,,-,0
Andres Romero,2272,A. Romero,1712,76.0,0,69.2,6.4,Quicken Loans National,2015,21.0,4,3,80.0,78.6,0,1,"Robert Trent Jones - Auburn, AL",2015-08-02,T21,-7,1.68,-0.63,0.31,-0.32,-0.64,1.04,21,0
Andres Romero,2273,A. Romero,1712,57.0,0,47.6,14.6,Puerto Rico Open,2015,64.0,0,0,57.0,62.2,0,1,"Coco Beach - Rio Grande, Puero Rico",2015-03-08,,,,,,,,,64,0
Andres Romero,2274,A. Romero,1712,82.0,8,77.3,46.2,The Greenbrier Classic,2015,6.0,12,12,102.0,135.5,0,1,"Old White Course - White Sulphur Springs, WV",2015-07-05,,,,,,,,,6,0
Andres Romero,2485,A. Romero,1712,40.5,0,34.5,10.6,AT&T Pebble Beach Pro-Am,2016,,0,0,40.5,45.1,0,0,"Pebble Beach - Pebble Beach, CA",2016-02-14,CUT,2,-0.24,0.44,0.05,-0.25,0.24,0.0,-,0
Andres Romero,2495,A. Romero,1712,17.0,0,11.9,5.6,Wyndham Championship,2016,,0,0,17.0,17.5,0,0,"Sedgefield - Greensboro, NC",2016-08-21,CUT,7,-0.77,-0.48,-2.58,-0.33,-3.38,-4.15,-,0
Andres Romero,2496,A. Romero,1712,8.5,0,7.1,0.0,Shell Houston Open,2016,,0,0,8.5,7.1,0,0,"Redstone Golf Club, Houston, TX",2016-04-03,W/D,2,-1.11,1.01,-1.73,-1.57,-2.29,-3.39,-,0
Andres Romero,2497,A. Romero,1712,29.0,0,25.2,6.2,AT&T Byron Nelson,2016,,0,0,29.0,31.4,0,0,"TPC Four Seasons Resort Las Colinas, Irving, TX",2016-05-22,CUT,E,1.55,-0.77,-2.18,0.49,-2.47,-0.92,-,0
Andres Romero,2502,A. Romero,1712,30.0,0,20.7,20.6,FedEx St. Jude Classic,2016,,0,0,30.0,41.3,0,0,"TPC Southwind, Memphis, TN",2016-06-12,CUT,6,-2.36,0.47,0.9,-0.91,0.46,-1.9,-,0
Andres Romero,2510,A. Romero,1712,59.5,6,53.9,10.5,John Deere Classic,2016,67.0,0,0,65.5,64.4,0,1,"TPC Deere Run - Silvis, IL",2016-08-14,T67,-2,0.6,-0.92,-1.3,0.87,-1.36,-0.76,67,0
Andres Romero,2512,A. Romero,1712,52.0,0,46.1,15.6,Valero Texas Open,2016,60.0,0,0,52.0,61.7,0,1,"TPC San Antonio - San Antonio, TX",2016-04-24,T60,1,-0.13,-0.19,0.22,-0.07,-0.04,-0.17,60,0
Andres Romero,2522,A. Romero,1712,32.0,0,25.0,19.6,OHL Classic at Mayakoba,2016,,0,0,32.0,44.6,0,0,"El Camaleon - Playa del Carmen, Mexico",2015-11-16,,,,,,,,,-,0
Andres Romero,2525,A. Romero,1712,71.0,3,68.8,16.7,Puerto Rico Open,2016,5.0,14,14,88.0,99.5,0,1,"Coco Beach - Rio Grande, Puero Rico",2016-03-27,,,,,,,,,5,0
Andres Romero,2528,A. Romero,1712,26.0,0,23.1,0.0,The RSM Classic,2016,,0,0,26.0,23.1,0,0,"Sea Island - Sea Island, GA",2015-11-22,CUT,1,-0.46,0.97,-0.2,-0.67,0.1,-0.36,-,0
Andres Romero,2529,A. Romero,1712,74.0,6,72.3,19.7,Barbasol Championship,2016,31.0,2,1,82.0,93.0,0,1,"Robert Trent Jones - Auburn, AL",2016-07-17,T31,-11,0.48,0.33,-0.47,0.77,0.62,1.1,31,0
Andres Romero,2702,A. Romero,1712,35.0,0,30.6,5.0,Wyndham Championship,2017,,0,0,35.0,35.6,0,0,"Sedgefield - Greensboro, NC",2017-08-20,CUT,-1,-1.17,-0.92,1.21,0.13,0.42,-0.75,-,0
Andres Romero,2707,A. Romero,1712,22.0,0,14.6,0.6,FedEx St. Jude Classic,2017,,0,0,22.0,15.2,0,0,"TPC Southwind, Memphis, TN",2017-06-11,CUT,6,-0.64,-0.01,-1.3,-0.45,-1.76,-2.4,-,0
Andres Romero,2711,A. Romero,1712,77.5,0,74.1,29.4,Sanderson Farms Championship,2017,18.0,5,4,82.5,107.5,0,1,"Country Club of Jackson - Jackson, MS",2016-10-30,T18,-10,0.84,0.05,0.03,0.68,0.76,1.59,18,0
Andres Romero,2713,A. Romero,1712,44.0,0,31.7,30.6,World Golf Championship-Bridgestone Invitational,2017,70.0,0,0,44.0,62.3,0,1,"Firestone - Akron, OH",2017-08-06,70,11,-1.06,0.12,-0.73,-0.59,-1.2,-2.25,70,0
Andres Romero,2714,A. Romero,1712,61.5,3,57.0,11.4,RBC Canadian Open,2017,70.0,0,0,64.5,68.4,0,1,"Glen Abbey - Oakville, Ontario, Canada",2017-07-30,T70,-3,0.79,-0.34,-0.7,-0.7,-1.74,-0.94,70,0
Andres Romero,2715,A. Romero,1712,87.0,6,80.0,35.6,John Deere Classic,2017,25.0,4,3,97.0,118.6,0,1,"TPC Deere Run - Silvis, IL",2017-07-16,T25,-11,1.61,-1.05,0.48,0.23,-0.34,1.27,25,0
