Date,Close,High,Low,Open,Volume
12/22/2015,48.4226265,48.48719916,47.84952757,48.38226512,6501400
12/23/2015,48.70514679,48.72936116,48.39841812,48.64057104,4510200
12/24/2015,48.68899918,48.84236196,48.56792119,48.72935748,2204300
12/28/2015,48.5840683,48.69707586,48.09169205,48.44684944,4437200
12/29/2015,49.3428154,49.49617818,48.71321417,48.80200428,5477300
12/30/2015,49.09259033,49.56075528,49.03608809,49.41546293,3973900
12/31/2015,48.45492172,49.08452301,48.44685129,48.95537458,4960900
1/4/2016,47.02621841,47.486313,46.49348072,47.43788118,13521500
1/5/2016,47.34101486,47.45401935,46.80020373,47.45401935,9617800
1/6/2016,46.92128372,47.24415325,46.52576493,46.57419675,8266300
1/7/2016,45.75893402,46.74369247,45.33113053,45.91229986,11140900
1/8/2016,45.71050644,46.59840131,45.62978676,46.34010451,10427000
1/11/2016,46.67105103,46.91320391,45.83158482,46.00916504,10757300
1/12/2016,47.99482727,48.05132951,46.9616399,47.13114662,12375800
1/13/2016,46.71141815,48.43070919,46.6549159,48.26927288,11303600
1/14/2016,47.6073761,47.97060695,45.94458768,46.420823,11444100
1/15/2016,46.81633759,47.1311366,45.80736479,46.06566158,15246100
1/19/2016,47.26028824,47.93831812,46.91320133,47.35714877,12289000
1/20/2016,45.9446106,46.78407719,44.34639712,46.46927799,22786400
1/21/2016,47.64774704,47.93026137,46.54998376,46.68720571,20888500
1/22/2016,47.76074982,47.94640358,46.34011703,46.45312152,32820200
1/25/2016,46.58225632,47.9302456,46.50153972,47.91410167,13554300
1/26/2016,47.30873871,47.51860379,46.65492293,46.7517835,8898100
1/27/2016,46.51769257,47.59123825,46.21903434,47.51859207,12491300
1/28/2016,47.85761261,47.96254359,46.81635164,47.05043413,11832400
1/29/2016,49.05222321,49.14101331,48.14011091,48.25311537,13224400
2/1/2016,49.56075287,49.87555194,48.64864045,48.96343952,9529100
2/2/2016,49.15584564,49.31780951,48.73474083,49.12345225,9407400
2/3/2016,48.20835876,49.50406657,47.37424904,49.30161252,12254500
2/4/2016,47.20420074,48.14358769,46.96125643,48.11119429,13944900
2/5/2016,44.12687683,47.13129356,43.93251962,47.0503101,24529000
2/8/2016,43.84344864,44.11068947,42.62062753,42.99314225,21457500
2/9/2016,44.07019424,44.77473653,43.05792404,43.07412073,11605100
2/10/2016,44.65327072,45.63314771,44.54799374,44.76664451,11663900
2/11/2016,44.47509766,44.8557122,43.36565049,43.64098808,12106100
2/12/2016,45.23633194,45.3820991,44.57228292,44.99338771,8680200
2/16/2016,45.68173599,46.03805404,45.33351475,45.98946704,11594800
2/17/2016,46.66971207,46.69400557,45.47928117,45.9165827,11955200
2/18/2016,46.1271286,46.62111696,45.89228117,46.62111696,8494000
2/19/2016,46.70209885,46.8559659,45.77081207,46.0947367,9033600
2/22/2016,47.67388535,47.73867213,47.10701331,47.47953116,8390700
2/23/2016,47.34186172,47.69818289,46.96934696,47.33376492,7064100
2/24/2016,47.05842972,47.25278392,45.57646428,46.32959375,10780900
2/25/2016,47.57669067,47.57669067,46.96932867,47.34184329,6262100
2/26/2016,47.2446785,47.94921775,46.90455408,47.77915708,7473400
2/29/2016,47.1394043,47.90063357,47.05032401,47.17179769,7645100
3/1/2016,48.62136841,48.75093888,47.37425064,47.5929014,9183600
3/2/2016,48.23265839,48.58897643,47.64149288,48.45130915,8856400
3/3/2016,47.81155396,47.94112444,47.13130816,47.87633765,8261900
3/4/2016,47.53621292,47.93302114,47.15559831,47.89253095,8344800
3/7/2016,46.96933365,47.51190895,46.41056165,47.32565162,9199100
3/8/2016,46.64541626,47.15560138,46.3700786,46.62922265,8127400
3/9/2016,46.21621323,46.94504909,45.98946566,46.79118202,9734600
3/10/2016,46.58061981,46.85595739,46.09472833,46.57251992,7014500
3/11/2016,46.63731003,47.05031489,45.81129722,47.05031489,15497600
3/14/2016,47.49571609,47.60098997,46.56442633,46.6292131,9053300
3/15/2016,47.84394836,47.90873206,47.10701257,47.22848625,7428500
3/16/2016,48.32174301,48.44321671,47.495733,47.495733,8069400
3/17/2016,48.22455215,48.57277335,48.078785,48.15976847,7734700
