symbol,name,sector,price,price/earnings,dividend_yield,earnings/share,52_week_low,52_week_high,market_cap,ebitda,price/sales,price/book,sec_filings,combined_text,cluster
KO,Coca-Cola Company (The),Soft Drinks & Non-alcoholic Beverages,88.07,26.447449,0.0241,3.33,65.35,92.49,378925481984.0,16997999616.0,7.5590076,10.483275,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO,KO Coca-Cola Company (The) Soft Drinks & Non-alcoholic Beverages http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO,1
CTSH,Cognizant,IT Consulting & Other Services,62.31,13.371245,0.0212,4.66,37.08,87.03,29472630784.0,4036000000.0,1.3618256,1.947431,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH,CTSH Cognizant IT Consulting & Other Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH,1
CL,Colgate-Palmolive,Household Products,88.77,34.94882,0.0239,2.54,74.55,99.33,70765027328.0,4983000064.0,3.3622384,299.89862,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL,CL Colgate-Palmolive Household Products http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL,1
CMCSA,Comcast,Cable & Satellite,26.49,8.490385,0.0498,3.12,21.28,32.86,94003388416.0,34072999936.0,0.75260514,1.0465806,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA,CMCSA Comcast Cable & Satellite http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA,1
CAG,Conagra Brands,Packaged Foods & Meats,15.48,23.8595715,0.0791,-4.0,12.53,20.32,7408195584.0,1741600000.0,0.65666175,1.165224,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG,CAG Conagra Brands Packaged Foods & Meats http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG,1
COP,ConocoPhillips,Oil & Gas Exploration & Production,134.26,17.759258,0.025,7.56,85.57,137.42,161291567104.0,26780000256.0,2.502235,2.4681509,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP,COP ConocoPhillips Oil & Gas Exploration & Production http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP,1
ED,Consolidated Edison,Multi-Utilities,107.29,17.646381,0.0327,6.08,94.96,116.23,39678914560.0,6161999872.0,2.2431407,1.5434967,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED,ED Consolidated Edison Multi-Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED,1
STZ,Constellation Brands,Distillers & Vintners,128.18,12.207619,0.0321,10.5,126.45,168.6,21893699584.0,3455800064.0,2.4174035,2.6622634,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ,STZ Constellation Brands Distillers & Vintners http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ,1
CEG,Constellation Energy,Electric Utilities,298.96,29.252445,0.0057,10.22,228.63,412.7,105923731456.0,7952000000.0,3.3873913,3.3218145,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CEG,CEG Constellation Energy Electric Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CEG,1
COO,Cooper Companies (The),Health Care Supplies,69.59,58.974575,0.0187,1.18,58.89,89.83,13572179968.0,886400000.0,3.207795,1.6462433,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO,COO Cooper Companies (The) Health Care Supplies http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO,1
CPRT,Copart,Diversified Support Services,33.72,20.9441,0.0187,1.61,26.81,49.16,32482760704.0,1961246976.0,7.002305,3.558088,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPRT,CPRT Copart Diversified Support Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPRT,1
GLW,Corning Inc.,Electronic Components,154.3,70.779816,0.0073,2.18,71.75,271.78,132642119680.0,4084999936.0,7.8190355,11.130347,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW,GLW Corning Inc. Electronic Components http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW,1
CPAY,Corpay,Transaction & Payment Processing Services,416.37,25.311245,0.0187,16.45,252.84,427.46,27338686464.0,2798278912.0,5.445409,7.718131,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPAY,CPAY Corpay Transaction & Payment Processing Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPAY,1
CTVA,Corteva,Fertilizers & Agricultural Chemicals,87.86,53.248486,0.0082,1.65,60.535,90.97,58619842560.0,4275000064.0,3.291031,2.32933,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTVA,CTVA Corteva Fertilizers & Agricultural Chemicals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTVA,1
CSGP,CoStar Group,Real Estate Services,30.91,171.72221,0.0187,0.18,25.89,91.01,12524657664.0,394000000.0,3.5221198,1.5774432,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSGP,CSGP CoStar Group Real Estate Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSGP,1
COST,Costco,Consumer Staples Merchandise Retail,915.74,46.08656,0.0064,19.87,844.06,1096.5,406111289344.0,13790000128.0,1.3832741,24.565159,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST,COST Costco Consumer Staples Merchandise Retail http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST,0
CTRA,Coterra,Oil & Gas Exploration & Production,140.86,23.8595715,0.0187,5.68,104.475,169.3,40598407168.0,3452700032.0,3.19939425,3.1623663,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTRA,CTRA Coterra Oil & Gas Exploration & Production http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTRA,1
CRWD,CrowdStrike,Systems Software,213.1,5327.5005,0.0187,0.04,85.68,233.88,218200522752.0,106861000.0,40.43637,42.765404,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRWD,CRWD CrowdStrike Systems Software http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRWD,0
CCI,Crown Castle,Telecom Tower REITs,75.83,30.951021,0.056,2.45,69.72,100.5,32262285312.0,2689999872.0,7.7534933,-9.878843,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI,CCI Crown Castle Telecom Tower REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI,1
CSX,CSX Corporation,Rail Transportation,49.41,28.726744,0.0113,1.72,31.8,53.6,91530780672.0,6831000064.0,6.3072476,6.499605,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX,CSX CSX Corporation Rail Transportation http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX,1
CMI,Cummins,Construction Machinery & Heavy Transportation Equipment,560.75,28.653551,0.0157,19.57,390.11,737.76,77377372160.0,5020000256.0,2.2293813,6.0088296,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI,CMI Cummins Construction Machinery & Heavy Transportation Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI,1
CVS,CVS Health,Health Care Services,96.74,25.525066,0.0275,3.79,69.51,110.68,123727593472.0,16679999488.0,0.29984027,1.5511905,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS,CVS CVS Health Health Care Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS,1
DHI,D. R. Horton,Homebuilding,142.75,13.608198,0.0126,10.49,131.75,184.55,39927357440.0,4127399936.0,1.1972221,1.6824204,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI,DHI D. R. Horton Homebuilding http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI,1
DHR,Danaher Corporation,Life Sciences Tools & Services,207.66,37.01604,0.0077,5.61,160.93,242.8,145982078976.0,8028000256.0,5.814398,2.7759807,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR,DHR Danaher Corporation Life Sciences Tools & Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR,1
DRI,Darden Restaurants,Restaurants,216.88,20.793863,0.0299,10.43,169.0,229.76,24624936960.0,2115000064.0,1.8639863,11.20769,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI,DRI Darden Restaurants Restaurants http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI,1
DVA,DaVita,Health Care Services,183.99,15.605598,0.0187,11.79,101.0,247.49,11809398784.0,2826204928.0,0.84294766,-15.379922,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA,DVA DaVita Health Care Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA,1
DAY,Dayforce,Human Resource & Employment Services,140.86,23.8595715,0.0187,5.68,104.475,169.3,40598407168.0,3452700032.0,3.19939425,3.1623663,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAY,DAY Dayforce Human Resource & Employment Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAY,1
DECK,Deckers Brands,Footwear,85.81,12.206258,0.0187,7.03,78.91,122.29,11685765120.0,1326978944.0,2.1141949,5.0974216,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DECK,DECK Deckers Brands Footwear http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DECK,1
DE,Deere & Company,Agricultural & Farm Machinery,693.53,38.61526,0.0093,17.96,433.0,705.88,186993311744.0,8600000512.0,3.9016275,6.680699,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE,DE Deere & Company Agricultural & Farm Machinery http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE,0
DELL,Dell Technologies,"Technology Hardware, Storage & Peripherals",524.14,30.490984,0.0048,17.19,110.22,534.99,338669076480.0,17501999104.0,2.2399192,-236.953,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DELL,"DELL Dell Technologies Technology Hardware, Storage & Peripherals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DELL",1
DAL,Delta Air Lines,Passenger Airlines,80.17,13.29519,0.0107,6.03,55.03,95.68,52721639424.0,7506999808.0,0.7720597,2.4036818,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL,DAL Delta Air Lines Passenger Airlines http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL,1
DVN,Devon Energy,Oil & Gas Exploration & Production,48.06,10.447826,0.0266,4.6,31.47,52.71,52866002944.0,8924000256.0,2.8148663,1.3237846,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN,DVN Devon Energy Oil & Gas Exploration & Production http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN,1
DXCM,Dexcom,Health Care Equipment,87.9,34.743084,0.0187,2.53,54.11,92.59,33170012160.0,1403200000.0,6.675121,12.654765,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXCM,DXCM Dexcom Health Care Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXCM,1
FANG,Diamondback Energy,Oil & Gas Exploration & Production,199.22,37.874523,0.0221,5.26,134.3,216.9,56043237376.0,11779999744.0,3.449239,1.474797,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FANG,FANG Diamondback Energy Oil & Gas Exploration & Production http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FANG,1
DLR,Digital Realty,Data Center REITs,188.39,91.89756,0.0259,2.05,146.23,208.14,71148068864.0,3210312960.0,10.529479,2.6104367,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR,DLR Digital Realty Data Center REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR,1
DFS,Discover Financial,Consumer Finance,140.86,23.8595715,0.0187,5.68,104.475,169.3,40598407168.0,3452700032.0,3.19939425,3.1623663,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS,DFS Discover Financial Consumer Finance http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS,1
DG,Dollar General,Consumer Staples Merchandise Retail,133.21,17.300001,0.0177,7.7,95.11,158.23,29388363776.0,3581925888.0,0.6734581,3.1639078,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG,DG Dollar General Consumer Staples Merchandise Retail http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG,1
DLTR,Dollar Tree,Consumer Staples Merchandise Retail,131.42,16.105392,0.0187,8.16,84.71,142.4,24658374656.0,2503800064.0,1.2286981,7.200701,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR,DLTR Dollar Tree Consumer Staples Merchandise Retail http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR,1
D,Dominion Energy,Multi-Utilities,65.84,22.782005,0.0406,2.89,55.85,72.99,57907986432.0,8341000192.0,3.1959813,2.074354,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D,D Dominion Energy Multi-Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D,1
DPZ,Domino's,Restaurants,341.08,19.34657,0.0233,17.63,282.0,467.22,11283518464.0,1023513984.0,2.244219,-2.8322315,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPZ,DPZ Domino's Restaurants http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPZ,1
DOV,Dover Corporation,Industrial Machinery & Supplies & Components,192.88,23.322853,0.0109,8.27,158.97,237.54,25977122816.0,1908990976.0,3.0849624,3.37191,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV,DOV Dover Corporation Industrial Machinery & Supplies & Components http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV,1
DOW,Dow Inc.,Commodity Chemicals,29.44,23.8595715,0.0476,-1.83,20.65,42.74,21265711104.0,3963000064.0,0.5146715,1.3408636,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOW,DOW Dow Inc. Commodity Chemicals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOW,1
DTE,DTE Energy,Multi-Utilities,136.08,21.56577,0.0342,6.31,126.23,155.75,28316624896.0,3616999936.0,1.7198071,2.3307757,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE,DTE DTE Energy Multi-Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE,1
DUK,Duke Energy,Electric Utilities,120.22,18.105423,0.0361,6.64,113.9,134.49,93735796736.0,16616999936.0,2.8575373,1.7436835,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK,DUK Duke Energy Electric Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK,1
DD,DuPont,Specialty Chemicals,131.59,56.476395,0.0182,2.33,92.48536,157.98,17767202816.0,1583000064.0,2.5425303,1.2905662,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD,DD DuPont Specialty Chemicals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD,1
EMN,Eastman Chemical Company,Specialty Chemicals,71.19,18.539064,0.0472,3.84,56.11,83.47,8138912768.0,1392999936.0,0.918095,1.3351213,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN,EMN Eastman Chemical Company Specialty Chemicals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN,1
ETN,Eaton Corporation,Electrical Components & Equipment,410.85,41.83809,0.0107,9.82,311.92,478.0,159533056000.0,6639000064.0,5.3131638,7.8786893,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN,ETN Eaton Corporation Electrical Components & Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN,1
EBAY,eBay,Broadline Retail,103.41,21.72479,0.012,4.76,78.03,119.31,46017449984.0,3096000000.0,3.832233,9.864543,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY,EBAY eBay Broadline Retail http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY,1
ECL,Ecolab,Specialty Chemicals,279.28,37.436996,0.0105,7.46,243.15,309.27,78290173952.0,4135699968.0,4.6483703,7.785894,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL,ECL Ecolab Specialty Chemicals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL,1
EIX,Edison International,Electric Utilities,56.77,5.8586173,0.0618,9.69,52.0,81.62,21845889024.0,8929999872.0,1.1247432,1.2521229,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX,EIX Edison International Electric Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX,1
EW,Edwards Lifesciences,Health Care Equipment,89.9,53.511906,0.0187,1.68,72.3,96.29,51764420608.0,1996800000.0,7.9487157,4.88189,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW,EW Edwards Lifesciences Health Care Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW,1
EA,Electronic Arts,Interactive Home Entertainment,209.7,59.743587,3.6e-05,3.51,164.5,210.2,52925640704.0,1726000000.0,6.745557,7.7727118,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA,EA Electronic Arts Interactive Home Entertainment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA,1
ELV,Elevance Health,Managed Health Care,407.5,18.01503,0.0169,22.62,274.84,436.24,88374239232.0,8323999744.0,0.43942362,1.9687322,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELV,ELV Elevance Health Managed Health Care http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELV,1
EMR,Emerson Electric,Electrical Components & Equipment,152.82,33.439827,0.0145,4.57,122.64,166.35,85594480640.0,6057999872.0,4.592964,4.1828384,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR,EMR Emerson Electric Electrical Components & Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR,1
ENPH,Enphase Energy,Semiconductor Materials & Equipment,36.37,36.0099,0.0187,1.01,25.78,73.74,4793501184.0,191792000.0,3.6082,4.066413,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ENPH,ENPH Enphase Energy Semiconductor Materials & Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ENPH,1
ETR,Entergy,Electric Utilities,107.27,27.364794,0.0239,3.92,86.49,118.45,51251187712.0,5538091008.0,3.801389,2.7459362,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR,ETR Entergy Electric Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR,1
EOG,EOG Resources,Oil & Gas Exploration & Production,145.19,11.298833,0.0281,12.85,101.59,153.67,77332340736.0,14494999552.0,2.894066,2.394452,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG,EOG EOG Resources Oil & Gas Exploration & Production http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG,1
EPAM,EPAM Systems,IT Consulting & Other Services,117.04,15.880597,0.0187,7.37,73.06,222.53,6037740032.0,753348992.0,1.0749528,1.7158272,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EPAM,EPAM EPAM Systems IT Consulting & Other Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EPAM,1
EQT,EQT Corporation,Oil & Gas Exploration & Production,55.17,12.800464,0.012,4.31,47.94,68.24,34509717504.0,6995361792.0,3.71315,1.3662366,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT,EQT EQT Corporation Oil & Gas Exploration & Production http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT,1
EFX,Equifax,Research & Consulting Services,177.05,31.170776,0.0127,5.68,150.75,271.84,20800700416.0,1924300032.0,3.227667,4.7534027,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX,EFX Equifax Research & Consulting Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX,1
EQIX,Equinix,Data Center REITs,1035.98,66.66538,0.0199,15.54,720.62,1128.68,102221889536.0,4540000256.0,10.321273,7.107583,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX,EQIX Equinix Data Center REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX,0
EQR,Equity Residential,Multi-Family Residential REITs,63.66,28.675674,0.000426,2.22,57.57,71.5,24609972224.0,1890653056.0,7.8645782,2.273409,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR,EQR Equity Residential Multi-Family Residential REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR,1
ERIE,Erie Indemnity,Insurance Brokers,252.8,22.940107,0.0231,11.02,204.63,341.71,13218878464.0,834972032.0,3.2088792,5.358089,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ERIE,ERIE Erie Indemnity Insurance Brokers http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ERIE,1
ESS,Essex Property Trust,Multi-Family Residential REITs,278.61,43.464897,0.0372,6.41,238.46,303.35,19203524608.0,1230545024.0,9.69495,3.3637989,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS,ESS Essex Property Trust Multi-Family Residential REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS,1
EL,Estée Lauder Companies (The),Personal Care Products,103.86,207.72,0.0135,0.5,66.22,121.64,37576019968.0,2455000064.0,2.4969115,9.872623,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL,EL Estée Lauder Companies (The) Personal Care Products http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL,1
EG,Everest Group,Reinsurance,380.87,8.05222,0.021,47.3,302.44,401.07,14603597824.0,3452700032.0,0.86797017,0.95526046,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EG,EG Everest Group Reinsurance http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EG,1
EVRG,Evergy,Electric Utilities,81.54,20.74809,0.0341,3.93,70.42,88.62,18800447488.0,2840399872.0,3.085126,1.8389716,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVRG,EVRG Evergy Electric Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVRG,1
ES,Eversource Energy,Electric Utilities,71.05,18.454546,0.0443,3.85,62.45,76.57,26762741760.0,4933026816.0,1.9118466,1.6375118,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES,ES Eversource Energy Electric Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES,1
EXC,Exelon,Electric Utilities,43.64,16.044117,0.0385,2.72,42.58,50.65,44960280576.0,8354999808.0,1.7752618,1.5168577,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC,EXC Exelon Electric Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC,1
EXPE,Expedia Group,"Hotels, Resorts & Cruise Lines",298.04,18.732874,0.0064,15.91,185.34,342.0,35770564608.0,2889999872.0,2.27838,29.582136,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE,"EXPE Expedia Group Hotels, Resorts & Cruise Lines http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE",1
EXPD,Expeditors International,Air Freight & Logistics,188.8,27.481806,0.0086,6.87,112.95,192.28,24542230528.0,1263714048.0,2.0390685,11.586376,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD,EXPD Expeditors International Air Freight & Logistics http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD,1
EXR,Extra Space Storage,Self-Storage REITs,139.25,30.739513,0.0465,4.53,125.71,158.88,30732828672.0,2310663936.0,8.753011,2.2190528,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR,EXR Extra Space Storage Self-Storage REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR,1
XOM,ExxonMobil,Integrated Oil & Gas,159.47,20.52381,0.0258,7.77,108.35,176.41,655726608384.0,67937001472.0,1.8161153,2.5280595,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM,XOM ExxonMobil Integrated Oil & Gas http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM,1
FFIV,"F5, Inc.",Communications Equipment,390.47,31.16281,0.0187,12.53,223.76,435.0,22111215616.0,923304000.0,6.681474,5.754816,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV,"FFIV F5, Inc. Communications Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV",1
FDS,FactSet,Financial Exchanges & Data,301.96,19.878868,0.0154,15.19,185.0,375.5,10739371008.0,932542016.0,4.4041634,5.3158226,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDS,FDS FactSet Financial Exchanges & Data http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDS,1
FICO,Fair Isaac,Application Software,932.26,27.029863,0.0187,34.49,870.01,1998.01,20134612992.0,1263363968.0,8.411942,-4.914158,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FICO,FICO Fair Isaac Application Software http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FICO,0
FAST,Fastenal,Trading Companies & Distributors,49.6,42.39316,0.0193,1.17,38.97,52.92,56915877888.0,1954700032.0,6.505118,13.987591,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST,FAST Fastenal Trading Companies & Distributors http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST,1
FRT,Federal Realty Investment Trust,Retail REITs,117.09,23.654545,0.0396,4.95,90.03,128.21,10177274880.0,837700992.0,7.621012,3.1744611,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT,FRT Federal Realty Investment Trust Retail REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT,1
FDX,FedEx,Air Freight & Logistics,322.52,17.395899,0.0151,18.54,178.93634,345.37,76330942464.0,11843999744.0,0.8058588,2.4458716,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX,FDX FedEx Air Freight & Logistics http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX,1
FIS,Fidelity National Information Services,Transaction & Payment Processing Services,41.89,6.4347153,0.042,6.51,37.42,70.27,21652066304.0,3524000000.0,1.7747597,1.3477688,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS,FIS Fidelity National Information Services Transaction & Payment Processing Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS,1
