symbol,name,sector,price,price/earnings,dividend_yield,earnings/share,52_week_low,52_week_high,market_cap,ebitda,price/sales,price/book,sec_filings,combined_text,cluster
FITB,Fifth Third Bancorp,Regional Banks,54.87,18.474747,0.0292,2.97,40.05,59.5,49743659008.0,3452700032.0,4.927554,1.5400375,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB,FITB Fifth Third Bancorp Regional Banks http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB,1
FSLR,First Solar,Semiconductors,204.45,12.612585,0.0187,16.21,182.99,320.95,21972199424.0,2385900032.0,4.085517,2.129,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FSLR,FSLR First Solar Semiconductors http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FSLR,1
FE,FirstEnergy,Electric Utilities,46.77,25.010695,0.0398,1.87,42.87,52.34,27053225984.0,5422000128.0,1.7301885,2.092243,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE,FE FirstEnergy Electric Utilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE,1
FI,Fiserv,Transaction & Payment Processing Services,140.86,23.8595715,0.0187,5.68,104.475,169.3,40598407168.0,3452700032.0,3.19939425,3.1623663,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FI,FI Fiserv Transaction & Payment Processing Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FI,1
FMC,FMC Corporation,Fertilizers & Agricultural Chemicals,12.97,23.8595715,0.0247,-21.49,9.95,38.68,1624192128.0,269300000.0,0.49956697,0.992273,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC,FMC FMC Corporation Fertilizers & Agricultural Chemicals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC,1
F,Ford Motor Company,Automobile Manufacturers,14.62,23.8595715,0.041,-1.87,11.11,17.78,58298650624.0,7642999808.0,0.31014377,1.6320606,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F,F Ford Motor Company Automobile Manufacturers http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F,1
FTNT,Fortinet,Systems Software,156.29,55.226147,0.0187,2.83,73.55,173.89,114672107520.0,2595800064.0,15.23396,73.93093,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTNT,FTNT Fortinet Systems Software http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTNT,1
FTV,Fortive,Industrial Machinery & Supplies & Components,56.94,30.126984,0.0049,1.89,47.01,64.56,17358786560.0,1234599936.0,4.022148,2.8430197,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV,FTV Fortive Industrial Machinery & Supplies & Components http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV,1
FOXA,Fox Corporation (Class A),Broadcasting,65.42,17.036459,0.0089,3.84,48.34,76.39,27505018880.0,3881999872.0,1.6060387,2.360625,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA,FOXA Fox Corporation (Class A) Broadcasting http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA,1
FOX,Fox Corporation (Class B),Broadcasting,58.42,15.213542,0.0099,3.84,44.08,68.175,24561956864.0,3881999872.0,1.4341911,2.108036,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX,FOX Fox Corporation (Class B) Broadcasting http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX,1
BEN,Franklin Resources,Asset Management & Custody Banks,34.73,23.625849,0.038,1.47,21.11,36.28,17645510656.0,1799100032.0,1.8924627,1.5015781,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN,BEN Franklin Resources Asset Management & Custody Banks http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN,1
FCX,Freeport-McMoRan,Copper,72.73,35.651962,0.0082,2.04,35.15,80.24,104441561088.0,9553999872.0,4.0374813,5.193887,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX,FCX Freeport-McMoRan Copper http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX,1
GRMN,Garmin,Consumer Electronics,277.03,28.559793,0.0152,9.7,186.67,314.28,53426954240.0,2311467008.0,6.964399,5.9189386,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN,GRMN Garmin Consumer Electronics http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN,1
IT,Gartner,IT Consulting & Other Services,186.42,16.749327,0.0187,11.13,124.25,265.85,11772231680.0,1383901056.0,1.8213046,-71.755196,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT,IT Gartner IT Consulting & Other Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT,1
GE,GE Aerospace,Aerospace & Defense,337.12,39.661175,0.0056,8.5,268.91,388.84,349783064576.0,11482999808.0,6.907385,19.829422,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE,GE GE Aerospace Aerospace & Defense http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE,1
GEHC,GE HealthCare,Health Care Equipment,68.86,15.866359,0.002,4.34,58.75,89.77,31323848704.0,3592999936.0,1.4729544,2.8339782,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEHC,GEHC GE HealthCare Health Care Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEHC,1
GEV,GE Vernova,Heavy Electrical Equipment,941.95,27.028696,0.0021,34.85,530.16,1195.94,250872922112.0,3927000064.0,6.0645666,20.981178,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEV,GEV GE Vernova Heavy Electrical Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEV,0
GEN,Gen Digital,Systems Software,30.65,17.923977,0.0163,1.71,17.78,31.65,18346690560.0,2409999872.0,3.6122644,6.912494,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEN,GEN Gen Digital Systems Software http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEN,1
GNRC,Generac,Electrical Components & Equipment,187.35,43.06897,0.0187,4.35,134.8,296.44,11054706688.0,636244992.0,2.4905102,3.8415797,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GNRC,GNRC Generac Electrical Components & Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GNRC,1
GD,General Dynamics,Aerospace & Defense,359.39,21.927397,0.0177,16.39,306.77,400.0,97235550208.0,6632999936.0,1.7723984,3.6192346,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD,GD General Dynamics Aerospace & Defense http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD,1
GIS,General Mills,Packaged Foods & Meats,38.29,23.8595715,0.0637,-0.16,31.75,51.33,20470962176.0,3449600000.0,1.1110668,3.6980877,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS,GIS General Mills Packaged Foods & Meats http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS,1
GM,General Motors,Automobile Manufacturers,87.76,39.178574,0.0082,2.24,54.33,91.85,79374663680.0,16462000128.0,0.4278312,1.2413715,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM,GM General Motors Automobile Manufacturers http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM,1
GPC,Genuine Parts Company,Distributors,138.08,552.32,0.0308,0.25,90.78,151.57,19035676672.0,2052585984.0,0.75925446,4.205781,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC,GPC Genuine Parts Company Distributors http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC,1
GILD,Gilead Sciences,Biotechnology,150.995,23.8595715,0.0217,-2.66,108.46,157.29,187227029504.0,14600999936.0,6.147258,15.840852,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD,GILD Gilead Sciences Biotechnology http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD,1
GPN,Global Payments,Transaction & Payment Processing Services,92.54,43.857822,0.0108,2.11,61.16,95.88,24487786496.0,4482187776.0,2.3991768,1.0643632,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN,GPN Global Payments Transaction & Payment Processing Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN,1
GL,Globe Life,Life & Health Insurance,174.27,11.587101,0.0076,15.04,127.85,191.55,13392553984.0,1680269056.0,2.1628947,2.1813745,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GL,GL Globe Life Life & Health Insurance http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GL,1
GDDY,GoDaddy,Internet Services & Infrastructure,101.31,15.053492,0.0187,6.73,71.59,150.47,12830679040.0,1379000064.0,2.5137987,1911.5094,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GDDY,GDDY GoDaddy Internet Services & Infrastructure http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GDDY,0
GS,Goldman Sachs,Investment Banking & Brokerage,1038.61,16.02546,0.0193,64.81,733.57,1153.99,302413512704.0,3452700032.0,4.4755588,2.8687,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS,GS Goldman Sachs Investment Banking & Brokerage http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS,0
HAL,Halliburton,Oil & Gas Equipment & Services,37.07,19.408377,0.0183,1.91,21.46,43.59,30968195072.0,4139000064.0,1.3841772,2.8081205,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL,HAL Halliburton Oil & Gas Equipment & Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL,1
HIG,Hartford (The),Property & Casualty Insurance,138.37,9.562543,0.0173,14.47,120.33,146.07,37480558592.0,5585999872.0,1.2785454,1.9474742,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG,HIG Hartford (The) Property & Casualty Insurance http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG,1
HAS,Hasbro,Leisure Products,92.53,16.464413,0.0303,5.62,69.5,106.98,13050844160.0,1300199936.0,2.624235,18.535656,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS,HAS Hasbro Leisure Products http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS,1
HCA,HCA Healthcare,Health Care Facilities,405.0,13.586045,0.0077,29.81,353.99,556.52,89845121024.0,15747000320.0,1.1516687,-13.290454,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA,HCA HCA Healthcare Health Care Facilities http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA,1
DOC,Healthpeak Properties,Health Care REITs,20.65,59.0,0.0591,0.35,15.7,22.95,14639760384.0,1570761984.0,4.962957,1.8149059,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOC,DOC Healthpeak Properties Health Care REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOC,1
HSIC,Henry Schein,Health Care Distributors,89.81,26.183672,0.0187,3.43,61.95,92.18,10230863872.0,1080000000.0,0.7521588,3.1837356,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC,HSIC Henry Schein Health Care Distributors http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC,1
HSY,Hershey Company (The),Packaged Foods & Meats,173.15,23.65437,0.0335,7.32,161.43,239.48,34790277120.0,2721615872.0,2.8601224,7.62473,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY,HSY Hershey Company (The) Packaged Foods & Meats http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY,1
HES,Hess Corporation,Integrated Oil & Gas,140.86,23.8595715,0.0187,5.68,104.475,169.3,40598407168.0,3452700032.0,3.19939425,3.1623663,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES,HES Hess Corporation Integrated Oil & Gas http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES,1
HPE,Hewlett Packard Enterprise,"Technology Hardware, Storage & Peripherals",52.0,26.804123,0.011,1.94,19.84,64.25,69028167680.0,6889999872.0,1.6485914,2.7206612,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE,"HPE Hewlett Packard Enterprise Technology Hardware, Storage & Peripherals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE",1
HLT,Hilton Worldwide,"Hotels, Resorts & Cruise Lines",311.18,45.694565,0.0019,6.81,253.54,358.0,70035701760.0,3088000000.0,13.721728,-11.142622,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT,"HLT Hilton Worldwide Hotels, Resorts & Cruise Lines http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT",0
HOLX,Hologic,Health Care Equipment,140.86,23.8595715,0.0187,5.68,104.475,169.3,40598407168.0,3452700032.0,3.19939425,3.1623663,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX,HOLX Hologic Health Care Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX,1
HD,Home Depot (The),Home Improvement Retail,321.05,22.466759,0.029,14.29,289.1,426.75,320308248576.0,24647999488.0,1.8933432,19.282282,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD,HD Home Depot (The) Home Improvement Retail http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD,1
HON,Honeywell,Industrial Conglomerates,209.61,8.058824,0.0134,26.01,195.86786,260.28317,66433794048.0,8512000000.0,1.7456392,3.5838733,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON,HON Honeywell Industrial Conglomerates http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON,1
HRL,Hormel Foods,Packaged Foods & Meats,21.54,34.741936,0.0543,0.62,19.7,26.6,11854556160.0,1264931968.0,0.97593176,1.511367,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL,HRL Hormel Foods Packaged Foods & Meats http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL,1
HST,Host Hotels & Resorts,Hotel & Resort REITs,22.05,14.798657,0.0363,1.49,15.61,25.71,15318718464.0,1695000064.0,2.4572856,2.3643575,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST,HST Host Hotels & Resorts Hotel & Resort REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST,1
HWM,Howmet Aerospace,Aerospace & Defense,259.27,55.877155,0.0022,4.64,176.32,310.0,103397236736.0,2793999872.0,11.341147,18.092812,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HWM,HWM Howmet Aerospace Aerospace & Defense http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HWM,0
HPQ,HP Inc.,"Technology Hardware, Storage & Peripherals",32.64,12.458015,0.0368,2.62,17.56,32.78,29434456064.0,4636000256.0,0.49752298,-320.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ,"HPQ HP Inc. Technology Hardware, Storage & Peripherals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ",1
HUBB,Hubbell Incorporated,Industrial Machinery & Supplies & Components,460.72,27.245417,0.0123,16.91,403.82,565.4999,24345262080.0,1515500032.0,3.911765,6.2223306,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUBB,HUBB Hubbell Incorporated Industrial Machinery & Supplies & Components http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUBB,1
HUM,Humana,Managed Health Care,401.54,38.02462,0.0088,10.56,163.11,428.88,48217047040.0,3596000000.0,0.33098143,2.5096092,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM,HUM Humana Managed Health Care http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM,1
HBAN,Huntington Bancshares,Regional Banks,17.03,13.100001,0.0364,1.3,14.89,19.46,34407665664.0,3452700032.0,3.749337,1.1568508,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN,HBAN Huntington Bancshares Regional Banks http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN,1
HII,Huntington Ingalls Industries,Aerospace & Defense,285.93,17.039927,0.0193,16.78,263.62,460.0,11266957312.0,1170000000.0,0.8545284,2.1210165,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII,HII Huntington Ingalls Industries Aerospace & Defense http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII,1
IBM,IBM,IT Consulting & Other Services,234.89,20.87911,0.0288,11.25,199.19,332.46,221297950720.0,16472999936.0,3.2028072,6.4233756,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM,IBM IBM IT Consulting & Other Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM,1
IEX,IDEX Corporation,Industrial Machinery & Supplies & Components,223.74,32.146553,0.0131,6.96,158.19,243.8,16494090240.0,967699968.0,4.600477,4.130941,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IEX,IEX IDEX Corporation Industrial Machinery & Supplies & Components http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IEX,1
IDXX,Idexx Laboratories,Health Care Equipment,535.38,37.596912,0.0187,14.24,518.55,769.98,42232381440.0,1621684992.0,9.275271,26.186354,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX,IDXX Idexx Laboratories Health Care Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX,0
ITW,Illinois Tool Works,Industrial Machinery & Supplies & Components,270.12,24.445248,0.0255,11.05,238.82,303.16,76930170880.0,4806000128.0,4.671211,26.581383,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW,ITW Illinois Tool Works Industrial Machinery & Supplies & Components http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW,1
INCY,Incyte,Biotechnology,126.75,16.146498,0.0187,7.85,81.09,132.6,25691938816.0,1942312960.0,4.4147787,4.015142,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY,INCY Incyte Biotechnology http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY,1
IR,Ingersoll Rand,Industrial Machinery & Supplies & Components,76.36,31.553719,0.001,2.42,68.07,100.96,29627635712.0,2014700032.0,3.7304068,2.9110594,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR,IR Ingersoll Rand Industrial Machinery & Supplies & Components http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR,1
PODD,Insulet Corporation,Health Care Equipment,147.48,27.617975,0.0187,5.34,126.4,354.88,10228357120.0,614899968.0,3.3498254,7.1916904,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PODD,PODD Insulet Corporation Health Care Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PODD,1
INTC,Intel,Semiconductors,95.8,23.8595715,0.0187,-2.09,24.05,142.35,506408894464.0,16839999488.0,8.879382,5.5187516,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC,INTC Intel Semiconductors http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC,1
ICE,Intercontinental Exchange,Financial Exchanges & Data,161.26,22.712675,0.0129,7.1,121.79,176.59,90530471936.0,6713999872.0,8.574585,3.0613563,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE,ICE Intercontinental Exchange Financial Exchanges & Data http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE,1
IFF,International Flavors & Fragrances,Specialty Chemicals,86.35,23.8595715,0.0185,-3.09,59.14,89.32,22045454336.0,1911000064.0,2.0448432,1.5773706,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF,IFF International Flavors & Fragrances Specialty Chemicals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF,1
IP,International Paper,Paper & Plastic Packaging Products & Materials,37.24,23.8595715,0.0497,-5.39,29.26,50.25,19721183232.0,3934000128.0,0.8148239,1.3641526,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP,IP International Paper Paper & Plastic Packaging Products & Materials http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP,1
IPG,Interpublic Group of Companies (The),Advertising,140.86,23.8595715,0.0187,5.68,104.475,169.3,40598407168.0,3452700032.0,3.19939425,3.1623663,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG,IPG Interpublic Group of Companies (The) Advertising http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG,1
INTU,Intuit,Application Software,332.7,20.200365,0.0166,16.47,252.84,705.08,91005763584.0,6848999936.0,4.2430887,4.7648377,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU,INTU Intuit Application Software http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU,1
ISRG,Intuitive Surgical,Health Care Equipment,366.7,42.004585,0.0187,8.73,328.57,603.88,131380568064.0,4180800000.0,11.906453,7.142857,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG,ISRG Intuitive Surgical Health Care Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG,0
IVZ,Invesco,Asset Management & Custody Banks,33.07,23.8595715,0.026,-0.68,20.67,33.66,14600397824.0,1444800000.0,2.1152334,1.4656739,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ,IVZ Invesco Asset Management & Custody Banks http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ,1
INVH,Invitation Homes,Single-Family Residential REITs,28.39,26.04587,0.0423,1.09,24.25,30.893,16864851968.0,1500342016.0,5.921639,1.8518034,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INVH,INVH Invitation Homes Single-Family Residential REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INVH,1
IQV,IQVIA,Life Sciences Tools & Services,267.77,33.346203,0.0187,8.03,154.5,271.8,44074938368.0,3048000000.0,2.5952387,7.142247,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV,IQV IQVIA Life Sciences Tools & Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV,1
IRM,Iron Mountain,Other Specialized REITs,116.86,82.87943,0.0296,1.41,77.77,134.68,34789552128.0,2551013120.0,4.600289,-27.157797,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM,IRM Iron Mountain Other Specialized REITs http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM,1
JBHT,J.B. Hunt,Cargo Ground Transportation,273.77,38.887783,0.0066,7.04,130.12,299.76,25707001856.0,1673964032.0,2.0239646,7.030379,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT,JBHT J.B. Hunt Cargo Ground Transportation http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT,1
SJM,J.M. Smucker Company (The),Packaged Foods & Meats,126.08,58.915886,0.0355,2.14,88.25,135.89,13468267520.0,2263899904.0,1.4708327,2.4257817,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM,SJM J.M. Smucker Company (The) Packaged Foods & Meats http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM,1
JBL,Jabil,Electronic Manufacturing Services,310.57,38.91855,0.001,7.98,189.6,428.93,32543727616.0,2396999936.0,0.9688517,24.6074,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBL,JBL Jabil Electronic Manufacturing Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBL,1
JKHY,Jack Henry & Associates,Transaction & Payment Processing Services,165.64,23.764706,0.0147,6.97,121.04,193.39,11613452288.0,702214016.0,4.5644283,5.656331,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JKHY,JKHY Jack Henry & Associates Transaction & Payment Processing Services http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JKHY,1
J,Jacobs Solutions,Construction & Engineering,146.23,48.581394,0.0098,3.01,105.68,168.44,17266966528.0,1056488000.0,1.2143403,5.24686,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=J,J Jacobs Solutions Construction & Engineering http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=J,1
JNJ,Johnson & Johnson,Pharmaceuticals,275.23,31.96632,0.0195,8.61,173.33,281.07,663276421120.0,34872000512.0,6.7730336,7.80042,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ,JNJ Johnson & Johnson Pharmaceuticals http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ,1
JCI,Johnson Controls,Building Products,144.94,40.82817,0.011,3.55,104.49,157.06,87796162560.0,4325000192.0,3.512549,6.512109,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI,JCI Johnson Controls Building Products http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI,1
JPM,JPMorgan Chase,Diversified Banks,358.64,15.359315,0.0167,23.35,279.1,366.5,953331941376.0,3452700032.0,5.116418,2.6963995,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM,JPM JPMorgan Chase Diversified Banks http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM,1
JNPR,Juniper Networks,Communications Equipment,140.86,23.8595715,0.0187,5.68,104.475,169.3,40598407168.0,3452700032.0,3.19939425,3.1623663,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR,JNPR Juniper Networks Communications Equipment http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR,1
K,Kellanova,Packaged Foods & Meats,140.86,23.8595715,0.0187,5.68,104.475,169.3,40598407168.0,3452700032.0,3.19939425,3.1623663,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K,K Kellanova Packaged Foods & Meats http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K,1
KVUE,Kenvue,Personal Care Products,18.74,22.047058,0.0448,0.85,14.02,20.13,35995295744.0,3480999936.0,2.3361433,3.4097526,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KVUE,KVUE Kenvue Personal Care Products http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KVUE,1
KDP,Keurig Dr Pepper,Soft Drinks & Non-alcoholic Beverages,32.59,32.919193,0.0282,0.99,24.88,33.82,44349317120.0,4807000064.0,2.207532,1.771677,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KDP,KDP Keurig Dr Pepper Soft Drinks & Non-alcoholic Beverages http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KDP,1
