name,site_url_2,icon_url_3,platform_names,google_play_url,app_store_url,screen_urls,Description,category_names,price,language_names,icon_url_2,facebook_username_2,twitter_username_2,site_url_1,icon_url_1,facebook_username_1,twitter_username_1,clean_text,cluster,cluster_name
SAHANA,http://www.sahana.lk/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ",Sahana is a Free and Open Source Disaster Management system.,"Relief, Activism",0.0,English,,,, , , ,sahanafoss,sahana,4,"Cluster 4 - sahana, watch, election"
Sahana Eden,http://eden.sahanafoundation.org,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/MuVxbPD.png,  ","Eden is a flexible humanitarian platform with a rich feature set which can be rapidly customized to adapt to existing processes and integrate with existing systems to provide effective solutions for critical humanitarian needs management either prior to or during a crisis.  Sahana Eden’s features are designed to help Disaster and Emergency Management practitioners to better mitigate, prepare for, respond to and recover from disasters more effectively and efficiently. Sahana Eden can provide valuable solutions for practitioners in Emergency Management, Humanitarian Relief and Social Development domains.",Relief,,,http://eden.sahanafoundation.org/chrome/site/edenlogo.jpg,SahanaSoftwareFoundation,SahanaEden, , , ,,sahana eden,4,"Cluster 4 - sahana, watch, election"
Sahana Mayon,http://sahanafoundation.org/products/mayon/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/lrxxTTI.jpg,  ","Mayon provides an emergency personnel and resource management solution that is highly scalable to manage large numbers of events, persons and resources. Its intended to serve professional emergency management organizations in large municipalities and jurisdictions charged with preparedness, response, recovery and mitigation responsibilities.",Relief,,,http://sahanafoundation.org/wp-content/uploads/2011/05/sahanalogo.jpg,,sahanafoss, , ,SahanaSoftwareFoundation,,sahana mayon,4,"Cluster 4 - sahana, watch, election"
