name,site_url_2,icon_url_3,platform_names,google_play_url,app_store_url,screen_urls,Description,category_names,price,language_names,icon_url_2,facebook_username_2,twitter_username_2,site_url_1,icon_url_1,facebook_username_1,twitter_username_1,clean_text,cluster,cluster_name
Piqqo Projects,http://appshopper.com/education/piqqo-projects,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","I found Piqqo Projects, a new online service for presenting carbon reduction projects around the world, to be one of the most inspiring – and free – apps. The online showcase ranges from a biogas renewable energy project in Hungary that turns waste into green energy while saving jobs, to indigenous Mexican groups that are protecting their land, and a solar powered Kindergarten, also in Hungary. Piqqo shows YouTube videos of the projects and explain carbon savings.",Environment,0.0,English,,,, , , ,PiqqoPeeps,piqqo project,2,"Cluster 2 - project, watch, live"
Project FishMap,http://www.montereybayaquarium.org/cr/SeafoodWatch/web/sfw_fishmap.aspx,,"iOS, Desktop, Android",,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "," Project FishMap's goal is to provide a map of restaurants and markets that source their seafood in a responsible way. That way, whether you're traveling out of town or just looking for a new sushi place to try, you can pull up a list of all the sustainable seafood options near you.  The data for the map is kept up-to-date by crowd-sourcing. Whenever anyone with the app spots seafood from the ""Best Choice"" or ""Good Alternative"" lists, they check in on Project FishMap, and, in the process, earn points towards becoming a ""Sushi Master"" or ""Sardinista.""  ","Environment, Health",0.0,English,,,, , , ,seafoodwatch,project fishmap,2,"Cluster 2 - project, watch, live"
The Guardian Project,https://guardianproject.info/,https://guardianproject.info/wp-content/uploads/2013/01/GP_logo+txt_hires_black_on_trans.png,iOS,https://play.google.com/store/search?q=guardianproject&so=1&c=apps,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","The Guardian Project creates easy-to-use apps, mobile OS security enhancements, and customized mobile devices for people around the world to help them communicate more freely, and protect themselves from intrusion and monitoring.",Activism,0.0,English,,,, , , ,guardianproject,guardian project,2,"Cluster 2 - project, watch, live"
The Tor Project,https://www.torproject.org/about/torusers.html.en#normalusers,,Android,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","The Tor Project offers a more sophisticated way to anonymize your web browsing and other online activities. Using Tor avoids many of the problems with anonymous proxies. It is much harder to block access to Tor than to block proxies. As a decentralized, network-based system, Tor is also harder to monitor and would be harder for an attacker to control.",Activism,0.0,English,,,torproject, , ,TorProject,,tor project,2,"Cluster 2 - project, watch, live"
