name,site_url_2,icon_url_3,platform_names,google_play_url,app_store_url,screen_urls,Description,category_names,price,language_names,icon_url_2,facebook_username_2,twitter_username_2,site_url_1,icon_url_1,facebook_username_1,twitter_username_1,clean_text,cluster,cluster_name
Kid Rescue,http://kidrescueapp.com/,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","To combat child labor we need to use every tool available. Here's one with major potential. http://ht.ly/h4pgH #apps # Socialjustice Exploitative child labor has far deeper roots than any Smartphone app can possibly address, but it certainly helps to get such technology on our side in this fight. The Kid Rescue App hopes to do just that.","Activism, Education",0.0,English,,,, ,http://behance.vo.llnwd.net/profiles10/367403/projects/3745497/a25fc138e5859c68b754ef656684b190.jpg, ,,kid rescue,1,"Cluster 1 - kid, watch, green"
PREPPED Kids,http://www.preppedkids.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/yPobAhF.jpg","PREPPED Kids is a web and mobile application designed to help low income families more easily access preschool and pediatric (hence PREPPED) services in their local communities. We chose these specific domains because together they support the healthy development of children and both have similar types of administrative hurdles for under-resourced families - particularly if parents have low literacy and/or low English proficiency. This web app is interactive and makes use of publicly available information from education, health, and social service agencies. A unique aspect of the application is that it provides an opportunity for individual preschools and pediatric offices to update their own data and so improving the timeliness and reliability of the site. This aspect of the application also reflects and builds its community based nature.",Education,,,,,PKNorristown, ,http://www.youtube.com/watch?v=cdCyYFHZCNo,pages/Prepped-Kids-Norristown-PA/109071762534540,,prepped kid,1,"Cluster 1 - kid, watch, green"
