open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,return_4h,log_return,volatility_24h,volatility_7d,price_range,body_size,momentum_24h,momentum_7d,sma_24h,sma_7d,price_vs_sma_7d,volume_change,volume_sma_7d,relative_volume
2018-01-03 16:00:00,15045.0,15130.0,14671.0,14700.01,1659.697353,2018-01-03 19:59:59.999000 ,24715811.0509771,24082,803.406179,11964263.8607021,0,-0.022200685523325214,-0.022450829925304616,0.0220561919740485,,0.031224468554783294,-0.022930541708208692,-0.0022222599311058078,,14854.571666666669,,,-0.20311607080428473,,
2018-01-03 20:00:00,14700.01,14990.0,14683.0,14919.51,1444.897562,2018-01-03 23:59:59.999000 ,21410108.469415,19205,930.581057,13784752.5519368,0,0.014931962631318019,0.014821578356686016,0.022747116179028384,,0.020577083295631023,0.014931962631317937,0.01665404893046807,,14895.305,,,-0.1294210601780721,,
2018-01-04 00:00:00,14919.51,15280.0,14649.99,15119.97,3062.535646,2018-01-04 03:00:14.838000 ,45796189.9185408,25901,2038.428731,30438934.4047274,0,0.013436098102417526,0.01334663420918037,0.023013853382615936,,0.04166741071576202,0.013436098102417514,0.020344852950604286,,14945.551666666666,,,1.1195520890497561,,
2018-01-04 04:00:00,15119.97,15119.97,14685.0,14748.0,2839.900442,2018-01-04 07:59:59.999000 ,42215770.4238611,22843,1641.084222,24391348.7335736,0,-0.02460123928817315,-0.02490890625053631,0.023012847507574225,,0.029493490642798978,-0.02460123928817315,-0.027818061964403396,,14875.218333333332,,,-0.07269636331932505,,
2018-01-04 08:00:00,14734.07,14800.0,13918.04,14539.97,4339.552051,2018-01-04 11:59:59.999000 ,62412829.492424,33344,2486.380914,35801090.9561895,0,-0.014105641442907602,-0.014206071542381063,0.0205037373765147,,0.06065762171448766,-0.01317354946732304,-0.012904233183186786,,14843.538333333332,,,0.5280648528452885,,
2018-01-04 12:00:00,14539.99,14653.4,14181.88,14353.01,3960.831185,2018-01-04 15:59:59.999000 ,57268257.2696083,32978,2253.525956,32591913.1745241,0,-0.012858348400993869,-0.012941732522060394,0.01744933068322194,,0.032851645752354414,-0.012859706230884586,-0.045282055000176236,,14730.078333333333,,,-0.0872718800348824,,
2018-01-04 16:00:00,14367.99,14988.0,14238.01,14895.19,3636.616126,2018-01-04 19:59:59.999000 ,53122079.9988295,28670,2017.323962,29466851.3329567,0,0.037774654933007135,0.037078665734807774,0.023513939816918763,,0.05035115362744616,0.0366926758718513,0.013277541988066632,,14762.608333333332,,,-0.08185530860992751,,
2018-01-04 20:00:00,14905.0,15100.08,14601.0,15059.54,3490.214124,2018-01-04 23:59:59.999000 ,51966456.6950442,26574,2244.069166,33426654.4096181,0,0.011033763248404327,0.010973335374278926,0.023150449564678502,,0.03314045448931374,0.010368332774236893,0.009385696983345904,,14785.946666666669,,,-0.04025775526685316,,
2018-01-05 00:00:00,15059.56,15200.0,14642.0,14965.37,3624.97469,2018-01-05 03:59:59.999000 ,54425916.1305378,28051,2174.337796,32654292.6876813,0,-0.006253179047965629,-0.006272812060690333,0.02255556679375382,,0.037286081132641556,-0.006254498803417809,-0.010224888012343891,,14760.18,,,0.03861097377187739,,
2018-01-05 04:00:00,14970.0,15083.63,14600.0,14920.14,3434.498779,2018-01-05 07:59:59.999000 ,51210966.0101594,26622,2038.483715,30407212.0085024,0,-0.0030223108416298494,-0.003026887246245871,0.019671713903936194,,0.03241457519835599,-0.0033306613226453297,0.011672091131000872,,14788.87,,,-0.05254544577247788,,
2018-01-05 08:00:00,14916.95,16350.0,14880.0,16090.69,4235.324762,2018-01-05 11:59:59.999000 ,66819024.0404998,41596,2387.404241,37654183.8860345,0,0.07845435766688524,0.07552886575394627,0.03485774769817595,,0.09135717610618314,0.07868498587177672,0.106652214550649,,15047.323333333334,,,0.23317113632317876,,
2018-01-05 12:00:00,16090.7,16267.04,15750.0,16087.72,3780.801035,2018-01-05 15:59:59.999000 ,60557737.5569946,30152,2132.787917,34167025.5975181,0,-0.00018457878437783126,-0.00018459582113810105,0.03298215406673811,,0.032138799034294535,-0.00018520014666865845,0.12086036308760306,,15336.441666666666,,,-0.10731732571680419,,
2018-01-05 16:00:00,16094.99,17118.13,16087.73,16593.01,4211.114828,2018-01-05 19:59:59.999000 ,69754690.5756034,37625,2320.289135,38419456.7291933,0,0.03140842829188961,0.030925274301827455,0.03237872352084897,,0.062098437836173276,0.030942547960576466,0.11398444732829849,,15619.411666666667,,,0.11381550867566337,,
2018-01-05 20:00:00,16594.14,17176.24,16353.0,16960.39,3964.777031,2018-01-05 23:59:59.999000 ,66553622.1730426,28923,2293.319489,38527729.7700526,0,0.022140648381457018,0.021899103038145483,0.032178383585867824,,0.04853897817208223,0.02207104435662228,0.1262223148914241,,15936.22,,,-0.058497050558223296,,
2018-01-06 00:00:00,16960.39,17099.99,16288.0,16521.59,4247.71364,2018-01-06 03:59:59.999000 ,71300832.3123999,34400,2509.11882,42154298.813366,0,-0.025872046574400676,-0.026212614947633526,0.03617938571982187,,0.04914720677610337,-0.025872046574400665,0.10398807379971231,,16195.590000000002,,,0.07136255249356038,,
2018-01-06 04:00:00,16521.57,16750.0,16300.0,16518.0,2163.980432,2018-01-06 07:59:59.999000 ,35720794.8083905,20311,1172.689566,19358726.7961728,0,-0.00021729143502535742,-0.00021731504622962868,0.035883439581098055,,0.027243007628042135,-0.0002160811593571137,0.10709416935766014,,16461.899999999998,,,-0.4905540685176697,,
2018-01-06 08:00:00,16500.18,16750.01,16340.0,16529.89,2570.004863,2018-01-06 11:59:59.999000 ,42492715.0246047,22659,1541.60168,25487278.106451,0,0.0007198208015497531,0.0007195618548126287,0.020080040216387228,,0.02480415780141298,0.0018005864178450856,0.02729528690192895,,16535.100000000002,,,0.1876285131768698,,
2018-01-06 12:00:00,16505.16,16639.0,16011.21,16556.22,3636.953819,2018-01-06 15:59:59.999000 ,59537736.0898388,30652,2075.307389,33983021.7666268,0,0.0015928720638795912,0.001591604788733285,0.02000714934668958,,0.037918679505346074,0.003093578008332019,0.02912159087801136,,16613.183333333334,,,0.41515445023498376,,
2018-01-06 16:00:00,16550.04,16982.0,16501.75,16770.01,3205.687621,2018-01-06 19:59:59.999000 ,53747378.2161929,26685,1896.256282,31806050.408808,0,0.012912971680733687,0.01283031010579029,0.016175435166171415,,0.02863743074691071,0.013291206546932667,0.010667142368985472,,16642.683333333334,,,-0.11857895905826454,,
2018-01-06 20:00:00,16770.01,17143.13,16612.18,17069.79,2747.117133,2018-01-06 23:59:59.999000 ,46417464.5349836,23535,1812.190319,30628393.1709526,0,0.01787595833276212,0.017718062308104163,0.015169474350423847,,0.031104659166867353,0.017875958332762027,0.0064503233711017405,,16660.916666666668,,,-0.1430490248007854,,
2018-01-07 00:00:00,17069.79,17099.96,16605.01,16740.68,3154.304603,2018-01-07 03:59:59.999000 ,53152017.6675656,22706,1903.842617,32083768.6474583,0,-0.019280260624178758,-0.01946854894322984,0.012886276800014595,,0.029565704618928306,-0.01928026062417877,0.013260830222757036,,16697.431666666667,,,0.14822355592654657,,
2018-01-07 04:00:00,16727.93,16749.98,16400.0,16746.99,2773.563248,2018-01-07 07:59:59.999000 ,45988400.8697619,21693,1650.915944,27377873.0297913,0,0.0003769261463693052,0.0003768551275547351,0.012865629131989683,,0.020898083775054473,0.0011394117502883687,0.013863058481656365,,16735.596666666665,,,-0.12070532270025036,,
2018-01-07 08:00:00,16747.0,16886.75,16560.02,16607.0,1475.70652,2018-01-07 11:59:59.999000 ,24730103.1418508,14827,870.197224,14589002.3259847,0,-0.008359114085576103,-0.008394247405674396,0.0136103586529196,,0.019674233756849496,-0.008359706216038694,0.0046648828274113985,,16748.448333333334,,,-0.46793839258429637,,
2018-01-07 12:00:00,16611.0,16649.05,16300.0,16439.65,1213.051465,2018-01-07 15:59:59.999000 ,19998964.5563969,16967,566.395544,9339340.81950842,0,-0.010077075931835933,-0.010128193360920466,0.0142999005587625,,0.021232203848622035,-0.010315453615074261,-0.007040858360181201,,16729.02,,,-0.17798596905297936,,
2018-01-07 16:00:00,16439.64,16474.87,15610.0,16100.9,2778.455183,2018-01-07 19:59:59.999000 ,44506716.3495976,30109,1306.006794,20932314.2958275,0,-0.02060566982873735,-0.020820928814541832,0.014281776317673422,,0.05371563080324696,-0.020605074077047904,-0.03989920101419131,,16617.501666666667,,,1.2904676867934866,,
2018-01-07 20:00:00,16100.9,16500.0,15872.07,16150.03,1098.044539,2018-01-07 23:59:59.999000 ,17818503.7855108,13967,481.962385,7828864.00886498,0,0.0030513822208697583,0.003046736202925845,0.009746543647553294,,0.03888104232623718,0.003051382220869704,-0.05388232661327408,,16464.208333333332,15138.29904761905,0.06683253839803593,-0.6048003416724538,2862.8428418809526,0.3835504076355654
2018-01-08 00:00:00,16218.85,16322.3,15514.99,15670.37,3174.144134,2018-01-08 03:59:59.999000 ,50445203.9391641,27921,1659.715913,26401093.0013414,0,-0.029700254426771933,-0.03015023916546154,0.012462678600801578,0.023404125467855058,0.051518247495113356,-0.03381744081732056,-0.06393467887803839,0.16855592418510623,16285.823333333334,15192.116666666667,0.031480362073750934,1.8907243934665203,2898.5080639523812,1.0950958437810119
2018-01-08 04:00:00,15632.48,15921.68,15476.0,15865.0,3057.432567,2018-01-08 07:59:59.999000 ,48169601.2648836,24070,1923.531193,30320249.5282153,0,0.012420255552357595,0.01234375694854077,0.01528880239541708,0.02340810148255591,0.02809202647336907,0.014874159442391767,-0.05266558348694317,0.1690929121209106,16138.825000000003,15246.751190476192,0.04054954408320066,-0.03676946038771167,2940.2989623095236,1.0398373111686816
2018-01-08 08:00:00,15864.99,15869.97,14551.0,15400.0,4903.911256,2018-01-08 11:59:59.999000 ,74266567.6441761,39774,2636.16105,39972411.4969065,0,-0.029309801449732165,-0.029747915615575465,0.017393988327528156,0.02352375894640289,0.08564740259740256,-0.029309189605540235,-0.07268019509845247,0.16485232093042956,15937.658333333335,15298.642619047621,0.006625253199011416,0.6039311247383599,3025.635993857143,1.6207869241231472
2018-01-08 12:00:00,15414.0,15499.0,12812.0,14299.98,8735.648961,2018-01-08 15:59:59.999000 ,124245731.541296,59527,4106.26865,58681206.9827406,0,-0.07142987012987012,-0.07410937075609851,0.029557334838969756,0.026240560342612684,0.18790236070260238,-0.07227325807707281,-0.13015301420650693,0.07948818600437835,15581.046666666667,15323.713571428574,-0.06680714610441096,0.7813635901978893,3190.0101797619045,2.7384392113921123
2018-01-08 16:00:00,14297.9,15247.33,14238.32,15196.55,4144.274704,2018-01-08 19:59:59.999000 ,61207329.8679972,32357,2242.343779,33101520.5837523,0,0.06269729048572104,0.0608102897421103,0.0457876481937735,0.027847311179750547,0.0663973072835611,0.06285188734009887,-0.05616766764590797,0.14774360535241837,15430.321666666669,15370.289285714283,-0.011303579424218335,-0.525590517372897,3262.6753576190476,1.2702074983716136
2018-01-08 20:00:00,15196.56,15270.99,14392.32,14902.54,2585.19829,2018-01-08 23:59:59.999000 ,38235562.8999458,24993,1188.823804,17573100.5437321,0,-0.01934715445281976,-0.019536760183848936,0.045549236495660714,0.028048323236479867,0.05896108985448118,-0.019347799765209932,-0.0772438193613263,0.11379222720478332,15222.406666666664,15406.540238095236,-0.0327133951105395,-0.37620006523583005,3291.1927006428573,0.7854897981193997
2018-01-09 00:00:00,14902.54,15500.0,14701.0,15210.0,2267.730932,2018-01-09 03:59:59.999000 ,34341074.9628745,24158,1113.74842,16862113.8671945,0,0.02063138230127204,0.020421438049455277,0.04636323522021666,0.028168258148184785,0.052531229454306376,0.020631382301272073,-0.029378374601237933,0.1390033383805933,15145.678333333331,15450.735952380954,-0.015580872854399908,-0.12280193717751531,3288.8640817380956,0.6895179842158609
2018-01-09 04:00:00,15186.53,15397.0,14601.0,15062.28,2094.696764,2018-01-09 07:59:59.999000 ,31351055.7340645,21598,1038.300967,15533781.4190117,0,-0.009712031558185341,-0.009759500936122165,0.045665343330582184,0.02823479915396561,0.05284724490581771,-0.008181592503356592,-0.05059691144027734,0.1288525818781383,15011.891666666668,15491.671190476192,-0.027717551269753837,-0.07630277717621226,3267.7779081904764,0.6410156451421549
2018-01-09 08:00:00,15062.28,15300.0,14170.33,14726.0,2553.318643,2018-01-09 11:59:59.999000 ,37480695.959306,28515,1158.408512,16994327.9304448,0,-0.0223259692423724,-0.022578966388554226,0.04509113738820396,0.028479487063683643,0.07671261713975282,-0.02232596924237238,-0.043766233766233786,0.09162342475908081,14899.558333333334,15521.099761904763,-0.051227024766393736,0.21894428199918692,3266.75733602381,0.781606461809562
2018-01-09 12:00:00,14726.0,14829.98,14011.05,14654.96,3506.537695,2018-01-09 15:59:59.999000 ,50635997.8694421,34921,1697.96551,24505913.0758028,0,-0.004824120603015181,-0.0048357942312701975,0.03232455477252898,0.028433077304876358,0.055880739353775126,-0.004824120603015135,0.024823810942392832,0.0704841406483403,14958.721666666666,15544.074285714285,-0.05719956488701439,0.37332553640074595,3270.1063404761903,1.0723008152968447
2018-01-09 16:00:00,14655.01,14998.62,14585.01,14717.82,1558.961148,2018-01-09 19:59:59.999000 ,23133245.1555239,19315,851.341075,12631828.1988244,0,0.004289332758328879,0.004280159791822268,0.015945199630794236,0.02591235190159105,0.02810266737872868,0.004285906321455904,-0.031502544985539505,-0.0010133885391390152,14878.933333333334,15543.71880952381,-0.053133926291678235,-0.5554129789555848,3186.027475357142,0.48931189704358913
2018-01-09 20:00:00,14717.82,14861.56,14125.0,14400.0,2333.759071,2018-01-09 23:59:59.999000 ,33688117.7764577,28149,981.468803,14170608.4087433,0,-0.021594230667313474,-0.02183079792512235,0.016364399674404524,0.026125245924123304,0.051149999999999966,-0.02159423066731348,-0.03372176823548201,-0.018746707861133638,14795.176666666666,15537.168571428574,-0.07319020619495131,0.4969963003850304,3153.9763230714284,0.7399418486208931
2018-01-10 00:00:00,14401.0,14480.0,13750.0,13964.05,2823.255175,2018-01-10 03:59:59.999000 ,39816242.8272848,27865,1317.970622,18591763.2293787,0,-0.03027430555555566,-0.030742036709654964,0.012875541092370242,0.02648376528068467,0.05227709726046527,-0.030341642941462448,-0.08191650230111769,-0.057660395897287775,14587.518333333333,15516.824761904762,-0.10007039363600778,0.20974577456714671,3142.533979857143,0.8984008424718267
2018-01-10 04:00:00,13980.0,14349.99,13855.0,13979.0,2736.517887,2018-01-10 07:59:59.999000 ,38607685.2852186,29179,1270.813639,17922787.5552565,0,0.0010706063069094718,0.0010700336166913342,0.01428175732928349,0.026195612937173016,0.03540954288575719,-7.15307582260372e-05,-0.07192005459996764,-0.07851021753460774,14406.971666666665,15488.46761904762,-0.09745751846950224,-0.030722440099662518,3131.220070809524,0.8739462015177105
2018-01-10 08:00:00,13978.95,14128.3,13131.31,13919.08,4921.021789,2018-01-10 11:59:59.999000 ,67060813.1749357,38528,2388.4794,32582761.5496632,0,-0.004286429644466683,-0.0042956427209102825,0.013626833631022387,0.025840536919542686,0.07162757883423328,-0.004282868169640838,-0.05479559961972025,-0.055055481821175034,14272.484999999999,15469.158809523811,-0.1002044667464066,0.7982786856163533,3148.3205195476194,1.5630625149014687
2018-01-10 12:00:00,13919.09,14490.0,13500.0,14399.95,3221.049657,2018-01-10 15:59:59.999000 ,44789331.8949684,27542,1720.544917,23925163.2574861,0,0.03454754193524301,0.03396417358562352,0.022672883747514708,0.026211781621352796,0.06875023871610665,0.034546798677212415,-0.01740093456413383,-0.04215975101388403,14229.983333333332,15454.067857142856,-0.0682097339604758,-0.3454510475446302,3175.4232703095236,1.0143685999649519
2018-01-10 16:00:00,14399.95,14735.43,14172.95,14349.98,2238.172719,2018-01-10 19:59:59.999000 ,32397512.2432273,22118,1063.823933,15403366.0718054,0,-0.0034701509380241635,-0.0034761858772687313,0.022413758705966975,0.025995360214369125,0.0391972671738915,-0.003470150938024171,-0.02499283181884271,-0.023811548427518092,14168.676666666666,15445.733809523808,-0.07094216584570223,-0.30514181483169844,3189.196493309524,0.7017983130532611
2018-01-10 20:00:00,14349.98,14955.66,14240.0,14907.09,1470.984428,2018-01-10 23:59:59.999000 ,21339781.3373933,16244,767.922164,11144298.1428636,0,0.0388230506244609,0.0380883902257111,0.026183602894776198,0.026590184102894335,0.048008028394542455,0.03882305062446084,0.03521458333333327,-0.0008324670180186455,14253.191666666666,15445.438095238093,-0.03485482845605192,-0.34277439113044617,3189.817609166667,0.4611500117664381
2018-01-11 00:00:00,14940.0,14968.68,12613.0,12920.0,4980.407597,2018-01-11 03:59:59.999000 ,68256381.8978326,34703,2248.878646,30882716.4663826,0,-0.13329831643868795,-0.14306044034769114,0.0628668443189808,0.03355318890633146,0.18232817337461302,-0.13520749665327977,-0.07476699095176542,-0.14550095006802255,14079.183333333334,15393.057857142856,-0.16066059649059794,2.385765003489215,3235.4812270476186,1.5393096876487302
2018-01-11 04:00:00,12911.92,13631.98,11400.0,13530.42,12868.425842,2018-01-11 07:59:59.999000 ,165873941.418204,70126,6497.332361,84067628.5960537,0,0.04724613003095968,0.046163985475047006,0.06732339189237081,0.034258067582458994,0.1649601416659645,0.047901473986827675,-0.03208956291580223,-0.08255899104963382,14004.42,15364.067857142856,-0.11934650863250262,1.5838097768848134,3474.255641333333,3.7039375251791826
2018-01-11 08:00:00,13530.42,13896.7,13041.0,13385.1,3680.231771,2018-01-11 11:59:59.999000 ,49614578.9190747,30936,1797.328168,24219596.5295526,0,-0.010740243096666546,-0.010798335835412638,0.0673917870601088,0.03423169523449983,0.06392929451404926,-0.0107402430966666,-0.038363167680622534,-0.07942726154180502,13915.423333333334,15336.570952380953,-0.12724297748435043,-0.7140107254619714,3458.557539428572,1.0640944176999447
2018-01-11 12:00:00,13385.1,14400.0,13282.13,13958.08,4441.493462,2018-01-11 15:59:59.999000 ,61633108.3802855,39597,2197.115726,30467229.2827946,0,0.042807300655206104,0.04191640406459956,0.06842494719449169,0.0348485207732861,0.08008766248653115,0.042807300655206125,-0.03068552321362228,-0.027515482815102965,13841.778333333335,15327.167857142858,-0.0893242554595517,0.2068515621757019,3470.0018793571426,1.2799686041734473
2018-01-11 16:00:00,13950.05,14190.0,13205.58,13430.16,2789.52886,2018-01-11 19:59:59.999000 ,38399667.9241297,26281,1377.465529,18963802.239132,0,-0.0378218207661799,-0.038555627968300296,0.06988317809973586,0.03479920766470034,0.07329920120087922,-0.03726796678148103,-0.0640990440404795,-0.09835591221058615,13688.474999999999,15292.28619047619,-0.12176898648652645,-0.3719389921731693,3449.833134928572,0.8085981990713753
2018-01-11 20:00:00,13400.0,13655.92,12511.0,13238.78,4794.636219,2018-01-11 23:59:59.999000 ,62809916.1542113,37773,2303.89955,30161264.2651944,0,-0.014250016381040842,-0.014352522842245766,0.06588980022176424,0.034789499079826154,0.08648228915353227,-0.012031343283582041,-0.11191386112245916,-0.12090409136002822,13410.423333333332,15248.934761904762,-0.13182263504245395,0.7187978542727822,3480.8908038571426,1.3774164399776943
2018-01-12 00:00:00,13238.76,13855.0,12500.0,13850.0,4171.703479,2018-01-12 03:59:59.999000 ,55125602.9720616,28755,2054.887023,27160713.9032537,0,0.04616890680259056,0.0451348313852038,0.03754186467810394,0.0355813415593335,0.09783393501805054,0.04617048726617899,0.07198142414860675,-0.07453006507690763,13565.423333333332,15222.378333333334,-0.09015531629036944,-0.1299228370092952,3493.9081559761903,1.1939934574022697
2018-01-12 04:00:00,13854.95,13966.63,13354.1,13722.04,2879.468236,2018-01-12 07:59:59.999000 ,39480638.0770119,26169,1297.675183,17777838.20211,0,-0.009238989169675027,-0.009281933341933038,0.03391328470479951,0.03560199432770364,0.04463840653430531,-0.009592961360380214,0.0141621620023622,-0.08030085508581009,13597.36,15193.852142857144,-0.09686892626166987,-0.3097620071764453,3480.693143047619,0.8272686265813138
2018-01-12 08:00:00,13722.04,14109.78,13301.99,13900.02,2432.973815,2018-01-12 11:59:59.999000 ,33439906.7967039,20334,1298.033812,17850167.4915332,0,0.012970374667323536,0.012886979693117409,0.03339450494476894,0.03338647797589874,0.05811430487150384,0.012970374667323484,0.0384696416164243,-0.13614518706158651,13683.18,15141.693333333333,-0.08200359801237544,-0.15506141565230325,3437.7800252619045,0.7077165487965291
2018-01-12 12:00:00,13900.02,14059.48,13358.99,13411.79,2641.69364,2018-01-12 15:59:59.999000 ,36339502.8537548,24210,1330.730247,18311980.6377984,0,-0.035124409892935415,-0.035756108123173265,0.03168786324498177,0.0337500835165045,0.05222941904100793,-0.035124409892935374,-0.03913790435360731,-0.16633370048707952,13592.131666666666,15077.980714285713,-0.11050489756277981,0.08578794548185464,3410.6584206190482,0.7745406646498836
2018-01-12 16:00:00,13411.79,13801.01,13222.0,13717.0,2835.853077,2018-01-12 19:59:59.999000 ,38145439.7618106,21366,1422.411746,19133876.684368,0,0.022756843046304764,0.022501768634911386,0.029152945354557685,0.033556122221294137,0.042211124881533876,0.022756843046304716,0.021357898937912845,-0.17332659957415797,13639.938333333334,15009.504285714283,-0.08611238993045633,0.0734980900359059,3377.9140932142855,0.8395278857732933
2018-01-12 20:00:00,13717.0,13900.0,13510.0,13740.01,1455.46989,2018-01-12 23:59:59.999000 ,19984985.8101163,13618,713.574064,9805443.26241479,0,0.0016774804986512404,0.0016760750997062684,0.027868726092219416,0.03331569891629034,0.02838425881786112,0.0016774804986513245,0.03786073943369406,-0.18987652996187,13723.47666666667,14932.82857142857,-0.07987894361225212,-0.48676117891843806,3318.168685095238,0.4386364974564954
2018-01-13 00:00:00,13749.95,14250.0,13706.15,14066.0,2933.250737,2018-01-13 03:59:59.999000 ,41146996.1019847,23746,1338.342109,18759110.0947275,0,0.023725601364191107,0.0234485232898502,0.022467981178074095,0.03341639303576201,0.03866415469927487,0.022985538129229505,0.01559566787003619,-0.1486291573631836,13759.47666666667,14874.362142857142,-0.05434600388866606,1.0153290405753426,3286.871949309523,0.89241405878808
2018-01-13 04:00:00,14065.99,14320.0,13948.41,14255.09,2020.969985,2018-01-13 07:59:59.999000 ,28510758.8458734,19396,859.721573,12126374.3364569,0,0.013443054173183588,0.013353498033062796,0.021940340194669228,0.03351307091448279,0.026067180214225244,0.013443774664989834,0.03884626484108766,-0.1369966097590507,13848.318333333335,14820.483333333332,-0.038149453065520644,-0.3110135592885048,3283.466938666667,0.6154988074345177
