ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,text,clean_text,Cluster
78127,Shyam Lal Meena,M,23.0,165.0,62.0,India,IND,1988 Summer,1988,Summer,Seoul,Archery,Archery Men's Team,,Shyam Lal Meena M India IND 1988 Summer Summer Seoul Archery Archery Men's Team ,shyam lal meena india ind summer summer seoul archery archery mens team,0
78169,Ram Mehar,M,,,,India,IND,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Long Jump,,Ram Mehar M India IND 1956 Summer Summer Melbourne Athletics Athletics Men's Long Jump ,ram mehar india ind summer summer melbourne athletics athletics mens long jump,1
78197,Raj Kumar Mehra,M,30.0,,,India,IND,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Individual",,"Raj Kumar Mehra M India IND 1948 Summer Summer London Cycling Cycling Men's Road Race, Individual ",raj kumar mehra india ind summer summer london cycling cycling mens road race individual,0
78197,Raj Kumar Mehra,M,30.0,,,India,IND,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Team",,"Raj Kumar Mehra M India IND 1948 Summer Summer London Cycling Cycling Men's Road Race, Team ",raj kumar mehra india ind summer summer london cycling cycling mens road race team,0
78197,Raj Kumar Mehra,M,34.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Individual",,"Raj Kumar Mehra M India IND 1952 Summer Summer Helsinki Cycling Cycling Men's Road Race, Individual ",raj kumar mehra india ind summer summer helsinki cycling cycling mens road race individual,0
78197,Raj Kumar Mehra,M,34.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Team",,"Raj Kumar Mehra M India IND 1952 Summer Summer Helsinki Cycling Cycling Men's Road Race, Team ",raj kumar mehra india ind summer summer helsinki cycling cycling mens road race team,0
78197,Raj Kumar Mehra,M,34.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",,"Raj Kumar Mehra M India IND 1952 Summer Summer Helsinki Cycling Cycling Men's Team Pursuit, 4,000 metres ",raj kumar mehra india ind summer summer helsinki cycling cycling mens team pursuit metres,0
78206,Kamlesh Navinchandra Mehta,M,28.0,,,India,IND,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Singles,,Kamlesh Navinchandra Mehta M India IND 1988 Summer Summer Seoul Table Tennis Table Tennis Men's Singles ,kamlesh navinchandra mehta india ind summer summer seoul table tennis table tennis mens singles,0
78206,Kamlesh Navinchandra Mehta,M,28.0,,,India,IND,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,,Kamlesh Navinchandra Mehta M India IND 1988 Summer Summer Seoul Table Tennis Table Tennis Men's Doubles ,kamlesh navinchandra mehta india ind summer summer seoul table tennis table tennis mens doubles,0
78206,Kamlesh Navinchandra Mehta,M,32.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Singles,,Kamlesh Navinchandra Mehta M India IND 1992 Summer Summer Barcelona Table Tennis Table Tennis Men's Singles ,kamlesh navinchandra mehta india ind summer summer barcelona table tennis table tennis mens singles,0
78206,Kamlesh Navinchandra Mehta,M,32.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Doubles,,Kamlesh Navinchandra Mehta M India IND 1992 Summer Summer Barcelona Table Tennis Table Tennis Men's Doubles ,kamlesh navinchandra mehta india ind summer summer barcelona table tennis table tennis mens doubles,0
78207,Sangita Mehta,F,25.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Heavyweight,,Sangita Mehta F India IND 1992 Summer Summer Barcelona Judo Judo Women's Heavyweight ,sangita mehta f india ind summer summer barcelona judo judo womens heavyweight,0
78208,Nghlhav Mehtabs Singh,M,23.0,174.0,79.0,India,IND,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Heavyweight,,Nghlhav Mehtabs Singh M India IND 1972 Summer Summer Munich Boxing Boxing Men's Light-Heavyweight ,nghlhav mehtabs singh india ind summer summer munich boxing boxing mens lightheavyweight,0
78700,Jude Menezes,M,29.0,172.0,75.0,India,IND,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,,Jude Menezes M India IND 2000 Summer Summer Sydney Hockey Hockey Men's Hockey ,jude menezes india ind summer summer sydney hockey hockey mens hockey,2
79169,Sahu Mewalal,M,22.0,,,India,IND,1948 Summer,1948,Summer,London,Football,Football Men's Football,,Sahu Mewalal M India IND 1948 Summer Summer London Football Football Men's Football ,sahu mewalal india ind summer summer london football football mens football,0
79432,Cyril James Michie,M,35.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold,Cyril James Michie M India IND 1936 Summer Summer Berlin Hockey Hockey Men's Hockey Gold,cyril james michie india ind summer summer berlin hockey hockey mens hockey gold,2
79948,Nisha Millet,F,18.0,164.0,58.0,India,IND,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Freestyle,,Nisha Millet F India IND 2000 Summer Summer Sydney Swimming Swimming Women's 200 metres Freestyle ,nisha millet f india ind summer summer sydney swimming swimming womens metres freestyle,0
80166,Masude Ali Khan Minhas,M,,178.0,,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,Masude Ali Khan Minhas M India IND 1932 Summer Summer Los Angeles Hockey Hockey Men's Hockey Gold,masude ali khan minhas india ind summer summer los angeles hockey hockey mens hockey gold,2
80203,Lilima Minz,F,22.0,158.0,52.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,,Lilima Minz F India IND 2016 Summer Summer Rio de Janeiro Hockey Hockey Women's Hockey ,lilima minz f india ind summer summer rio de janeiro hockey hockey womens hockey,2
80221,Chanu Saikhom Mirabai,F,21.0,145.0,48.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,,Chanu Saikhom Mirabai F India IND 2016 Summer Summer Rio de Janeiro Weightlifting Weightlifting Women's Flyweight ,chanu saikhom mirabai f india ind summer summer rio de janeiro weightlifting weightlifting womens flyweight,0
80297,Sania Mirza,F,21.0,173.0,57.0,India,IND,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,,Sania Mirza F India IND 2008 Summer Summer Beijing Tennis Tennis Women's Singles ,sania mirza f india ind summer summer beijing tennis tennis womens singles,0
80297,Sania Mirza,F,21.0,173.0,57.0,India,IND,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,,Sania Mirza F India IND 2008 Summer Summer Beijing Tennis Tennis Women's Doubles ,sania mirza f india ind summer summer beijing tennis tennis womens doubles,0
80297,Sania Mirza,F,25.0,173.0,57.0,India,IND,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,,Sania Mirza F India IND 2012 Summer Summer London Tennis Tennis Mixed Doubles ,sania mirza f india ind summer summer london tennis tennis mixed doubles,0
80297,Sania Mirza,F,25.0,173.0,57.0,India,IND,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,,Sania Mirza F India IND 2012 Summer Summer London Tennis Tennis Women's Doubles ,sania mirza f india ind summer summer london tennis tennis womens doubles,0
80297,Sania Mirza,F,29.0,173.0,57.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,,Sania Mirza F India IND 2016 Summer Summer Rio de Janeiro Tennis Tennis Mixed Doubles ,sania mirza f india ind summer summer rio de janeiro tennis tennis mixed doubles,0
80297,Sania Mirza,F,29.0,173.0,57.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,,Sania Mirza F India IND 2016 Summer Summer Rio de Janeiro Tennis Tennis Women's Doubles ,sania mirza f india ind summer summer rio de janeiro tennis tennis womens doubles,0
80373,Eruch Mistry,M,,,,India,IND,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Individual",,"Eruch Mistry M India IND 1948 Summer Summer London Cycling Cycling Men's Road Race, Individual ",eruch mistry india ind summer summer london cycling cycling mens road race individual,0
80373,Eruch Mistry,M,,,,India,IND,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Team",,"Eruch Mistry M India IND 1948 Summer Summer London Cycling Cycling Men's Road Race, Team ",eruch mistry india ind summer summer london cycling cycling mens road race team,0
80374,Rachita Mistry (Panda-),F,26.0,164.0,55.0,India,IND,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,,Rachita Mistry (Panda-) F India IND 2000 Summer Summer Sydney Athletics Athletics Women's 4 x 100 metres Relay ,rachita mistry panda f india ind summer summer sydney athletics athletics womens x metres relay,1
80466,Dilip Mitra,M,,,,India,IND,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,,Dilip Mitra M India IND 1948 Summer Summer London Swimming Swimming Men's 100 metres Freestyle ,dilip mitra india ind summer summer london swimming swimming mens metres freestyle,0
80467,Prahtip Mitra,M,,,,India,IND,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,,Prahtip Mitra M India IND 1948 Summer Summer London Swimming Swimming Men's 100 metres Backstroke ,prahtip mitra india ind summer summer london swimming swimming mens metres backstroke,0
80868,Tehmasp Rustom Mogul,M,34.0,173.0,64.0,India,IND,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed One Person Dinghy,,Tehmasp Rustom Mogul M India IND 1972 Summer Summer Munich Sailing Sailing Mixed One Person Dinghy ,tehmasp rustom mogul india ind summer summer munich sailing sailing mixed one person dinghy,0
80960,Taj Mohammed,M,,,,India,IND,1948 Summer,1948,Summer,London,Football,Football Men's Football,,Taj Mohammed M India IND 1948 Summer Summer London Football Football Men's Football ,taj mohammed india ind summer summer london football football mens football,0
81011,Sayed Khaja Moinuddin,M,,,,India,IND,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,,Sayed Khaja Moinuddin M India IND 1952 Summer Summer Helsinki Football Football Men's Football ,sayed khaja moinuddin india ind summer summer helsinki football football mens football,0
81205,Ganesh Mollerapoovayya,M,26.0,172.0,66.0,India,IND,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Bronze,Ganesh Mollerapoovayya M India IND 1972 Summer Summer Munich Hockey Hockey Men's Hockey Bronze,ganesh mollerapoovayya india ind summer summer munich hockey hockey mens hockey bronze,2
81313,Anil Kumar Mondal,M,21.0,157.0,52.0,India,IND,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Flyweight,,Anil Kumar Mondal M India IND 1972 Summer Summer Munich Weightlifting Weightlifting Men's Flyweight ,anil kumar mondal india ind summer summer munich weightlifting weightlifting mens flyweight,0
81313,Anil Kumar Mondal,M,24.0,157.0,52.0,India,IND,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Flyweight,,Anil Kumar Mondal M India IND 1976 Summer Summer Montreal Weightlifting Weightlifting Men's Flyweight ,anil kumar mondal india ind summer summer montreal weightlifting weightlifting mens flyweight,0
81314,Darshan Mondal,M,24.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,,Darshan Mondal M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Individual All-Around ,darshan mondal india ind summer summer tokyo gymnastics gymnastics mens individual allaround,0
81314,Darshan Mondal,M,24.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,,Darshan Mondal M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Team All-Around ,darshan mondal india ind summer summer tokyo gymnastics gymnastics mens team allaround,0
81314,Darshan Mondal,M,24.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,,Darshan Mondal M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Floor Exercise ,darshan mondal india ind summer summer tokyo gymnastics gymnastics mens floor exercise,0
81314,Darshan Mondal,M,24.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,,Darshan Mondal M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Horse Vault ,darshan mondal india ind summer summer tokyo gymnastics gymnastics mens horse vault,0
81314,Darshan Mondal,M,24.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,,Darshan Mondal M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Parallel Bars ,darshan mondal india ind summer summer tokyo gymnastics gymnastics mens parallel bars,0
81314,Darshan Mondal,M,24.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,,Darshan Mondal M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Horizontal Bar ,darshan mondal india ind summer summer tokyo gymnastics gymnastics mens horizontal bar,0
81314,Darshan Mondal,M,24.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,,Darshan Mondal M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Rings ,darshan mondal india ind summer summer tokyo gymnastics gymnastics mens rings,0
81314,Darshan Mondal,M,24.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,,Darshan Mondal M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Pommelled Horse ,darshan mondal india ind summer summer tokyo gymnastics gymnastics mens pommelled horse,0
81424,Isaac Monsoor,M,19.0,,,India,IND,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,,Isaac Monsoor M India IND 1948 Summer Summer London Water Polo Water Polo Men's Water Polo ,isaac monsoor india ind summer summer london water polo water polo mens water polo,0
81424,Isaac Monsoor,M,19.0,,,India,IND,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,,Isaac Monsoor M India IND 1948 Summer Summer London Swimming Swimming Men's 100 metres Freestyle ,isaac monsoor india ind summer summer london swimming swimming mens metres freestyle,0
81424,Isaac Monsoor,M,23.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,,Isaac Monsoor M India IND 1952 Summer Summer Helsinki Water Polo Water Polo Men's Water Polo ,isaac monsoor india ind summer summer helsinki water polo water polo mens water polo,0
81424,Isaac Monsoor,M,23.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Freestyle,,Isaac Monsoor M India IND 1952 Summer Summer Helsinki Swimming Swimming Men's 100 metres Freestyle ,isaac monsoor india ind summer summer helsinki swimming swimming mens metres freestyle,0
81618,Valli Asari Mookan,M,,,55.0,India,IND,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Bantamweight,,Valli Asari Mookan M India IND 1956 Summer Summer Melbourne Weightlifting Weightlifting Men's Bantamweight ,valli asari mookan india ind summer summer melbourne weightlifting weightlifting mens bantamweight,0
81876,Jagmal More,M,20.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,,Jagmal More M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Individual All-Around ,jagmal india ind summer summer tokyo gymnastics gymnastics mens individual allaround,0
81876,Jagmal More,M,20.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,,Jagmal More M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Team All-Around ,jagmal india ind summer summer tokyo gymnastics gymnastics mens team allaround,0
81876,Jagmal More,M,20.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,,Jagmal More M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Floor Exercise ,jagmal india ind summer summer tokyo gymnastics gymnastics mens floor exercise,0
81876,Jagmal More,M,20.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,,Jagmal More M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Horse Vault ,jagmal india ind summer summer tokyo gymnastics gymnastics mens horse vault,0
81876,Jagmal More,M,20.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,,Jagmal More M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Parallel Bars ,jagmal india ind summer summer tokyo gymnastics gymnastics mens parallel bars,0
81876,Jagmal More,M,20.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,,Jagmal More M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Horizontal Bar ,jagmal india ind summer summer tokyo gymnastics gymnastics mens horizontal bar,0
81876,Jagmal More,M,20.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,,Jagmal More M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Rings ,jagmal india ind summer summer tokyo gymnastics gymnastics mens rings,0
81876,Jagmal More,M,20.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,,Jagmal More M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Pommelled Horse ,jagmal india ind summer summer tokyo gymnastics gymnastics mens pommelled horse,0
82904,Riaz Nabi Muhammad,M,24.0,,,India,IND,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,,Riaz Nabi Muhammad M India IND 1996 Summer Summer Atlanta Hockey Hockey Men's Hockey ,riaz nabi muhammad india ind summer summer atlanta hockey hockey mens hockey,2
82904,Riaz Nabi Muhammad,M,28.0,,,India,IND,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,,Riaz Nabi Muhammad M India IND 2000 Summer Summer Sydney Hockey Hockey Men's Hockey ,riaz nabi muhammad india ind summer summer sydney hockey hockey mens hockey,2
82945,Danish Mujtaba,M,23.0,168.0,66.0,India,IND,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,,Danish Mujtaba M India IND 2012 Summer Summer London Hockey Hockey Men's Hockey ,danish mujtaba india ind summer summer london hockey hockey mens hockey,2
82945,Danish Mujtaba,M,27.0,168.0,66.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,,Danish Mujtaba M India IND 2016 Summer Summer Rio de Janeiro Hockey Hockey Men's Hockey ,danish mujtaba india ind summer summer rio de janeiro hockey hockey mens hockey,2
83022,"Rustom ""Rusi"" Mulla Feroze",M,,,,India,IND,1948 Summer,1948,Summer,London,Cycling,Cycling Men's Sprint,,"Rustom ""Rusi"" Mulla Feroze M India IND 1948 Summer Summer London Cycling Cycling Men's Sprint ",rustom rusi mulla feroze india ind summer summer london cycling cycling mens sprint,0
83177,Prafulla Mullick,M,,,,India,IND,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,,Prafulla Mullick M India IND 1948 Summer Summer London Swimming Swimming Men's 200 metres Breaststroke ,prafulla mullick india ind summer summer london swimming swimming mens metres breaststroke,0
83271,Rekha Mundphan (-Bhide),F,24.0,152.0,,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,,Rekha Mundphan (-Bhide) F India IND 1980 Summer Summer Moskva Hockey Hockey Women's Hockey ,rekha mundphan bhide f india ind summer summer moskva hockey hockey womens hockey,2
83294,Tamil Selwan Muniswamy,M,25.0,158.0,56.0,India,IND,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Bantamweight,,Tamil Selwan Muniswamy M India IND 1980 Summer Summer Moskva Weightlifting Weightlifting Men's Bantamweight ,tamil selwan muniswamy india ind summer summer moskva weightlifting weightlifting mens bantamweight,0
83433,Dwarkadas Murarji,M,,,,India,IND,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,,Dwarkadas Murarji M India IND 1948 Summer Summer London Water Polo Water Polo Men's Water Polo ,dwarkadas murarji india ind summer summer london water polo water polo mens water polo,0
83526,J. Murphy,M,,,,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 800 metres,,J. Murphy M India IND 1928 Summer Summer Amsterdam Athletics Athletics Men's 800 metres ,j murphy india ind summer summer amsterdam athletics athletics mens metres,1
83757,Thandava Murthy Muthu,M,25.0,157.0,56.0,India,IND,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Bantamweight,,Thandava Murthy Muthu M India IND 2000 Summer Summer Sydney Weightlifting Weightlifting Men's Bantamweight ,thandava murthy muthu india ind summer summer sydney weightlifting weightlifting mens bantamweight,0
83758,Gurunathan Muthuswamy,M,25.0,160.0,54.0,India,IND,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Flyweight,,Gurunathan Muthuswamy M India IND 1988 Summer Summer Seoul Weightlifting Weightlifting Men's Flyweight ,gurunathan muthuswamy india ind summer summer seoul weightlifting weightlifting mens flyweight,0
83970,Sivaraj Naalamuthu Pillai,M,24.0,,59.0,India,IND,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Featherweight,,Sivaraj Naalamuthu Pillai M India IND 1992 Summer Summer Barcelona Weightlifting Weightlifting Men's Featherweight ,sivaraj naalamuthu pillai india ind summer summer barcelona weightlifting weightlifting mens featherweight,0
84045,Jehangir J. Naegamwalla,M,,,,India,IND,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,,Jehangir J. Naegamwalla M India IND 1952 Summer Summer Helsinki Water Polo Water Polo Men's Water Polo ,jehangir j naegamwalla india ind summer summer helsinki water polo water polo mens water polo,0
84054,"Sachindra ""Sachin"" Nag",M,28.0,,,India,IND,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,,"Sachindra ""Sachin"" Nag M India IND 1948 Summer Summer London Water Polo Water Polo Men's Water Polo ",sachindra sachin nag india ind summer summer london water polo water polo mens water polo,0
84054,"Sachindra ""Sachin"" Nag",M,28.0,,,India,IND,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,,"Sachindra ""Sachin"" Nag M India IND 1948 Summer Summer London Swimming Swimming Men's 100 metres Freestyle ",sachindra sachin nag india ind summer summer london swimming swimming mens metres freestyle,0
84054,"Sachindra ""Sachin"" Nag",M,32.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,,"Sachindra ""Sachin"" Nag M India IND 1952 Summer Summer Helsinki Water Polo Water Polo Men's Water Polo ",sachindra sachin nag india ind summer summer helsinki water polo water polo mens water polo,0
84085,Amarnath Nagarajan,M,26.0,182.0,73.0,India,IND,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,,Amarnath Nagarajan M India IND 1980 Summer Summer Moskva Basketball Basketball Men's Basketball ,amarnath nagarajan india ind summer summer moskva basketball basketball mens basketball,0
84450,Jamyang Namgial,M,24.0,170.0,71.0,India,IND,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,Jamyang Namgial M India IND 2010 Winter Winter Vancouver Alpine Skiing Alpine Skiing Men's Giant Slalom ,jamyang namgial india ind winter winter vancouver alpine skiing alpine skiing mens giant slalom,0
84470,Srabani Nanda,F,25.0,164.0,54.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,,Srabani Nanda F India IND 2016 Summer Summer Rio de Janeiro Athletics Athletics Women's 200 metres ,srabani nanda f india ind summer summer rio de janeiro athletics athletics womens metres,1
84471,Mukesh Kumar Nandanoori,M,22.0,175.0,64.0,India,IND,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,,Mukesh Kumar Nandanoori M India IND 1992 Summer Summer Barcelona Hockey Hockey Men's Hockey ,mukesh kumar nandanoori india ind summer summer barcelona hockey hockey mens hockey,2
84471,Mukesh Kumar Nandanoori,M,26.0,175.0,64.0,India,IND,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,,Mukesh Kumar Nandanoori M India IND 1996 Summer Summer Atlanta Hockey Hockey Men's Hockey ,mukesh kumar nandanoori india ind summer summer atlanta hockey hockey mens hockey,2
84471,Mukesh Kumar Nandanoori,M,30.0,175.0,64.0,India,IND,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,,Mukesh Kumar Nandanoori M India IND 2000 Summer Summer Sydney Hockey Hockey Men's Hockey ,mukesh kumar nandanoori india ind summer summer sydney hockey hockey mens hockey,2
84473,Nikhil Kumar Nandy,M,,,,India,IND,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,,Nikhil Kumar Nandy M India IND 1956 Summer Summer Melbourne Football Football Men's Football ,nikhil kumar nandy india ind summer summer melbourne football football mens football,0
84480,Prakash Nanjappa,M,40.0,175.0,85.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",,"Prakash Nanjappa M India IND 2016 Summer Summer Rio de Janeiro Shooting Shooting Men's Free Pistol, 50 metres ",prakash nanjappa india ind summer summer rio de janeiro shooting shooting mens free pistol metres,0
84516,Gagan Narang,M,21.0,180.0,115.0,India,IND,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Rifle, 10 metres",,"Gagan Narang M India IND 2004 Summer Summer Athina Shooting Shooting Men's Air Rifle, 10 metres ",gagan narang india ind summer summer athina shooting shooting mens air rifle metres,0
84516,Gagan Narang,M,25.0,180.0,115.0,India,IND,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",,"Gagan Narang M India IND 2008 Summer Summer Beijing Shooting Shooting Men's Air Rifle, 10 metres ",gagan narang india ind summer summer beijing shooting shooting mens air rifle metres,0
84516,Gagan Narang,M,25.0,180.0,115.0,India,IND,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",,"Gagan Narang M India IND 2008 Summer Summer Beijing Shooting Shooting Men's Small-Bore Rifle, Three Positions, 50 metres ",gagan narang india ind summer summer beijing shooting shooting mens smallbore rifle three positions metres,0
84516,Gagan Narang,M,25.0,180.0,115.0,India,IND,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",,"Gagan Narang M India IND 2008 Summer Summer Beijing Shooting Shooting Men's Small-Bore Rifle, Prone, 50 metres ",gagan narang india ind summer summer beijing shooting shooting mens smallbore rifle prone metres,0
84516,Gagan Narang,M,29.0,180.0,115.0,India,IND,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,"Gagan Narang M India IND 2012 Summer Summer London Shooting Shooting Men's Air Rifle, 10 metres Bronze",gagan narang india ind summer summer london shooting shooting mens air rifle metres bronze,0
84516,Gagan Narang,M,29.0,180.0,115.0,India,IND,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",,"Gagan Narang M India IND 2012 Summer Summer London Shooting Shooting Men's Small-Bore Rifle, Three Positions, 50 metres ",gagan narang india ind summer summer london shooting shooting mens smallbore rifle three positions metres,0
84516,Gagan Narang,M,29.0,180.0,115.0,India,IND,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",,"Gagan Narang M India IND 2012 Summer Summer London Shooting Shooting Men's Small-Bore Rifle, Prone, 50 metres ",gagan narang india ind summer summer london shooting shooting mens smallbore rifle prone metres,0
