ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,text,clean_text,Cluster
281,S. Abdul Hamid,M,,,,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,,S. Abdul Hamid M India IND 1928 Summer Summer Amsterdam Athletics Athletics Men's 110 metres Hurdles ,abdul hamid india ind summer summer amsterdam athletics athletics mens metres hurdles,1
281,S. Abdul Hamid,M,,,,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,,S. Abdul Hamid M India IND 1928 Summer Summer Amsterdam Athletics Athletics Men's 400 metres Hurdles ,abdul hamid india ind summer summer amsterdam athletics athletics mens metres hurdles,1
512,Shiny Kurisingal Abraham-Wilson,F,19.0,167.0,53.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,,Shiny Kurisingal Abraham-Wilson F India IND 1984 Summer Summer Los Angeles Athletics Athletics Women's 800 metres ,shiny kurisingal abrahamwilson f india ind summer summer los angeles athletics athletics womens metres,1
512,Shiny Kurisingal Abraham-Wilson,F,19.0,167.0,53.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,,Shiny Kurisingal Abraham-Wilson F India IND 1984 Summer Summer Los Angeles Athletics Athletics Women's 4 x 400 metres Relay ,shiny kurisingal abrahamwilson f india ind summer summer los angeles athletics athletics womens x metres relay,1
512,Shiny Kurisingal Abraham-Wilson,F,23.0,167.0,53.0,India,IND,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 800 metres,,Shiny Kurisingal Abraham-Wilson F India IND 1988 Summer Summer Seoul Athletics Athletics Women's 800 metres ,shiny kurisingal abrahamwilson f india ind summer summer seoul athletics athletics womens metres,1
512,Shiny Kurisingal Abraham-Wilson,F,23.0,167.0,53.0,India,IND,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,,Shiny Kurisingal Abraham-Wilson F India IND 1988 Summer Summer Seoul Athletics Athletics Women's 4 x 400 metres Relay ,shiny kurisingal abrahamwilson f india ind summer summer seoul athletics athletics womens x metres relay,1
512,Shiny Kurisingal Abraham-Wilson,F,27.0,167.0,53.0,India,IND,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 800 metres,,Shiny Kurisingal Abraham-Wilson F India IND 1992 Summer Summer Barcelona Athletics Athletics Women's 800 metres ,shiny kurisingal abrahamwilson f india ind summer summer barcelona athletics athletics womens metres,1
512,Shiny Kurisingal Abraham-Wilson,F,31.0,167.0,53.0,India,IND,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,,Shiny Kurisingal Abraham-Wilson F India IND 1996 Summer Summer Atlanta Athletics Athletics Women's 4 x 400 metres Relay ,shiny kurisingal abrahamwilson f india ind summer summer atlanta athletics athletics womens x metres relay,1
663,Sharath Kamal Achanta,M,22.0,186.0,85.0,India,IND,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Singles,,Sharath Kamal Achanta M India IND 2004 Summer Summer Athina Table Tennis Table Tennis Men's Singles ,sharath kamal achanta india ind summer summer athina table tennis table tennis mens singles,0
663,Sharath Kamal Achanta,M,26.0,186.0,85.0,India,IND,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Singles,,Sharath Kamal Achanta M India IND 2008 Summer Summer Beijing Table Tennis Table Tennis Men's Singles ,sharath kamal achanta india ind summer summer beijing table tennis table tennis mens singles,0
663,Sharath Kamal Achanta,M,34.0,186.0,85.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,,Sharath Kamal Achanta M India IND 2016 Summer Summer Rio de Janeiro Table Tennis Table Tennis Men's Singles ,sharath kamal achanta india ind summer summer rio de janeiro table tennis table tennis mens singles,0
952,Badathala Adisekhar,M,28.0,,53.0,India,IND,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Flyweight,,Badathala Adisekhar M India IND 1992 Summer Summer Barcelona Weightlifting Weightlifting Men's Flyweight ,badathala adisekhar india ind summer summer barcelona weightlifting weightlifting mens flyweight,0
952,Badathala Adisekhar,M,32.0,,53.0,India,IND,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Flyweight,,Badathala Adisekhar M India IND 1996 Summer Summer Atlanta Weightlifting Weightlifting Men's Flyweight ,badathala adisekhar india ind summer summer atlanta weightlifting weightlifting mens flyweight,0
1105,Mirza Najib Aga,M,19.0,,,India,IND,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Lightweight,,Mirza Najib Aga M India IND 1996 Summer Summer Atlanta Judo Judo Men's Half-Lightweight ,mirza najib aga india ind summer summer atlanta judo judo mens halflightweight,0
1149,Neha Aggarwal,F,18.0,170.0,67.0,India,IND,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Singles,,Neha Aggarwal F India IND 2008 Summer Summer Beijing Table Tennis Table Tennis Women's Singles ,neha aggarwal f india ind summer summer beijing table tennis table tennis womens singles,0
1331,Jahan Ahir,M,,,,India,IND,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,,Jahan Ahir M India IND 1948 Summer Summer London Water Polo Water Polo Men's Water Polo ,jahan ahir india ind summer summer london water polo water polo mens water polo,0
1366,Jitendarjit Singh Ahluwalia,M,25.0,179.0,69.0,India,IND,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",,"Jitendarjit Singh Ahluwalia M India IND 1980 Summer Summer Moskva Equestrianism Equestrianism Mixed Three-Day Event, Individual ",jitendarjit singh ahluwalia india ind summer summer moskva equestrianism equestrianism mixed threeday event individual,0
1366,Jitendarjit Singh Ahluwalia,M,25.0,179.0,69.0,India,IND,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",,"Jitendarjit Singh Ahluwalia M India IND 1980 Summer Summer Moskva Equestrianism Equestrianism Mixed Three-Day Event, Team ",jitendarjit singh ahluwalia india ind summer summer moskva equestrianism equestrianism mixed threeday event team,0
1399,A. Hussain Ahmed,M,,,,India,IND,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,,A. Hussain Ahmed M India IND 1956 Summer Summer Melbourne Football Football Men's Football ,hussain ahmed india ind summer summer melbourne football football mens football,0
1415,Shakeel Ahmed,M,21.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,,Shakeel Ahmed M India IND 1992 Summer Summer Barcelona Hockey Hockey Men's Hockey ,shakeel ahmed india ind summer summer barcelona hockey hockey mens hockey,2
1455,Neha Ahuja,F,24.0,162.0,54.0,India,IND,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,Neha Ahuja F India IND 2006 Winter Winter Torino Alpine Skiing Alpine Skiing Women's Giant Slalom ,neha ahuja f india ind winter winter torino alpine skiing alpine skiing womens giant slalom,0
1455,Neha Ahuja,F,24.0,162.0,54.0,India,IND,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,,Neha Ahuja F India IND 2006 Winter Winter Torino Alpine Skiing Alpine Skiing Women's Slalom ,neha ahuja f india ind winter winter torino alpine skiing alpine skiing womens slalom,0
1710,Balkrishan Akotkar,M,27.0,171.0,57.0,India,IND,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,,Balkrishan Akotkar M India IND 1964 Summer Summer Tokyo Athletics Athletics Men's Marathon ,balkrishan akotkar india ind summer summer tokyo athletics athletics mens marathon,1
2453,Anil Alexander Aldrin,M,24.0,,,India,IND,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,,Anil Alexander Aldrin M India IND 1996 Summer Summer Atlanta Hockey Hockey Men's Hockey ,anil alexander aldrin india ind summer summer atlanta hockey hockey mens hockey,2
2699,Shaukat Ali,M,30.0,,,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold,Shaukat Ali M India IND 1928 Summer Summer Amsterdam Hockey Hockey Men's Hockey Gold,shaukat ali india ind summer summer amsterdam hockey hockey mens hockey gold,2
2702,Syed Ali,M,19.0,169.0,60.0,India,IND,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,,Syed Ali M India IND 1976 Summer Summer Montreal Hockey Hockey Men's Hockey ,syed ali india ind summer summer montreal hockey hockey mens hockey,2
2703,Syed Mushtaq Ali,M,22.0,165.0,61.0,India,IND,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Gold,Syed Mushtaq Ali M India IND 1964 Summer Summer Tokyo Hockey Hockey Men's Hockey Gold,syed mushtaq ali india ind summer summer tokyo hockey hockey mens hockey gold,2
2706,Sayed Zeeshan Ali,M,18.0,180.0,64.0,India,IND,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,,Sayed Zeeshan Ali M India IND 1988 Summer Summer Seoul Tennis Tennis Men's Singles ,sayed zeeshan ali india ind summer summer seoul tennis tennis mens singles,0
2864,Richard James Allen,M,25.0,172.0,,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Gold,Richard James Allen M India IND 1928 Summer Summer Amsterdam Hockey Hockey Men's Hockey Gold,richard james allen india ind summer summer amsterdam hockey hockey mens hockey gold,2
2864,Richard James Allen,M,30.0,172.0,,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,Richard James Allen M India IND 1932 Summer Summer Los Angeles Hockey Hockey Men's Hockey Gold,richard james allen india ind summer summer los angeles hockey hockey mens hockey gold,2
2864,Richard James Allen,M,34.0,172.0,,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold,Richard James Allen M India IND 1936 Summer Summer Berlin Hockey Hockey Men's Hockey Gold,richard james allen india ind summer summer berlin hockey hockey mens hockey gold,2
3053,Bobby Aloysius,F,30.0,173.0,55.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's High Jump,,Bobby Aloysius F India IND 2004 Summer Summer Athina Athletics Athletics Women's High Jump ,bobby aloysius f india ind summer summer athina athletics athletics womens high jump,1
3436,Jehangoo Amin,M,,,,India,IND,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",,"Jehangoo Amin M India IND 1948 Summer Summer London Cycling Cycling Men's Team Pursuit, 4,000 metres ",jehangoo amin india ind summer summer london cycling cycling mens team pursuit metres,0
3538,Anand Amritraj,M,36.0,185.0,77.0,India,IND,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,,Anand Amritraj M India IND 1988 Summer Summer Seoul Tennis Tennis Men's Doubles ,anand amritraj india ind summer summer seoul tennis tennis mens doubles,0
3539,Vijay Amritraj,M,34.0,193.0,75.0,India,IND,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,,Vijay Amritraj M India IND 1988 Summer Summer Seoul Tennis Tennis Men's Singles ,vijay amritraj india ind summer summer seoul tennis tennis mens singles,0
3539,Vijay Amritraj,M,34.0,193.0,75.0,India,IND,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,,Vijay Amritraj M India IND 1988 Summer Summer Seoul Tennis Tennis Men's Doubles ,vijay amritraj india ind summer summer seoul tennis tennis mens doubles,0
4000,"Ganpatrao Krishnaji ""Ganpat"" Andhalkar-Patil",M,29.0,183.0,97.0,India,IND,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",,"Ganpatrao Krishnaji ""Ganpat"" Andhalkar-Patil M India IND 1964 Summer Summer Tokyo Wrestling Wrestling Men's Middleweight, Greco-Roman ",ganpatrao krishnaji ganpat andhalkarpatil india ind summer summer tokyo wrestling wrestling mens middleweight grecoroman,0
4000,"Ganpatrao Krishnaji ""Ganpat"" Andhalkar-Patil",M,29.0,183.0,97.0,India,IND,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Freestyle",,"Ganpatrao Krishnaji ""Ganpat"" Andhalkar-Patil M India IND 1964 Summer Summer Tokyo Wrestling Wrestling Men's Heavyweight, Freestyle ",ganpatrao krishnaji ganpat andhalkarpatil india ind summer summer tokyo wrestling wrestling mens heavyweight freestyle,0
4251,Imtiaz Anees,M,29.0,158.0,60.0,India,IND,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",,"Imtiaz Anees M India IND 2000 Summer Summer Sydney Equestrianism Equestrianism Mixed Three-Day Event, Individual ",imtiaz anees india ind summer summer sydney equestrianism equestrianism mixed threeday event individual,0
4395,Subbaiah Anjaparavanda Bopaiah,M,25.0,169.0,60.0,India,IND,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,,Subbaiah Anjaparavanda Bopaiah M India IND 1996 Summer Summer Atlanta Hockey Hockey Men's Hockey ,subbaiah anjaparavanda bopaiah india ind summer summer atlanta hockey hockey mens hockey,2
4504,Berland Anthony,M,,,,India,IND,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,,Berland Anthony M India IND 1952 Summer Summer Helsinki Football Football Men's Football ,berland anthony india ind summer summer helsinki football football mens football,0
4510,Joseph Anthony,M,,,,India,IND,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,,Joseph Anthony M India IND 1952 Summer Summer Helsinki Football Football Men's Football ,joseph anthony india ind summer summer helsinki football football mens football,0
4518,"Joseph Anthony ""Joe"" Antic",M,29.0,168.0,59.0,India,IND,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Silver,"Joseph Anthony ""Joe"" Antic M India IND 1960 Summer Summer Roma Hockey Hockey Men's Hockey Silver",joseph anthony joe antic india ind summer summer roma hockey hockey mens hockey silver,2
4523,Seema Antil,F,21.0,182.0,92.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Discus Throw,,Seema Antil F India IND 2004 Summer Summer Athina Athletics Athletics Women's Discus Throw ,seema antil f india ind summer summer athina athletics athletics womens discus throw,1
4523,Seema Antil,F,28.0,182.0,92.0,India,IND,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Discus Throw,,Seema Antil F India IND 2012 Summer Summer London Athletics Athletics Women's Discus Throw ,seema antil f india ind summer summer london athletics athletics womens discus throw,1
4523,Seema Antil,F,33.0,182.0,92.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,,Seema Antil F India IND 2016 Summer Summer Rio de Janeiro Athletics Athletics Women's Discus Throw ,seema antil f india ind summer summer rio de janeiro athletics athletics womens discus throw,1
4625,Rashid Mian Anwar,M,26.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Welterweight, Freestyle",,"Rashid Mian Anwar M India IND 1936 Summer Summer Berlin Wrestling Wrestling Men's Welterweight, Freestyle ",rashid mian anwar india ind summer summer berlin wrestling wrestling mens welterweight freestyle,0
4640,Talimeren Ao,M,30.0,178.0,,India,IND,1948 Summer,1948,Summer,London,Football,Football Men's Football,,Talimeren Ao M India IND 1948 Summer Summer London Football Football Men's Football ,talimeren ao india ind summer summer london football football mens football,0
5562,Aditi Ashok,F,18.0,173.0,57.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,,Aditi Ashok F India IND 2016 Summer Summer Rio de Janeiro Golf Golf Women's Individual ,aditi ashok f india ind summer summer rio de janeiro golf golf womens individual,0
5563,Kumar Ashok,M,20.0,165.0,52.0,India,IND,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Flyweight, Freestyle",,"Kumar Ashok M India IND 1980 Summer Summer Moskva Wrestling Wrestling Men's Flyweight, Freestyle ",kumar ashok india ind summer summer moskva wrestling wrestling mens flyweight freestyle,0
5618,Sardar Mohammad Aslam,M,,,,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,Sardar Mohammad Aslam M India IND 1932 Summer Summer Los Angeles Hockey Hockey Men's Hockey Gold,sardar mohammad aslam india ind summer summer los angeles hockey hockey mens hockey gold,2
5868,Manu Attri,M,23.0,172.0,73.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,,Manu Attri M India IND 2016 Summer Summer Rio de Janeiro Badminton Badminton Men's Doubles ,manu attri india ind summer summer rio de janeiro badminton badminton mens doubles,0
6334,Sayed Khwaja Aziz-ud-Din,M,22.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,,Sayed Khwaja Aziz-ud-Din M India IND 1952 Summer Summer Helsinki Football Football Men's Football ,sayed khwaja azizuddin india ind summer summer helsinki football football mens football,0
6334,Sayed Khwaja Aziz-ud-Din,M,26.0,,,India,IND,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,,Sayed Khwaja Aziz-ud-Din M India IND 1956 Summer Summer Melbourne Football Football Men's Football ,sayed khwaja azizuddin india ind summer summer melbourne football football mens football,0
6427,Lalita Shivaji Babar,F,27.0,166.0,50.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",,"Lalita Shivaji Babar F India IND 2016 Summer Summer Rio de Janeiro Athletics Athletics Women's 3,000 metres Steeplechase ",lalita shivaji babar f india ind summer summer rio de janeiro athletics athletics womens metres steeplechase,1
6469,Kumari Babita,F,26.0,165.0,52.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",,"Kumari Babita F India IND 2016 Summer Summer Rio de Janeiro Wrestling Wrestling Women's Featherweight, Freestyle ",kumari babita f india ind summer summer rio de janeiro wrestling wrestling womens featherweight freestyle,0
6481,Chetan Panduranga Baboor,M,18.0,188.0,70.0,India,IND,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Singles,,Chetan Panduranga Baboor M India IND 1992 Summer Summer Barcelona Table Tennis Table Tennis Men's Singles ,chetan panduranga baboor india ind summer summer barcelona table tennis table tennis mens singles,0
6481,Chetan Panduranga Baboor,M,22.0,188.0,70.0,India,IND,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Singles,,Chetan Panduranga Baboor M India IND 1996 Summer Summer Atlanta Table Tennis Table Tennis Men's Singles ,chetan panduranga baboor india ind summer summer atlanta table tennis table tennis mens singles,0
6481,Chetan Panduranga Baboor,M,26.0,188.0,70.0,India,IND,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Singles,,Chetan Panduranga Baboor M India IND 2000 Summer Summer Sydney Table Tennis Table Tennis Men's Singles ,chetan panduranga baboor india ind summer summer sydney table tennis table tennis mens singles,0
6481,Chetan Panduranga Baboor,M,26.0,188.0,70.0,India,IND,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Doubles,,Chetan Panduranga Baboor M India IND 2000 Summer Summer Sydney Table Tennis Table Tennis Men's Doubles ,chetan panduranga baboor india ind summer summer sydney table tennis table tennis mens doubles,0
6486,Suresh Babu,M,19.0,187.0,72.0,India,IND,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,Suresh Babu M India IND 1972 Summer Summer Munich Athletics Athletics Men's High Jump ,suresh babu india ind summer summer munich athletics athletics mens high jump,1
6958,Sri Chand Bajaj,M,,,,India,IND,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,,Sri Chand Bajaj M India IND 1956 Summer Summer Melbourne Swimming Swimming Men's 100 metres Freestyle ,sri chand bajaj india ind summer summer melbourne swimming swimming mens metres freestyle,0
7118,Subramani Balada Kalaiah,M,26.0,160.0,56.0,India,IND,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,,Subramani Balada Kalaiah M India IND 1988 Summer Summer Seoul Hockey Hockey Men's Hockey ,subramani balada kalaiah india ind summer summer seoul hockey hockey mens hockey,2
7140,"Tulasidas Balaraman ""Balaram""",M,19.0,171.0,56.0,India,IND,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,,"Tulasidas Balaraman ""Balaram"" M India IND 1956 Summer Summer Melbourne Football Football Men's Football ",tulasidas balaraman balaram india ind summer summer melbourne football football mens football,0
7140,"Tulasidas Balaraman ""Balaram""",M,23.0,171.0,56.0,India,IND,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,,"Tulasidas Balaraman ""Balaram"" M India IND 1960 Summer Summer Roma Football Football Men's Football ",tulasidas balaraman balaram india ind summer summer roma football football mens football,0
7299,Ashish Kumar Ballal,M,21.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,,Ashish Kumar Ballal M India IND 1992 Summer Summer Barcelona Hockey Hockey Men's Hockey ,ashish kumar ballal india ind summer summer barcelona hockey hockey mens hockey,2
7485,Dola Banerjee,F,24.0,162.0,69.0,India,IND,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,,Dola Banerjee F India IND 2004 Summer Summer Athina Archery Archery Women's Individual ,dola banerjee f india ind summer summer athina archery archery womens individual,0
7485,Dola Banerjee,F,24.0,162.0,69.0,India,IND,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Team,,Dola Banerjee F India IND 2004 Summer Summer Athina Archery Archery Women's Team ,dola banerjee f india ind summer summer athina archery archery womens team,0
7485,Dola Banerjee,F,28.0,162.0,69.0,India,IND,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,,Dola Banerjee F India IND 2008 Summer Summer Beijing Archery Archery Women's Individual ,dola banerjee f india ind summer summer beijing archery archery womens individual,0
7485,Dola Banerjee,F,28.0,162.0,69.0,India,IND,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,,Dola Banerjee F India IND 2008 Summer Summer Beijing Archery Archery Women's Team ,dola banerjee f india ind summer summer beijing archery archery womens team,0
7486,H. Harihar Banerjee,M,34.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",,"H. Harihar Banerjee M India IND 1952 Summer Summer Helsinki Shooting Shooting Men's Free Rifle, Three Positions, 300 metres ",h harihar banerjee india ind summer summer helsinki shooting shooting mens free rifle three positions metres,0
7486,H. Harihar Banerjee,M,34.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",,"H. Harihar Banerjee M India IND 1952 Summer Summer Helsinki Shooting Shooting Men's Small-Bore Rifle, Three Positions, 50 metres ",h harihar banerjee india ind summer summer helsinki shooting shooting mens smallbore rifle three positions metres,0
7486,H. Harihar Banerjee,M,34.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",,"H. Harihar Banerjee M India IND 1952 Summer Summer Helsinki Shooting Shooting Men's Small-Bore Rifle, Prone, 50 metres ",h harihar banerjee india ind summer summer helsinki shooting shooting mens smallbore rifle prone metres,0
7486,H. Harihar Banerjee,M,38.0,,,India,IND,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",,"H. Harihar Banerjee M India IND 1956 Summer Summer Melbourne Shooting Shooting Men's Small-Bore Rifle, Three Positions, 50 metres ",h harihar banerjee india ind summer summer melbourne shooting shooting mens smallbore rifle three positions metres,0
7487,"Pradeep Kumar ""PK"" Banerjee",M,20.0,173.0,65.0,India,IND,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,,"Pradeep Kumar ""PK"" Banerjee M India IND 1956 Summer Summer Melbourne Football Football Men's Football ",pradeep kumar pk banerjee india ind summer summer melbourne football football mens football,0
7487,"Pradeep Kumar ""PK"" Banerjee",M,23.0,173.0,65.0,India,IND,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,,"Pradeep Kumar ""PK"" Banerjee M India IND 1960 Summer Summer Roma Football Football Men's Football ",pradeep kumar pk banerjee india ind summer summer roma football football mens football,0
7488,Rahul Banerjee,M,25.0,179.0,80.0,India,IND,2012 Summer,2012,Summer,London,Archery,Archery Men's Individual,,Rahul Banerjee M India IND 2012 Summer Summer London Archery Archery Men's Individual ,rahul banerjee india ind summer summer london archery archery mens individual,0
7488,Rahul Banerjee,M,25.0,179.0,80.0,India,IND,2012 Summer,2012,Summer,London,Archery,Archery Men's Team,,Rahul Banerjee M India IND 2012 Summer Summer London Archery Archery Men's Team ,rahul banerjee india ind summer summer london archery archery mens team,0
7489,Samar Banerjee,M,,,,India,IND,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,,Samar Banerjee M India IND 1956 Summer Summer Melbourne Football Football Men's Football ,samar banerjee india ind summer summer melbourne football football mens football,0
7558,Purma C. Bannerjee,M,,,,India,IND,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,,Purma C. Bannerjee M India IND 1920 Summer Summer Antwerpen Athletics Athletics Men's 100 metres ,purma c bannerjee india ind summer summer antwerpen athletics athletics mens metres,1
7558,Purma C. Bannerjee,M,,,,India,IND,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres,,Purma C. Bannerjee M India IND 1920 Summer Summer Antwerpen Athletics Athletics Men's 400 metres ,purma c bannerjee india ind summer summer antwerpen athletics athletics mens metres,1
7912,"Lazarus ""Lajarus"" Barla",M,20.0,175.0,62.0,India,IND,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,,"Lazarus ""Lajarus"" Barla M India IND 2000 Summer Summer Sydney Hockey Hockey Men's Hockey ",lazarus lajarus barla india ind summer summer sydney hockey hockey mens hockey,2
7928,Bijoy Kumar Barman,M,23.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,,Bijoy Kumar Barman M India IND 1952 Summer Summer Helsinki Water Polo Water Polo Men's Water Polo ,bijoy kumar barman india ind summer summer helsinki water polo water polo mens water polo,0
7928,Bijoy Kumar Barman,M,23.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,,Bijoy Kumar Barman M India IND 1952 Summer Summer Helsinki Swimming Swimming Men's 100 metres Backstroke ,bijoy kumar barman india ind summer summer helsinki swimming swimming mens metres backstroke,0
8404,Birendra Nath Basak,M,40.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,,Birendra Nath Basak M India IND 1952 Summer Summer Helsinki Water Polo Water Polo Men's Water Polo ,birendra nath basak india ind summer summer helsinki water polo water polo mens water polo,0
8423,A. Sattar Basheer,M,,,,India,IND,1948 Summer,1948,Summer,London,Football,Football Men's Football,,A. Sattar Basheer M India IND 1948 Summer Summer London Football Football Men's Football ,sattar basheer india ind summer summer london football football mens football,0
8458,Ahmed Abdul Basith,M,30.0,178.0,75.0,India,IND,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,,Ahmed Abdul Basith M India IND 1972 Summer Summer Munich Sailing Sailing Mixed Two Person Heavyweight Dinghy ,ahmed abdul basith india ind summer summer munich sailing sailing mixed two person heavyweight dinghy,0
8604,Manika Batra,F,21.0,179.0,63.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,,Manika Batra F India IND 2016 Summer Summer Rio de Janeiro Table Tennis Table Tennis Women's Singles ,manika batra f india ind summer summer rio de janeiro table tennis table tennis womens singles,0
